attr1,attr2,attr3,attr4,attr5,attr6,class
0.10569253,,0.67065219,,,,-1
-0.78441482,-0.47019533,,-0.85955255,,,-1
,0.23758102,-0.18589744,1.1750629,,1.0318485,-1
,-0.33748727,,,,0.94957661,
-0.092654892,,2.1583436,,,,
,-0.35075807,,1.6759108,,1.2938996,
-0.78441482,,,,-0.37786573,,
0.3641709,,,,-0.37786573,,
-0.056576325,,0.40016284,,,,-1
,,-0.0055711987,0.84425856,,0.96481214,
-0.044380754,-0.45250093,-0.36622367,,-0.37786573,,
,,,,-0.37786573,-0.94572324,
0.063346796,,,0.55733644,,,
-0.78441482,,,,,,-1
,,,,,,
,,,0.60121864,0.95669638,,
-0.78441482,,-0.59163147,,-0.37786573,-0.94572324,-1
,-0.24016802,0.08459192,,,,-1
0.21392823,-0.11188355,0.30999972,0.080117425,0.40918119,1.3182764,-1
,,-0.18589744,0.8493219,,,
0.53711088,0.60916361,-0.095734317,,,1.0958377,
,,0.08459192,-0.85955255,-0.37786573,-0.94572324,-1
-0.10129342,-0.3994177,,,,1.3609359,-1
-0.11518282,,0.40016284,1.6126191,,1.1293559,-1
,-0.39057049,,-0.85955255,-0.37786573,,-1
-0.13754137,-0.41268851,,,-0.37786573,1.680882,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,,-1
,,0.08459192,,0.15371361,0.3767207,-1
1.104205,,,,,1.2451459,
0.89721901,4.6081,,,-0.37786573,-0.94572324,
,,,-0.85955255,-0.37786573,,
,-0.072071133,-0.095734317,,-0.37786573,1.1781095,
,-0.47019533,,,-0.37786573,,-1
,,,,,1.2024864,-1
0.28693228,-0.37287609,-0.36622367,0.40332676,,0.99223609,
,-0.4082649,,,0.22275801,0.8916816,-1
,-0.47019533,-0.59163147,,,,-1
,,,,,1.1842038,
,-0.37287609,-0.18589744,,-0.37786573,,
0.025066252,-0.35075807,0.039510361,-0.85955255,-0.37786573,-0.94572324,-1
,-0.14284877,0.76081531,,,1.1384972,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,
-0.78441482,,,-0.85955255,-0.37786573,,-1
1.8105318,-0.45250093,,,,-0.94572324,-1
1.0833709,,,0.70248528,,,
-0.3209831,,-0.0055711987,,,,
-0.78441482,-0.47019533,,,,,
,-0.44807732,0.98622311,-0.85955255,-0.37786573,,
,,-0.14081588,,,1.6473639,
,,-0.27606055,1.2860343,,0.8429279,-1
-0.11653789,,-0.050652758,-0.85955255,,,-1
-0.26542549,,,,,,-1
0.98936333,,-0.32114211,,,,-1
0.26762262,,0.44524439,1.2037551,,1.0836493,-1
2.0376743,,,,0.38616639,,
,-0.32864006,,1.045526,,,-1
0.67346415,,,1.0894082,,1.1080261,
,1.9583623,,1.1704215,,1.0927906,-1
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,-1
-0.10840751,-0.31979286,,0.026952442,,,
,-0.47019533,-0.59163147,,-0.37786573,,
,-0.15169597,-0.18589744,0.66155668,1.4231494,1.2420988,-1
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,
0.061652967,,,-0.85955255,-0.37786573,-0.94572324,-1
0.069275199,-0.41711211,-0.41130523,,,1.4553962,
1.5529004,1.4186828,,,1.0456277,,-1
0.074017921,-0.058800326,,0.21471766,,0.94957661,
-0.013722442,,,-0.85955255,,,-1
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,-1
0.15735433,-0.098612747,,,,0.82159816,-1
,,,0.78560831,0.53851186,0.76065604,-1
,,,-0.19878776,-0.37786573,,-1
0.58352181,,-0.14081588,,,,
,,-0.36622367,-0.85955255,-0.37786573,,-1
,-0.058800326,0.30999972,,-0.37786573,,
,0.05178973,0.40016284,1.1910968,,1.2390517,-1
,0.15353258,,-0.85955255,,-0.94572324,
,0.74629528,,,-0.37786573,,
2.5644553,-0.3994177,,-0.85955255,,,-1
-0.13076605,,0.76081531,,0.39851338,,
-0.070973875,,,0.26872653,-0.37786573,,
,-0.27998044,,,-0.37786573,-0.94572324,-1
,-0.36845248,0.98622311,2.1143109,,0.55345284,-1
,0.36586549,,,-0.37786573,,-1
,-0.29767485,,0.28687014,2.32234,0.63877181,-1
,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,-1
,,,-0.85955255,,,-1
,,,0.71851916,0.8364531,,-1
,,,,,,-1
-0.78441482,-0.47019533,,,-0.37786573,-0.94572324,
,-0.47019533,,-0.85955255,-0.37786573,,
,,,,,1.2817111,-1
-0.78441482,-0.47019533,,,-0.37786573,-0.94572324,
,,-0.27606055,0.43623842,1.4265737,0.8947287,
0.4158327,0.26854624,,,-0.37786573,,
0.10450685,,0.039510361,-0.85955255,,,-1
-0.78441482,,-0.59163147,,-0.37786573,,
,-0.45250093,,,-0.37786573,,
,0.85688534,0.12967348,,-0.37786573,,
,,0.89605999,,0.62543471,,-1
,2.6086318,-0.41130523,,-0.37786573,,-1
,-0.3994177,-0.18589744,-0.85955255,-0.37786573,,-1
,,-0.59163147,-0.85955255,-0.37786573,,
0.20291834,-0.22689721,,1.1273832,,,-1
,-0.38172329,-0.32114211,0.68898306,,,
-0.78441482,,,-0.85955255,-0.37786573,-0.94572324,-1
,0.29508785,,,-0.37786573,,-1
,-0.3994177,2.2034252,,,,
-0.5076431,,,,,0.91605844,
,-0.3994177,0.40016284,0.63202058,,,
0.07164656,-0.45250093,0.17475504,0.85269745,-0.37786573,,-1
,-0.35518168,,0.40290482,-0.37786573,0.84597501,-1
0.53575582,,,0.71683138,,,
,0.95420459,0.76081531,,0.055793698,,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,-1
,-0.19150839,0.17475504,,,1.1567798,
-0.4966332,-0.44807732,,,-0.37786573,0.49555783,-1
,,-0.59163147,-0.85955255,-0.37786573,,-1
0.1278817,,,,-0.37786573,,-1
-0.11535221,-0.3994177,0.30999972,,-0.37786573,-0.94572324,
0.48189204,0.025248116,-0.36622367,0.23665876,,1.0379427,-1
-0.78441482,-0.47019533,-0.59163147,,,,-1
-0.090791679,0.69321205,,,-0.37786573,,
,-0.28440404,,,,1.3548417,-1
,-0.47019533,-0.59163147,,,,-1
,,-0.59163147,,,,-1
-0.78441482,,,-0.85955255,,-0.94572324,
-0.78441482,,-0.59163147,,,,
,,2.7894855,-0.013976155,,,
1.577969,2.2193548,-0.41130523,1.4311831,,0.73018498,-1
,0.10929656,,,-0.37786573,,-1
,,,0.84299273,-0.37786573,,-1
,,,-0.85955255,,,
,-0.094189144,,0.12399963,-0.37786573,,
6.7402529,-0.45250093,-0.54654991,,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,-1
,-0.36845248,0.26491816,1.1560754,-0.37786573,1.3365591,
2.0564759,,-0.27606055,,,,
0.5855544,1.1223015,,-0.85955255,,-0.94572324,
,,,0.30163819,0.097114978,,
-0.78441482,,,-0.85955255,,,-1
-0.15956115,-0.45250093,,,,,-1
,,,,,,-1
,-0.12957796,-0.32114211,,2.7578762,,-1
,-0.43923012,,,-0.37786573,1.0409898,-1
,,,,-0.37786573,,-1
1.0725304,,0.039510361,,-0.37786573,0.88254028,
-0.23087137,,,,,1.0653666,
,-0.42595931,,,,0.95567082,-1
0.58047291,,0.58048907,-0.85955255,-0.37786573,,-1
,-0.45250093,0.53540751,,,,
,,0.2198366,1.9020729,-0.37786573,1.3030409,-1
-0.43988992,-0.45250093,,-0.16545416,,,-1
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,-1
0.09637647,-0.29767485,0.08459192,-0.85955255,,-0.94572324,-1
-0.099768975,,0.40016284,,,,
,-0.43480652,,0.83877329,1.3836061,1.1506856,-1
,,0.30999972,-0.85955255,,-0.94572324,-1
0.33419012,0.27296984,,,,1.1750624,-1
0.11416168,,-0.230979,0.23665876,,,
2.784145,,-0.54654991,-0.85955255,,-0.94572324,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,,,,1.5854713,0.81855105,-1
-0.174975,-0.42595931,0.26491816,,,-0.94572324,-1
,-0.47019533,,-0.85955255,,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,-1
,,0.30999972,-0.85955255,-0.37786573,,-1
,,,,0.81087013,0.6844784,-1
,,,,-0.37786573,,
-0.78441482,-0.47019533,,,-0.37786573,-0.94572324,
-0.78441482,,-0.59163147,-0.85955255,,,
0.2618636,-0.43038291,-0.18589744,,-0.37786573,-0.94572324,-1
-0.78441482,,,-0.85955255,,-0.94572324,-1
,-0.30652205,-0.050652758,0.45185036,-0.37786573,,-1
0.15328914,-0.12957796,,1.7311855,,0.77893868,-1
-0.043533839,-0.38614689,,-0.85955255,-0.37786573,,-1
,,-0.230979,,-0.37786573,1.2878054,
-0.11806233,-0.33748727,,,0.30935161,,
,-0.47019533,,,,,
,,,,,,-1
,,,,0.55678541,,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
-0.48172751,-0.42153571,,,,,-1
0.82082731,-0.44807732,,,-0.37786573,-0.94572324,-1
-0.35519845,-0.33306367,,0.48391813,,1.3700772,-1
,,,,0.34237571,1.1537327,
,,,-0.85955255,,,
,-0.42153571,-0.230979,,-0.37786573,,
,,,,,,
,,-0.59163147,,-0.37786573,,
,,,0.8303344,-0.37786573,1.0440369,
,,-0.59163147,-0.85955255,-0.37786573,,-1
1.2151508,2.617479,-0.41130523,,-0.37786573,,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,-1
,0.75071888,0.35508128,,-0.37786573,-0.94572324,
0.64043447,0.94535738,-0.0055711987,0.4083901,,,-1
-0.78441482,,,-0.85955255,,-0.94572324,-1
0.19275536,0.84361453,,,-0.37786573,-0.94572324,-1
,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,
,-0.47019533,,-0.85955255,,,-1
,,,-0.85955255,-0.37786573,,-1
0.42040603,,,,,,
,,-0.32114211,-0.85955255,-0.37786573,-0.94572324,
0.19461857,0.10044935,,,-0.37786573,1.5102441,
0.81439075,,,,0.10570849,0.74846762,
1.0493249,3.0863809,-0.27606055,,,,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,
,,-0.59163147,,,,
,,,,-0.37786573,-0.94572324,-1
,,-0.59163147,-0.85955255,-0.37786573,,-1
,,,0.42737759,,0.72409077,
,,,,-0.37786573,,-1
0.31183157,,0.40016284,1.3316042,0.41527237,,-1
,,-0.41130523,0.44678703,-0.37786573,,
,-0.31979286,,,,,-1
,,,-0.85955255,-0.37786573,-0.94572324,
,-0.16939038,,,1.4300637,,
-0.78441482,,,,,-0.94572324,
,4.7983149,-0.18589744,0.35649095,-0.37786573,0.087245646,-1
,,,-0.85955255,-0.37786573,,
-0.11416653,,,,,,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
,,,,-0.37786573,0.29749595,
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,
,-0.44807732,0.26491816,-0.85955255,-0.37786573,,
,,0.85097843,0.3674615,,,
0.069783348,,,-0.85955255,,-0.94572324,
,,,-0.85955255,-0.37786573,,-1
-0.16057745,,-0.0055711987,,,1.2969467,-1
,,,,,-0.94572324,
0.69429825,,,-0.85955255,-0.37786573,-0.94572324,-1
,-0.16054318,,0.41936065,,,-1
-0.78441482,,,-0.85955255,-0.37786573,-0.94572324,-1
0.056571479,-0.31536926,,0.66535418,,,-1
0.31589676,-0.11188355,0.17475504,-0.85955255,,,-1
6.8539089,,-0.54654991,,-0.37786573,,
,,0.039510361,,-0.37786573,-0.94572324,
,-0.38172329,,,-0.37786573,1.0348956,
-0.78441482,,,,,,-1
,1.5690853,0.30999972,0.75354054,0.60716115,0.62658339,
,0.31720586,0.80589687,,,,-1
0.20190204,-0.041105917,,,2.7314371,1.2938996,-1
,,,,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,,,,
0.49527329,0.056213332,-0.050652758,1.3379334,0.35956273,1.2116277,
,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,
,,0.26491816,,-0.37786573,,-1
,1.5248493,,,-0.37786573,-0.94572324,
,0.36586549,,,,-0.94572324,-1
-0.41380495,-0.42153571,,-0.019883376,,1.3274177,
,,,-0.85955255,-0.37786573,-0.94572324,-1
,,-0.50146835,-0.85955255,-0.37786573,,
,-0.29325125,,-0.85955255,,,
-0.78441482,,-0.59163147,,,-0.94572324,-1
,4.7142665,-0.45638679,0.71514361,,0.39805045,
,-0.42595931,,-0.85955255,,,-1
,,0.26491816,1.7607216,,0.93434108,
0.50831578,1.7460294,0.26491816,,-0.37786573,,
0.054200117,,,,-0.37786573,,
,-0.47019533,,,-0.37786573,,
,-0.30209845,-0.41130523,,,1.2299103,
,,,1.5721125,,,1
,,-0.50146835,,-0.37786573,-0.94572324,
,,,,,,
,-0.33306367,-0.230979,1.2235865,2.0105701,,
0.19343289,,,,4.2067221,,1
0.047932949,,-0.230979,,,1.3121822,1
-0.23036322,-0.3949941,-0.36622367,1.6425772,,,
-0.029305672,,,,,-0.94572324,1
,,-0.45638679,1.9143093,4.2067221,1.2116277,1
,,,2.1303448,14.320163,,
0.12280021,,0.08459192,,,1.3548417,1
,,,1.1932065,3.6996392,1.2329575,
0.30725823,,,1.2991145,1.3428446,1.8515199,
,,-0.27606055,-0.85955255,,,1
0.23882752,-0.14284877,,2.0695848,5.8929596,1.421878,1
0.004570916,-0.31536926,,0.96662241,,1.8880852,
0.02150921,,,1.4054445,4.6050526,,1
0.092650045,,-0.27606055,0.9303352,,1.2908525,
0.13787529,,-0.45638679,,,,1
,,-0.36622367,,6.2721276,,
0.71970569,-0.35960528,,1.3725328,,1.4523491,1
,-0.29325125,-0.45638679,1.4965845,4.6058099,,1
1.8916663,,-0.36622367,,-0.37786573,-0.94572324,
-0.028797523,-0.15611958,,,3.2450722,1.3609359,
0.15413605,,,,,,
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,,
,,-0.050652758,1.3067095,,,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
0.1338101,,,0.25649015,,1.3578888,-1
-0.78441482,-0.47019533,,,,-0.94572324,-1
0.03014774,,,0.65353974,,1.4249251,
,,,,,-0.94572324,
,,,1.2754856,-0.37786573,0.88558738,-1
,-0.30209845,0.85097843,,0.037388443,,-1
,-0.41711211,,-0.85955255,-0.37786573,-0.94572324,
-0.78441482,,-0.59163147,,-0.37786573,-0.94572324,-1
0.59503985,0.63128162,,1.5446861,,1.5407151,-1
-0.44835907,,,,-0.37786573,,-1
,2.4139933,-0.050652758,-0.85955255,-0.37786573,-0.94572324,-1
0.25745965,-0.2136264,,,,,-1
0.79779123,3.3252554,0.94114155,-0.85955255,-0.37786573,,-1
,,0.26491816,0.87759216,,1.1080261,-1
0.18428622,,0.2198366,,,,
-0.45293241,,,0.38855871,,1.047084,
-0.45462624,-0.44365372,-0.59163147,,,,
0.75680055,0.63128162,-0.36622367,,-0.37786573,,-1
0.056740862,,0.039510361,1.1750629,-0.37786573,,-1
,,0.2198366,1.1193663,,,-1
0.4415789,,0.53540751,,,1.2634285,
,0.65339963,,-0.85955255,-0.37786573,-0.94572324,-1
,,-0.32114211,-0.85955255,-0.37786573,-0.94572324,-1
,,,0.46957202,-0.37786573,0.85511633,-1
0.47664117,-0.44365372,-0.45638679,,,,-1
-0.78441482,-0.47019533,,-0.85955255,,,-1
0.4644456,0.29951146,,-0.85955255,-0.37786573,,-1
,-0.45250093,,0.40543649,-0.37786573,0.99223609,
,,,1.5337156,,,-1
-0.32979101,-0.31536926,,-0.069672804,,0.84597501,
-0.30726308,,1.7976912,0.25522431,-0.37786573,,
,,0.49032595,0.065771319,-0.37786573,,-1
0.1566768,,,,-0.37786573,-0.94572324,
-0.78441482,,,-0.85955255,,,
,,,,,0.66619576,-1
,,0.039510361,,,1.1659211,
,,,0.55058533,0.74050871,,
,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,
,-0.47019533,,,,-0.94572324,
-0.039129883,,,,-0.37786573,0.87644607,
-0.24730152,,,-0.85955255,-0.37786573,-0.94572324,-1
,,,2.3543972,,1.0105187,-1
-0.054204964,,,,-0.37786573,0.95567082,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,,-1
,-0.47019533,,,,-0.94572324,
,,,-0.85955255,-0.37786573,,-1
-0.076902278,-0.22247361,,,,1.1537327,
-0.78441482,-0.47019533,,,,-0.94572324,
0.48460217,-0.2136264,,,0.37414864,,-1
,,1.7075281,,,0.82159816,-1
,,,,,,-1
,-0.41711211,,,,,
,,,-0.85955255,,-0.94572324,
0.069105816,-0.44807732,0.2198366,-0.85955255,,-0.94572324,-1
,-0.35075807,,,,,
,-0.47019533,,-0.85955255,,-0.94572324,-1
-0.78441482,,-0.59163147,,-0.37786573,,
,,,,-0.37786573,,
0.28303647,-0.17823759,0.12967348,,,,-1
,-0.35075807,0.08459192,1.2231646,,,-1
0.67735995,,1.0313047,0.31640624,,0.54735863,-1
,,,,,,-1
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,-1
-0.082661298,0.056213332,,0.34552039,0.81857465,1.306088,-1
-0.16786092,,-0.36622367,,-0.37786573,,-1
,,,,,,
,,,,0.037388443,,-1
,,,-0.85955255,,,-1
,-0.47019533,-0.59163147,,-0.37786573,,-1
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.35078965,0.43221952,-0.36622367,,,,
,0.1844978,0.12967348,1.4835042,,1.0836493,-1
0.10637006,-0.049953122,-0.230979,,2.4959881,0.87035185,
0.97496578,,0.039510361,0.98856352,-0.37786573,0.76675026,
,,0.35508128,,,,-1
-0.27999242,,0.44524439,1.0273824,,,
,,,0.12442158,-0.37786573,0.97395345,
1.5363008,5.0548839,,,,,
,0.26854624,,-0.85955255,-0.37786573,,
0.79372603,,,1.4919431,,,
-0.48545393,-0.42153571,0.85097843,0.5083909,0.38850409,,-1
-0.13415371,-0.25343882,-0.18589744,-0.85955255,-0.37786573,,-1
-0.42176594,,,,-0.37786573,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,,,,-1
-0.47630725,,,,2.5294732,,-1
,,,-0.85955255,-0.37786573,-0.94572324,-1
,2.4493821,,1.1092396,0.51391664,0.88863449,
0.63569175,,0.58048907,,0.44609047,,
0.75866377,0.60474001,,1.3683134,,,
-0.48494578,-0.43480652,,,,,
,,-0.18589744,0.36703955,,,
,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
-0.076224747,-0.4038413,-0.32114211,,-0.37786573,,
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
-0.78441482,-0.47019533,,-0.85955255,,-0.94572324,
-0.31878112,,,,,0.25788358,-1
-0.057084474,-0.2003556,0.89605999,,,,
-0.12128061,-0.45250093,,-0.85955255,,,-1
,-0.47019533,,,-0.37786573,,-1
,,0.26491816,,,,-1
,-0.058800326,1.0763862,,-0.37786573,,
1.1446875,,,,,0.6326776,
,-0.17823759,,0.30543568,,0.97700056,-1
-0.78441482,,-0.59163147,,,-0.94572324,-1
-0.78441482,,,-0.85955255,,,-1
,-0.38614689,1.0763862,0.72062888,,,-1
0.60012133,2.4007225,,-0.85955255,,,
,-0.47019533,,,-0.37786573,,-1
,-0.47019533,,,-0.37786573,,-1
-0.17514438,,,,,,-1
0.14041603,-0.14727237,,0.8493219,2.210328,1.3487475,-1
,-0.34633447,1.2567125,0.034125496,0.30997719,,
-0.19767231,-0.37287609,,,-0.37786573,,
,,,,-0.37786573,0.74237341,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
0.59283787,0.66667044,,-0.85955255,,,
-0.36299006,,1.301794,0.49953007,-0.37786573,,
,,0.49032595,1.1615607,,,-1
-0.18056464,-0.44807732,,-0.85955255,-0.37786573,,
-0.78441482,,,,-0.37786573,,
0.0052484477,0.54280958,,,3.4006443,,-1
-0.78441482,,,-0.85955255,-0.37786573,-0.94572324,
,5.0371895,,,-0.37786573,0.37062649,
-0.11264208,,,,,0.88863449,
,-0.47019533,-0.59163147,,-0.37786573,,
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
-0.45581192,-0.41268851,,1.1151468,-0.37786573,0.47118099,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
-0.21647382,-0.45250093,0.30999972,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,,-0.59163147,,,,
0.67515798,0.68436485,0.35508128,,0.2754056,,
,,-0.50146835,-0.85955255,,,
,,,-0.85955255,,-0.94572324,-1
1.1084395,,,1.3058656,,,
,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
,,,-0.85955255,,,-1
,,,,,,-1
,,,0.51978339,0.18298422,0.46203967,
,-0.35960528,,0.29404319,,0.95871792,-1
0.86283427,1.9672095,0.17475504,,,,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,,-1
0.36450966,,-0.41130523,,3.5444951,,
,-0.21805001,,,2.0977893,,-1
,,-0.230979,,,,
,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,
,,,0.75396248,,,-1
,,,2.0624118,,1.1567798,-1
0.58352181,,,,,,-1
,,-0.59163147,-0.85955255,-0.37786573,,
,,-0.230979,0.22695404,-0.37786573,,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,,
0.23476233,0.45876114,,0.15142601,-0.37786573,,-1
,,-0.59163147,-0.85955255,,,-1
,-0.04552952,,,,-0.94572324,-1
-0.25763388,-0.33748727,0.30999972,0.30923318,,1.2420988,-1
,,-0.27606055,-0.85955255,-0.37786573,-0.94572324,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,
1.1606095,1.0471002,,0.51261034,,,-1
0.79525048,,-0.050652758,0.56197782,,1.3761714,
-0.42041088,-0.43480652,,,-0.37786573,0.75151473,-1
-0.78441482,-0.47019533,,,-0.37786573,-0.94572324,
,,,,-0.37786573,-0.94572324,
-0.78441482,-0.47019533,,,-0.37786573,-0.94572324,-1
,,0.58048907,-0.85955255,,,-1
0.31081527,,-0.0055711987,,0.84419055,1.0623195,-1
-0.78441482,-0.47019533,,,,-0.94572324,
-0.78441482,,-0.59163147,-0.85955255,,-0.94572324,
,,0.35508128,,,,
,-0.39057049,,-0.85955255,-0.37786573,,-1
,-0.45250093,,,,,
-0.10468108,-0.24016802,,1.0594502,0.77610099,1.0257543,
-0.78441482,-0.47019533,,,,,
-0.78441482,,,,-0.37786573,,
,2.8784716,-0.230979,,,,-1
,,,0.66324446,,,-1
,,,,,-0.94572324,-1
,,,,-0.37786573,,
,,-0.59163147,-0.85955255,,,-1
-0.39720542,,0.12967348,,-0.37786573,,
0.17683337,-0.38614689,,,-0.37786573,-0.94572324,
-0.31014259,,,,-0.37786573,,
0.0011832571,-0.35518168,0.30999972,0.71683138,-0.37786573,,-1
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
,-0.43923012,-0.095734317,,-0.37786573,-0.94572324,
,,1.0763862,0.62231586,,1.1872509,
,-0.47019533,-0.59163147,,,,-1
-0.37925083,-0.44807732,-0.14081588,,,,-1
,-0.47019533,,,,-0.94572324,
2.0986522,,-0.36622367,-0.85955255,-0.37786573,-0.94572324,
,-0.47019533,-0.59163147,,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,,,,
,,-0.18589744,,,-0.94572324,
0.034382313,,0.17475504,0.044674103,,,
,-0.34633447,,0.84214884,,1.1080261,-1
-0.78441482,-0.47019533,,-0.85955255,,-0.94572324,-1
,,-0.59163147,-0.85955255,,-0.94572324,-1
,,,-0.85955255,,-0.94572324,
,-0.47019533,,-0.85955255,,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,
1.4473748,,0.039510361,0.63328641,0.47977308,,
0.35062026,,0.12967348,-0.85955255,-0.37786573,-0.94572324,-1
1.0393313,,,0.96451269,,,-1
-0.78441482,,,,,,
,2.7324927,,2.7784513,-0.37786573,,
,1.4938841,-0.095734317,-0.85955255,,,-1
-0.78441482,-0.47019533,,,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,0.01197731,-0.27606055,,,1.2725698,
0.75019462,5.0416131,0.12967348,,-0.37786573,-0.94572324,-1
0.6094374,,,-0.85955255,-0.37786573,-0.94572324,
,-0.44365372,,,,,
,-0.12957796,,0.49615451,2.9410068,,
,-0.24901522,0.039510361,-0.85955255,-0.37786573,,
-0.072667705,-0.37287609,,0.29573097,,,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
-0.21749012,,-0.32114211,0.57969948,2.7042408,1.01966,
,,0.35508128,,,0.99223609,-1
,0.69763566,,,,,
,,,,-0.37786573,,
,-0.39057049,,-0.85955255,,,
,,,-0.85955255,,,-1
,,,,-0.37786573,1.0348956,
,,,,,,-1
,,,-0.85955255,-0.37786573,,
1.4739679,,,-0.85955255,,-0.94572324,
2.1521772,,-0.0055711987,2.5370991,-0.37786573,0.72104367,-1
,-0.44807732,,,0.22947478,,-1
,-0.47019533,-0.59163147,-0.85955255,,,
0.46681696,,,0.80628358,,0.8916816,-1
,,,0.85354134,-0.37786573,0.78198578,-1
0.35248348,,,,,0.85816343,-1
,,2.6091592,-0.11988418,-0.12091651,1.190298,
0.41413887,,,0.70881444,,,
-0.16362634,,0.76081531,,,1.2725698,
,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
1.1700949,,-0.095734317,,,,
,,,0.34552039,,,
0.46258239,3.396033,,,,,-1
1.0945501,1.1665375,-0.095734317,,,,
,-0.25343882,,,-0.37786573,-0.94572324,-1
,,,,-0.37786573,,-1
,-0.43923012,,,-0.37786573,0.84597501,-1
0.50543627,-0.45250093,,-0.85955255,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,
,-0.47019533,,-0.85955255,-0.37786573,,
-0.48816406,-0.45250093,0.89605999,1.9527063,,,
,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,
,-0.39057049,2.1583436,,,,-1
,-0.42153571,-0.14081588,,-0.37786573,1.1415443,
,-0.47019533,-0.59163147,,,,
,1.4009884,-0.36622367,1.0024877,,0.73323209,
-0.2981164,,-0.050652758,-0.85955255,-0.37786573,-0.94572324,
-0.78441482,,-0.59163147,,-0.37786573,,-1
,-0.43038291,,0.46661841,0.37651927,1.0257543,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,,,,,,
,,,-0.85955255,-0.37786573,,
,,,,-0.37786573,,-1
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,,-1
,0.003130105,0.53540751,-0.85955255,-0.37786573,-0.94572324,-1
0.19749808,0.003130105,,0.81345663,-0.37786573,1.0866964,-1
-0.78441482,-0.47019533,,,,-0.94572324,-1
-0.18835625,,0.12967348,-0.85955255,,,-1
,,,,-0.37786573,,-1
-0.12805593,-0.41711211,,0.73159943,,1.2268632,
,,-0.0055711987,0.35142761,0.70455426,1.2512401,
-0.78441482,-0.47019533,,,,,
-0.42108841,-0.45250093,,-0.85955255,-0.37786573,-0.94572324,
,-0.45250093,-0.27606055,,-0.37786573,-0.94572324,
1.8440696,,0.039510361,1.6358261,-0.37786573,,-1
,,-0.59163147,,-0.37786573,,
-0.78441482,-0.47019533,,,-0.37786573,-0.94572324,
-0.25306054,-0.42153571,,,,-0.94572324,-1
-0.174975,-0.24901522,,,,1.2542872,
0.88299084,2.7811523,0.49032595,0.88012383,,0.57478259,-1
,-0.25786243,,0.69278056,-0.37786573,,
,-0.4082649,,1.1830798,,,
