Rank,Title,Genre,Description,Director,Actors,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore
-9999999,,,A teenage girl is targeted by an online sexual predator.,,"Clive Owen, Catherine Keener, Liana Liberato,Jason Clarke",2010,106,7.0,-9999999,0.06,60.0
526,Birth of the Dragon,,"Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",,"Billy Magnussen, Terry Chen, Teresa Navarro,Vanessa Ross",-9999999,-9999999,3.9,552,93.05,61.0
-9999999,,"Action,Drama,Sci-Fi","In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.",,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga",2013,109,6.6,358932,,
528,The Green Inferno,"Adventure,Horror","A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.",,,2013,-9999999,5.4,26461,7.19,38.0
529,Godzilla,"Action,Adventure,Sci-Fi",,Gareth Edwards,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe",2014,-9999999,6.4,318058,200.66,62.0
530,The Bourne Legacy,"Action,Adventure,Mystery","An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn",-9999999,-9999999,6.7,245374,113.17,61.0
-9999999,A Good Year,,"A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold.",Ridley Scott,"Russell Crowe, Abbie Cornish, Albert Finney, Marion Cotillard",2006,-9999999,6.9,74674,7.46,47.0
-9999999,Friend Request,"Horror,Thriller","When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.",Simon Verhoeven,"Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan",2016,92,5.4,12758,64.03,59.0
-9999999,Deja Vu,"Action,Sci-Fi,Thriller","After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",Tony Scott,,-9999999,126,7.0,-9999999,,
534,,"Action,Sci-Fi,Thriller",,,"Scarlett Johansson, Morgan Freeman, Min-sik Choi,Amr Waked",2014,-9999999,6.4,352698,126.55,61.0
535,,"Biography,Drama","The story of American poet Emily Dickinson from her early days as a young schoolgirl to her later years as a reclusive, unrecognized artist.",,,2016,-9999999,7.2,1024,1.08,77.0
536,Need for Speed,"Action,Crime,Drama",,,,2014,-9999999,6.5,143389,43.57,39.0
537,,"Action,Crime,Mystery",A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog",2012,-9999999,7.0,250811,58.68,50.0
538,,"Action,Adventure,Comedy","Two down-on-their-luck guys decide to fake their own deaths and start over with new identities, only to find the people they're pretending to be are in even deeper trouble.",Steven Brill,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn",2016,108,5.7,-9999999,0.54,22.0
-9999999,True Crimes,"Crime,Drama,Thriller",,Alexandros Avranas,"Jim Carrey, Charlotte Gainsbourg, Marton Csokas, Kati Outinen",2016,-9999999,7.3,198,,43.0
540,,,An All-American college star and his beauty queen wife watch their seemingly perfect life fall apart as their daughter joins the turmoil of '60s America.,Ewan McGregor,"Ewan McGregor, Jennifer Connelly, Dakota Fanning, Peter Riegert",2016,108,6.1,7115,,
-9999999,The Ghost Writer,"Mystery,Thriller",A ghostwriter hired to complete the memoirs of a former British prime minister uncovers secrets that put his own life in jeopardy.,Roman Polanski,,2010,128,7.2,137964,15.52,77.0
-9999999,,"Mystery,Sci-Fi,Thriller","With the help of a mysterious pill that enables the user to access 100 percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers.",Neil Burger,"Bradley Cooper, Anna Friel, Abbie Cornish, Robert De Niro",2011,105,7.4,444417,79.24,59.0
543,Spectral,"Action,Mystery,Sci-Fi",,Nic Mathieu,"James Badge Dale, Emily Mortimer, Bruce Greenwood,Max Martini",2016,107,6.3,27042,,39.0
544,P.S. I Love You,"Drama,Romance",,Richard LaGravenese,"Hilary Swank, Gerard Butler, Harry Connick Jr., Lisa Kudrow",2007,126,7.1,177247,53.68,
545,Zipper,"Drama,Thriller",A successful family man with a blossoming political career loses all sense of morality when he becomes addicted to using an escort agency.,Mora Stephens,"Patrick Wilson, Lena Headey, Ray Winstone,Richard Dreyfuss",2015,103,5.7,-9999999,,39.0
546,,"Drama,Mystery,Sci-Fi",,Jeff Nichols,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver",-9999999,-9999999,6.7,54787,3.71,76.0
547,Don't Think Twice,"Comedy,Drama",,Mike Birbiglia,,-9999999,92,6.8,-9999999,4.42,83.0
548,Alice in Wonderland,"Adventure,Family,Fantasy",,Tim Burton,"Mia Wasikowska, Johnny Depp, Helena Bonham Carter,Anne Hathaway",-9999999,108,6.5,-9999999,334.19,53.0
-9999999,Chuck,"Biography,Drama,Sport",A drama inspired by the life of heavyweight boxer Chuck Wepner.,Philippe Falardeau,"Elisabeth Moss, Naomi Watts, Ron Perlman, Liev Schreiber",2016,98,6.8,391,0.11,68.0
-9999999,"I, Daniel Blake",Drama,"After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance.",Ken Loach,,2016,100,7.9,22941,,77.0
551,The Break-Up,,"In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.",Peyton Reed,,2006,-9999999,5.8,106381,118.68,45.0
-9999999,,"Biography,Drama,Romance","The story of Richard and Mildred Loving, a couple whose arrest for interracial marriage in 1960s Virginia began a legal battle that would end with the Supreme Court's historic 1967 decision.",Jeff Nichols,"Ruth Negga, Joel Edgerton, Will Dalton, Dean Mumford",-9999999,123,7.1,-9999999,7.7,79.0
-9999999,Fantastic Four,,,,"Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell",-9999999,100,4.3,-9999999,56.11,27.0
-9999999,,,"In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened.",Stephen Fingleton,,2015,104,6.3,9187,,80.0
555,Colonia,"Drama,Romance,Thriller","A young woman's desperate search for her abducted boyfriend that draws her into the infamous Colonia Dignidad, a sect nobody has ever escaped from.",Florian Gallenberger,"Emma Watson, Daniel Brhl, Michael Nyqvist,Richenda Carey",-9999999,106,7.1,30074,,33.0
-9999999,The Boy Next Door,,,Rob Cohen,"Jennifer Lopez, Ryan Guzman, Kristin Chenoweth, John Corbett",2015,-9999999,4.6,30180,35.39,30.0
557,The Gift,"Mystery,Thriller",,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",2015,-9999999,7.1,-9999999,43.77,77.0
-9999999,Dracula Untold,,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.",Gary Shore,"Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson",2014,92,6.3,148504,55.94,40.0
559,In the Heart of the Sea,"Action,Adventure,Biography",,Ron Howard,"Chris Hemsworth, Cillian Murphy, Brendan Gleeson,Ben Whishaw",2015,-9999999,6.9,90372,24.99,47.0
-9999999,Idiocracy,"Adventure,Comedy,Sci-Fi","Private Joe Bauers, the definition of ""average American"", is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten, he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive.",Mike Judge,"Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews",2006,84,6.6,-9999999,0.44,66.0
561,The Expendables,,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,Sylvester Stallone,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",2010,103,6.5,283282,102.98,45.0
562,Evil Dead,"Fantasy,Horror","Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.",Fede Alvarez,"Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci",2013,91,6.5,-9999999,54.24,57.0
563,,"Horror,Mystery",Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s.,,"Ethan Hawke, Juliet Rylance, James Ransone,Fred Dalton Thompson",-9999999,110,6.8,171169,48.06,53.0
-9999999,,,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",,"John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman",2012,101,7.8,290559,189.41,72.0
565,Snow White and the Huntsman,"Action,Adventure,Drama","In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin",2012,127,6.1,-9999999,155.11,57.0
566,,,,,"Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara",2015,111,5.8,47804,34.96,36.0
567,,"Action,Adventure,Sci-Fi","The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",Michael Bay,,2011,154,6.3,338369,352.36,42.0
568,Juno,,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",Jason Reitman,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman",2007,96,7.5,-9999999,143.49,81.0
569,,"Comedy,Drama",,Tom Tykwer,"Tom Hanks, Sarita Choudhury, Ben Whishaw,Alexander Black",2016,98,6.1,26521,4.2,58.0
-9999999,Money Monster,"Crime,Drama,Thriller",Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,Jodie Foster,"George Clooney, Julia Roberts, Jack O'Connell,Dominic West",2016,98,6.5,68654,41.01,55.0
571,The Other Woman,,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",,"Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau",2014,109,6.0,110825,83.91,39.0
572,Enchanted,,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.",Kevin Lima,"Amy Adams, Susan Sarandon, James Marsden, Patrick Dempsey",-9999999,-9999999,7.1,-9999999,127.71,75.0
573,The Intern,,,Nancy Meyers,"Robert De Niro, Anne Hathaway, Rene Russo,Anders Holm",-9999999,121,7.1,159582,75.27,51.0
574,,,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,,"Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin",2006,-9999999,7.8,374044,59.89,80.0
575,Bleed for This,"Biography,Drama,Sport","The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sport's most incredible comebacks.",Ben Younger,,-9999999,-9999999,6.8,11900,4.85,62.0
-9999999,Clash of the Titans,,"Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.",Louis Leterrier,"Sam Worthington, Liam Neeson, Ralph Fiennes,Jason Flemyng",2010,106,5.8,238206,163.19,39.0
-9999999,The Finest Hours,"Action,Drama,History",The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,,,-9999999,117,6.8,44425,27.55,58.0
578,Tron,"Action,Adventure,Sci-Fi",The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,Joseph Kosinski,"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner",2010,125,6.8,273959,172.05,49.0
579,The Hunger Games: Catching Fire,,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,Francis Lawrence,,2013,-9999999,7.6,-9999999,424.65,76.0
-9999999,,"Crime,Drama,Mystery",,,"Ryan Gosling, Kirsten Dunst, Frank Langella, Lily Rabe",-9999999,101,6.3,44158,0.58,57.0
581,Kickboxer: Vengeance,Action,A kick boxer is out to avenge his brother.,John Stockwell,"Dave Bautista, Alain Moussi, Gina Carano, Jean-Claude Van Damme",-9999999,-9999999,4.9,6809,131.56,37.0
-9999999,The Last Airbender,"Action,Adventure,Family",,M. Night Shyamalan,,2010,103,4.2,125129,,20.0
583,Sex Tape,,,Jake Kasdan,"Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper",2014,94,5.1,89885,38.54,36.0
584,What to Expect When You're Expecting,"Comedy,Drama,Romance","Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby, and realize that no matter what you plan for, life does not always deliver what is expected.",Kirk Jones,"Cameron Diaz, Matthew Morrison, J. Todd Smith, Dennis Quaid",2012,-9999999,5.7,60059,41.1,41.0
585,Moneyball,"Biography,Drama,Sport",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,Bennett Miller,,2011,133,7.6,297395,75.61,87.0
586,,"Action,Fantasy,Thriller","Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil himself.",Mark Steven Johnson,"Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long",-9999999,114,5.2,190673,115.8,35.0
-9999999,Unbroken,"Biography,Drama,Sport",,,,2014,137,7.2,-9999999,115.6,59.0
-9999999,,"Action,Drama,Fantasy","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",Tarsem Singh,"Henry Cavill, Mickey Rourke, John Hurt, Stephen Dorff",2011,110,6.0,142900,83.5,46.0
589,Sunshine,"Adventure,Sci-Fi,Thriller",,Danny Boyle,"Cillian Murphy, Rose Byrne, Chris Evans, Michelle Yeoh",2007,107,7.3,199860,3.68,64.0
590,,,,Mark Andrews,"Kelly Macdonald,Billy Connolly, Emma Thompson, Julie Walters",2012,93,7.2,-9999999,237.28,69.0
591,,"Drama,Mystery,Thriller",A journalist is aided in his search for a woman who has been missing -- or dead -- for forty years by a young female hacker.,Niels Arden Oplev,"Michael Nyqvist, Noomi Rapace, Ewa Frling,Lena Endre",2009,152,7.8,182074,10.1,76.0
592,,"Drama,Romance",A pair of childhood friends and neighbors fall for each other's sons.,Anne Fontaine,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville",2013,112,6.2,-9999999,0.32,37.0
593,,,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",Michal R. Roskam,"Tom Hardy, Noomi Rapace, James Gandolfini,Matthias Schoenaerts",-9999999,-9999999,7.1,116118,10.72,69.0
-9999999,She's the Man,"Comedy,Romance,Sport","When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for one of his soccer teammates, and soon learns she's not the only one with romantic troubles.",Andy Fickman,"Amanda Bynes, Laura Ramsey, Channing Tatum,Vinnie Jones",-9999999,105,6.4,-9999999,2.34,45.0
595,Daddy's Home,,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",Sean Anders,"Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church",2015,96,6.1,68306,150.32,42.0
-9999999,Let Me In,"Drama,Horror,Mystery",A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.,,,2010,116,7.2,-9999999,12.13,79.0
597,Never Back Down,"Action,Drama,Sport",A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him into fighting.,Jeff Wadlow,"Sean Faris, Djimon Hounsou, Amber Heard, Cam Gigandet",2008,-9999999,6.6,84083,24.85,39.0
-9999999,Grimsby,"Action,Adventure,Comedy",A new assignment forces a top spy to team up with his football hooligan brother.,Louis Leterrier,"Sacha Baron Cohen, Mark Strong, Rebel Wilson,Freddie Crowder",-9999999,83,6.2,63408,6.86,44.0
599,Moon,,,Duncan Jones,"Sam Rockwell, Kevin Spacey, Dominique McElligott,Rosie Shaw",2009,97,7.9,277123,5.01,67.0
-9999999,Megamind,,"The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",,"Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey",2010,-9999999,7.3,183926,148.34,63.0
601,Gangster Squad,"Action,Crime,Drama","It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city.",,"Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi",-9999999,113,6.7,181432,46.0,40.0
-9999999,Blood Father,"Action,Crime,Drama",,Jean-Franois Richet,,2016,88,6.4,40357,93.95,66.0
-9999999,He's Just Not That Into You,,The Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,Ken Kwapis,"Jennifer Aniston, Jennifer Connelly, Morgan Lily,Trenton Rogers",2009,-9999999,6.4,137684,,47.0
-9999999,Kung Fu Panda 3,"Animation,Action,Adventure","Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",Alessandro Carloni,"Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie",2016,95,7.2,-9999999,143.52,66.0
605,The Rise of the Krays,,,Zackary Adler,"Matt Vael, Simon Cotton, Kevin Leslie, Olivia Moyles",2015,110,5.1,1630,6.53,90.0
606,,Drama,Ned and Conor are forced to share a bedroom at their boarding school. The loner and the star athlete at this rugby-mad school form an unlikely friendship until it's tested by the authorities.,John Butler,"Fionn O'Shea, Nicholas Galitzine, Andrew Scott, Moe Dunford",2016,95,7.4,-9999999,,
607,Winter's Bone,,An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,Debra Granik,"Jennifer Lawrence, John Hawkes, Garret Dillahunt,Isaiah Stone",2010,100,7.2,116435,,
608,,,Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,Seth Gordon,,2011,98,6.9,-9999999,117.53,57.0
609,Mommy,Drama,,,"Anne Dorval, Antoine-Olivier Pilon, Suzanne Clment,Patrick Huard",-9999999,-9999999,8.1,33560,3.49,74.0
-9999999,Hellboy II: The Golden Army,"Action,Adventure,Fantasy",,Guillermo del Toro,"Ron Perlman, Selma Blair, Doug Jones, John Alexander",2008,120,7.0,-9999999,75.75,78.0
611,,"Drama,Fantasy,Romance",,Richard LaGravenese,"Alice Englert, Viola Davis, Emma Thompson,Alden Ehrenreich",-9999999,124,6.2,71822,19.45,52.0
612,,,A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,,"Sandra Hller, Peter Simonischek, Michael Wittenborn,Thomas Loibl",2016,162,7.6,24387,1.48,93.0
613,The Lovely Bones,"Drama,Fantasy,Thriller",Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,Peter Jackson,"Rachel Weisz, Mark Wahlberg, Saoirse Ronan, Susan Sarandon",2009,135,6.7,-9999999,43.98,42.0
614,,"Biography,Crime,Drama",,,"Brad Pitt, Casey Affleck, Sam Shepard, Mary-Louise Parker",2007,160,7.5,143564,3.9,68.0
-9999999,Don Jon,,,Joseph Gordon-Levitt,"Joseph Gordon-Levitt, Scarlett Johansson,Julianne Moore, Tony Danza",2013,-9999999,6.6,199973,24.48,66.0
616,Bastille Day,,A young con artist and an unruly CIA agent embark on an anti-terrorist mission in France.,,"Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly",2016,92,6.3,21089,0.04,48.0
617,2307: Winter's Dream,Sci-Fi,"In 2307, a future soldier is sent on a mission to hunt down the leader of the humanoid rebellion.",Joey Curtis,,2016,101,4.0,277,20.76,53.0
618,Free State of Jones,"Action,Biography,Drama","A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters, runaway slaves, and women in an uprising against the corrupt local Confederate government.",Gary Ross,,2016,-9999999,6.9,29895,,
619,,"Action,Comedy,Romance",,,,-9999999,95,6.3,30053,0.03,52.0
620,The Secret Life of Walter Mitty,"Adventure,Comedy,Drama","When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.",Ben Stiller,"Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn",-9999999,-9999999,7.3,249877,58.23,54.0
621,,,,Rick Famuyiwa,"Shameik Moore, Tony Revolori, Kiersey Clemons,Kimberly Elise",2015,103,7.3,66400,17.47,72.0
622,,"Action,Fantasy,Horror","When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",Mns Mrlind,"Kate Beckinsale, Michael Ealy, India Eisley, Stephen Rea",2012,-9999999,6.4,127157,62.32,39.0
623,,"Drama,Horror","A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",,"Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstrm",2009,-9999999,6.6,-9999999,0.4,49.0
624,,Horror,"A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions.",Marcus Nispel,,2009,97,5.6,78631,65.0,34.0
625,Taken 3,"Action,Thriller","Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name.",Olivier Megaton,"Liam Neeson, Forest Whitaker, Maggie Grace,Famke Janssen",2014,109,6.0,-9999999,89.25,26.0
626,Total Recall,"Action,Adventure,Mystery","A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",,"Colin Farrell, Bokeem Woodbine, Bryan Cranston,Kate Beckinsale",2012,-9999999,6.3,-9999999,58.88,43.0
627,X-Men: The Last Stand,,"When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",Brett Ratner,,2006,104,6.7,406540,234.36,58.0
-9999999,The Escort,"Comedy,Drama,Romance","Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",Will Slocombe,"Lyndsy Fonseca, Michael Doneger, Tommy Dewey,Bruce Campbell",2016,88,6.0,7181,,46.0
629,The Whole Truth,"Crime,Drama,Mystery",A defense attorney works to get his teenage client acquitted of murdering his wealthy father.,Courtney Hunt,"Keanu Reeves, Rene Zellweger, Gugu Mbatha-Raw, Gabriel Basso",2016,93,6.1,10700,,
630,Night at the Museum: Secret of the Tomb,,,Shawn Levy,"Ben Stiller, Robin Williams, Owen Wilson, Dick Van Dyke",2014,-9999999,6.2,74886,113.73,47.0
631,Love  Other Drugs,"Comedy,Drama,Romance",A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh.,Edward Zwick,,2010,112,6.7,151519,32.36,55.0
632,,Comedy,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",Evan Goldberg,"James Franco, Seth Rogen, Randall Park, Lizzy Caplan",2014,-9999999,6.6,261536,6.11,52.0
633,,"Comedy,Drama,Horror",,Bong Joon Ho,"Kang-ho Song, Hee-Bong Byun, Hae-il Park, Doona Bae",2006,120,7.0,73491,2.2,85.0
634,Megan Is Missing,"Drama,Horror,Thriller",,,"Amber Perkins, Rachel Quinn, Dean Waite, Jael Elizabeth Steinmeyer",2011,-9999999,4.9,6683,,94.0
635,WALLE,"Animation,Adventure,Family","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard",2008,-9999999,8.4,776897,223.81,
636,Knocked Up,,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",Judd Apatow,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann",2007,129,7.0,-9999999,148.73,85.0
637,Source Code,"Mystery,Romance,Sci-Fi",A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.,,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga,Jeffrey Wright",2011,93,7.5,404884,54.7,74.0
-9999999,Lawless,"Crime,Drama",,John Hillcoat,"Tom Hardy, Shia LaBeouf, Guy Pearce, Jason Clarke",-9999999,-9999999,7.3,195360,37.4,58.0
639,Unfriended,"Drama,Horror,Mystery","A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",,"Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig",-9999999,83,5.6,50402,31.54,59.0
640,American Reunion,Comedy,,Jon Hurwitz,"Jason Biggs, Alyson Hannigan,Seann William Scott, Chris Klein",2012,113,6.7,-9999999,56.72,49.0
641,The Pursuit of Happyness,"Biography,Drama",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Gabriele Muccino,"Will Smith, Thandie Newton, Jaden Smith, Brian Howe",2006,117,8.0,361105,162.59,64.0
642,,,,,,2014,122,8.1,110100,3.08,77.0
643,The Ridiculous 6,"Comedy,Western","An outlaw who was raised by Native Americans discovers that he has five half-brothers; together the men go on a mission to find their wayward, deadbeat dad.",Frank Coraci,,2015,119,4.8,31149,,18.0
-9999999,Frantz,"Drama,History,War","In the aftermath of WWI, a young German who grieves the death of her fianc in France meets a mysterious Frenchman who visits the fianc's grave to lay flowers.",Franois Ozon,,-9999999,113,7.5,4304,0.86,73.0
645,,,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",Henry Joost,"Sofia Black-D'Elia, Analeigh Tipton,Travis Tope, Michael Kelly",2016,85,5.5,3564,,72.0
646,Gran Torino,Drama,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",,"Clint Eastwood, Bee Vang, Christopher Carley,Ahney Her",2008,116,8.2,-9999999,148.09,
647,Burnt,"Comedy,Drama","Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",John Wells,,-9999999,-9999999,6.6,76469,13.65,42.0
648,Tall Men,"Fantasy,Horror,Thriller",A challenged man is stalked by tall phantoms in business suits after he purchases a car with a mysterious black credit card.,Jonathan Holbrook,"Dan Crisafulli, Kay Whitney, Richard Garcia, Pat Cashman",-9999999,133,3.2,173,,57.0
-9999999,,"Drama,Romance","A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires.",,"Emily Browning, Rachael Blake, Ewen Leslie, Bridgette Barrett",2011,-9999999,5.3,27006,0.03,
