Rank,Title,Genre,Description,Director,Actors,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore
-9999999,,,,Jonathan Glazer,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell",-9999999,108,6.3,94707,2.61,78.0
496,,,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",,"Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield",2007,-9999999,7.2,565721,256.39,65.0
-9999999,Men in Black 3,,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,Barry Sonnenfeld,,2012,-9999999,6.8,278379,179.02,58.0
498,,"Mystery,Sci-Fi,Thriller",,J.J. Abrams,,2011,112,7.1,298913,126.98,72.0
499,,,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,,,-9999999,109,7.4,228339,73.34,34.0
-9999999,Up,,"Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.",,,-9999999,-9999999,8.3,-9999999,292.98,88.0
-9999999,Maze Runner: The Scorch Trials,"Action,Sci-Fi,Thriller",,,"Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster,Giancarlo Esposito",2015,-9999999,6.3,-9999999,81.69,43.0
-9999999,,"Drama,Romance",,Todd Haynes,"Cate Blanchett, Rooney Mara, Sarah Paulson, Kyle Chandler",2015,118,7.2,-9999999,0.25,95.0
503,Imperium,"Crime,Drama,Thriller","A young FBI agent, eager to prove himself in the field, goes undercover as a white supremacist.",,,2016,109,6.5,-9999999,,68.0
504,,"Comedy,Drama,Music",A retired orchestra conductor is on holiday with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.,Paolo Sorrentino,,2015,124,7.3,-9999999,2.7,64.0
-9999999,Mr. Nobody,"Drama,Fantasy,Romance","A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",Jaco Van Dormael,,-9999999,-9999999,7.9,-9999999,,63.0
-9999999,,"Crime,Drama,Thriller",,Pete Travis,"Riz Ahmed, Billie Piper, James Floyd, Cush Jumbo",-9999999,-9999999,5.7,291,,54.0
507,Savages,"Crime,Drama,Thriller",Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,,,-9999999,131,6.5,107960,47.31,59.0
508,(500) Days of Summer,,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",,,-9999999,95,7.7,398972,32.39,76.0
-9999999,Movie 43,"Comedy,Romance",A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.,,,2013,94,4.3,83625,8.83,18.0
-9999999,,,,Alfonso Cuarn,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen",2013,91,7.8,622089,274.08,96.0
511,The Boy in the Striped Pyjamas,,"Set during WWII, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",Mark Herman,,-9999999,94,7.8,144614,9.03,55.0
-9999999,Shooter,,"A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up.",Antoine Fuqua,,-9999999,-9999999,7.2,267820,46.98,53.0
513,The Happening,,,,"Mark Wahlberg, Zooey Deschanel, John Leguizamo, Ashlyn Sanchez",-9999999,-9999999,5.0,-9999999,64.51,34.0
514,,"Adventure,Drama,Horror",Four men set out in the Wild West to rescue a group of captives from cannibalistic cave dwellers.,S. Craig Zahler,,2015,-9999999,7.1,-9999999,66.01,72.0
-9999999,,,,,,2015,-9999999,5.7,-9999999,,60.0
516,,"Comedy,Drama,Romance",A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,Will Gluck,"Emma Stone, Amanda Bynes, Penn Badgley, Dan Byrd",2010,-9999999,7.1,-9999999,58.4,72.0
517,Exodus: Gods and Kings,,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 600,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",,"Christian Bale, Joel Edgerton, Ben Kingsley, Sigourney Weaver",2014,150,6.0,-9999999,65.01,52.0
518,,,,,"Sharlto Copley, Dev Patel, Hugh Jackman,Sigourney Weaver",2015,120,6.9,188769,31.57,41.0
519,,,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage,Ken Stott",2013,161,7.9,513744,258.36,66.0
520,,"Drama,Romance","Sisters Olanna and Kainene return home to 1960s Nigeria, where they soon diverge on different paths. As civil war breaks out, political events loom larger than their differences as they join the fight to establish an independent republic.",,"Chiwetel Ejiofor, Thandie Newton, Anika Noni Rose,Joseph Mawle",2013,111,6.2,1356,0.05,51.0
521,Anthropoid,,"Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler.",Sean Ellis,,-9999999,120,7.2,24100,2.96,59.0
-9999999,,"Crime,Drama,Thriller",A lawyer finds himself in over his head when he gets involved in drug trafficking.,,,-9999999,117,5.3,-9999999,16.97,48.0
-9999999,,,"Kievan Rus, late 10th century. After the death of his father, the young Viking prince Vladimir of Novgorod is forced into exile across the frozen sea.",,"Anton Adasinsky, Aleksandr Armer, Vilen Babichev, Rostislav Bershauer",2016,133,4.7,-9999999,23.05,57.0
-9999999,,,A journalist recounts her wartime coverage in Afghanistan.,,"Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina",2016,112,6.6,36156,,
-9999999,Trust,,A teenage girl is targeted by an online sexual predator.,,"Clive Owen, Catherine Keener, Liana Liberato,Jason Clarke",2010,-9999999,7.0,-9999999,0.06,60.0
526,Birth of the Dragon,,,George Nolfi,,-9999999,-9999999,3.9,552,93.05,61.0
-9999999,Elysium,"Action,Drama,Sci-Fi",,Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga",2013,-9999999,6.6,-9999999,,
-9999999,,,,,"Lorenza Izzo, Ariel Levy, Aaron Burns, Kirby Bliss Blanton",2013,-9999999,5.4,-9999999,7.19,38.0
529,Godzilla,,,Gareth Edwards,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe",-9999999,123,6.4,-9999999,200.66,62.0
-9999999,,"Action,Adventure,Mystery",,Tony Gilroy,,-9999999,-9999999,6.7,-9999999,113.17,61.0
-9999999,A Good Year,"Comedy,Drama,Romance",,Ridley Scott,,2006,117,6.9,74674,7.46,47.0
532,,,"When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.",,,-9999999,92,5.4,12758,64.03,59.0
-9999999,,"Action,Sci-Fi,Thriller","After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",,"Denzel Washington, Paula Patton, Jim Caviezel, Val Kilmer",2006,-9999999,7.0,-9999999,,
-9999999,,,,,,2014,-9999999,6.4,-9999999,126.55,61.0
535,A Quiet Passion,"Biography,Drama",,Terence Davies,,-9999999,-9999999,7.2,1024,1.08,77.0
536,Need for Speed,"Action,Crime,Drama",,,"Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi",2014,-9999999,6.5,-9999999,43.57,39.0
-9999999,,,A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog",2012,-9999999,7.0,-9999999,58.68,50.0
-9999999,,"Action,Adventure,Comedy",,,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn",-9999999,-9999999,5.7,-9999999,0.54,22.0
539,True Crimes,"Crime,Drama,Thriller","A murder investigation of a slain business man turns to clues found in an author's book about an eerily similar crime. Based on the 2008 article ""True Crimes - A postmodern murder mystery"" by David Grann.",,"Jim Carrey, Charlotte Gainsbourg, Marton Csokas, Kati Outinen",2016,-9999999,7.3,-9999999,,43.0
540,,,An All-American college star and his beauty queen wife watch their seemingly perfect life fall apart as their daughter joins the turmoil of '60s America.,,"Ewan McGregor, Jennifer Connelly, Dakota Fanning, Peter Riegert",2016,108,6.1,7115,,
541,The Ghost Writer,,A ghostwriter hired to complete the memoirs of a former British prime minister uncovers secrets that put his own life in jeopardy.,,,-9999999,128,7.2,-9999999,15.52,77.0
542,Limitless,"Mystery,Sci-Fi,Thriller",,Neil Burger,,2011,-9999999,7.4,444417,79.24,59.0
-9999999,,"Action,Mystery,Sci-Fi",A sci-fi/thriller story centered on a special-ops team that is dispatched to fight supernatural beings.,,"James Badge Dale, Emily Mortimer, Bruce Greenwood,Max Martini",-9999999,107,6.3,27042,,39.0
544,P.S. I Love You,,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,,"Hilary Swank, Gerard Butler, Harry Connick Jr., Lisa Kudrow",-9999999,126,7.1,-9999999,53.68,
545,Zipper,"Drama,Thriller",,Mora Stephens,"Patrick Wilson, Lena Headey, Ray Winstone,Richard Dreyfuss",-9999999,103,5.7,4912,,39.0
-9999999,Midnight Special,,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",,,2016,112,6.7,54787,3.71,76.0
547,,"Comedy,Drama","When a member of a popular New York City improv troupe gets a huge break, the rest of the group - all best friends - start to realize that not everyone is going to make it after all.",,"Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia,Chris Gethard",2016,-9999999,6.8,10485,4.42,83.0
548,,"Adventure,Family,Fantasy","Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",Tim Burton,"Mia Wasikowska, Johnny Depp, Helena Bonham Carter,Anne Hathaway",-9999999,-9999999,6.5,-9999999,334.19,53.0
-9999999,,"Biography,Drama,Sport",,Philippe Falardeau,"Elisabeth Moss, Naomi Watts, Ron Perlman, Liev Schreiber",2016,-9999999,6.8,-9999999,0.11,68.0
550,,Drama,"After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance.",,,2016,-9999999,7.9,22941,,77.0
-9999999,The Break-Up,,,,,-9999999,-9999999,5.8,-9999999,118.68,45.0
-9999999,,"Biography,Drama,Romance","The story of Richard and Mildred Loving, a couple whose arrest for interracial marriage in 1960s Virginia began a legal battle that would end with the Supreme Court's historic 1967 decision.",Jeff Nichols,,-9999999,123,7.1,-9999999,7.7,79.0
-9999999,Fantastic Four,"Action,Adventure,Sci-Fi",Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,,"Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell",-9999999,100,4.3,-9999999,56.11,27.0
-9999999,,,"In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened.",Stephen Fingleton,,-9999999,104,6.3,9187,,80.0
555,,"Drama,Romance,Thriller",,,"Emma Watson, Daniel Brhl, Michael Nyqvist,Richenda Carey",2015,106,7.1,30074,,33.0
-9999999,,"Mystery,Thriller",,Rob Cohen,,-9999999,-9999999,4.6,-9999999,35.39,30.0
557,The Gift,,A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.,,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",2015,-9999999,7.1,96688,43.77,77.0
-9999999,Dracula Untold,"Action,Drama,Fantasy",,,"Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson",-9999999,-9999999,6.3,148504,55.94,40.0
-9999999,,,,Ron Howard,"Chris Hemsworth, Cillian Murphy, Brendan Gleeson,Ben Whishaw",2015,-9999999,6.9,90372,24.99,47.0
560,,"Adventure,Comedy,Sci-Fi","Private Joe Bauers, the definition of ""average American"", is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten, he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive.",Mike Judge,,-9999999,-9999999,6.6,115355,0.44,66.0
561,The Expendables,,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,Sylvester Stallone,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",-9999999,103,6.5,-9999999,102.98,45.0
-9999999,,,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.",,"Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci",2013,91,6.5,-9999999,54.24,57.0
563,Sinister,"Horror,Mystery",,Scott Derrickson,"Ethan Hawke, Juliet Rylance, James Ransone,Fred Dalton Thompson",2012,110,6.8,-9999999,48.06,53.0
-9999999,Wreck-It Ralph,,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",,"John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman",2012,-9999999,7.8,290559,189.41,72.0
-9999999,Snow White and the Huntsman,,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin",-9999999,127,6.1,239772,155.11,57.0
-9999999,,,,Joe Wright,,2015,111,5.8,-9999999,34.96,36.0
567,,,,,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel",-9999999,154,6.3,338369,352.36,42.0
-9999999,Juno,"Comedy,Drama","Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",,,2007,-9999999,7.5,432461,143.49,81.0
569,,"Comedy,Drama",A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his company's product to a wealthy monarch.,,,-9999999,-9999999,6.1,26521,4.2,58.0
-9999999,,,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,,"George Clooney, Julia Roberts, Jack O'Connell,Dominic West",-9999999,-9999999,6.5,68654,41.01,55.0
-9999999,The Other Woman,"Comedy,Romance","After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",Nick Cassavetes,,-9999999,109,6.0,110825,83.91,39.0
572,Enchanted,"Animation,Comedy,Family",,,,2007,-9999999,7.1,-9999999,127.71,75.0
-9999999,,"Comedy,Drama",,,"Robert De Niro, Anne Hathaway, Rene Russo,Anders Holm",-9999999,-9999999,7.1,-9999999,75.27,51.0
574,,"Comedy,Drama",,,"Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin",-9999999,101,7.8,374044,59.89,80.0
575,,"Biography,Drama,Sport",,,"Miles Teller, Aaron Eckhart, Katey Sagal, Ciarn Hinds",2016,-9999999,6.8,11900,4.85,62.0
-9999999,Clash of the Titans,"Action,Adventure,Fantasy",,,"Sam Worthington, Liam Neeson, Ralph Fiennes,Jason Flemyng",2010,106,5.8,-9999999,163.19,39.0
577,The Finest Hours,"Action,Drama,History",The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana",2016,117,6.8,-9999999,27.55,58.0
578,,,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,Joseph Kosinski,,-9999999,125,6.8,273959,172.05,49.0
-9999999,The Hunger Games: Catching Fire,"Action,Adventure,Mystery",,Francis Lawrence,,-9999999,146,7.6,525646,424.65,76.0
-9999999,,,,Andrew Jarecki,"Ryan Gosling, Kirsten Dunst, Frank Langella, Lily Rabe",-9999999,-9999999,6.3,-9999999,0.58,57.0
581,,Action,,John Stockwell,,-9999999,90,4.9,6809,131.56,37.0
-9999999,The Last Airbender,,,,"Noah Ringer, Nicola Peltz, Jackson Rathbone,Dev Patel",2010,-9999999,4.2,125129,,20.0
-9999999,Sex Tape,,,Jake Kasdan,,-9999999,94,5.1,89885,38.54,36.0
584,,"Comedy,Drama,Romance","Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby, and realize that no matter what you plan for, life does not always deliver what is expected.",,,2012,-9999999,5.7,-9999999,41.1,41.0
-9999999,Moneyball,"Biography,Drama,Sport",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,Bennett Miller,,-9999999,-9999999,7.6,297395,75.61,87.0
-9999999,,,"Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil himself.",Mark Steven Johnson,"Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long",2007,114,5.2,190673,115.8,35.0
587,,,,,,2014,-9999999,7.2,-9999999,115.6,59.0
588,Immortals,"Action,Drama,Fantasy","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",,"Henry Cavill, Mickey Rourke, John Hurt, Stephen Dorff",2011,110,6.0,-9999999,83.5,46.0
589,Sunshine,,,Danny Boyle,"Cillian Murphy, Rose Byrne, Chris Evans, Michelle Yeoh",2007,107,7.3,-9999999,3.68,64.0
590,Brave,"Animation,Adventure,Comedy","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",,"Kelly Macdonald,Billy Connolly, Emma Thompson, Julie Walters",-9999999,-9999999,7.2,293941,237.28,69.0
-9999999,,"Drama,Mystery,Thriller",,Niels Arden Oplev,,-9999999,152,7.8,182074,10.1,76.0
-9999999,Adoration,"Drama,Romance",A pair of childhood friends and neighbors fall for each other's sons.,,,2013,112,6.2,25208,0.32,37.0
593,The Drop,"Crime,Drama,Mystery","Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",,"Tom Hardy, Noomi Rapace, James Gandolfini,Matthias Schoenaerts",-9999999,106,7.1,116118,10.72,69.0
594,,,,Andy Fickman,"Amanda Bynes, Laura Ramsey, Channing Tatum,Vinnie Jones",2006,-9999999,6.4,122864,2.34,45.0
595,,,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",Sean Anders,"Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church",-9999999,-9999999,6.1,-9999999,150.32,42.0
596,,"Drama,Horror,Mystery",,Matt Reeves,"Kodi Smit-McPhee, Chlo Grace Moretz, Richard Jenkins, Cara Buono",2010,116,7.2,-9999999,12.13,79.0
597,,,,,,-9999999,110,6.6,-9999999,24.85,39.0
598,,,,Louis Leterrier,,2016,-9999999,6.2,-9999999,6.86,44.0
599,Moon,,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",Duncan Jones,"Sam Rockwell, Kevin Spacey, Dominique McElligott,Rosie Shaw",-9999999,-9999999,7.9,277123,5.01,67.0
600,,,"The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",,"Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey",2010,-9999999,7.3,183926,148.34,63.0
601,Gangster Squad,"Action,Crime,Drama",,Ruben Fleischer,"Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi",2013,-9999999,6.7,181432,46.0,40.0
-9999999,,"Action,Crime,Drama",An ex-con reunites with his estranged wayward 17-year old daughter to protect her from drug dealers who are trying to kill her.,Jean-Franois Richet,,2016,88,6.4,40357,93.95,66.0
-9999999,He's Just Not That Into You,,,,,-9999999,129,6.4,-9999999,,47.0
604,,,,,"Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie",2016,-9999999,7.2,89791,143.52,66.0
-9999999,,,,,"Matt Vael, Simon Cotton, Kevin Leslie, Olivia Moyles",-9999999,110,5.1,-9999999,6.53,90.0
606,,,,,"Fionn O'Shea, Nicholas Galitzine, Andrew Scott, Moe Dunford",-9999999,-9999999,7.4,338,,
607,,,An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,,"Jennifer Lawrence, John Hawkes, Garret Dillahunt,Isaiah Stone",2010,-9999999,7.2,-9999999,,
-9999999,Horrible Bosses,"Comedy,Crime",Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,Seth Gordon,"Jason Bateman, Charlie Day, Jason Sudeikis, Steve Wiebe",2011,-9999999,6.9,-9999999,117.53,57.0
609,Mommy,Drama,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",Xavier Dolan,,2014,139,8.1,-9999999,3.49,74.0
610,,,,,,-9999999,-9999999,7.0,216932,75.75,78.0
611,,,,Richard LaGravenese,"Alice Englert, Viola Davis, Emma Thompson,Alden Ehrenreich",2013,124,6.2,-9999999,19.45,52.0
-9999999,,,,,"Sandra Hller, Peter Simonischek, Michael Wittenborn,Thomas Loibl",-9999999,162,7.6,24387,1.48,93.0
613,,,,,"Rachel Weisz, Mark Wahlberg, Saoirse Ronan, Susan Sarandon",2009,135,6.7,-9999999,43.98,42.0
-9999999,,"Biography,Crime,Drama",,Andrew Dominik,,2007,160,7.5,143564,3.9,68.0
-9999999,Don Jon,"Comedy,Drama,Romance",,,"Joseph Gordon-Levitt, Scarlett Johansson,Julianne Moore, Tony Danza",2013,-9999999,6.6,-9999999,24.48,66.0
616,Bastille Day,"Action,Crime,Drama",A young con artist and an unruly CIA agent embark on an anti-terrorist mission in France.,,,-9999999,92,6.3,21089,0.04,48.0
-9999999,,Sci-Fi,,Joey Curtis,,2016,-9999999,4.0,277,20.76,53.0
-9999999,Free State of Jones,,,Gary Ross,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell",2016,-9999999,6.9,29895,,
-9999999,Mr. Right,,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",Paco Cabezas,"Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone",2015,-9999999,6.3,30053,0.03,52.0
620,The Secret Life of Walter Mitty,,"When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.",Ben Stiller,"Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn",-9999999,114,7.3,-9999999,58.23,54.0
-9999999,Dope,"Comedy,Crime,Drama","Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",Rick Famuyiwa,"Shameik Moore, Tony Revolori, Kiersey Clemons,Kimberly Elise",2015,103,7.3,-9999999,17.47,72.0
622,Underworld Awakening,,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",,,2012,88,6.4,-9999999,62.32,39.0
-9999999,,"Drama,Horror",,,,2009,108,6.6,-9999999,0.4,49.0
-9999999,,,"A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions.",Marcus Nispel,"Jared Padalecki, Amanda Righetti, Derek Mears,Danielle Panabaker",2009,97,5.6,78631,65.0,34.0
-9999999,Taken 3,,,,,-9999999,-9999999,6.0,-9999999,89.25,26.0
-9999999,,"Action,Adventure,Mystery","A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",,,-9999999,-9999999,6.3,210965,58.88,43.0
-9999999,X-Men: The Last Stand,,"When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",,"Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen",2006,104,6.7,406540,234.36,58.0
-9999999,,,,Will Slocombe,,2016,-9999999,6.0,-9999999,,46.0
-9999999,,"Crime,Drama,Mystery",A defense attorney works to get his teenage client acquitted of murdering his wealthy father.,,"Keanu Reeves, Rene Zellweger, Gugu Mbatha-Raw, Gabriel Basso",2016,93,6.1,-9999999,,
-9999999,,,,,,-9999999,98,6.2,-9999999,113.73,47.0
631,Love  Other Drugs,,,Edward Zwick,"Jake Gyllenhaal, Anne Hathaway, Judy Greer, Oliver Platt",-9999999,-9999999,6.7,151519,32.36,55.0
-9999999,,,,Evan Goldberg,"James Franco, Seth Rogen, Randall Park, Lizzy Caplan",-9999999,112,6.6,261536,6.11,52.0
-9999999,The Host,"Comedy,Drama,Horror",A monster emerges from Seoul's Han River and focuses its attention on attacking people. One victim's loving family does what it can to rescue her from its clutches.,Bong Joon Ho,,-9999999,-9999999,7.0,-9999999,2.2,85.0
634,,"Drama,Horror,Thriller",Two teenage girls encounter an Internet child predator.,,,-9999999,-9999999,4.9,6683,,94.0
-9999999,WALLE,"Animation,Adventure,Family",,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard",2008,98,8.4,-9999999,223.81,
-9999999,Knocked Up,,,,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann",-9999999,129,7.0,-9999999,148.73,85.0
637,,"Mystery,Romance,Sci-Fi",A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.,Duncan Jones,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga,Jeffrey Wright",-9999999,93,7.5,404884,54.7,74.0
-9999999,,,,,,-9999999,116,7.3,-9999999,37.4,58.0
-9999999,Unfriended,,,,"Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig",-9999999,83,5.6,-9999999,31.54,59.0
640,American Reunion,,,,"Jason Biggs, Alyson Hannigan,Seann William Scott, Chris Klein",2012,113,6.7,-9999999,56.72,49.0
-9999999,The Pursuit of Happyness,"Biography,Drama",,Gabriele Muccino,"Will Smith, Thandie Newton, Jaden Smith, Brian Howe",-9999999,117,8.0,361105,162.59,64.0
642,Relatos salvajes,,,,,2014,122,8.1,-9999999,3.08,77.0
643,The Ridiculous 6,,,Frank Coraci,,-9999999,-9999999,4.8,-9999999,,18.0
644,,"Drama,History,War",,,"Pierre Niney, Paula Beer, Ernst Sttzner, Marie Gruber",2016,113,7.5,4304,0.86,73.0
-9999999,,"Drama,Horror,Sci-Fi",,Henry Joost,,2016,-9999999,5.5,-9999999,,72.0
-9999999,Gran Torino,,,,,-9999999,-9999999,8.2,-9999999,148.09,
-9999999,,,,John Wells,"Bradley Cooper, Sienna Miller, Daniel Brhl, Riccardo Scamarcio",2015,-9999999,6.6,76469,13.65,42.0
-9999999,Tall Men,,A challenged man is stalked by tall phantoms in business suits after he purchases a car with a mysterious black credit card.,,"Dan Crisafulli, Kay Whitney, Richard Garcia, Pat Cashman",2016,133,3.2,-9999999,,57.0
-9999999,Sleeping Beauty,"Drama,Romance","A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires.",Julia Leigh,"Emily Browning, Rachael Blake, Ewen Leslie, Bridgette Barrett",2011,-9999999,5.3,27006,0.03,
