height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
10.0,64.0,640.0,6.4,0.189,0.4,2.12,121.0,256.0,57.0,1
8.0,55.0,440.0,6.875,0.225,0.645,1.77,99.0,284.0,56.0,1
8.0,8.0,64.0,1.0,0.344,0.922,1.83,22.0,59.0,12.0,1
8.0,12.0,96.0,1.5,0.458,,2.59,44.0,90.0,17.0,1
8.0,,552.0,8.625,0.366,0.897,1.94,202.0,495.0,104.0,1
,14.0,112.0,1.75,0.42,0.759,2.04,,85.0,23.0,1
8.0,,176.0,,0.477,1.0,2.27,84.0,176.0,37.0,1
8.0,21.0,,2.625,0.357,0.964,,60.0,162.0,29.0,1
,47.0,,,0.34,0.753,2.0,128.0,283.0,64.0,1
7.0,15.0,105.0,2.143,0.448,0.829,1.74,47.0,87.0,27.0,1
11.0,15.0,,1.364,0.352,0.891,2.07,,147.0,28.0,1
10.0,,190.0,1.9,0.311,1.0,,59.0,190.0,35.0,1
10.0,61.0,,6.1,,0.952,1.98,186.0,581.0,,
10.0,50.0,500.0,5.0,0.326,0.868,2.01,163.0,434.0,81.0,1
6.0,36.0,216.0,6.0,0.495,,1.91,,215.0,56.0,1
8.0,22.0,176.0,2.75,0.403,1.0,2.03,71.0,176.0,35.0,1
10.0,36.0,360.0,3.6,,0.817,1.98,115.0,294.0,58.0,1
9.0,26.0,234.0,2.889,,,2.35,80.0,192.0,34.0,1
9.0,7.0,63.0,0.778,0.365,0.937,1.77,23.0,59.0,13.0,1
9.0,24.0,216.0,2.667,0.352,0.722,2.17,76.0,,35.0,1
8.0,22.0,,2.75,0.392,0.915,2.56,69.0,161.0,27.0,1
8.0,31.0,,3.875,0.415,1.0,1.87,103.0,248.0,55.0,1
11.0,50.0,550.0,4.545,0.255,0.56,1.89,140.0,308.0,74.0,1
9.0,54.0,486.0,6.0,0.391,0.817,1.98,190.0,397.0,96.0,1
9.0,,108.0,1.333,0.491,0.889,,53.0,96.0,22.0,
10.0,41.0,410.0,4.1,0.312,0.734,1.94,,,66.0,1
10.0,7.0,70.0,0.7,0.329,,1.77,23.0,69.0,13.0,1
10.0,52.0,,,0.319,0.802,1.87,166.0,,89.0,1
,8.0,64.0,,,1.0,2.33,,64.0,12.0,1
8.0,12.0,96.0,1.5,0.396,0.75,2.38,38.0,72.0,16.0,1
8.0,7.0,56.0,0.875,0.429,1.0,2.18,24.0,56.0,11.0,1
8.0,12.0,96.0,,,0.896,,39.0,86.0,,1
8.0,16.0,128.0,,0.43,1.0,2.04,55.0,128.0,,1
8.0,16.0,128.0,2.0,0.461,0.93,2.57,59.0,119.0,23.0,
8.0,26.0,208.0,3.25,0.399,0.976,1.93,83.0,203.0,43.0,1
10.0,69.0,,6.9,0.277,0.68,1.85,,469.0,103.0,1
11.0,,1342.0,,0.256,0.656,1.94,344.0,881.0,,
,145.0,1450.0,14.5,,0.724,,403.0,1050.0,212.0,1
11.0,272.0,2992.0,24.727,0.26,0.681,1.82,778.0,2038.0,428.0,1
9.0,49.0,441.0,5.444,0.306,0.773,1.82,135.0,,74.0,1
8.0,7.0,56.0,0.875,0.411,1.0,2.09,23.0,56.0,11.0,1
9.0,18.0,162.0,2.0,0.352,0.901,1.84,57.0,146.0,31.0,1
8.0,12.0,96.0,1.5,0.417,0.969,2.11,40.0,93.0,,1
8.0,42.0,336.0,5.25,0.369,1.0,,,336.0,67.0,1
9.0,59.0,531.0,,0.335,0.821,1.96,178.0,436.0,91.0,1
10.0,54.0,540.0,5.4,0.319,0.824,1.83,172.0,445.0,94.0,1
11.0,126.0,1386.0,11.455,0.273,0.649,2.11,379.0,900.0,180.0,1
8.0,39.0,312.0,4.875,0.282,0.747,2.0,88.0,233.0,44.0,1
11.0,44.0,484.0,4.0,0.314,0.75,1.92,152.0,363.0,79.0,1
8.0,7.0,56.0,,0.464,1.0,,26.0,,11.0,1
10.0,37.0,370.0,3.7,0.324,0.692,1.85,120.0,256.0,65.0,1
8.0,15.0,120.0,1.875,0.433,0.625,,52.0,75.0,19.0,1
8.0,32.0,256.0,4.0,0.352,0.973,1.8,90.0,,50.0,1
8.0,45.0,360.0,5.625,0.367,0.783,1.89,132.0,282.0,70.0,
9.0,41.0,369.0,4.556,0.374,0.881,2.26,138.0,325.0,61.0,1
10.0,25.0,250.0,2.5,0.268,0.588,1.91,67.0,147.0,,1
8.0,16.0,128.0,2.0,0.344,0.742,1.52,44.0,95.0,29.0,1
8.0,10.0,80.0,1.25,0.375,0.85,1.88,30.0,68.0,16.0,1
5.0,9.0,45.0,1.8,0.533,0.911,2.0,24.0,41.0,,1
12.0,261.0,,21.75,0.223,0.578,1.92,,1810.0,,1
11.0,233.0,2563.0,21.182,0.245,0.677,1.8,629.0,1734.0,,1
7.0,,245.0,5.0,0.408,0.755,2.38,100.0,185.0,42.0,
8.0,8.0,64.0,1.0,0.359,0.766,1.64,,49.0,14.0,1
8.0,31.0,248.0,3.875,0.371,0.782,2.0,92.0,194.0,46.0,1
8.0,22.0,176.0,,0.392,0.778,2.3,,137.0,30.0,1
8.0,33.0,264.0,4.125,0.424,0.867,2.24,112.0,229.0,50.0,1
11.0,40.0,440.0,3.636,,0.618,1.8,119.0,272.0,66.0,1
8.0,8.0,64.0,1.0,0.359,0.969,1.53,23.0,,15.0,1
8.0,12.0,96.0,1.5,0.438,0.927,2.1,42.0,89.0,20.0,1
,20.0,180.0,2.222,0.361,0.872,1.86,65.0,157.0,35.0,1
8.0,9.0,72.0,1.125,0.361,0.972,1.73,26.0,70.0,15.0,1
8.0,15.0,120.0,1.875,0.375,0.85,1.88,45.0,102.0,24.0,1
8.0,12.0,96.0,1.5,0.396,0.927,1.65,38.0,89.0,23.0,1
10.0,25.0,250.0,2.5,0.328,0.828,2.05,82.0,207.0,40.0,1
8.0,10.0,,1.25,0.4,1.0,1.88,32.0,80.0,17.0,1
8.0,4.0,32.0,0.5,0.438,0.656,4.67,14.0,21.0,3.0,1
8.0,12.0,96.0,1.5,0.427,0.875,2.56,41.0,84.0,16.0,1
10.0,26.0,260.0,,0.3,0.954,1.59,78.0,248.0,,1
,6.0,60.0,0.6,,0.817,2.5,20.0,49.0,8.0,1
,57.0,627.0,5.182,0.271,0.577,1.87,170.0,362.0,91.0,1
8.0,28.0,224.0,3.5,0.406,0.777,2.07,91.0,174.0,44.0,1
10.0,23.0,230.0,2.3,0.248,0.678,2.19,57.0,156.0,26.0,1
11.0,32.0,352.0,2.909,0.256,0.534,2.0,90.0,,45.0,1
8.0,12.0,96.0,1.5,0.385,0.688,1.95,37.0,66.0,19.0,1
8.0,17.0,136.0,2.125,0.36,,,49.0,113.0,25.0,1
11.0,42.0,462.0,3.818,0.284,0.654,1.93,131.0,,68.0,1
8.0,14.0,112.0,1.75,0.375,0.839,2.1,42.0,94.0,20.0,1
8.0,37.0,296.0,4.625,0.375,0.922,1.61,111.0,273.0,69.0,
8.0,,208.0,3.25,0.346,0.909,,72.0,189.0,39.0,
8.0,28.0,224.0,,,0.79,2.58,103.0,177.0,40.0,1
,44.0,440.0,4.4,0.314,0.623,,138.0,274.0,72.0,1
10.0,12.0,120.0,1.2,0.4,0.933,2.29,48.0,112.0,21.0,1
,40.0,400.0,4.0,0.333,0.783,1.82,133.0,313.0,73.0,1
6.0,14.0,84.0,2.333,,0.929,2.24,47.0,78.0,21.0,1
7.0,33.0,231.0,4.714,0.385,,2.23,89.0,213.0,40.0,1
8.0,9.0,72.0,1.125,0.361,0.722,1.86,26.0,,14.0,1
8.0,43.0,344.0,5.375,0.343,0.977,1.71,118.0,336.0,69.0,1
8.0,13.0,104.0,1.625,0.413,1.0,1.95,43.0,104.0,22.0,1
11.0,33.0,363.0,3.0,0.278,0.73,2.1,101.0,265.0,48.0,1
8.0,37.0,296.0,4.625,0.392,0.753,1.93,116.0,223.0,60.0,
11.0,29.0,319.0,2.636,0.32,0.618,2.22,,197.0,46.0,1
8.0,50.0,400.0,6.25,,0.993,1.93,162.0,397.0,,
8.0,38.0,,4.75,0.408,0.964,1.65,124.0,,75.0,1
8.0,26.0,208.0,3.25,0.409,0.933,2.18,85.0,194.0,39.0,1
10.0,52.0,520.0,,,0.688,1.96,159.0,358.0,81.0,1
6.0,39.0,234.0,6.5,0.393,0.927,1.77,92.0,217.0,52.0,1
6.0,7.0,42.0,1.167,0.5,,,21.0,41.0,10.0,1
12.0,261.0,3132.0,21.75,0.207,0.564,1.81,649.0,1768.0,358.0,1
11.0,146.0,,13.273,0.238,0.58,1.83,383.0,932.0,209.0,
8.0,19.0,152.0,2.375,0.355,0.954,2.0,54.0,145.0,27.0,1
,35.0,350.0,3.5,0.326,0.583,2.24,114.0,204.0,51.0,1
8.0,,456.0,7.125,,0.838,1.81,141.0,382.0,78.0,1
12.0,272.0,3264.0,22.667,,0.589,1.8,715.0,1922.0,397.0,
11.0,26.0,286.0,2.364,0.262,0.804,1.79,75.0,230.0,42.0,
9.0,10.0,90.0,1.111,0.344,0.789,,31.0,71.0,15.0,1
9.0,28.0,252.0,3.111,0.317,0.976,1.95,80.0,246.0,41.0,1
11.0,25.0,275.0,2.273,0.298,0.811,2.05,82.0,223.0,40.0,1
8.0,8.0,64.0,1.0,0.391,1.0,2.5,25.0,64.0,10.0,1
,,216.0,3.375,0.343,,1.76,74.0,168.0,42.0,
8.0,8.0,64.0,1.0,0.406,0.953,2.17,26.0,,12.0,1
10.0,16.0,160.0,1.6,0.375,0.769,2.14,60.0,123.0,28.0,1
10.0,19.0,190.0,1.9,0.3,0.905,1.68,57.0,172.0,34.0,1
10.0,7.0,70.0,0.7,0.357,0.871,2.08,25.0,,12.0,1
10.0,13.0,130.0,,0.315,0.915,2.41,41.0,119.0,17.0,1
,7.0,35.0,1.4,0.457,1.0,1.45,16.0,35.0,,1
6.0,10.0,60.0,1.667,0.433,0.867,1.86,26.0,,14.0,1
8.0,13.0,104.0,1.625,0.365,0.808,1.9,38.0,84.0,20.0,1
8.0,42.0,336.0,5.25,0.375,0.899,2.07,,302.0,61.0,1
10.0,44.0,440.0,4.4,0.318,,1.75,140.0,383.0,80.0,
10.0,,,2.6,0.273,0.815,1.87,71.0,212.0,38.0,1
10.0,30.0,300.0,3.0,0.3,0.73,2.14,90.0,219.0,42.0,1
11.0,27.0,297.0,2.455,0.303,0.596,2.43,90.0,177.0,37.0,1
,52.0,416.0,,0.325,0.877,1.75,135.0,365.0,77.0,1
8.0,76.0,608.0,9.5,0.314,0.711,1.87,191.0,432.0,102.0,1
10.0,15.0,150.0,1.5,0.36,0.813,2.08,54.0,122.0,26.0,1
10.0,18.0,180.0,1.8,0.294,0.911,1.89,53.0,164.0,,1
7.0,15.0,105.0,2.143,0.4,0.752,1.83,42.0,79.0,23.0,1
7.0,,245.0,5.0,0.339,0.833,,83.0,204.0,43.0,1
7.0,,182.0,,0.396,1.0,,72.0,182.0,36.0,1
7.0,8.0,,1.143,,0.964,1.85,24.0,54.0,13.0,1
8.0,51.0,408.0,6.375,0.306,0.637,1.95,125.0,260.0,64.0,1
9.0,114.0,1026.0,12.667,0.272,,1.86,279.0,760.0,150.0,1
8.0,9.0,72.0,1.125,0.417,1.0,,30.0,72.0,13.0,1
8.0,,232.0,3.625,0.345,0.681,2.0,80.0,158.0,40.0,
9.0,105.0,945.0,11.667,0.236,0.579,1.91,223.0,547.0,117.0,1
9.0,101.0,909.0,11.222,0.256,0.688,1.71,233.0,625.0,136.0,1
8.0,,512.0,8.0,,0.912,1.93,197.0,467.0,102.0,1
10.0,32.0,320.0,3.2,0.306,0.788,1.69,98.0,,58.0,
7.0,14.0,98.0,2.0,0.378,,1.95,37.0,95.0,19.0,1
10.0,61.0,610.0,6.1,0.29,0.657,2.16,177.0,401.0,82.0,1
1.0,25.0,,25.0,,1.0,25.0,,25.0,1.0,1
,21.0,,3.5,0.246,0.254,31.0,,32.0,1.0,2
7.0,109.0,,15.571,0.283,0.543,1.93,216.0,414.0,112.0,1
6.0,221.0,1326.0,36.833,0.268,0.536,1.95,356.0,711.0,183.0,1
6.0,146.0,,24.333,0.325,0.691,1.83,285.0,,156.0,1
,10.0,50.0,2.0,0.5,,2.08,25.0,42.0,12.0,1
8.0,16.0,128.0,2.0,0.398,0.695,2.55,51.0,89.0,20.0,2
8.0,19.0,152.0,2.375,0.388,0.664,2.19,59.0,101.0,,1
10.0,46.0,460.0,4.6,0.278,0.583,1.66,128.0,,77.0,1
8.0,25.0,200.0,3.125,0.355,0.78,1.73,71.0,156.0,41.0,1
8.0,30.0,240.0,,0.354,0.75,2.02,85.0,180.0,42.0,1
8.0,14.0,112.0,1.75,0.482,0.759,3.38,54.0,85.0,16.0,1
8.0,5.0,40.0,0.625,0.35,0.6,3.5,14.0,24.0,,1
68.0,,,0.5,0.224,0.526,2.44,519.0,1215.0,,
67.0,30.0,2010.0,0.448,0.169,,2.26,339.0,924.0,150.0,5
6.0,,72.0,2.0,0.486,0.944,2.19,,68.0,16.0,1
7.0,7.0,49.0,1.0,,0.571,3.5,14.0,28.0,4.0,1
7.0,7.0,,1.0,0.265,0.612,,13.0,30.0,4.0,1
5.0,12.0,,2.4,0.6,,3.0,36.0,54.0,12.0,1
11.0,261.0,2871.0,23.727,0.233,0.637,1.75,668.0,1830.0,,1
11.0,154.0,1694.0,14.0,0.187,0.522,1.94,317.0,884.0,163.0,1
,155.0,1550.0,15.5,0.275,0.803,,427.0,1244.0,231.0,1
20.0,,780.0,1.95,0.14,0.405,3.21,109.0,316.0,34.0,
6.0,17.0,102.0,2.833,0.137,0.627,2.8,14.0,64.0,5.0,5
8.0,24.0,192.0,3.0,0.417,0.953,,80.0,183.0,42.0,1
10.0,41.0,410.0,4.1,0.276,0.693,1.61,113.0,,,1
,15.0,150.0,1.5,0.273,0.947,1.41,41.0,142.0,,1
10.0,12.0,120.0,1.2,0.35,0.867,2.33,42.0,104.0,18.0,1
10.0,55.0,550.0,5.5,0.295,0.756,1.98,162.0,416.0,82.0,1
7.0,6.0,42.0,0.857,0.405,,,17.0,39.0,9.0,1
7.0,,133.0,2.714,0.398,,1.83,53.0,117.0,29.0,1
7.0,8.0,56.0,1.143,0.482,1.0,2.25,27.0,56.0,12.0,1
,7.0,49.0,1.0,0.592,0.959,2.42,29.0,47.0,12.0,1
8.0,29.0,232.0,3.625,0.444,1.0,2.15,103.0,232.0,48.0,1
11.0,53.0,583.0,4.818,0.249,0.734,1.93,145.0,428.0,75.0,1
9.0,19.0,171.0,2.111,0.298,0.737,2.68,51.0,126.0,,1
10.0,,130.0,1.3,0.285,0.885,1.61,37.0,115.0,23.0,1
10.0,144.0,1440.0,14.4,0.256,0.625,1.8,368.0,900.0,205.0,
7.0,12.0,84.0,1.714,0.476,0.81,2.11,40.0,68.0,19.0,1
7.0,2.0,14.0,0.286,0.857,0.857,12.0,12.0,12.0,1.0,1
11.0,54.0,594.0,4.909,0.273,0.781,2.19,162.0,464.0,74.0,1
10.0,51.0,510.0,5.1,,0.814,1.66,143.0,415.0,,1
10.0,7.0,70.0,0.7,0.314,0.857,1.83,22.0,60.0,12.0,1
10.0,37.0,370.0,3.7,0.327,0.954,1.83,121.0,353.0,66.0,1
10.0,11.0,110.0,1.1,0.409,0.955,2.5,45.0,105.0,,
,6.0,12.0,,0.583,,7.0,7.0,11.0,1.0,1
8.0,43.0,,5.375,,0.762,1.93,133.0,262.0,69.0,1
8.0,28.0,224.0,3.5,0.442,0.795,2.48,99.0,178.0,40.0,1
3.0,3.0,9.0,1.0,0.778,0.778,7.0,7.0,7.0,1.0,1
,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,1.0,1
5.0,2.0,10.0,0.4,0.7,0.7,7.0,7.0,,1.0,1
4.0,2.0,8.0,0.5,0.875,0.875,7.0,7.0,7.0,1.0,1
4.0,3.0,12.0,0.75,0.667,0.917,2.67,8.0,11.0,3.0,1
7.0,2.0,14.0,0.286,0.714,,10.0,10.0,10.0,1.0,1
10.0,72.0,720.0,7.2,0.292,0.667,,210.0,480.0,116.0,1
,150.0,1500.0,15.0,0.252,0.585,2.07,,878.0,183.0,
10.0,9.0,90.0,0.9,0.333,0.878,2.5,30.0,79.0,12.0,
10.0,34.0,340.0,3.4,,0.853,,109.0,290.0,54.0,1
10.0,10.0,100.0,1.0,0.35,0.89,1.94,35.0,89.0,18.0,1
8.0,9.0,72.0,1.125,,0.681,1.69,27.0,49.0,,1
7.0,15.0,105.0,2.143,0.438,0.895,2.3,46.0,94.0,20.0,1
10.0,30.0,300.0,3.0,0.33,0.843,1.9,99.0,253.0,52.0,
9.0,20.0,180.0,2.222,0.322,0.717,2.15,58.0,129.0,27.0,1
9.0,,117.0,1.444,0.368,1.0,2.69,43.0,117.0,16.0,1
7.0,10.0,70.0,1.429,0.386,0.914,2.08,,64.0,13.0,1
7.0,20.0,140.0,2.857,0.4,1.0,1.87,56.0,140.0,30.0,1
6.0,13.0,78.0,2.167,0.436,0.756,2.27,34.0,59.0,,1
5.0,15.0,75.0,,0.507,0.787,3.17,38.0,59.0,12.0,1
5.0,12.0,60.0,2.4,0.467,0.6,4.67,28.0,,6.0,1
5.0,13.0,65.0,2.6,0.462,0.677,4.29,30.0,,7.0,1
6.0,49.0,294.0,8.167,0.32,0.527,2.94,94.0,155.0,32.0,1
6.0,17.0,102.0,,0.451,0.745,2.56,46.0,76.0,18.0,1
,41.0,369.0,4.556,0.336,0.694,1.91,124.0,,65.0,1
9.0,14.0,126.0,1.556,0.278,1.0,2.06,35.0,126.0,17.0,1
8.0,4.0,32.0,0.5,0.469,0.719,3.75,15.0,23.0,4.0,1
8.0,39.0,312.0,4.875,0.378,0.962,1.64,118.0,300.0,72.0,1
10.0,23.0,230.0,,0.27,0.648,2.0,62.0,149.0,31.0,1
8.0,16.0,128.0,2.0,0.328,0.961,1.91,,,22.0,1
8.0,39.0,312.0,4.875,0.362,0.881,,113.0,275.0,,
5.0,20.0,100.0,4.0,,0.73,2.35,,,,1
4.0,10.0,40.0,2.5,0.5,0.9,4.0,20.0,36.0,5.0,1
4.0,10.0,40.0,,0.6,0.8,4.0,24.0,32.0,6.0,1
5.0,13.0,65.0,2.6,0.554,0.8,2.57,36.0,52.0,14.0,1
5.0,14.0,70.0,2.8,0.329,0.5,2.56,23.0,35.0,9.0,1
7.0,20.0,140.0,2.857,0.421,0.829,2.46,59.0,116.0,24.0,1
5.0,17.0,85.0,3.4,0.576,0.953,2.33,49.0,81.0,21.0,1
10.0,,1450.0,,0.268,0.747,1.83,389.0,1083.0,,1
10.0,62.0,620.0,6.2,0.265,0.656,2.19,164.0,407.0,75.0,1
,16.0,128.0,2.0,0.328,0.969,1.91,42.0,124.0,,1
8.0,24.0,192.0,3.0,0.297,0.865,1.84,57.0,166.0,31.0,1
6.0,9.0,54.0,1.5,0.37,0.722,,20.0,39.0,,1
10.0,261.0,,26.1,,,1.74,676.0,2001.0,,1
8.0,20.0,160.0,2.5,0.394,0.863,2.1,63.0,138.0,30.0,1
10.0,39.0,390.0,3.9,0.295,0.908,2.09,115.0,354.0,55.0,
10.0,61.0,610.0,6.1,0.333,0.954,1.85,,582.0,110.0,1
2.0,14.0,28.0,7.0,0.464,0.536,13.0,13.0,,1.0,2
9.0,42.0,378.0,4.667,0.312,0.889,1.97,118.0,336.0,60.0,
37.0,20.0,740.0,0.541,0.131,0.193,4.22,97.0,143.0,23.0,5
8.0,32.0,256.0,4.0,0.375,0.801,,96.0,205.0,47.0,1
6.0,14.0,84.0,2.333,0.512,1.0,3.07,43.0,84.0,14.0,1
8.0,23.0,184.0,2.875,0.348,0.723,2.0,64.0,133.0,32.0,1
,25.0,850.0,,0.256,,2.06,218.0,454.0,106.0,
,27.0,918.0,,0.219,0.554,3.09,201.0,509.0,65.0,5
36.0,43.0,1548.0,1.194,0.117,0.183,,181.0,283.0,,5
9.0,40.0,360.0,4.444,0.344,0.683,2.07,124.0,,60.0,1
,14.0,112.0,1.75,0.411,0.991,2.56,,111.0,,1
8.0,32.0,256.0,4.0,0.395,0.773,2.1,101.0,,48.0,1
10.0,31.0,310.0,3.1,0.316,0.752,1.66,98.0,233.0,59.0,1
8.0,33.0,264.0,4.125,0.375,,1.6,99.0,259.0,62.0,1
8.0,20.0,160.0,2.5,0.406,0.906,,65.0,145.0,35.0,1
8.0,12.0,96.0,1.5,0.406,0.917,1.56,39.0,88.0,,1
16.0,29.0,,1.813,0.144,0.496,2.58,67.0,230.0,26.0,5
,34.0,238.0,4.857,0.403,0.849,1.81,96.0,202.0,,1
11.0,109.0,1199.0,9.909,0.234,0.62,1.92,281.0,743.0,146.0,1
10.0,103.0,1030.0,10.3,0.25,0.61,1.77,258.0,628.0,146.0,1
,91.0,819.0,10.111,0.161,0.44,1.86,132.0,360.0,71.0,1
9.0,9.0,81.0,1.0,0.358,0.728,2.23,,59.0,13.0,1
8.0,12.0,96.0,1.5,0.375,,1.8,36.0,89.0,20.0,1
8.0,40.0,320.0,5.0,0.35,0.906,1.81,112.0,290.0,62.0,
10.0,57.0,570.0,5.7,0.326,0.695,1.98,186.0,396.0,94.0,1
10.0,28.0,280.0,2.8,0.343,0.975,2.13,96.0,273.0,45.0,1
10.0,8.0,80.0,,0.313,,1.56,,72.0,16.0,1
10.0,15.0,150.0,1.5,0.313,0.78,2.24,47.0,117.0,21.0,
6.0,3.0,18.0,0.5,0.556,0.556,10.0,10.0,10.0,1.0,1
7.0,,140.0,2.857,0.493,0.979,1.82,69.0,,38.0,1
7.0,,140.0,2.857,0.457,0.857,2.46,64.0,120.0,,1
6.0,8.0,48.0,1.333,0.604,0.896,3.22,29.0,,9.0,1
5.0,3.0,15.0,0.6,0.6,0.6,9.0,9.0,9.0,1.0,1
9.0,2.0,18.0,0.222,,0.722,11.0,11.0,13.0,1.0,4
,2.0,10.0,0.4,0.7,0.7,,7.0,7.0,1.0,1
,221.0,2431.0,,0.25,0.544,1.95,,,312.0,
7.0,35.0,245.0,5.0,0.445,0.771,2.48,109.0,189.0,44.0,1
10.0,33.0,330.0,,0.352,0.745,2.07,116.0,,56.0,1
8.0,7.0,,0.875,0.5,,3.11,28.0,44.0,9.0,1
8.0,12.0,96.0,1.5,0.531,0.813,2.83,51.0,78.0,18.0,
8.0,16.0,128.0,2.0,0.422,0.852,1.8,54.0,109.0,30.0,1
7.0,,140.0,2.857,0.429,0.993,2.0,60.0,139.0,30.0,1
7.0,4.0,28.0,0.571,0.5,1.0,,14.0,28.0,6.0,1
7.0,35.0,245.0,5.0,0.494,1.0,2.2,121.0,245.0,55.0,1
9.0,33.0,297.0,3.667,0.357,0.63,2.47,106.0,187.0,43.0,1
6.0,30.0,180.0,5.0,0.45,0.833,3.12,81.0,150.0,26.0,1
6.0,26.0,156.0,4.333,0.519,0.955,2.25,81.0,149.0,36.0,1
5.0,26.0,130.0,5.2,0.492,0.785,,64.0,102.0,27.0,1
5.0,22.0,110.0,4.4,0.536,0.909,2.19,59.0,100.0,27.0,1
6.0,15.0,90.0,2.5,0.467,0.711,3.23,42.0,64.0,13.0,1
5.0,19.0,95.0,3.8,0.505,0.8,2.18,48.0,76.0,,1
,,222.0,6.167,0.392,0.757,2.23,87.0,168.0,39.0,1
,11.0,,2.2,0.6,0.818,2.75,33.0,,12.0,1
5.0,13.0,65.0,2.6,,0.8,3.0,36.0,52.0,12.0,1
5.0,,70.0,2.8,0.443,0.743,2.21,31.0,52.0,14.0,1
9.0,25.0,225.0,2.778,0.329,0.502,2.55,74.0,113.0,29.0,1
8.0,10.0,80.0,1.25,0.35,0.763,1.75,28.0,61.0,16.0,1
11.0,54.0,594.0,4.909,,,2.07,188.0,414.0,91.0,1
10.0,29.0,290.0,,0.303,0.731,2.1,88.0,212.0,42.0,1
10.0,16.0,160.0,1.6,0.288,0.744,2.19,46.0,119.0,21.0,
10.0,39.0,390.0,3.9,0.344,0.59,2.79,,230.0,48.0,1
8.0,14.0,112.0,,0.482,0.679,3.0,,76.0,18.0,
8.0,12.0,96.0,1.5,0.458,0.667,3.67,,64.0,12.0,1
8.0,35.0,280.0,4.375,0.425,0.843,2.09,119.0,236.0,57.0,1
8.0,9.0,72.0,1.125,,0.819,1.73,26.0,59.0,15.0,1
8.0,22.0,176.0,2.75,0.295,0.483,2.6,52.0,85.0,20.0,1
,36.0,288.0,4.5,0.299,0.531,2.21,86.0,153.0,39.0,1
6.0,16.0,96.0,2.667,0.281,0.542,2.45,27.0,52.0,11.0,1
8.0,31.0,248.0,3.875,0.351,0.839,1.98,87.0,208.0,44.0,1
8.0,45.0,,5.625,0.297,0.564,1.88,107.0,203.0,57.0,1
5.0,23.0,115.0,4.6,0.504,0.783,2.42,58.0,90.0,,1
8.0,34.0,272.0,4.25,0.36,,1.88,98.0,195.0,,1
8.0,12.0,96.0,1.5,0.396,0.99,1.9,38.0,,20.0,1
10.0,28.0,280.0,2.8,0.311,0.957,1.78,87.0,268.0,49.0,1
10.0,41.0,410.0,4.1,0.356,0.956,2.15,146.0,392.0,68.0,1
8.0,15.0,,1.875,0.475,1.0,2.38,57.0,120.0,24.0,1
8.0,12.0,96.0,1.5,0.438,1.0,,42.0,96.0,20.0,1
10.0,,90.0,,0.356,0.933,1.6,32.0,84.0,20.0,1
10.0,36.0,360.0,3.6,0.367,0.789,2.28,132.0,284.0,,1
6.0,,,4.333,0.423,0.769,2.36,66.0,120.0,28.0,1
4.0,24.0,96.0,6.0,0.573,,2.04,55.0,,27.0,1
5.0,30.0,150.0,6.0,0.587,0.96,2.44,88.0,144.0,36.0,1
8.0,71.0,568.0,8.875,0.289,0.574,,164.0,326.0,100.0,1
,16.0,160.0,1.6,0.444,1.0,2.22,71.0,160.0,32.0,1
10.0,14.0,140.0,1.4,0.371,0.886,2.89,52.0,124.0,18.0,1
10.0,16.0,160.0,1.6,0.3,,,48.0,160.0,26.0,1
10.0,15.0,150.0,1.5,,1.0,1.88,45.0,,24.0,1
10.0,,70.0,0.7,0.357,0.757,2.78,25.0,53.0,9.0,1
10.0,74.0,740.0,7.4,,0.708,2.17,224.0,524.0,103.0,1
8.0,30.0,240.0,3.75,0.296,,2.09,71.0,207.0,34.0,1
,51.0,510.0,5.1,0.337,,2.12,172.0,394.0,81.0,
10.0,79.0,790.0,7.9,0.244,0.742,1.79,193.0,586.0,108.0,1
11.0,127.0,1397.0,11.545,0.266,0.686,2.23,,959.0,166.0,1
10.0,20.0,200.0,2.0,0.32,0.61,2.13,64.0,122.0,30.0,1
7.0,20.0,140.0,,0.464,,2.71,65.0,126.0,24.0,1
9.0,18.0,162.0,2.0,0.321,0.654,2.26,52.0,106.0,23.0,1
10.0,35.0,350.0,3.5,0.311,0.72,1.88,109.0,,58.0,1
8.0,19.0,152.0,2.375,0.434,0.664,3.0,,,22.0,1
,64.0,704.0,5.818,0.25,0.597,2.0,176.0,420.0,88.0,1
10.0,33.0,330.0,3.3,0.342,0.927,1.66,,306.0,,1
10.0,16.0,160.0,1.6,0.338,0.888,2.08,54.0,142.0,26.0,1
8.0,14.0,,,0.438,0.768,2.23,49.0,86.0,22.0,1
10.0,,760.0,7.6,0.322,0.689,1.99,245.0,524.0,123.0,1
8.0,9.0,72.0,1.125,0.375,0.736,2.45,,53.0,11.0,1
8.0,21.0,168.0,2.625,0.435,0.917,2.35,73.0,154.0,31.0,1
7.0,,35.0,0.714,0.486,0.943,4.25,17.0,33.0,,
7.0,7.0,49.0,1.0,0.347,0.633,2.83,17.0,31.0,6.0,1
7.0,25.0,175.0,3.571,,0.606,2.14,62.0,106.0,29.0,1
9.0,53.0,477.0,5.889,0.335,0.602,2.42,160.0,,66.0,1
5.0,5.0,25.0,1.0,0.52,1.0,2.17,13.0,25.0,6.0,1
5.0,14.0,70.0,2.8,0.557,0.871,,39.0,61.0,14.0,1
