height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
11.0,73.0,803.0,6.636,0.27,0.844,,217.0,,107.0,
8.0,,,2.625,0.411,0.786,2.23,69.0,132.0,31.0,1
8.0,27.0,216.0,3.375,,,,88.0,216.0,43.0,1
11.0,,,,0.32,0.608,,,401.0,105.0,
8.0,14.0,112.0,1.75,0.446,1.0,2.17,50.0,112.0,,1
11.0,,594.0,4.909,,0.736,1.99,,,77.0,1
8.0,7.0,56.0,0.875,,,3.13,25.0,43.0,8.0,1
11.0,91.0,1001.0,8.273,0.286,,2.33,286.0,598.0,123.0,1
8.0,14.0,112.0,1.75,0.446,0.973,2.27,50.0,,22.0,1
8.0,,56.0,,0.429,1.0,2.18,24.0,56.0,11.0,
,,96.0,1.5,0.458,0.927,2.2,44.0,89.0,,1
,,168.0,2.625,,0.994,,69.0,,27.0,1
8.0,,144.0,,,0.882,1.84,57.0,127.0,31.0,
6.0,9.0,,1.5,,1.0,,,54.0,14.0,
11.0,,,,,0.795,2.08,81.0,210.0,39.0,1
8.0,,312.0,4.875,0.388,0.933,2.2,,291.0,,1
8.0,12.0,96.0,1.5,0.438,1.0,2.0,42.0,,21.0,1
10.0,,,3.0,0.367,,2.29,110.0,235.0,48.0,1
8.0,,,,,1.0,2.36,,64.0,14.0,1
,,,,0.438,1.0,1.91,42.0,96.0,22.0,
8.0,26.0,208.0,3.25,0.389,1.0,2.31,,,35.0,1
,16.0,,,0.438,0.891,,56.0,114.0,21.0,1
11.0,,572.0,4.727,0.262,,1.79,150.0,491.0,84.0,
11.0,,275.0,2.273,0.335,0.931,2.56,92.0,256.0,36.0,1
10.0,32.0,,3.2,0.338,0.816,1.83,,,59.0,1
,26.0,260.0,2.6,0.296,0.942,2.2,,,35.0,1
10.0,28.0,280.0,2.8,,0.8,2.0,,,41.0,1
10.0,19.0,190.0,1.9,,,,,,32.0,
10.0,18.0,,1.8,,1.0,,69.0,,30.0,
9.0,,387.0,4.778,0.3,,1.78,,,65.0,
5.0,7.0,,,,0.886,,,,6.0,1
6.0,,192.0,5.333,,0.964,,80.0,,38.0,1
,8.0,48.0,,,0.958,3.38,27.0,,8.0,1
11.0,,2343.0,19.364,0.264,,1.95,619.0,1635.0,317.0,
10.0,53.0,,,0.306,0.889,,162.0,471.0,,
12.0,271.0,3252.0,,0.232,,,,1782.0,390.0,
11.0,96.0,,,0.277,,,,,,1
10.0,30.0,300.0,3.0,0.307,0.94,1.96,,282.0,47.0,1
,,,6.909,0.254,0.688,2.08,212.0,575.0,102.0,
8.0,,128.0,,0.43,0.859,,55.0,,,
,,306.0,3.778,0.356,0.925,2.06,109.0,283.0,53.0,
11.0,,671.0,5.545,0.294,0.735,2.21,197.0,493.0,89.0,1
8.0,19.0,,2.375,0.368,,,56.0,152.0,32.0,1
10.0,,,5.0,,0.764,1.94,134.0,,,
,,270.0,2.7,0.344,0.804,2.38,93.0,217.0,39.0,
10.0,64.0,640.0,,,,,,,,1
8.0,55.0,,6.875,0.225,0.645,1.77,99.0,284.0,,1
8.0,8.0,64.0,1.0,0.344,,1.83,,59.0,,1
8.0,12.0,96.0,1.5,0.458,0.938,2.59,44.0,,17.0,1
8.0,69.0,552.0,8.625,0.366,0.897,,202.0,,104.0,1
8.0,14.0,,1.75,,0.759,2.04,47.0,85.0,,1
8.0,,,,0.477,,2.27,,176.0,37.0,1
8.0,21.0,168.0,2.625,0.357,0.964,2.07,,162.0,29.0,
8.0,,,,0.34,,2.0,128.0,,64.0,1
7.0,15.0,105.0,2.143,,,1.74,47.0,,,1
,15.0,165.0,1.364,,,,58.0,147.0,28.0,
10.0,19.0,,1.9,,1.0,1.69,59.0,190.0,35.0,1
10.0,61.0,610.0,6.1,,,1.98,186.0,581.0,94.0,
10.0,50.0,,5.0,0.326,0.868,2.01,163.0,434.0,81.0,
6.0,36.0,216.0,6.0,0.495,,1.91,107.0,215.0,,1
8.0,,,2.75,0.403,,2.03,,,35.0,
,,,3.6,0.319,,1.98,115.0,294.0,58.0,1
,26.0,,2.889,0.342,0.821,,80.0,192.0,34.0,1
,7.0,,,0.365,0.937,1.77,23.0,,13.0,1
,24.0,216.0,,0.352,0.722,2.17,76.0,156.0,35.0,1
,22.0,,2.75,0.392,0.915,,69.0,161.0,27.0,
,31.0,248.0,3.875,0.415,,1.87,103.0,248.0,55.0,
,50.0,,4.545,0.255,,1.89,140.0,308.0,74.0,
9.0,,,6.0,,0.817,,190.0,,96.0,1
9.0,12.0,108.0,1.333,0.491,0.889,,53.0,96.0,22.0,1
10.0,41.0,410.0,4.1,0.312,,1.94,128.0,,66.0,
,,70.0,,,0.986,1.77,23.0,69.0,13.0,
,52.0,520.0,,0.319,,,,417.0,89.0,1
8.0,8.0,64.0,1.0,0.438,1.0,2.33,,,12.0,1
8.0,,96.0,,0.396,0.75,2.38,38.0,72.0,16.0,1
8.0,,56.0,0.875,0.429,,2.18,24.0,56.0,11.0,1
,,,1.5,,0.896,1.86,39.0,86.0,21.0,
,16.0,,2.0,0.43,1.0,2.04,55.0,,27.0,1
,16.0,128.0,2.0,0.461,0.93,2.57,59.0,119.0,,1
8.0,26.0,208.0,3.25,0.399,0.976,1.93,83.0,203.0,,1
10.0,,690.0,6.9,0.277,0.68,1.85,191.0,,,1
11.0,122.0,,11.091,0.256,0.656,1.94,,881.0,177.0,
,145.0,,14.5,0.278,,,403.0,,212.0,1
11.0,272.0,2992.0,24.727,0.26,,,778.0,2038.0,428.0,1
9.0,49.0,,5.444,,0.773,1.82,,341.0,,1
,7.0,56.0,0.875,,1.0,2.09,23.0,,11.0,
9.0,,162.0,,0.352,0.901,,,,31.0,
8.0,,96.0,1.5,0.417,0.969,2.11,,93.0,,
8.0,42.0,336.0,5.25,0.369,1.0,1.85,124.0,336.0,,1
,59.0,531.0,,0.335,0.821,,,436.0,91.0,1
,54.0,540.0,5.4,0.319,,1.83,172.0,445.0,94.0,1
11.0,126.0,1386.0,,,0.649,,379.0,900.0,180.0,
8.0,,312.0,,,0.747,2.0,88.0,233.0,44.0,1
,,484.0,4.0,,0.75,1.92,152.0,363.0,,1
8.0,7.0,56.0,0.875,0.464,1.0,,,56.0,11.0,
10.0,,370.0,3.7,0.324,0.692,1.85,,256.0,,
8.0,15.0,120.0,1.875,0.433,,2.74,52.0,75.0,19.0,1
8.0,32.0,256.0,4.0,0.352,0.973,1.8,90.0,249.0,50.0,1
,45.0,,5.625,0.367,,1.89,132.0,282.0,,1
9.0,41.0,369.0,4.556,0.374,0.881,2.26,,325.0,61.0,1
10.0,25.0,250.0,,0.268,0.588,,67.0,147.0,,1
8.0,,128.0,2.0,0.344,0.742,1.52,44.0,,29.0,1
,10.0,,1.25,,0.85,,30.0,68.0,,1
5.0,9.0,45.0,,0.533,0.911,,,,12.0,1
,261.0,3132.0,,0.223,,1.92,698.0,1810.0,364.0,1
11.0,233.0,2563.0,21.182,0.245,,1.8,,,349.0,1
7.0,35.0,245.0,5.0,0.408,0.755,2.38,,185.0,42.0,
8.0,8.0,64.0,1.0,0.359,0.766,1.64,,49.0,,1
,31.0,248.0,,0.371,0.782,,,,,
8.0,22.0,176.0,2.75,0.392,0.778,,69.0,137.0,,
8.0,,264.0,4.125,0.424,0.867,2.24,112.0,229.0,,
,40.0,440.0,3.636,0.27,0.618,1.8,,272.0,,1
8.0,8.0,64.0,1.0,0.359,0.969,,23.0,,15.0,1
8.0,12.0,96.0,1.5,,0.927,2.1,42.0,,,1
9.0,,,2.222,0.361,0.872,1.86,65.0,157.0,35.0,
8.0,,72.0,1.125,0.361,,1.73,,,15.0,1
8.0,15.0,,1.875,0.375,,1.88,45.0,102.0,24.0,
,12.0,96.0,1.5,,0.927,1.65,,89.0,23.0,1
10.0,25.0,250.0,2.5,0.328,0.828,,82.0,207.0,40.0,1
8.0,10.0,80.0,,,1.0,,32.0,80.0,17.0,1
8.0,4.0,,0.5,0.438,0.656,4.67,14.0,21.0,3.0,1
8.0,,,1.5,0.427,0.875,2.56,41.0,84.0,16.0,1
,26.0,260.0,,0.3,0.954,1.59,,,49.0,
10.0,,,0.6,,0.817,,20.0,49.0,,
,57.0,,5.182,0.271,0.577,,170.0,,91.0,1
8.0,28.0,,3.5,0.406,0.777,2.07,,174.0,44.0,
10.0,,230.0,2.3,0.248,,,,156.0,,
11.0,32.0,352.0,2.909,0.256,0.534,2.0,90.0,,,
,12.0,,1.5,,0.688,1.95,37.0,,19.0,1
8.0,,,2.125,0.36,0.831,,,113.0,25.0,1
11.0,42.0,462.0,3.818,,0.654,1.93,131.0,,68.0,1
,14.0,112.0,,0.375,0.839,2.1,42.0,,,
8.0,,,,0.375,0.922,1.61,111.0,273.0,69.0,1
8.0,26.0,208.0,3.25,,,,72.0,,,1
,28.0,224.0,3.5,0.46,,2.58,,177.0,40.0,1
10.0,44.0,440.0,4.4,,0.623,1.92,138.0,274.0,72.0,
,,,1.2,,0.933,,,,21.0,1
10.0,40.0,400.0,4.0,0.333,0.783,,133.0,313.0,73.0,1
,14.0,84.0,,,0.929,,47.0,78.0,21.0,1
7.0,33.0,231.0,4.714,,,2.23,,213.0,40.0,1
8.0,9.0,72.0,1.125,,0.722,,26.0,,14.0,1
,43.0,344.0,5.375,0.343,,1.71,118.0,336.0,,1
,13.0,104.0,1.625,,1.0,1.95,43.0,,22.0,
11.0,,363.0,3.0,,0.73,2.1,101.0,265.0,,1
,,296.0,,0.392,,,,,60.0,1
,29.0,319.0,2.636,0.32,,2.22,102.0,,46.0,1
,50.0,,,,,,162.0,397.0,84.0,1
8.0,38.0,304.0,,,0.964,,124.0,293.0,75.0,1
8.0,26.0,208.0,3.25,0.409,0.933,2.18,,,,1
,52.0,520.0,5.2,,0.688,1.96,,358.0,,1
6.0,39.0,234.0,6.5,,0.927,1.77,92.0,217.0,52.0,
6.0,7.0,42.0,,0.5,0.976,,,,10.0,
12.0,261.0,3132.0,21.75,0.207,,1.81,649.0,1768.0,,
11.0,146.0,1606.0,13.273,0.238,0.58,,383.0,932.0,209.0,1
8.0,19.0,152.0,,0.355,0.954,2.0,,,27.0,1
10.0,35.0,350.0,,0.326,0.583,2.24,114.0,204.0,51.0,
,57.0,456.0,7.125,,,1.81,141.0,382.0,78.0,1
,272.0,,,0.219,,1.8,715.0,,,1
11.0,,286.0,2.364,0.262,0.804,1.79,75.0,,42.0,1
9.0,,90.0,1.111,,,,,,,1
9.0,28.0,252.0,,0.317,0.976,1.95,80.0,246.0,41.0,
11.0,,,2.273,,0.811,2.05,,,40.0,1
8.0,,64.0,1.0,0.391,1.0,2.5,25.0,64.0,10.0,1
,27.0,216.0,3.375,,0.778,1.76,74.0,168.0,42.0,1
8.0,,,,0.406,,2.17,26.0,61.0,,1
10.0,16.0,,1.6,,0.769,2.14,60.0,123.0,28.0,1
10.0,19.0,190.0,1.9,,0.905,1.68,,172.0,34.0,1
10.0,7.0,70.0,0.7,0.357,,2.08,25.0,61.0,12.0,1
10.0,,130.0,1.3,,,2.41,41.0,119.0,17.0,1
5.0,,35.0,1.4,0.457,,1.45,16.0,35.0,11.0,1
6.0,10.0,60.0,1.667,0.433,0.867,1.86,26.0,52.0,14.0,
8.0,13.0,,,0.365,,1.9,38.0,84.0,20.0,1
8.0,,336.0,,0.375,,2.07,126.0,,,1
,44.0,440.0,,0.318,0.87,,140.0,383.0,,1
10.0,,260.0,,,,1.87,71.0,212.0,38.0,
,,300.0,,0.3,0.73,2.14,90.0,219.0,42.0,1
11.0,27.0,297.0,2.455,0.303,0.596,2.43,90.0,,37.0,1
8.0,52.0,,6.5,0.325,0.877,1.75,,365.0,77.0,1
,76.0,,,0.314,,,191.0,432.0,102.0,1
10.0,15.0,150.0,1.5,0.36,,2.08,54.0,,26.0,1
,18.0,180.0,1.8,0.294,0.911,1.89,53.0,164.0,28.0,1
7.0,15.0,,2.143,0.4,0.752,1.83,,79.0,,1
,,245.0,5.0,0.339,0.833,1.93,,,43.0,
7.0,26.0,,3.714,,1.0,2.0,72.0,182.0,36.0,
,,56.0,,,0.964,,,54.0,13.0,1
8.0,51.0,408.0,6.375,,0.637,,125.0,260.0,64.0,
,,1026.0,12.667,0.272,,1.86,279.0,760.0,150.0,1
8.0,9.0,72.0,1.125,0.417,1.0,2.31,30.0,,13.0,
8.0,,,,,0.681,,80.0,,40.0,1
9.0,,945.0,11.667,0.236,0.579,1.91,223.0,,117.0,1
9.0,101.0,909.0,11.222,,,,233.0,625.0,,1
,64.0,512.0,,,0.912,1.93,197.0,467.0,102.0,
10.0,,320.0,3.2,0.306,0.788,1.69,,252.0,58.0,1
7.0,,98.0,,0.378,0.969,1.95,37.0,,,1
10.0,61.0,,,0.29,0.657,2.16,,,,
,,25.0,25.0,1.0,,25.0,25.0,25.0,1.0,1
6.0,,126.0,3.5,,,,31.0,,1.0,2
7.0,,763.0,,0.283,0.543,,216.0,,112.0,1
,221.0,1326.0,36.833,0.268,0.536,1.95,,,183.0,1
6.0,,876.0,24.333,0.325,,1.83,,605.0,156.0,
5.0,10.0,,2.0,,0.84,2.08,25.0,,,1
8.0,16.0,128.0,2.0,,0.695,,,89.0,,2
8.0,,,,0.388,0.664,2.19,59.0,101.0,27.0,1
10.0,46.0,460.0,4.6,,0.583,1.66,128.0,268.0,,
8.0,25.0,,3.125,,0.78,1.73,71.0,156.0,41.0,1
8.0,,,3.75,0.354,,2.02,,,42.0,1
,14.0,112.0,1.75,0.482,0.759,,54.0,85.0,16.0,
,5.0,40.0,0.625,0.35,0.6,3.5,,,,1
68.0,,,0.5,,0.526,2.44,519.0,,,5
67.0,,,0.448,,0.46,2.26,339.0,924.0,150.0,5
6.0,12.0,72.0,2.0,0.486,0.944,,,,16.0,1
,,49.0,1.0,,0.571,3.5,14.0,28.0,,1
7.0,7.0,,1.0,0.265,0.612,3.25,,30.0,4.0,1
5.0,12.0,,2.4,0.6,0.9,,36.0,,,1
11.0,261.0,2871.0,23.727,0.233,,,668.0,1830.0,381.0,1
11.0,154.0,1694.0,14.0,0.187,0.522,1.94,,884.0,,1
10.0,155.0,1550.0,,0.275,0.803,1.85,427.0,1244.0,231.0,1
20.0,,,1.95,0.14,0.405,3.21,,316.0,34.0,5
6.0,17.0,102.0,,0.137,0.627,,14.0,,5.0,
8.0,24.0,192.0,,0.417,0.953,,80.0,183.0,42.0,
,,410.0,,0.276,0.693,1.61,,284.0,,
10.0,,,1.5,,0.947,,,142.0,29.0,1
,12.0,120.0,1.2,,,2.33,42.0,,18.0,1
10.0,55.0,,5.5,,0.756,1.98,162.0,416.0,82.0,1
,6.0,42.0,0.857,,0.929,1.89,,39.0,,1
7.0,19.0,133.0,2.714,,0.88,1.83,53.0,117.0,29.0,1
,8.0,56.0,1.143,,1.0,2.25,27.0,56.0,12.0,1
7.0,,49.0,,0.592,,2.42,,,12.0,1
8.0,29.0,,,0.444,,2.15,103.0,,48.0,1
,53.0,,,,0.734,1.93,145.0,428.0,75.0,1
9.0,19.0,171.0,2.111,0.298,0.737,,51.0,126.0,,
10.0,,130.0,1.3,0.285,,1.61,37.0,115.0,23.0,1
,,1440.0,14.4,0.256,0.625,,,900.0,205.0,1
7.0,,84.0,,0.476,0.81,2.11,,68.0,,1
7.0,,14.0,0.286,0.857,0.857,12.0,12.0,,1.0,1
,54.0,594.0,4.909,0.273,,2.19,162.0,464.0,74.0,
10.0,51.0,510.0,,,0.814,1.66,143.0,415.0,86.0,1
10.0,,,,,,1.83,22.0,,12.0,1
10.0,37.0,,3.7,0.327,,1.83,121.0,353.0,,1
,11.0,110.0,1.1,,0.955,2.5,45.0,,18.0,1
,,,3.0,0.583,0.917,,7.0,,1.0,
8.0,,344.0,5.375,,0.762,1.93,133.0,262.0,,1
8.0,28.0,224.0,,0.442,0.795,2.48,99.0,178.0,40.0,1
3.0,,9.0,1.0,0.778,0.778,7.0,7.0,,,
,7.0,7.0,7.0,1.0,,7.0,,7.0,1.0,1
5.0,,10.0,,0.7,,7.0,7.0,,,1
4.0,,,,0.875,,7.0,,7.0,1.0,1
4.0,,12.0,0.75,0.667,,,,11.0,3.0,1
7.0,2.0,,0.286,0.714,0.714,10.0,10.0,,1.0,1
,72.0,720.0,,0.292,0.667,,,,116.0,1
10.0,150.0,1500.0,15.0,0.252,,2.07,378.0,,183.0,1
10.0,9.0,90.0,0.9,0.333,,2.5,30.0,,12.0,1
10.0,34.0,340.0,3.4,0.321,0.853,,109.0,290.0,54.0,
,10.0,100.0,1.0,0.35,0.89,1.94,35.0,89.0,18.0,1
8.0,9.0,,1.125,,0.681,1.69,27.0,49.0,16.0,1
,15.0,105.0,,0.438,0.895,2.3,46.0,,,
,30.0,300.0,,,0.843,1.9,99.0,253.0,52.0,
9.0,20.0,,,,0.717,2.15,58.0,129.0,27.0,1
9.0,13.0,117.0,1.444,,1.0,,43.0,117.0,16.0,
,10.0,70.0,1.429,0.386,0.914,2.08,27.0,,13.0,
,20.0,,2.857,0.4,1.0,,,140.0,30.0,1
6.0,13.0,,,0.436,0.756,2.27,34.0,59.0,,
5.0,15.0,,3.0,,0.787,,,59.0,12.0,1
,12.0,60.0,,0.467,0.6,4.67,28.0,,6.0,
5.0,13.0,,,,0.677,4.29,30.0,44.0,7.0,
6.0,49.0,,8.167,,0.527,2.94,94.0,155.0,,
6.0,17.0,,2.833,,0.745,,46.0,76.0,,1
9.0,41.0,369.0,4.556,0.336,0.694,1.91,124.0,256.0,,1
9.0,,126.0,1.556,0.278,1.0,2.06,35.0,,,1
8.0,4.0,32.0,0.5,0.469,0.719,,15.0,23.0,4.0,1
8.0,39.0,,4.875,0.378,0.962,1.64,,300.0,72.0,1
10.0,,230.0,2.3,0.27,0.648,2.0,62.0,,31.0,
8.0,,,2.0,,0.961,1.91,,123.0,22.0,1
8.0,39.0,312.0,4.875,,0.881,,,275.0,65.0,1
5.0,20.0,100.0,,0.47,,2.35,47.0,,20.0,
,10.0,40.0,2.5,0.5,,4.0,20.0,,5.0,
,10.0,,,0.6,0.8,,24.0,32.0,6.0,1
5.0,13.0,,,,0.8,2.57,36.0,,14.0,1
5.0,14.0,70.0,,,0.5,,23.0,35.0,9.0,1
7.0,20.0,140.0,2.857,,0.829,,59.0,,24.0,
5.0,17.0,85.0,,0.576,0.953,,,,,1
10.0,145.0,1450.0,,0.268,0.747,1.83,389.0,1083.0,,
,62.0,620.0,6.2,0.265,0.656,2.19,,407.0,75.0,
8.0,16.0,128.0,2.0,0.328,0.969,,,124.0,22.0,1
8.0,24.0,192.0,3.0,0.297,0.865,1.84,57.0,166.0,,
6.0,,54.0,,0.37,0.722,2.0,,39.0,10.0,1
,261.0,,26.1,0.259,0.767,,676.0,,,1
8.0,,160.0,,,0.863,2.1,63.0,138.0,,1
10.0,39.0,390.0,3.9,,,2.09,115.0,354.0,55.0,1
10.0,61.0,610.0,,,0.954,1.85,203.0,,,
,14.0,28.0,7.0,,0.536,,13.0,15.0,1.0,2
9.0,,378.0,4.667,,,1.97,,,60.0,1
37.0,20.0,,,0.131,0.193,4.22,,143.0,23.0,5
8.0,32.0,256.0,,0.375,0.801,2.04,,,47.0,1
6.0,,84.0,2.333,0.512,1.0,,43.0,,14.0,1
8.0,23.0,184.0,2.875,,0.723,2.0,,,,1
34.0,25.0,850.0,0.735,0.256,0.534,,218.0,,106.0,5
34.0,27.0,,0.794,,0.554,,,509.0,,5
36.0,,,1.194,,,,181.0,283.0,59.0,5
9.0,40.0,360.0,4.444,,0.683,2.07,124.0,,,
8.0,,,1.75,0.411,0.991,,46.0,111.0,18.0,1
8.0,32.0,256.0,,,,2.1,101.0,,48.0,1
10.0,31.0,310.0,3.1,0.316,0.752,,98.0,233.0,59.0,
8.0,33.0,264.0,4.125,0.375,0.981,,99.0,,62.0,
8.0,20.0,160.0,,,0.906,1.86,,,35.0,1
,12.0,,1.5,,0.917,1.56,39.0,,,
,29.0,464.0,1.813,0.144,,2.58,,230.0,,5
7.0,34.0,238.0,4.857,,0.849,1.81,96.0,,53.0,1
11.0,109.0,,9.909,0.234,,1.92,,,,1
10.0,,1030.0,10.3,,0.61,1.77,258.0,,146.0,1
,91.0,819.0,10.111,0.161,,1.86,,360.0,71.0,1
9.0,9.0,,1.0,0.358,0.728,,29.0,,,1
8.0,,,,,0.927,1.8,,89.0,,1
8.0,40.0,320.0,5.0,0.35,0.906,,112.0,290.0,62.0,1
,57.0,570.0,,0.326,0.695,1.98,,,94.0,1
10.0,28.0,280.0,2.8,0.343,0.975,2.13,96.0,273.0,45.0,
10.0,,,0.8,0.313,0.9,1.56,25.0,72.0,16.0,1
10.0,15.0,150.0,,,0.78,2.24,47.0,,,1
,,,0.5,,0.556,10.0,10.0,10.0,1.0,1
,,140.0,2.857,,0.979,,69.0,,,1
7.0,20.0,140.0,2.857,,,2.46,64.0,120.0,,
6.0,,48.0,1.333,0.604,,,29.0,43.0,,1
5.0,,,0.6,0.6,0.6,9.0,,,,1
,2.0,18.0,0.222,,0.722,11.0,,13.0,1.0,
5.0,2.0,10.0,0.4,0.7,0.7,,7.0,7.0,,1
,,2431.0,,,0.544,1.95,607.0,,,1
7.0,35.0,245.0,5.0,,0.771,2.48,109.0,189.0,44.0,
10.0,,,3.3,0.352,0.745,2.07,116.0,246.0,56.0,1
,7.0,56.0,0.875,0.5,0.786,,28.0,44.0,,1
,12.0,,1.5,0.531,0.813,,51.0,78.0,18.0,1
8.0,16.0,,2.0,0.422,,1.8,54.0,109.0,30.0,
,,,,0.429,,,,139.0,30.0,1
,4.0,28.0,,0.5,1.0,2.33,,28.0,6.0,1
,35.0,245.0,5.0,0.494,1.0,2.2,121.0,245.0,55.0,1
9.0,33.0,297.0,3.667,,0.63,,106.0,187.0,43.0,1
,30.0,180.0,5.0,0.45,0.833,,81.0,150.0,26.0,1
,26.0,,,0.519,0.955,2.25,,,36.0,1
5.0,26.0,,5.2,0.492,0.785,2.37,64.0,,27.0,1
5.0,,110.0,4.4,,0.909,2.19,,100.0,27.0,1
6.0,15.0,90.0,2.5,0.467,0.711,3.23,42.0,64.0,,1
5.0,19.0,95.0,,0.505,0.8,,48.0,76.0,,1
,,222.0,,0.392,0.757,2.23,87.0,168.0,39.0,
5.0,,55.0,2.2,0.6,0.818,,33.0,,12.0,1
,13.0,,2.6,0.554,0.8,,36.0,52.0,12.0,1
,14.0,,,,0.743,2.21,31.0,52.0,14.0,
,25.0,225.0,2.778,0.329,,2.55,74.0,113.0,29.0,1
8.0,,,1.25,0.35,0.763,1.75,28.0,,16.0,1
11.0,54.0,,4.909,0.316,0.697,,188.0,,,1
,29.0,290.0,2.9,,0.731,2.1,,212.0,42.0,1
,16.0,160.0,,0.288,0.744,,46.0,119.0,21.0,1
10.0,39.0,,3.9,0.344,0.59,2.79,134.0,230.0,48.0,
,,,,0.482,,3.0,54.0,76.0,,
8.0,,96.0,,0.458,0.667,3.67,,64.0,12.0,
8.0,35.0,280.0,4.375,0.425,0.843,2.09,119.0,236.0,57.0,1
8.0,9.0,72.0,,0.361,,,26.0,59.0,15.0,1
8.0,22.0,176.0,2.75,,0.483,2.6,,85.0,20.0,1
8.0,36.0,288.0,4.5,,0.531,2.21,,,,
6.0,,96.0,2.667,0.281,0.542,2.45,27.0,52.0,11.0,1
,,248.0,3.875,0.351,0.839,1.98,87.0,208.0,,1
8.0,45.0,360.0,5.625,0.297,0.564,1.88,107.0,203.0,57.0,
5.0,23.0,115.0,4.6,0.504,,,58.0,90.0,24.0,1
8.0,34.0,272.0,4.25,,,1.88,,195.0,52.0,
8.0,12.0,96.0,,,,1.9,38.0,95.0,20.0,
10.0,,,2.8,,0.957,1.78,,268.0,49.0,1
10.0,41.0,410.0,4.1,0.356,0.956,,146.0,392.0,68.0,
,15.0,120.0,1.875,,1.0,2.38,57.0,,,1
8.0,,96.0,1.5,0.438,1.0,2.1,42.0,,20.0,1
10.0,9.0,90.0,0.9,,0.933,1.6,32.0,84.0,20.0,
,36.0,,3.6,0.367,0.789,2.28,132.0,284.0,58.0,1
6.0,,156.0,4.333,0.423,0.769,,66.0,120.0,28.0,1
,24.0,96.0,6.0,,0.958,2.04,,,,
5.0,,150.0,,,0.96,2.44,88.0,144.0,36.0,1
,71.0,568.0,,0.289,0.574,1.64,,326.0,100.0,
10.0,16.0,160.0,1.6,0.444,,2.22,71.0,160.0,,1
10.0,14.0,,1.4,0.371,0.886,2.89,52.0,124.0,18.0,
10.0,,,1.6,0.3,,1.85,48.0,,26.0,
,15.0,,,0.3,1.0,,45.0,150.0,,1
10.0,7.0,,0.7,,,,25.0,53.0,9.0,1
10.0,74.0,740.0,7.4,,0.708,,,524.0,,
,,240.0,3.75,0.296,0.863,2.09,71.0,207.0,,1
10.0,,510.0,5.1,0.337,0.773,2.12,172.0,394.0,,1
10.0,79.0,790.0,7.9,,0.742,,193.0,586.0,108.0,1
11.0,127.0,1397.0,11.545,0.266,0.686,2.23,371.0,,166.0,1
10.0,20.0,200.0,2.0,0.32,,2.13,64.0,122.0,30.0,
,,140.0,2.857,0.464,0.9,2.71,65.0,126.0,,1
9.0,18.0,,,,0.654,2.26,52.0,106.0,23.0,1
,,,3.5,0.311,0.72,1.88,,252.0,58.0,1
8.0,19.0,,,,0.664,3.0,,,22.0,
,64.0,704.0,5.818,0.25,0.597,2.0,,420.0,88.0,1
10.0,33.0,,,,,1.66,,306.0,68.0,
10.0,16.0,160.0,1.6,0.338,0.888,,54.0,142.0,,
8.0,14.0,112.0,,0.438,,2.23,49.0,86.0,22.0,1
10.0,76.0,760.0,7.6,,0.689,,245.0,524.0,,1
8.0,9.0,,1.125,0.375,0.736,2.45,,53.0,11.0,1
8.0,,168.0,,0.435,0.917,2.35,,154.0,31.0,
,5.0,,0.714,,0.943,4.25,17.0,,4.0,
,7.0,,1.0,0.347,0.633,,,31.0,6.0,1
7.0,25.0,,3.571,0.354,0.606,,,,29.0,
,53.0,477.0,5.889,0.335,0.602,2.42,,287.0,,1
5.0,,25.0,1.0,0.52,,2.17,13.0,25.0,,1
5.0,14.0,70.0,,0.557,0.871,,39.0,,14.0,1
,,,2.0,0.375,0.958,1.93,27.0,69.0,14.0,1
5.0,20.0,100.0,4.0,0.54,,2.35,,95.0,23.0,1
11.0,,209.0,1.727,0.306,0.789,,64.0,165.0,26.0,1
8.0,59.0,472.0,,0.307,0.775,1.84,145.0,366.0,79.0,1
8.0,5.0,40.0,0.625,,0.95,2.14,15.0,38.0,7.0,1
8.0,6.0,,,0.333,0.979,1.78,16.0,47.0,,1
8.0,,,1.0,0.469,,,30.0,54.0,11.0,1
,41.0,410.0,,,,,124.0,283.0,,
8.0,29.0,,3.625,0.401,0.884,2.38,93.0,,39.0,1
,,152.0,2.375,0.454,1.0,2.16,69.0,,32.0,1
8.0,33.0,,,0.371,0.795,1.92,98.0,,,1
,,42.0,0.857,0.5,1.0,,21.0,42.0,,1
8.0,92.0,736.0,,0.359,,1.75,,672.0,151.0,
,10.0,50.0,2.0,,0.96,,28.0,48.0,,
10.0,,,22.8,0.26,0.61,,592.0,1390.0,316.0,1
10.0,18.0,180.0,,0.311,0.706,1.93,56.0,127.0,29.0,1
10.0,,,1.2,,0.958,,40.0,,,1
10.0,18.0,180.0,1.8,,0.883,1.96,53.0,159.0,,1
10.0,23.0,,2.3,0.348,0.891,2.22,,,36.0,1
8.0,,192.0,3.0,0.318,,,61.0,,39.0,1
,,660.0,6.6,0.27,0.638,1.87,178.0,421.0,95.0,1
7.0,,434.0,,0.392,,1.87,170.0,378.0,91.0,1
8.0,14.0,112.0,1.75,0.393,0.705,2.32,44.0,79.0,,
5.0,7.0,,1.4,0.571,1.0,,20.0,,,
11.0,262.0,2882.0,23.818,,0.788,,,2271.0,386.0,
8.0,15.0,120.0,1.875,0.458,0.908,2.5,,109.0,22.0,1
