height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
7.0,35.0,245.0,5.0,0.408,0.755,2.38,,,42.0,
,8.0,64.0,,0.359,0.766,1.64,,49.0,,1
8.0,,248.0,3.875,0.371,,,92.0,,46.0,
,22.0,176.0,,0.392,0.778,2.3,69.0,,30.0,1
8.0,33.0,,,,,,112.0,229.0,50.0,
11.0,40.0,,,,0.618,,119.0,,66.0,1
,,64.0,,0.359,,1.53,,62.0,,
8.0,12.0,96.0,1.5,0.438,0.927,,,,,1
9.0,,180.0,2.222,0.361,0.872,,,157.0,35.0,
,,,,,0.972,1.73,,,15.0,1
8.0,15.0,,,0.375,0.85,1.88,,102.0,,1
8.0,12.0,,,0.396,,1.65,38.0,,,1
10.0,,,2.5,,0.828,2.05,82.0,,40.0,1
8.0,,80.0,,0.4,1.0,,32.0,,,
,4.0,,,0.438,0.656,4.67,14.0,21.0,3.0,1
8.0,,96.0,,,,,41.0,,,1
,26.0,260.0,2.6,,,1.59,,248.0,49.0,
,6.0,,0.6,0.333,0.817,2.5,,,,1
11.0,57.0,627.0,5.182,0.271,,,,362.0,91.0,1
8.0,,224.0,3.5,,0.777,2.07,91.0,,,
,23.0,230.0,2.3,0.248,0.678,2.19,,,26.0,
11.0,32.0,,,,,2.0,90.0,188.0,45.0,
8.0,12.0,96.0,,0.385,,1.95,,,,
,17.0,,2.125,,,1.96,49.0,113.0,,
11.0,,,3.818,,,,131.0,302.0,68.0,
,14.0,,1.75,,,,,94.0,,
,37.0,296.0,4.625,,0.922,,111.0,,,1
8.0,,,,0.346,,,72.0,,,1
8.0,28.0,,,,,,,177.0,,1
,,,4.4,,0.623,,,274.0,72.0,1
,,,1.2,,,2.29,48.0,112.0,,
,,400.0,,0.333,,1.82,,313.0,73.0,1
6.0,14.0,,,0.56,,,47.0,,21.0,1
7.0,33.0,,4.714,,,,89.0,213.0,40.0,1
,9.0,72.0,,0.361,,,26.0,,,
,43.0,,,0.343,0.977,,,336.0,,1
,13.0,104.0,,0.413,,,43.0,,22.0,1
,,363.0,3.0,0.278,,,101.0,265.0,,1
,,,,,,,,,,
11.0,29.0,,2.636,0.32,,,,197.0,46.0,
8.0,,400.0,6.25,,,1.93,162.0,,,1
,,,,0.408,0.964,,,,75.0,1
,,,3.25,,,2.18,85.0,194.0,39.0,1
,,520.0,5.2,0.306,0.688,,159.0,358.0,,
6.0,39.0,,,0.393,,1.77,,217.0,,1
6.0,,42.0,,,,,21.0,41.0,,1
12.0,261.0,3132.0,,0.207,,1.81,649.0,,,1
11.0,,,,,0.58,,,932.0,209.0,1
8.0,,,,0.355,,2.0,54.0,,27.0,1
10.0,35.0,350.0,3.5,,,2.24,,,,1
,57.0,,7.125,0.309,,,141.0,,,
12.0,272.0,,22.667,,,1.8,715.0,1922.0,397.0,
,26.0,,,0.262,,1.79,,,,1
9.0,10.0,90.0,1.111,,0.789,2.07,,,,
,28.0,,3.111,0.317,0.976,,80.0,246.0,,
11.0,,275.0,2.273,0.298,0.811,2.05,,223.0,40.0,
,,64.0,1.0,,,,,,10.0,
8.0,,216.0,3.375,0.343,,,74.0,,42.0,1
,,64.0,1.0,,,,,,,
10.0,,160.0,,,0.769,2.14,60.0,,,1
10.0,,,,0.3,0.905,,57.0,,,1
,7.0,,,0.357,,,,61.0,12.0,
10.0,,130.0,,,0.915,2.41,41.0,,17.0,1
,7.0,,1.4,0.457,,1.45,16.0,35.0,11.0,
,,,1.667,,,1.86,,,,1
,,,,,0.808,1.9,,,20.0,1
8.0,,,5.25,,,,126.0,302.0,61.0,1
,,440.0,,,0.87,1.75,,,80.0,1
10.0,26.0,,,,,,,,38.0,
10.0,,300.0,3.0,,0.73,,90.0,,42.0,
,27.0,297.0,,,0.596,,,,37.0,
8.0,52.0,416.0,6.5,,0.877,,,,,
8.0,,,9.5,0.314,0.711,1.87,,,102.0,
,,,,0.36,0.813,,54.0,122.0,,1
10.0,18.0,,,,,1.89,,,28.0,
,,105.0,,,,1.83,,,23.0,1
7.0,35.0,,,,,,83.0,204.0,43.0,
,26.0,182.0,,,1.0,,72.0,182.0,36.0,1
,8.0,,,,,,,,,
,,408.0,,,0.637,,125.0,,64.0,
,,,,,0.741,,,,150.0,1
,9.0,72.0,,,1.0,,30.0,72.0,13.0,
,,232.0,3.625,0.345,0.681,,,158.0,,
9.0,,945.0,11.667,0.236,,1.91,,,117.0,
9.0,101.0,,,,0.688,,,,136.0,
8.0,,512.0,,,0.912,1.93,197.0,,102.0,1
,,320.0,,0.306,0.788,1.69,,252.0,,1
,,98.0,2.0,0.378,,1.95,37.0,95.0,19.0,1
10.0,,,,0.29,,,,401.0,,1
,25.0,25.0,,,,25.0,25.0,25.0,1.0,
,,126.0,3.5,0.246,0.254,,31.0,,,2
,109.0,763.0,15.571,0.283,,1.93,,,112.0,
6.0,221.0,1326.0,,0.268,,1.95,,,,
,146.0,,,0.325,,1.83,285.0,,156.0,
5.0,10.0,,2.0,0.5,,,,42.0,,
8.0,16.0,128.0,,,,2.55,,89.0,,
8.0,,152.0,,,,,59.0,101.0,27.0,
10.0,46.0,,4.6,0.278,,,128.0,268.0,77.0,
8.0,25.0,200.0,,,,1.73,,156.0,41.0,
,,240.0,3.75,,0.75,,,,42.0,
8.0,,,,0.482,,,,85.0,16.0,1
,5.0,40.0,0.625,,,,,24.0,4.0,1
,,2312.0,,0.224,0.526,2.44,519.0,,,
67.0,30.0,2010.0,,0.169,,2.26,,924.0,,
,12.0,72.0,2.0,,,,35.0,68.0,16.0,1
,,,1.0,,0.571,3.5,14.0,,,
7.0,,49.0,1.0,,0.612,3.25,13.0,30.0,4.0,
5.0,,,2.4,0.6,,3.0,,54.0,12.0,1
,,2871.0,23.727,,,1.75,668.0,1830.0,,
11.0,154.0,1694.0,14.0,,0.522,,,,,
10.0,,1550.0,15.5,,,1.85,,,231.0,
,,780.0,,,,,,316.0,34.0,
,17.0,,,,0.627,2.8,,64.0,,
8.0,24.0,,3.0,,0.953,,,,42.0,1
10.0,41.0,410.0,4.1,0.276,,,113.0,284.0,70.0,1
10.0,,150.0,1.5,0.273,0.947,,,,,
,,,1.2,,,2.33,42.0,,18.0,
10.0,,,,,,1.98,,416.0,82.0,1
,,,0.857,0.405,,1.89,17.0,,,1
,,133.0,,,0.88,1.83,53.0,117.0,,1
7.0,,56.0,,,,,27.0,,12.0,1
,7.0,,,0.592,0.959,,,47.0,,1
8.0,,,3.625,0.444,1.0,2.15,103.0,,48.0,1
11.0,,583.0,,0.249,,1.93,,428.0,,1
,19.0,,2.111,0.298,,2.68,51.0,,,
,13.0,130.0,1.3,0.285,0.885,,37.0,115.0,23.0,
10.0,,1440.0,14.4,,0.625,,368.0,,,1
,12.0,84.0,1.714,0.476,,,,,19.0,1
7.0,,,,,0.857,12.0,12.0,12.0,1.0,
11.0,54.0,594.0,4.909,0.273,,2.19,,,,
,51.0,,5.1,,0.814,1.66,,,86.0,1
10.0,,70.0,0.7,,0.857,,,60.0,12.0,
,,,3.7,,,,,353.0,66.0,
,,110.0,1.1,0.409,,,,,18.0,
,6.0,12.0,3.0,,0.917,7.0,,11.0,1.0,
,43.0,344.0,,,0.762,1.93,133.0,,69.0,
,,,3.5,0.442,,2.48,99.0,,,1
,,,,,0.778,7.0,,,,1
1.0,7.0,7.0,,1.0,,7.0,,,1.0,
,,10.0,,0.7,0.7,,,,1.0,
,,,,,0.875,,,7.0,1.0,
4.0,3.0,12.0,0.75,,0.917,,,11.0,3.0,1
7.0,2.0,,,,0.714,,,10.0,1.0,1
10.0,,720.0,,0.292,,,210.0,,116.0,
,,,15.0,,,,378.0,878.0,183.0,
,,,,,,,30.0,,,1
10.0,,340.0,3.4,0.321,0.853,,109.0,290.0,54.0,
10.0,,,1.0,0.35,0.89,,35.0,,18.0,
,9.0,72.0,,0.375,,1.69,,,,
,,,,0.438,0.895,,,94.0,,
10.0,30.0,300.0,,0.33,0.843,,99.0,253.0,52.0,1
9.0,,180.0,2.222,,,2.15,58.0,129.0,,
,,,1.444,0.368,1.0,2.69,43.0,,16.0,
,10.0,,,0.386,,,,,13.0,1
7.0,,,,,1.0,1.87,56.0,140.0,30.0,
6.0,13.0,78.0,,0.436,,,34.0,,15.0,1
,15.0,75.0,3.0,0.507,0.787,3.17,,59.0,12.0,
,12.0,60.0,2.4,,,4.67,,36.0,6.0,
5.0,13.0,65.0,,,,,,,,
6.0,49.0,,8.167,,,2.94,94.0,,,1
6.0,17.0,102.0,,,,2.56,,76.0,18.0,1
,41.0,,,,0.694,,,256.0,,
,14.0,126.0,1.556,0.278,,,35.0,126.0,17.0,
8.0,,,0.5,,0.719,,15.0,23.0,4.0,
,39.0,,,,0.962,1.64,118.0,,,1
,,230.0,,,,,,149.0,31.0,1
,,128.0,2.0,,0.961,1.91,,123.0,22.0,1
,,,4.875,0.362,0.881,1.74,113.0,,,1
5.0,,100.0,,0.47,0.73,,47.0,,,
4.0,10.0,,,0.5,,,20.0,,5.0,
4.0,10.0,40.0,2.5,,,,,32.0,6.0,1
5.0,,65.0,,,0.8,2.57,36.0,,,
,,70.0,,0.329,0.5,2.56,23.0,35.0,,
,20.0,,2.857,,0.829,,,,,
5.0,,,,,,2.33,49.0,81.0,21.0,
10.0,145.0,,14.5,,,1.83,,1083.0,,1
,,,,0.265,,,164.0,407.0,75.0,1
8.0,16.0,128.0,2.0,,0.969,1.91,,124.0,22.0,1
,24.0,,,0.297,,1.84,57.0,166.0,,
6.0,9.0,54.0,,,0.722,2.0,,39.0,10.0,
,,2610.0,26.1,0.259,0.767,1.74,,,388.0,1
,20.0,,2.5,,0.863,,63.0,,,
,39.0,390.0,3.9,,0.908,2.09,115.0,354.0,,1
,,610.0,6.1,,0.954,1.85,203.0,582.0,110.0,
,,,,0.464,0.536,,,15.0,1.0,2
9.0,42.0,378.0,4.667,0.312,,,,,,
,,,0.541,,,,,143.0,23.0,
8.0,32.0,,,0.375,0.801,,,,,1
6.0,14.0,,2.333,0.512,,,,,,1
8.0,,184.0,,,,,64.0,133.0,32.0,1
,,,0.735,0.256,0.534,2.06,218.0,454.0,106.0,
34.0,,918.0,,,,3.09,201.0,,,5
36.0,43.0,,,0.117,,,,283.0,,
9.0,,,,,,,,,,1
8.0,14.0,,1.75,,,2.56,46.0,,18.0,
,32.0,256.0,,,0.773,2.1,,198.0,48.0,
,31.0,310.0,,,,,98.0,,59.0,
8.0,,,,,,1.6,,,,
,,160.0,2.5,,0.906,1.86,65.0,,35.0,1
8.0,,96.0,1.5,0.406,,,39.0,88.0,25.0,1
16.0,29.0,464.0,,0.144,,2.58,,,,5
,,,,,0.849,1.81,,202.0,,1
11.0,,,,,0.62,1.92,281.0,,,1
,,,,0.25,,,258.0,628.0,,
,91.0,819.0,10.111,0.161,,1.86,132.0,,71.0,1
9.0,,81.0,,,,2.23,,59.0,13.0,1
8.0,12.0,96.0,,0.375,0.927,,36.0,,20.0,
8.0,,320.0,5.0,0.35,,1.81,,290.0,62.0,1
,,,,0.326,,,186.0,,,1
10.0,28.0,,2.8,,,2.13,96.0,,45.0,1
10.0,,80.0,,,,,,72.0,16.0,
10.0,,150.0,,,0.78,2.24,47.0,,21.0,1
6.0,,18.0,,,0.556,,,10.0,1.0,
7.0,,,2.857,0.493,0.979,,,,38.0,
7.0,20.0,,2.857,0.457,,,64.0,120.0,26.0,1
6.0,8.0,,,0.604,0.896,3.22,29.0,43.0,9.0,
,,,0.6,0.6,0.6,,9.0,,,
,2.0,18.0,0.222,,0.722,11.0,11.0,13.0,1.0,
,,10.0,0.4,0.7,,7.0,,7.0,1.0,1
11.0,,,,0.25,,,,,,
,35.0,,5.0,0.445,,,,189.0,44.0,
10.0,,330.0,,0.352,0.745,2.07,116.0,246.0,56.0,
,7.0,56.0,0.875,0.5,,3.11,,,,1
8.0,,96.0,,,0.813,,51.0,78.0,18.0,
8.0,,128.0,2.0,0.422,0.852,,,,,1
,20.0,140.0,2.857,0.429,0.993,2.0,60.0,,30.0,1
7.0,4.0,,0.571,0.5,1.0,2.33,14.0,28.0,6.0,
,,245.0,5.0,,1.0,2.2,121.0,245.0,55.0,1
,33.0,297.0,3.667,,0.63,2.47,106.0,187.0,43.0,
6.0,,180.0,5.0,,0.833,3.12,,150.0,26.0,
,,,,0.519,,2.25,81.0,149.0,,
5.0,,130.0,5.2,,,2.37,64.0,,27.0,1
5.0,,110.0,4.4,0.536,,2.19,,100.0,27.0,
6.0,15.0,90.0,,0.467,0.711,3.23,,,,1
,19.0,,3.8,0.505,,,,76.0,,1
,,,,0.392,0.757,2.23,87.0,168.0,39.0,
5.0,11.0,,2.2,0.6,,,,45.0,12.0,
,,,,,0.8,3.0,36.0,,,
5.0,,70.0,2.8,,,2.21,,52.0,,1
,25.0,225.0,,0.329,,2.55,74.0,,,1
,,,1.25,,,1.75,28.0,,16.0,1
11.0,54.0,,4.909,0.316,0.697,2.07,188.0,,,1
10.0,,,2.9,,0.731,,,212.0,,1
,16.0,160.0,,,0.744,2.19,46.0,,,
10.0,39.0,,,,,2.79,134.0,230.0,,1
8.0,,,,,,3.0,54.0,,,
8.0,12.0,,,0.458,0.667,3.67,,,12.0,1
,,280.0,,0.425,,,119.0,236.0,57.0,1
8.0,9.0,72.0,,0.361,0.819,1.73,26.0,,,1
8.0,,176.0,,,0.483,2.6,,,20.0,
,,,,0.299,,2.21,86.0,,39.0,
,16.0,,2.667,0.281,,,27.0,,11.0,1
8.0,31.0,248.0,,0.351,0.839,,,,,1
8.0,,,,,0.564,1.88,107.0,,57.0,
,23.0,,,,,,,90.0,24.0,1
8.0,,,4.25,0.36,0.717,,,,52.0,1
8.0,,96.0,1.5,0.396,,1.9,38.0,95.0,20.0,1
,,280.0,,0.311,0.957,1.78,87.0,,,1
,,,4.1,,,2.15,,,68.0,
,,120.0,1.875,,,,,,24.0,
,12.0,96.0,1.5,,,2.1,,,,
10.0,9.0,90.0,,0.356,0.933,1.6,,84.0,20.0,
,36.0,360.0,,,,,132.0,284.0,,
6.0,,156.0,4.333,0.423,,,,120.0,,1
,24.0,96.0,,,,2.04,,,,
,,,6.0,0.587,0.96,,88.0,,,
,,,8.875,0.289,,1.64,164.0,326.0,,1
10.0,16.0,,,,1.0,,,160.0,32.0,
,,,1.4,0.371,,,,124.0,,1
,,,1.6,0.3,1.0,,48.0,160.0,26.0,
,15.0,,1.5,,,,45.0,,,
10.0,,70.0,,0.357,,,25.0,53.0,9.0,1
10.0,74.0,,7.4,0.303,0.708,2.17,224.0,,,
8.0,30.0,240.0,3.75,0.296,,2.09,71.0,207.0,34.0,
10.0,,,,,0.773,2.12,172.0,,81.0,
10.0,79.0,790.0,,,0.742,1.79,,,108.0,
11.0,,,11.545,0.266,,2.23,,959.0,166.0,
,20.0,200.0,2.0,0.32,0.61,,64.0,,,1
7.0,,,2.857,,,2.71,,126.0,24.0,1
,18.0,,,,,2.26,52.0,,23.0,
10.0,,,,,,1.88,109.0,252.0,58.0,1
,,152.0,2.375,,,,,,,1
,,704.0,,0.25,0.597,2.0,,,,1
,,330.0,3.3,0.342,0.927,1.66,113.0,,68.0,
,,,1.6,0.338,,2.08,,,26.0,
,,112.0,1.75,,0.768,2.23,49.0,86.0,,1
10.0,,,7.6,0.322,0.689,,245.0,524.0,123.0,
8.0,,72.0,,0.375,0.736,,27.0,53.0,11.0,
8.0,,168.0,,,0.917,2.35,73.0,,,
7.0,5.0,35.0,0.714,,,,17.0,33.0,4.0,
7.0,,49.0,,0.347,0.633,2.83,,,,
7.0,25.0,,3.571,0.354,0.606,2.14,62.0,106.0,,
9.0,,477.0,5.889,,0.602,,160.0,287.0,66.0,
5.0,5.0,,,0.52,,2.17,,,,1
5.0,14.0,,,0.557,,,39.0,,14.0,
6.0,,,,,,1.93,,69.0,14.0,
5.0,20.0,,4.0,0.54,0.95,,,,23.0,1
,,,1.727,,0.789,2.46,,165.0,,1
8.0,,,7.375,0.307,0.775,,145.0,,79.0,1
8.0,5.0,40.0,0.625,0.375,,2.14,,38.0,7.0,1
,,,,,0.979,,16.0,47.0,,
8.0,8.0,64.0,1.0,0.469,0.844,,,54.0,,
10.0,41.0,,,,0.69,,124.0,,60.0,
8.0,,232.0,,0.401,0.884,,,,,1
8.0,19.0,,,,1.0,2.16,69.0,152.0,,
8.0,33.0,,4.125,,0.795,1.92,,210.0,,
7.0,,42.0,0.857,0.5,1.0,,,42.0,,1
8.0,,736.0,11.5,0.359,,,264.0,,151.0,
5.0,,50.0,,,,,,48.0,,
10.0,228.0,2280.0,,,0.61,1.87,592.0,,316.0,1
,,180.0,1.8,,,,56.0,,29.0,1
10.0,12.0,120.0,,,,,40.0,115.0,22.0,
10.0,,,1.8,,0.883,,53.0,,,1
10.0,,,2.3,,,,,205.0,36.0,1
8.0,24.0,192.0,,0.318,0.974,1.56,61.0,187.0,39.0,
,,660.0,6.6,0.27,0.638,,,,95.0,1
,,,,,0.871,1.87,,,91.0,
,14.0,,1.75,,0.705,,44.0,79.0,19.0,1
,,,,,,2.5,20.0,,8.0,
11.0,262.0,2882.0,23.818,0.259,,1.94,,,386.0,
,15.0,120.0,1.875,0.458,0.908,,55.0,109.0,,1
10.0,,250.0,,0.34,,,85.0,,45.0,1
8.0,,56.0,,,,,,,,1
8.0,,96.0,,,0.896,1.68,,,22.0,1
,,,,,,1.81,,,27.0,
,,48.0,0.75,,,,18.0,43.0,,
10.0,30.0,,,0.357,,2.14,,261.0,50.0,1
10.0,10.0,,1.0,,0.93,1.89,,93.0,18.0,1
8.0,,,1.5,0.396,0.969,1.81,,,21.0,1
,,,2.5,0.394,0.944,,63.0,151.0,28.0,1
8.0,,128.0,,0.383,0.742,2.33,,,21.0,1
,,,3.0,0.491,,2.04,53.0,,26.0,1
,4.0,24.0,,,1.0,4.67,,,,1
,,,,0.405,0.865,,,173.0,44.0,
,24.0,192.0,3.0,,0.688,,61.0,,,
,19.0,,2.375,0.395,,1.94,60.0,107.0,31.0,1
,,64.0,,,0.813,,28.0,,6.0,1
,,2620.0,26.2,,,1.79,754.0,1945.0,,1
,39.0,312.0,,,0.955,,132.0,,,1
10.0,23.0,230.0,2.3,,,2.2,,142.0,,
,,,3.857,,0.746,1.81,76.0,141.0,42.0,1
5.0,,135.0,5.4,0.607,,2.34,82.0,,35.0,1
7.0,20.0,,,0.436,0.736,2.35,61.0,,26.0,1
8.0,,,,0.364,,,,,,1
,20.0,,,,,2.27,,,30.0,1
8.0,35.0,280.0,,0.357,,,,,61.0,
10.0,30.0,300.0,3.0,,0.93,1.79,100.0,,,
,19.0,,,,0.768,,,146.0,39.0,1
10.0,46.0,,4.6,,0.683,1.85,146.0,314.0,,1
,28.0,,2.8,,0.85,,94.0,,,1
,41.0,328.0,5.125,,0.945,,124.0,,77.0,1
,,112.0,,0.429,1.0,,48.0,,,1
,,330.0,,,0.779,,,257.0,,
,40.0,320.0,,,0.919,,,294.0,68.0,1
7.0,20.0,140.0,2.857,,1.0,2.24,,140.0,,1
,,,4.5,,,,133.0,251.0,59.0,1
6.0,,108.0,3.0,0.444,,,48.0,,,1
6.0,14.0,84.0,2.333,0.536,,2.05,,,22.0,1
,,,0.8,0.7,,2.33,,20.0,,1
9.0,14.0,,,,0.897,2.47,,,17.0,
8.0,60.0,,7.5,,0.915,1.85,,,87.0,1
,,,0.625,0.4,,,,,6.0,1
10.0,41.0,,4.1,0.278,0.632,,114.0,259.0,,1
,14.0,112.0,,0.509,,3.0,,86.0,19.0,1
,23.0,,2.875,,0.832,,83.0,,,1
,9.0,72.0,1.125,,,1.63,26.0,,16.0,
,12.0,96.0,1.5,,,1.48,,,,
8.0,20.0,160.0,2.5,,,1.93,58.0,,30.0,1
,16.0,128.0,2.0,,0.781,2.0,46.0,100.0,23.0,1
,,96.0,,0.396,0.969,,38.0,93.0,23.0,1
8.0,14.0,,1.75,,0.795,,43.0,89.0,,
,33.0,264.0,4.125,,,1.57,,234.0,58.0,1
10.0,46.0,,4.6,0.3,0.604,,,,,1
,,,0.667,0.667,,,16.0,,4.0,
,49.0,392.0,6.125,,0.76,,162.0,,,1
8.0,34.0,,,,,1.87,,204.0,,1
,,60.0,1.667,,,,,56.0,,1
,14.0,70.0,,0.586,0.943,2.28,,,,
,,,,,,1.93,698.0,,,
10.0,262.0,2620.0,26.2,0.274,,1.8,,,,
10.0,260.0,,26.0,0.282,0.737,1.78,732.0,,,1
,262.0,,26.2,0.29,0.826,1.76,,,432.0,1
,,,,0.477,0.966,2.0,42.0,,21.0,
,,,4.625,0.334,0.831,,99.0,,,
8.0,24.0,,3.0,0.26,,1.85,50.0,129.0,,
,,152.0,2.375,0.421,0.974,,64.0,,35.0,
,33.0,264.0,4.125,,,2.0,86.0,,43.0,1
,,300.0,3.0,0.363,,2.42,,213.0,45.0,1
8.0,7.0,,,0.482,,,,53.0,,
,41.0,287.0,5.857,0.355,,1.85,102.0,246.0,55.0,
8.0,,240.0,,0.342,0.896,2.0,,215.0,41.0,
10.0,262.0,,26.2,0.273,,,716.0,,,
,53.0,424.0,6.625,,,,147.0,325.0,76.0,
8.0,30.0,,,0.363,0.85,2.29,87.0,204.0,,
8.0,,144.0,,0.438,0.979,2.74,,141.0,,1
,52.0,,,,0.652,,134.0,,73.0,
10.0,,290.0,2.9,,,1.83,84.0,,,
8.0,,,,,,1.76,37.0,,,1
8.0,,72.0,,0.361,0.792,2.17,,,12.0,1
,12.0,,,,,,,95.0,,1
10.0,,,,,,2.34,68.0,,29.0,1
,89.0,,,0.3,0.559,2.18,240.0,448.0,110.0,1
10.0,26.0,260.0,2.6,,,,91.0,,,
,18.0,,,0.327,0.914,,53.0,148.0,,
,4.0,,,0.444,1.0,8.0,,36.0,,
10.0,,,,,,2.17,174.0,,80.0,1
,18.0,144.0,2.25,,0.931,2.24,56.0,,,1
,,,,0.342,,1.94,,427.0,86.0,1
,,,2.375,,,1.76,,,,1
8.0,,,,0.379,0.971,,103.0,,,
10.0,,,,0.367,0.83,1.87,,224.0,53.0,1
,,380.0,3.8,,,2.13,117.0,240.0,55.0,
8.0,,,,,1.0,,,96.0,,
,20.0,160.0,,0.413,,,,157.0,32.0,
,,128.0,,0.422,0.992,1.86,54.0,,29.0,
8.0,10.0,,1.25,,0.913,,,73.0,17.0,1
8.0,22.0,,,0.398,0.818,2.06,,,,
,,,,,,,,,,1
,34.0,,,,,,103.0,,,
9.0,32.0,,,0.33,,,,256.0,,
,25.0,200.0,3.125,,,1.89,83.0,,,1
,23.0,,2.875,0.462,1.0,,,184.0,45.0,1
,,96.0,,,0.927,1.74,,,23.0,
,,,,,,,,,44.0,1
,,,,,,,722.0,,,1
11.0,175.0,1925.0,,0.21,,,,,,
,40.0,,,,0.806,,,,69.0,
,70.0,,8.75,0.279,0.727,,156.0,,93.0,
,262.0,,26.2,0.281,,,736.0,,,1
,23.0,184.0,,,0.88,,,162.0,,1
8.0,,312.0,,0.369,0.99,,,,,
8.0,,72.0,,0.431,1.0,,,,13.0,
,10.0,80.0,,,,3.22,,,9.0,1
10.0,,,4.0,,0.68,,,,,1
,,98.0,2.0,0.5,1.0,2.72,49.0,,18.0,
9.0,,270.0,3.333,,0.711,1.86,82.0,,,1
,25.0,,3.571,,,,76.0,175.0,42.0,
5.0,,,,,,1.89,,128.0,,1
,12.0,96.0,,,,,,87.0,19.0,1
,53.0,,5.3,0.294,0.908,,156.0,,,
,,990.0,,,,1.92,261.0,766.0,136.0,
,,310.0,3.1,0.339,0.713,2.14,,221.0,49.0,1
10.0,,,0.9,,0.778,,27.0,70.0,12.0,1
,,540.0,,,0.689,,,372.0,85.0,1
8.0,50.0,,,0.378,,1.7,,,89.0,
8.0,,,,,,,,,23.0,1
,,,4.375,0.393,,1.96,110.0,,56.0,1
10.0,,,3.4,,0.8,,95.0,272.0,51.0,
,16.0,128.0,2.0,,0.898,1.91,44.0,115.0,23.0,1
7.0,12.0,84.0,1.714,,,2.36,,58.0,,1
,24.0,,,,,1.95,84.0,,43.0,1
8.0,,,2.125,,,,,117.0,21.0,
,,152.0,2.375,0.388,0.809,1.97,59.0,,30.0,1
8.0,,,3.0,0.323,,2.21,62.0,132.0,28.0,
,,310.0,3.1,0.329,,,,,,
,,,,,,1.75,,,,1
,15.0,135.0,,,,,33.0,,21.0,
11.0,,814.0,,0.247,0.695,1.97,201.0,,,1
,,390.0,,,,,,,,
,73.0,730.0,7.3,,,1.84,,577.0,,1
8.0,33.0,264.0,4.125,,0.705,,,186.0,47.0,1
,,40.0,,0.675,0.975,,27.0,39.0,9.0,
6.0,4.0,,,0.583,0.792,3.5,14.0,,,
10.0,,2510.0,,0.281,,,,1776.0,,
,,520.0,,0.298,0.752,2.09,155.0,391.0,,1
8.0,,,,,,,62.0,,,1
8.0,9.0,,,0.375,0.986,,27.0,71.0,13.0,1
8.0,,280.0,,,0.986,,111.0,276.0,,
,17.0,,,0.419,,2.11,57.0,130.0,27.0,
,18.0,126.0,2.571,0.357,0.865,,,,,
,,,,,,2.04,,,,1
,4.0,24.0,,,,,,24.0,7.0,1
,,,,,,2.09,,98.0,,1
,,,,,0.579,,630.0,,303.0,1
,63.0,,6.3,,,1.72,188.0,501.0,109.0,1
9.0,,,,0.318,0.893,1.73,83.0,,,
8.0,,40.0,,,1.0,1.55,,40.0,11.0,1
8.0,25.0,,,0.335,0.77,1.68,,,40.0,
,9.0,72.0,,0.389,0.708,,,51.0,12.0,1
,,,,0.343,,1.97,,,88.0,1
,14.0,98.0,,0.286,1.0,,28.0,98.0,,1
6.0,,,,,0.976,2.22,,,,
6.0,,138.0,3.833,,0.862,,,119.0,22.0,
10.0,,,,,0.713,1.81,701.0,,388.0,
11.0,262.0,2882.0,,,0.618,,,,,1
,,,23.727,0.246,,,,1833.0,,
8.0,,,0.875,0.429,,,24.0,56.0,,1
,,112.0,,0.339,,,38.0,,22.0,
10.0,,,5.2,0.294,,,,351.0,72.0,
7.0,18.0,,,,,,59.0,,,1
8.0,,,,0.441,,,60.0,,,1
,,,1.5,0.458,,,44.0,,21.0,
8.0,,,2.875,0.353,0.826,1.91,,152.0,,
,,,3.1,,,,88.0,,,1
8.0,13.0,104.0,,,0.971,1.96,47.0,,,
8.0,4.0,32.0,0.5,0.594,1.0,,,,,1
,,,,,,,,96.0,,1
,12.0,,,0.521,0.958,2.5,,92.0,,
10.0,,410.0,4.1,0.324,,1.87,133.0,,,1
,,,1.0,,0.901,,24.0,,15.0,
,,,2.75,0.375,,,66.0,160.0,,
10.0,,1200.0,12.0,0.279,,1.7,335.0,918.0,,1
9.0,,,7.111,0.177,,2.32,102.0,276.0,,1
7.0,53.0,371.0,7.571,0.342,,2.4,,,,1
8.0,33.0,264.0,4.125,0.436,,,,,61.0,
,42.0,,,,,,,311.0,72.0,
7.0,,91.0,1.857,0.429,0.945,2.05,39.0,,,1
,18.0,,,,0.984,,50.0,,,
,,,2.714,0.451,0.97,,60.0,129.0,22.0,1
7.0,,28.0,,,,,15.0,28.0,3.0,
7.0,20.0,140.0,,,0.929,,,,,1
,29.0,,3.222,0.307,,1.95,80.0,169.0,41.0,1
9.0,46.0,414.0,5.111,0.316,0.857,1.72,131.0,355.0,76.0,
,,104.0,,0.365,0.933,,,,23.0,
,12.0,96.0,,,0.698,2.47,,67.0,15.0,
,50.0,400.0,,0.36,0.728,1.97,,,73.0,
7.0,,63.0,,0.365,,1.64,,,,
10.0,,270.0,2.7,0.3,0.644,1.98,,174.0,,1
7.0,41.0,287.0,,0.422,1.0,1.73,121.0,,70.0,1
,18.0,162.0,2.0,0.327,0.765,1.83,53.0,,29.0,
5.0,7.0,,1.4,0.686,1.0,3.0,24.0,35.0,,
5.0,14.0,,,,,,,,,1
,27.0,,,,,2.18,74.0,135.0,,
