a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql,binaryClass
,,0.0334,-0.216657,,,,,P
,-0.303375,,-0.285663,,,0.523816,5.0,P
-0.085957,,,,4.965556,0.578135,,6.0,P
,0.356783,0.361477,0.336396,1.385164,1.741291,,,
0.183294,,0.330031,-0.125071,,0.251843,0.888539,6.0,
-0.441745,-0.065936,,0.260468,,1.65015,0.880532,,P
,,,,,0.171177,,6.0,
-0.126915,,-0.310771,,0.223766,,,,
-0.327738,,,,0.829003,0.666186,0.748031,7.0,P
0.302692,-0.281537,,,,6.951641,0.740933,,
,,0.467204,,4.704656,,0.625071,5.0,P
,0.031483,,0.314447,,,0.822899,,P
,,,-0.124256,1.104333,0.058935,0.527136,8.0,
-0.438487,,0.207906,,2.785444,,0.77634,5.0,P
,,-0.009131,-0.318018,1.429824,5.709264,,,
0.189127,0.437162,,,,0.009233,,,
,,,,1.046427,,,5.0,N
0.495414,0.40629,,-0.39545,,,0.883262,,
,-0.383077,-0.051887,,0.134712,,,,P
0.186899,0.192035,,-0.101778,,1.291061,0.757437,7.0,
-0.256589,,-0.351791,,,,0.440173,6.0,
-0.138369,,0.488436,0.291224,1.546878,,,,P
0.139849,,,-0.131886,1.609468,4.879574,,,N
,,,0.478145,,0.781011,0.849092,,P
,,,,0.456843,1.790058,,,
,0.41402,,,4.734738,1.857525,0.465757,7.0,
0.481133,,,,,,0.646122,,N
,0.274013,0.284297,0.389757,,,,,P
-0.192174,,,,5.096214,,,5.0,
,,-0.347065,,,2.49537,0.663764,6.0,N
0.471915,,0.081184,-0.369645,,,,6.0,
,-0.181395,,0.357471,,3.550514,,,P
,0.112686,0.114995,0.204178,0.607684,,,6.0,
0.212164,,,0.457143,,,0.918707,,P
,-0.327703,0.476715,,3.303628,,0.618911,8.0,P
,0.314123,0.047983,,,,0.111371,,
-0.37608,0.485458,,-0.204172,1.607193,,,7.0,P
-0.33725,,-0.471056,-0.205735,2.504349,5.196243,0.526197,8.0,N
-0.219748,,0.359517,0.035826,,,,5.0,
0.338531,,,,,,,5.0,
,-0.179796,0.174317,,,,0.835115,7.0,
,,,-0.164197,6.685391,10.327741,,,
0.352659,-0.187954,,0.253156,0.098652,,0.698794,6.0,
,-0.458551,,,0.413042,4.2679,,6.0,
,,-0.210368,,,,0.835044,,P
0.15977,,0.495012,,2.402206,1.978812,0.672095,5.0,
,,-0.038908,-0.46499,,,,,
-0.263074,-0.209893,,,,,,,
,,-0.022858,,,4.937334,,,
,,0.166191,,1.517283,,,,P
-0.31567,0.113348,0.491432,,,,,,
0.150753,-0.215414,,,,0.457485,,,
,,0.257911,0.039879,,5.091689,0.715823,,P
,-0.107498,,-0.29845,,,,7.0,
,-0.094242,0.437399,-0.009361,0.0337,0.501242,,,P
,,,,3.982691,,,,N
,,-0.478695,,,,,6.0,P
,,,,,1.550628,,,P
0.065498,-0.37857,,-0.459931,,,,8.0,P
-0.11721,0.164757,,0.288736,1.534242,,,7.0,P
,,,-0.410305,0.444262,,,,P
,0.395946,,,6.807084,4.333486,,,
0.474673,0.143629,-0.414239,0.046431,2.360356,12.772578,0.284222,8.0,
0.156688,-0.235017,-0.009632,,,5.478837,0.919651,,
,,0.358033,-0.321324,,4.242158,,,P
-0.360908,-0.325456,0.207071,,,,,,
0.435842,-0.300376,,-0.353427,,,,,
,,0.412704,,,0.763856,,,P
-0.330546,-0.179482,,-0.150079,,,0.239431,6.0,
,,0.120103,-0.008905,2.149347,,,,P
,,0.216996,,2.444665,,,8.0,
-0.328877,0.384043,0.361091,-0.356721,1.007433,0.050391,0.542463,8.0,P
-0.404671,,-0.321063,0.142517,,,,,
-0.141711,,,0.305259,,,0.219548,,
,,0.122185,,8.62699,,0.869455,5.0,
,-0.278557,,-0.135347,,,0.388716,8.0,
,,0.19666,-0.064955,,8.619625,0.877587,6.0,
0.318674,0.341508,-0.012109,,,3.552658,,,
0.484502,-0.042783,,,,4.994219,,7.0,
0.091265,,0.093778,,,1.764873,,,
,,,,,,,,
,,-0.4941,,1.266783,,0.474665,7.0,
0.26166,,,0.203045,8.180994,3.144299,,8.0,
,-0.328408,-0.260204,,0.488605,1.342931,,5.0,
0.443625,-0.191693,0.183022,-0.072343,,0.12517,0.435767,,P
,,-0.164931,,,,,,P
-0.220082,,-0.358836,,,,,,P
0.428611,,,,,,,,N
0.339255,-0.467032,-0.17299,,,3.195987,0.422641,7.0,N
,,,-0.064102,,3.42688,0.458765,6.0,
0.29698,-0.300751,0.448616,0.068254,1.503301,6.555568,0.678544,8.0,
0.371607,0.217451,,,,3.246591,0.531139,,
,0.064039,-0.291021,,,,0.652314,7.0,
-0.101604,0.175352,-0.376708,,,,,8.0,
,-0.222274,,0.171051,,4.843609,,6.0,N
-0.409136,0.353967,,,,3.770056,,,
,,,-0.100392,,3.296054,0.556239,,
,-0.15721,,0.498398,0.030815,0.50317,,,P
,0.042826,,,,0.435225,0.392432,,P
,0.083991,,,,,0.395572,5.0,
,,0.089354,-0.380459,1.825569,,,5.0,P
-0.183246,-0.266661,,-0.098349,,,,5.0,P
,,,,3.674447,1.768163,0.326232,,
0.290786,-0.263774,,,1.295915,0.199715,0.512717,,P
-0.43254,-0.394586,,,,,0.320399,6.0,
0.296841,,-0.390908,,1.636281,2.491053,0.236154,8.0,N
,-0.353352,,-0.387457,1.013317,,,,
-0.49,,,-0.311368,0.279443,,,7.0,P
,,-0.387177,-0.147065,1.884449,3.430375,,,
0.48962,,-0.07164,,11.165236,0.991554,0.648072,,N
,-0.029215,0.110287,0.273183,,,,6.0,
,-0.079533,-0.220862,0.47312,2.668278,0.335964,,,
0.252837,-0.344291,-0.010702,0.421623,9.186795,0.53294,,7.0,N
,0.392733,,-0.438114,4.891564,,0.207536,,N
-0.245452,,,,,1.710114,0.859997,,
,0.125145,0.280263,,0.532222,4.767811,,6.0,P
,,-0.138879,,,1.429562,0.389835,7.0,
0.366081,,,,3.636902,0.707273,,7.0,
,,-0.475002,,,5.723416,,,
-0.316172,-0.337412,,,,,,8.0,
,-0.084121,,,4.902994,,,,
,,,,,2.861286,,8.0,N
,0.376508,,,0.542735,,,,
0.310696,0.09272,0.313201,-0.039232,3.256739,5.641376,,8.0,N
,0.462799,-0.447214,,1.581775,,0.627842,,
,0.401688,,,,,0.541497,,N
,0.001462,,,2.274118,,0.726426,,P
0.49053,-0.3033,0.192036,,1.460491,3.327471,,7.0,P
0.245396,0.341913,,,,,0.433542,,
-0.296607,,,-0.006563,10.952536,,0.625482,,
,0.339188,,-0.182609,,,0.521971,,P
,-0.212356,,-0.100329,4.322093,,0.577778,,
,,-0.125249,,0.41119,,,8.0,
-0.037947,,,,,,,7.0,
-0.391717,-0.063915,-0.329498,0.219498,,0.355787,,5.0,P
-0.384949,0.008101,0.253487,-0.010702,2.946624,,,,
,0.249057,0.130012,,7.201193,7.957908,,5.0,
0.205863,,-0.440608,,0.023288,1.407586,0.620145,,P
-0.025319,,,0.181299,0.845334,,,5.0,
-0.119578,,,-0.125886,7.846832,,,7.0,
,,,-0.09481,2.458063,,,7.0,N
,-0.200795,-0.028703,,,2.995028,,,
,0.246525,-0.076718,,0.890656,,0.389564,6.0,
-0.342012,,,-0.449232,10.931572,0.789317,0.446196,5.0,N
,-0.446511,,-0.242414,,2.529036,0.488868,6.0,
,,-0.145813,-0.240752,0.85588,0.687116,0.703744,6.0,P
,,-0.044233,-0.431427,8.991558,,,7.0,N
,,0.260631,,,11.691136,,,N
,-0.24322,,0.490506,1.073721,2.567437,,,
0.077887,0.251378,,,,0.347927,,6.0,P
-0.067876,,,-0.392831,,,0.803872,7.0,
,0.23472,,,0.424137,,0.565631,,P
-0.066599,,,-0.143866,,,,6.0,P
,,-0.425882,-0.178202,3.828467,3.949853,,6.0,
0.346994,0.243481,-0.321138,-0.038239,,,,6.0,
0.488951,,0.490744,-0.187984,3.43896,2.189286,,6.0,P
0.313878,,,,,,0.391896,5.0,P
,,-0.467484,,,,0.40254,,
,-0.459137,,-0.355569,0.357541,4.753728,0.799038,5.0,P
,0.192413,0.476712,-0.463174,11.379068,4.145345,0.581373,,N
,,,,0.109861,2.879329,0.449574,7.0,P
,0.20246,,,1.478923,,,6.0,
,,0.46755,-0.004078,0.785651,,,,
,-0.214321,,-0.074129,5.375449,6.76475,,,
,-0.062165,-0.363964,,3.419483,2.365059,,6.0,P
-0.447074,,0.388231,0.132562,,1.092121,,,P
,,-0.05132,0.427272,1.17674,2.198382,,7.0,
0.064332,0.496727,,-0.143848,6.525388,,0.726146,5.0,N
-0.454698,-0.325681,0.255691,,0.337106,8.885307,,6.0,N
-0.121768,0.266973,,0.12744,,6.268711,0.333592,,
,0.06753,,-0.034856,0.81936,,0.203864,5.0,
,0.010548,-0.156517,0.306458,2.863106,4.341104,0.701733,,N
,,,-0.20751,0.644249,,,8.0,P
,,0.011285,,,,0.604048,5.0,
,0.4013,-0.11022,,8.383043,4.740577,,,N
-0.259228,,,0.057303,,5.387081,,5.0,P
0.480518,-0.153377,0.367904,,2.009442,,,7.0,P
,0.03579,,-0.406544,,,0.643699,,
0.13592,0.182874,,,,,,,
-0.091692,-0.306172,-0.320027,-0.211056,,,,5.0,
,-0.362492,,0.003151,,,,6.0,
,,,0.498363,1.190854,2.264674,0.537591,,
,0.077003,,0.253524,,1.436407,0.683335,8.0,
,0.032364,,,,4.300316,0.46543,7.0,
-0.475368,-0.087628,,,11.633461,3.345421,0.784429,,
-0.028199,-0.476282,,,15.532802,,,,
,-0.201899,,,,2.796313,0.752109,,
,,,,,,0.292602,7.0,
-0.089337,0.443606,,,0.719067,0.341955,,8.0,
-0.053342,0.166322,,,,,0.460239,,
0.145836,,0.447749,,1.947568,4.338633,,8.0,
,,0.322538,-0.018323,,,0.561121,,
,,0.42474,0.480554,0.663497,4.393917,,,P
-0.231198,-0.080973,,,,0.809157,0.654226,,P
0.475794,,-0.401338,,1.582906,1.026391,,,
0.060395,-0.484267,0.090865,,7.575416,1.863165,0.414952,,N
-0.155513,-0.436054,,-0.140061,,5.516529,0.810523,,N
-0.055089,0.032563,,,1.920184,5.365524,0.740769,5.0,N
,0.326052,0.177744,0.125358,,0.148404,,,P
,-0.342514,,-0.145484,6.718141,,,5.0,
0.001144,,,,,2.188998,0.674759,,
,-0.47884,,,,20.289304,0.564076,,
,,-0.015993,-0.167908,,3.400924,,7.0,
,,-0.439143,,8.928394,,,,N
0.158549,-0.302724,,,1.387959,,,,
,,,-0.204271,,0.061983,,8.0,P
-0.023997,,,-0.155923,2.54195,0.440944,0.766623,,
,,,,,,0.952733,,P
-0.119627,,0.434344,-0.49188,,,0.404677,5.0,P
-0.071337,-0.187721,-0.145303,,1.680585,,0.323466,6.0,
,-0.141314,0.477562,,,0.481319,0.688006,,
0.159778,-0.204872,,,,,,,P
0.488629,,,-0.05591,8.048809,10.396153,,,N
0.320874,-0.348374,,,,,0.680283,8.0,
,-0.057506,,,,,0.542725,,
-0.128564,,0.021274,-0.315739,,4.03692,0.820297,,P
,,,,,2.822454,0.562105,7.0,N
-0.399606,,-0.185335,,1.777348,,0.101424,,
-0.119901,-0.239435,0.368664,0.12491,,1.778273,,,P
-0.336707,,,-0.076896,4.642942,1.37609,,,P
0.435874,,,-0.116945,,,,,N
,0.384111,-0.30216,-0.080339,,,0.690992,6.0,
-0.136824,-0.318855,0.444358,0.404043,0.51464,,,5.0,
,,,-0.039288,,,0.533671,6.0,N
,,,0.16057,3.031282,,,,
-0.245322,,,-0.026316,2.874962,2.555897,,,P
0.103587,-0.242079,,-0.243118,,,,8.0,P
,0.415316,-0.006002,,1.192334,,0.385056,,P
,-0.090462,-0.028144,-0.041516,,,,,N
,-0.143729,,,0.342998,1.932668,,,
,-0.23132,,-0.084819,,,,5.0,
,0.491773,,0.060385,,,0.36612,,N
-0.198867,,,0.039229,,1.77102,,5.0,
0.221496,0.357902,0.332264,,0.316522,1.777705,0.360997,,P
0.20856,0.360801,-0.318195,0.34658,,,0.551571,8.0,
-0.294597,,-0.238595,,0.565606,,,8.0,
,,0.100889,-0.213478,0.41052,2.302667,,6.0,P
-0.420302,,0.031024,,,2.017164,0.541784,7.0,
0.217887,-0.415474,-0.178684,,,,,7.0,P
0.249379,,,-0.02483,1.918417,,,,
-0.225945,,0.146125,,2.592859,2.64438,,,P
,-0.084679,-0.000389,-0.454096,2.044804,,,,P
,0.257004,,-0.178032,1.243756,,,6.0,
0.075339,-0.106095,-0.068712,,,,0.319271,,N
,0.210699,0.477051,0.042826,8.238024,,0.844519,5.0,N
,,-0.332006,,2.829622,0.382042,0.625866,5.0,
-0.406095,,,,,,,8.0,
-0.480427,,-0.381058,,2.477671,1.843569,0.201378,,P
0.242458,0.389518,0.405648,-0.084476,1.516154,0.379168,,8.0,P
,0.170377,0.308966,-0.374388,,0.601371,,7.0,N
,0.187342,-0.486799,,,,,,
0.186134,-0.388193,-0.124534,,0.682486,,0.569037,,
,-0.267123,,0.404916,8.352499,5.353514,,6.0,
-0.099799,,0.10292,,3.756287,,,8.0,
,,,,,8.010998,,7.0,N
-0.280371,-0.048024,-0.018988,-0.475634,5.718678,,,,N
-0.016082,,0.214738,,3.116856,6.527799,,5.0,N
-0.285846,0.406962,,0.338831,,8.75464,0.808114,6.0,
,-0.256519,-0.359468,,2.086822,,0.678616,,P
,,,,1.56202,6.942151,0.656787,,
,0.325364,,0.475485,,3.864451,0.466611,7.0,N
,-0.255058,,0.309704,,,,,
,-0.362169,,-0.077053,1.390681,,,,
,,0.432347,0.434824,2.06558,,0.467974,,
0.004048,0.498675,,,,0.63526,0.841347,6.0,
-0.157949,,,,1.057691,,,5.0,P
,,-0.35721,-0.354746,,,0.722145,,P
,-0.263474,0.057517,,0.185035,3.072688,0.903708,6.0,
,,0.431185,-0.266993,1.745745,,,8.0,P
-0.307586,-0.495697,-0.49606,,,4.726986,,,N
,-0.498813,,-0.247911,,4.600075,,,
,0.137133,0.449214,,,,,,P
,-0.338231,-0.27404,,,2.661929,0.520302,5.0,P
-0.4285,-0.137717,,,15.091122,,,,
0.150285,,-0.384484,,,,0.260152,8.0,
0.074371,,0.455074,,2.793421,,0.748271,5.0,
-0.437798,-0.437928,,0.212869,,,,5.0,N
,0.465735,-0.150636,-0.191453,,,,8.0,N
-0.270457,,,,,,,6.0,
,,,,8.052812,,0.120496,6.0,
-0.187052,-0.110393,,,2.819345,,0.562283,6.0,N
,,-0.138874,,,,,,P
-0.074705,0.198263,,,,,0.657132,8.0,
0.449331,-0.315838,0.259538,0.407662,2.339034,,0.471835,7.0,
0.394064,,-0.2359,0.457412,0.257237,7.73868,0.465097,,
,,-0.058172,,,4.774721,0.770613,,N
0.22516,,-0.073875,0.099299,,,,6.0,P
,-0.447904,0.365922,-0.028732,,5.400311,,,N
-0.000439,,,-0.117732,,2.06911,,7.0,
,,0.202502,,,,,6.0,
,0.000523,0.44887,,,2.030365,,,P
,-0.312573,-0.035732,,5.985423,,0.234446,,
,0.307698,-0.251567,,,,,,P
-0.130572,,0.301821,-0.334062,0.644356,,0.371293,,N
-0.243281,-0.490888,,,,0.710295,0.415682,,P
0.207238,0.037374,,-0.128991,,0.514521,,8.0,P
,-0.420531,0.306757,,0.782962,3.003021,,,P
,,,-0.192061,3.091706,,,,P
0.248823,,,,5.146962,,0.85488,,
-0.365596,-0.412069,-0.411675,-0.339391,1.674237,,,,
,0.49541,-0.12144,,,7.119128,,5.0,N
-0.30774,,0.036278,0.257297,2.581516,1.015968,,,
0.102628,0.291789,,,4.275555,3.991959,0.712031,6.0,N
-0.364578,0.383063,,-0.140017,,,,,P
,-0.075519,-0.052894,0.142615,2.492583,,0.72608,8.0,P
,,0.473081,,14.995782,7.122103,0.512451,8.0,
-0.490209,,0.30217,,5.323748,1.294187,0.872461,,P
-0.353992,,-0.047513,,,7.920396,0.691611,,
-0.047186,,0.187562,,4.461555,4.029779,0.245756,,
0.142106,-0.487485,,,,,,,P
,-0.008307,0.061733,0.096014,,,,,
0.291875,,,,,,,,
,0.435083,,,0.440415,,0.843508,5.0,
,0.013,-0.275853,-0.233772,,2.646463,0.343218,,
-0.36857,,,,1.771291,0.162546,0.598679,,P
,-0.452751,,,1.054518,,,,P
,,-0.353091,-0.003323,,,,6.0,P
0.375967,,0.370847,,,,0.711081,7.0,
0.058398,,,,7.355558,,0.662324,,
-0.028095,,-0.330237,,,3.807086,0.557401,,N
0.186413,0.113588,-0.087756,-0.157086,1.753996,28.271096,,6.0,N
,,0.455292,-0.321958,3.558203,3.548398,,8.0,N
0.106165,,-0.484958,,8.3007,,,,
,-0.170507,,-0.227078,1.505205,,0.594979,,
,,,-0.480998,1.791056,0.97785,,,
,,0.210495,,,1.689884,,8.0,
-0.007301,,0.338777,,,1.608362,0.263611,8.0,P
0.060566,0.265863,,-0.011424,,,0.743712,,N
-0.388375,-0.204338,-0.429614,,2.393006,,0.407035,6.0,
,0.225906,-0.391981,,,,0.610102,,
,,,-0.141805,,,0.579243,5.0,P
0.019307,-0.436978,,0.007524,2.268051,1.742144,0.380442,,
,,0.286203,,,,0.698632,,
-0.384215,-0.355432,-0.230751,0.09298,6.696036,0.110718,,,
0.008839,-0.445504,,,,,,,
-0.129431,,,0.355328,1.474136,,0.494788,,N
0.188933,0.248079,-0.48808,-0.483274,1.267485,3.94082,0.87316,,
,0.120153,0.080078,-0.478269,3.296293,,0.242857,5.0,
0.412104,0.195919,0.199921,0.208219,1.501659,,0.376499,,
,-0.368496,-0.153503,,,,,6.0,
0.16747,,,,2.043599,,0.552058,,
,,,-0.356277,,,0.561218,,N
0.447213,,,,0.251431,,0.428398,,
-0.212756,-0.033697,-0.085474,,2.210469,,0.737829,6.0,P
,-0.22802,0.307273,0.020667,,6.050789,,,
0.4526,0.42325,-0.183734,-0.094459,,,0.839653,,N
,,-0.45565,0.076642,1.219457,,,,
0.327584,-0.057856,,,,,0.437593,,
,,0.168477,-0.093232,,,,,
0.405874,-0.21517,0.491447,0.37418,1.038893,9.343938,,8.0,N
-0.048905,-0.04633,0.115399,0.112543,1.58196,2.787363,0.709585,6.0,P
-0.075673,,,,0.940457,,,,
,-0.444821,,,,,,,P
,,,0.229588,0.582421,1.995247,,8.0,
,-0.219724,-0.187754,0.016529,,0.518021,0.711872,,
,-0.268271,0.307547,-0.165888,,0.306363,,6.0,
,,0.465494,-0.271851,,,0.551685,,P
,,-0.401691,,,0.520742,,6.0,P
,0.210702,0.134936,,2.178839,0.529018,,6.0,P
,-0.337599,,,,,0.417782,,
-0.043912,-0.384718,0.244832,,,1.727637,0.800741,6.0,P
,-0.377965,,-0.026155,9.446825,,0.753586,,N
-0.090398,0.288637,-0.403982,,,,0.677128,,P
,,,0.358694,0.447535,,,,P
,0.495639,,,,4.094828,0.202084,,
,-0.396005,,,3.30027,1.477059,,5.0,P
,-0.052347,-0.094216,-0.052563,1.101313,,,,
0.491385,-0.142944,,,0.245703,4.389676,0.681803,5.0,P
,0.126734,-0.26903,-0.043654,8.670305,,0.31509,,N
0.048261,,,,1.155768,,,,P
,,,-0.097625,0.024052,2.922346,,,P
,0.382598,,0.066367,,,,,
,0.277592,,,0.266614,,0.681746,6.0,P
,,,-0.008962,2.193121,0.944588,0.7602,,
,,0.227119,0.308509,,0.377462,,5.0,N
,0.286978,,,5.433191,0.295608,,,P
,,,,,0.171094,,6.0,N
,,-0.339943,0.00292,,,0.931903,,N
,0.49679,-0.07122,-0.474363,3.534307,,0.275786,7.0,N
-0.101528,,,,,,0.530481,,
0.46898,0.079079,,-0.035624,0.510616,,,,N
,0.086398,-0.474214,0.429298,,1.727845,0.378157,,
,-0.30726,,,0.463573,1.025279,,7.0,P
-0.493193,0.387757,,,,,,5.0,
0.216216,0.155157,,,3.629355,1.691779,,6.0,
0.286658,,0.209999,-0.281629,,1.079764,0.718693,,P
,,0.41052,0.071033,,,,6.0,
-0.265279,,-0.081372,0.345402,,2.804187,0.696452,7.0,P
,,,-0.177952,,0.889841,,,P
,,,0.280491,0.308199,,,,N
,0.08311,,-0.048582,,,0.673776,8.0,
,,0.399726,,,,,6.0,
,0.481388,0.376698,0.3653,,,,8.0,P
0.042991,,0.441714,,2.415356,,0.624256,5.0,
-0.427176,,,,,,0.606378,,P
,,,-0.253539,,,0.737478,,
-0.332027,,,,,,0.795173,,
,,0.3152,-0.431168,1.136281,,0.609215,,P
,-0.142925,,,1.263001,1.105461,0.675315,7.0,
,,,,2.916477,,0.484545,5.0,P
0.438042,-0.097292,,0.405852,,,0.773383,,P
,,,0.295672,3.251921,11.260324,0.787545,,
,-0.146231,0.051876,,,2.206667,,5.0,
0.245026,0.252541,,,,6.60268,0.316919,,
-0.061616,0.172475,0.235946,0.050472,,,0.136873,5.0,P
,,,,,,0.856413,,P
0.342513,0.084128,-0.019212,0.411958,2.100169,0.077239,0.806751,5.0,P
-0.431487,0.008342,,,,1.96318,0.904984,8.0,
,,-0.092356,,1.958338,0.501736,,,P
,-0.414361,-0.07866,-0.36873,1.063787,,,5.0,N
,0.223175,,,,0.070104,,6.0,N
0.012679,0.06721,,,2.368144,,0.650497,5.0,P
,-0.141298,,-0.20451,3.825666,,0.742347,6.0,
,,-0.488954,,,,,,
-0.469305,,-0.159963,,,,,7.0,
0.275405,0.467101,,,,,0.544725,6.0,N
0.263842,0.28876,0.439372,-0.467931,0.660229,1.191328,,6.0,
-0.173354,-0.497884,-0.136199,0.040326,,2.982098,,,
,,,,1.075409,1.118968,0.881917,,
,,0.069569,-0.45623,,0.141482,,,P
0.34565,,,-0.066354,,1.827703,,6.0,P
,-0.139783,-0.331765,-0.385263,7.076643,7.765946,,8.0,
,,0.271069,,6.500385,,,,N
5.4e-05,-0.029697,,,0.772928,,,,
0.170076,,,,,,,7.0,P
-0.159346,-0.304884,,-0.064492,0.44803,,0.687343,7.0,P
,,-0.132019,,,,,6.0,
-0.408483,,0.46225,,1.057566,2.193613,,,
,,,,5.036643,4.969794,0.376185,,N
,-0.087346,0.296497,0.441907,5.547907,,,,
,,,-0.171295,0.69706,,,,
-0.335254,,-0.493746,0.222592,3.973403,,0.696168,,
,,-0.033593,,,2.660583,,5.0,
0.210459,-0.133212,,-0.323486,,2.786595,0.681577,,N
0.018302,,,,,,,6.0,P
,-0.059669,,,8.234875,2.781372,,,
,,-0.019751,0.14317,4.916364,,0.922194,7.0,N
0.092672,,-0.416611,-0.156269,,,,5.0,
-0.324218,,,,0.669055,,0.753058,,N
-0.481088,,,-0.111636,,6.704291,,7.0,
,,,,0.346708,,,,N
0.159472,-0.247141,0.494958,0.059283,,5.727998,,5.0,
0.102058,-0.160895,,,3.308073,,,8.0,
,-0.282274,,,2.630302,,0.37758,,
,,0.048017,,,,,,
-0.291043,0.053876,0.307151,-0.480598,1.830313,0.59175,0.827474,,P
,-0.103749,,,,3.047017,0.709311,5.0,N
-0.447812,,,0.236772,,,0.171254,,P
,-0.044409,,-0.396951,0.087306,,,,
,,,-0.029716,,1.785943,,6.0,P
,,,,,,,5.0,
0.138434,,0.090157,,,,0.70844,,P
-0.083524,0.484821,0.482705,,,1.858214,,,P
,0.192315,,,0.535188,,0.230493,8.0,N
0.354436,-0.318543,,-0.476672,,0.154271,0.77259,,
,,0.434299,0.201394,,,,5.0,P
0.054356,-0.14052,,-0.205524,,,0.616931,6.0,P
,,,,,,0.716432,,N
,,-0.254144,,,,0.331,,
,,0.449438,,0.701025,,,,P
,,-0.26775,,5.464518,5.289552,0.312609,,
,,,,,1.20781,,,
0.308989,-0.28903,,-0.177694,0.642541,,0.647821,,P
,-0.437469,0.180002,0.467841,,,,5.0,N
,0.059803,-0.128798,,0.014161,,0.873759,6.0,
,,-0.052603,0.180037,,2.200912,,,P
-0.311607,,0.298416,-0.228509,,3.195728,,7.0,P
,,0.045412,,2.411783,3.65303,,,
,-0.130648,-0.242625,-0.370774,2.738803,1.845855,,,P
0.404407,,0.320018,0.447755,,,,,P
,0.077632,0.429802,0.490697,3.269783,4.971107,,,N
,-0.259971,0.002361,-0.071098,1.634994,1.884397,,7.0,P
,,,,1.372534,,,,
-0.394838,,0.072954,,,,,7.0,N
0.00855,-0.461219,0.422274,0.101334,0.119268,,,,
0.488142,-0.410636,,,1.135973,2.533568,,7.0,
-0.196944,,-0.358054,,,8.350922,0.336751,7.0,
,0.16993,,0.326199,0.96696,,0.789424,6.0,P
,-0.360819,,0.027774,,2.150392,,,
0.251359,0.223976,,,,1.972909,0.452672,7.0,P
-0.455324,0.35275,0.127193,,,,,7.0,
,-0.44021,-0.180361,0.317032,,,,7.0,N
0.19654,,,,0.097255,6.583963,,8.0,
0.08678,-0.125041,,-0.035235,0.749067,2.529334,0.211818,,P
,0.271623,,,11.053156,1.019239,0.751399,6.0,N
-0.082715,,-0.281288,0.476119,1.731333,9.997937,,6.0,
0.462654,,0.396372,,1.865993,1.251506,,8.0,P
-0.466749,,,,,,,5.0,
,,,0.083344,,,0.713554,,N
,,-0.18466,0.113288,,2.120372,0.562261,,
0.376629,,0.159876,,,,0.622711,,
,-0.024045,,-0.074843,,0.022892,,,
,,0.489521,,0.809117,,0.442662,,P
,-0.369599,,-0.196305,,3.513189,,,
,0.478755,,,4.875646,,0.566335,,N
,0.347573,-0.078128,,3.326486,0.282358,,,P
,0.12708,,,3.795967,2.399801,0.497552,,P
-0.232279,-0.158443,,0.422916,,0.789038,0.505818,8.0,
-0.301811,,0.01051,,3.737797,3.515938,,8.0,P
,,,0.037816,,0.647643,0.824083,,
,,0.081311,,,1.070894,,,
,,,,,0.736546,,,P
,,0.257801,-0.437919,1.056072,,0.573516,7.0,N
,,-0.15108,,,3.212922,0.254189,6.0,P
,-0.337836,-0.14508,-0.048804,,10.843346,,,N
-0.445325,0.233592,-0.029804,-0.387966,,3.254533,0.940957,,
,,-0.268958,,2.783403,4.057742,0.585264,7.0,N
,0.447583,,,,,,6.0,P
0.157416,,,,1.545879,,0.832529,8.0,P
0.321975,0.155632,,-0.323208,0.611656,,,8.0,
-0.155494,,-0.197351,,,0.094573,0.412379,7.0,P
-0.001959,,-0.261402,-0.1506,,2.119882,0.758232,,N
0.491181,0.101193,0.025957,,,3.895111,0.787422,,N
0.319395,,,0.154259,3.689008,4.172155,0.667387,,N
0.17046,-0.465876,0.405688,0.402023,,,0.728361,7.0,N
,,-0.401965,,,1.126686,0.874783,5.0,P
0.310223,,-0.170634,-0.239756,5.035932,,0.128941,,P
-0.237348,-0.19322,0.41861,-0.264079,,,,8.0,
-0.220079,0.146923,,,,0.025956,0.450582,7.0,
0.444036,,,,1.296073,1.25999,,5.0,
-0.361264,-0.397416,,,2.420128,3.309583,0.783294,,
0.15679,0.13118,0.449869,,,3.12315,,5.0,
0.132217,-0.328145,0.272121,,,,0.343818,,P
0.248393,-0.104081,0.33799,,1.624816,,,7.0,
0.478937,,,0.123849,9.275574,0.641139,,8.0,N
,-0.315884,,-0.064622,2.089265,4.633127,0.703617,7.0,
-0.359221,,0.398091,,4.483067,,0.598956,,
,,,-0.033585,0.145264,0.176571,,,
,0.023524,-0.384331,,0.337527,0.811138,0.430972,8.0,P
0.072745,,0.191844,,,,,,P
0.092514,-0.437121,,0.08556,2.179805,,0.51763,,P
0.435721,,,,,1.541018,0.668798,,
,-0.245229,0.080974,-0.355115,1.821342,0.330095,0.874603,7.0,
,0.224442,0.302593,,1.42107,0.426014,,,
-0.001747,-0.37466,-0.242691,-0.247871,0.354533,6.456502,0.349088,7.0,
,-0.165153,0.374774,,1.951211,4.095695,0.791512,7.0,N
0.472848,-0.188908,0.209868,,7.523493,,,,
0.146554,,,,0.224097,2.510805,0.527635,,
-0.086725,-0.11531,-0.048701,,4.541342,2.689094,,,
-0.470755,0.165862,,,,1.793916,,,
,,,,0.906369,,0.756015,,N
,,,0.035553,3.179149,5.234597,,,N
