V1,V2,V3,V4,V5,V6,V7,Class
1.0,2.0,32.0,2.0,42.0,,,
,2.0,42.0,,32.0,18.03,,3
3.0,17.0,32.0,17.0,,,45.31,
,,19.0,,,21.4,45.31,
,0.0,6.0,17.0,,,,3
0.0,0.0,0.0,,,24.0,42.95,
,0.0,24.0,0.0,39.0,15.0,,3
,,39.0,,35.0,8.94,,
3.0,8.0,35.0,,,11.66,42.95,3
,18.0,,18.0,,11.0,,3
,,18.0,,12.0,,42.95,3
,,12.0,,,,,
7.0,0.0,6.0,16.0,,17.09,42.95,
0.0,0.0,0.0,,38.0,,57.31,3
1.0,,38.0,0.0,50.0,,57.31,3
2.0,0.0,50.0,10.0,,10.77,57.31,
,,,28.0,39.0,,57.31,3
,,39.0,28.0,,,,
,28.0,26.0,10.0,19.0,,,
6.0,10.0,,0.0,,,57.31,
,,,,,22.47,57.31,3
0.0,0.0,0.0,,,,36.22,
1.0,1.0,,,36.0,,,
2.0,1.0,36.0,3.0,34.0,2.83,,
3.0,3.0,34.0,3.0,,3.0,,3
,,,0.0,28.0,4.24,,3
,0.0,,,0.0,28.28,,
0.0,,0.0,,,25.02,,
1.0,1.0,,,,16.0,,
2.0,,,17.0,,18.36,44.38,
,,,,19.0,13.0,44.38,3
4.0,,19.0,0.0,6.0,,,3
5.0,0.0,,16.0,0.0,,,
,,,0.0,,28.0,,
1.0,0.0,,,,,,3
2.0,0.0,,19.0,36.0,22.47,,
,,,,21.0,,53.23,
4.0,,,0.0,6.0,,,
5.0,0.0,6.0,,,,53.23,3
0.0,,,1.0,20.0,20.02,43.93,
1.0,,20.0,1.0,,,,3
2.0,1.0,33.0,20.0,31.0,19.1,43.93,
,,31.0,,26.0,,43.93,3
4.0,29.0,,29.0,16.0,10.0,43.93,3
,,,,,,,
6.0,,11.0,,,20.62,43.93,
,,6.0,16.0,0.0,,,3
0.0,0.0,0.0,1.0,,27.02,,3
1.0,,,1.0,41.0,14.0,47.51,
,,41.0,23.0,,22.36,47.51,
,,,24.0,,6.08,,
,,31.0,,18.0,,,3
5.0,,,,,6.08,,
6.0,23.0,,0.0,,23.77,,3
7.0,,,18.0,,18.97,,3
,,0.0,0.0,,,,
,0.0,28.0,,,,,3
2.0,,,,,,,
3.0,15.0,42.0,,38.0,4.12,,
,16.0,38.0,16.0,,7.0,46.82,3
,,31.0,,,4.12,46.82,
,,,0.0,,15.52,46.82,3
7.0,,,10.0,,,,
0.0,0.0,,,33.0,33.02,,
,,33.0,,,,,
2.0,1.0,50.0,9.0,47.0,,,
,9.0,47.0,10.0,42.0,5.1,50.99,
,,42.0,,,5.1,50.99,3
5.0,,37.0,0.0,32.0,,50.99,3
,0.0,,9.0,0.0,,,3
0.0,,,1.0,30.0,30.02,52.8,
1.0,1.0,30.0,1.0,,18.0,52.8,
,,,19.0,,,52.8,
,19.0,39.0,22.0,28.0,11.4,52.8,3
,22.0,,,,,52.8,3
5.0,19.0,,,,21.95,,
,0.0,,,0.0,,,3
0.0,,0.0,,20.0,20.0,42.94,
1.0,0.0,,,,,42.94,3
2.0,0.0,38.0,,33.0,14.87,42.94,
3.0,,,,24.0,,42.94,
,,24.0,14.0,,,,
,14.0,,,9.0,16.12,42.94,
6.0,,9.0,,,17.49,42.94,3
0.0,,,,23.0,,,3
,,,,34.0,11.0,42.2,
2.0,2.0,,,30.0,,,
3.0,6.0,,25.0,,,42.2,3
4.0,,26.0,,17.0,,42.2,3
5.0,25.0,,6.0,,19.42,42.2,3
,6.0,13.0,0.0,,,,3
7.0,0.0,9.0,12.0,,,42.2,3
,,0.0,1.0,,25.02,43.01,
1.0,1.0,,1.0,,10.0,,
,1.0,35.0,15.0,30.0,14.87,,3
,,30.0,25.0,,13.45,43.01,3
4.0,25.0,,,,12.21,43.01,3
,,,,6.0,17.0,43.01,3
,0.0,6.0,16.0,,,43.01,3
0.0,0.0,0.0,1.0,37.0,37.01,73.78,
1.0,1.0,,,,25.0,,3
2.0,1.0,62.0,28.0,,,,
,,55.0,40.0,45.0,,73.78,3
,40.0,45.0,,,,73.78,
5.0,,,,,,73.78,
6.0,,16.0,,6.0,29.73,73.78,3
7.0,0.0,,,0.0,28.64,73.78,3
0.0,0.0,0.0,,,,,3
,,34.0,2.0,52.0,,,3
2.0,,52.0,21.0,38.0,,,3
3.0,21.0,,,22.0,16.0,57.27,3
,21.0,22.0,0.0,,,57.27,
5.0,0.0,,,0.0,,57.27,3
,,0.0,0.0,28.0,,,3
1.0,,,0.0,,,,3
2.0,,45.0,,,,,3
3.0,14.0,,14.0,,,48.1,3
,14.0,,,12.0,,,
,0.0,,,0.0,20.81,,
,,,2.0,,26.08,39.29,
1.0,2.0,,2.0,,12.0,39.29,
2.0,,,,,,,3
,7.0,,,,3.61,,
4.0,9.0,,,26.0,5.39,,3
,7.0,26.0,0.0,22.0,,,
6.0,,22.0,10.0,,24.17,39.29,
0.0,,,,,,,3
,0.0,,,,,53.16,3
,,,10.0,,,,
3.0,10.0,,15.0,,7.07,53.16,3
4.0,15.0,,10.0,33.0,8.6,,3
5.0,,,,27.0,,,
,0.0,,,,,,
,0.0,0.0,1.0,,,46.87,3
1.0,1.0,34.0,1.0,46.0,12.0,,3
2.0,,46.0,5.0,45.0,4.12,46.87,
,5.0,,,42.0,5.0,46.87,3
4.0,9.0,42.0,,36.0,,46.87,3
,,36.0,5.0,,,46.87,3
6.0,5.0,,,,,46.87,
7.0,,,8.0,,,,3
0.0,,0.0,,,,,3
1.0,,39.0,2.0,,22.0,,3
2.0,2.0,,24.0,,,67.12,
,,44.0,,25.0,19.0,,
,,25.0,,6.0,,67.12,3
,0.0,,,,28.64,,3
,,,,23.0,23.0,,
1.0,,,0.0,47.0,24.0,,3
2.0,,47.0,7.0,,7.28,52.77,3
3.0,,45.0,,40.0,17.72,,
,,40.0,,31.0,,52.77,
5.0,,,7.0,26.0,17.72,52.77,3
6.0,7.0,,0.0,,8.6,,
7.0,,21.0,11.0,0.0,23.71,52.77,3
,0.0,,0.0,21.0,21.0,,3
,0.0,21.0,0.0,,,,
,0.0,32.0,,,4.47,34.18,
3.0,,,12.0,,,34.18,
,12.0,,,23.0,5.0,,
5.0,,23.0,,21.0,8.25,,3
6.0,,21.0,,19.0,4.47,34.18,3
7.0,,19.0,,,19.42,,
0.0,0.0,0.0,,,,,3
,1.0,,1.0,,22.0,,3
2.0,,48.0,12.0,,11.7,49.73,3
3.0,,,,40.0,4.12,,
,,,13.0,,,49.73,3
,13.0,31.0,12.0,,4.12,49.73,
,12.0,,,23.0,,49.73,3
7.0,,,11.0,,,49.73,
0.0,0.0,,,34.0,,61.74,
,1.0,,1.0,,,61.74,3
2.0,1.0,56.0,,,18.44,61.74,
,,,26.0,,9.22,61.74,3
,26.0,,26.0,,,61.74,3
5.0,,,,,,,
,,,0.0,22.0,,,
7.0,0.0,22.0,,,,61.74,
0.0,0.0,,,36.0,36.06,,3
1.0,2.0,36.0,,,15.0,52.63,
,2.0,51.0,,47.0,11.7,,
3.0,13.0,47.0,13.0,41.0,6.0,52.63,
4.0,13.0,41.0,,,14.32,52.63,3
,0.0,,9.0,,36.14,,
0.0,,,,29.0,29.07,,
,2.0,,,42.0,,43.97,
2.0,,42.0,,37.0,,43.97,
3.0,,,13.0,34.0,,,
,,,7.0,,,43.97,
,,29.0,0.0,,,43.97,3
6.0,0.0,,,0.0,,43.97,3
0.0,0.0,,,26.0,,,
,1.0,26.0,,,23.0,,
2.0,,49.0,33.0,,34.54,,3
,33.0,,,,,59.08,3
4.0,,,0.0,6.0,36.25,59.08,3
5.0,,,,,22.8,,3
,,0.0,1.0,29.0,29.02,53.76,
1.0,,,1.0,51.0,22.0,,3
2.0,,51.0,16.0,,18.03,53.76,3
3.0,16.0,,16.0,29.0,,,3
4.0,16.0,29.0,0.0,,20.0,53.76,3
5.0,,17.0,,0.0,24.04,,
0.0,,,,23.0,23.09,55.23,
1.0,,,2.0,,,55.23,
,,,37.0,32.0,,55.23,3
3.0,,,37.0,,13.0,,3
4.0,37.0,19.0,0.0,,39.22,,
5.0,0.0,6.0,,0.0,,55.23,
,0.0,0.0,,,,45.69,3
1.0,,,,42.0,,,3
2.0,,42.0,17.0,32.0,18.03,,
,,32.0,,,13.0,45.69,3
4.0,,19.0,,6.0,21.4,45.69,3
,0.0,6.0,,,,,3
0.0,0.0,0.0,1.0,30.0,30.02,,3
1.0,1.0,,,40.0,,,3
,1.0,,12.0,,13.6,,
3.0,,,,23.0,9.0,42.06,
,,,,,15.0,42.06,3
5.0,,,,0.0,,,3
,,0.0,2.0,30.0,30.07,,3
,,,,43.0,13.0,52.43,
,2.0,43.0,30.0,,,,
3.0,,34.0,,23.0,,52.43,
4.0,30.0,23.0,,12.0,,52.43,
5.0,,12.0,16.0,0.0,,52.43,
0.0,0.0,,1.0,29.0,,55.9,3
1.0,1.0,29.0,,,,,
,,50.0,18.0,,,,
,,48.0,,43.0,8.6,,3
4.0,,43.0,,,9.0,55.9,3
5.0,,,,,8.6,55.9,
6.0,18.0,,0.0,,,55.9,
,,24.0,,0.0,27.78,55.9,
0.0,,0.0,,,,,
,0.0,36.0,0.0,,15.0,,3
2.0,0.0,,13.0,,14.32,,3
,13.0,,,,,61.85,3
4.0,35.0,,,22.0,,,
5.0,,22.0,13.0,14.0,23.41,61.85,3
,13.0,,0.0,6.0,,61.85,
,,6.0,22.0,,,,3
0.0,0.0,0.0,2.0,,28.07,,
,2.0,,2.0,38.0,,39.85,
2.0,2.0,38.0,,34.0,,,3
,,,12.0,28.0,6.32,,3
,12.0,28.0,,22.0,6.32,39.85,
,10.0,22.0,,,,39.85,
,0.0,,,,18.36,,
0.0,,,,37.0,37.0,67.42,
1.0,,,,,,67.42,
2.0,0.0,,36.0,,37.64,67.42,3
3.0,,46.0,,33.0,13.0,,3
4.0,,33.0,0.0,20.0,,,3
,0.0,,18.0,0.0,26.91,67.42,
,,,,,39.01,65.25,3
,,,,,24.0,65.25,3
,1.0,,,,,65.25,
,,53.0,,,11.0,65.25,3
,,,0.0,,,65.25,
5.0,0.0,,17.0,0.0,,65.25,3
0.0,0.0,0.0,1.0,21.0,,,3
1.0,,21.0,1.0,28.0,,,
2.0,1.0,,,,6.0,,
3.0,,28.0,,,,,
4.0,7.0,23.0,7.0,,,28.86,3
,,20.0,,16.0,,28.86,
,,,7.0,0.0,17.46,28.86,
,0.0,,0.0,35.0,,59.67,3
,,,0.0,58.0,23.0,,3
,0.0,58.0,14.0,49.0,16.64,59.67,3
,14.0,,,38.0,11.0,,3
,,,,,,,
,0.0,27.0,,0.0,,,3
,0.0,0.0,,38.0,,,
,0.0,,0.0,63.0,,68.54,3
2.0,0.0,,24.0,,26.4,,
3.0,,52.0,27.0,,,68.54,3
4.0,27.0,,24.0,,,,3
5.0,24.0,,,10.0,,68.54,
,,10.0,,0.0,,,3
,,0.0,0.0,,36.0,43.74,3
,0.0,36.0,0.0,,7.0,,3
2.0,0.0,43.0,8.0,,,43.74,3
,,40.0,8.0,37.0,,43.74,3
4.0,8.0,37.0,0.0,,8.54,43.74,
,,34.0,4.0,0.0,34.23,43.74,
0.0,,,2.0,26.0,26.08,,3
1.0,,26.0,2.0,,,,
2.0,2.0,44.0,,,,55.61,3
,,,34.0,,25.0,,
4.0,,,34.0,20.0,,,3
,,,,,25.0,,3
6.0,,,0.0,,12.21,,
7.0,,,,,,55.61,
,0.0,0.0,,27.0,27.0,51.66,
,,27.0,0.0,50.0,,,
2.0,0.0,,,,11.66,51.66,
3.0,,,,,,51.66,
,,,,,7.62,51.66,
,,,,26.0,,51.66,3
,,,,,,51.66,
0.0,,0.0,,,,,3
,,36.0,1.0,,,46.69,3
2.0,1.0,,4.0,46.0,3.0,,
,,46.0,8.0,43.0,5.0,,
4.0,,,8.0,,,46.69,
5.0,8.0,38.0,4.0,35.0,,,
,4.0,,,,5.0,46.69,3
,,,,,32.56,46.69,3
,0.0,,1.0,,20.02,,3
1.0,,,1.0,38.0,18.0,,
2.0,1.0,,,,,,3
3.0,,33.0,17.0,,9.0,41.63,3
4.0,,24.0,,,19.24,41.63,3
5.0,,15.0,10.0,,18.03,,
,,0.0,0.0,35.0,35.0,,3
,,,,,,52.8,3
,,,19.0,39.0,,,3
,,39.0,,28.0,11.4,52.8,3
4.0,22.0,28.0,,17.0,,,
,19.0,17.0,,,21.95,52.8,
6.0,0.0,6.0,,,,,3
,0.0,0.0,,30.0,,,3
1.0,2.0,30.0,,41.0,,46.53,3
,,,,,,46.53,
,22.0,,22.0,27.0,9.0,46.53,
,,,,18.0,,,
,0.0,,14.0,,22.8,,3
,,,1.0,22.0,,45.19,3
1.0,1.0,22.0,,41.0,19.0,45.19,
,1.0,41.0,10.0,37.0,,,3
3.0,10.0,37.0,19.0,31.0,10.82,,
4.0,19.0,,19.0,18.0,,,
,19.0,18.0,10.0,,10.82,45.19,3
,,,0.0,,11.66,45.19,
,,,,0.0,18.03,,
0.0,0.0,,2.0,21.0,,,
,2.0,21.0,,,,,3
2.0,,,,,,43.68,3
,,,12.0,,,,
4.0,12.0,26.0,0.0,,15.0,43.68,3
5.0,0.0,17.0,10.0,,19.72,,
,,0.0,,27.0,27.0,50.48,3
1.0,,27.0,,42.0,15.0,50.48,
,0.0,,,,26.93,50.48,
3.0,,,28.0,26.0,9.22,,3
4.0,28.0,26.0,,,,50.48,3
5.0,,17.0,0.0,,,50.48,3
,0.0,,19.0,0.0,,,
0.0,0.0,,0.0,20.0,20.0,33.54,3
1.0,0.0,20.0,,30.0,,,3
,,30.0,14.0,24.0,15.23,33.54,
3.0,14.0,,,19.0,5.1,,
,15.0,19.0,,12.0,7.07,,
5.0,,,,6.0,15.23,33.54,
,0.0,,12.0,0.0,,,
0.0,0.0,,0.0,,25.0,,
1.0,,,,,13.0,,
,0.0,,16.0,31.0,,,3
3.0,,,,,,,
,16.0,24.0,,,,41.23,
5.0,0.0,17.0,8.0,0.0,18.79,,3
0.0,0.0,0.0,2.0,,36.06,,
1.0,,36.0,,,,56.08,
,2.0,,17.0,,15.81,56.08,
,17.0,47.0,21.0,36.0,11.7,56.08,
4.0,,,,,,,
5.0,17.0,27.0,,,,,3
,,,18.0,,,56.08,3
0.0,0.0,,,21.0,21.1,36.4,3
,2.0,21.0,2.0,35.0,,,3
2.0,,,,,6.4,,3
,7.0,,9.0,28.0,3.61,36.4,
4.0,9.0,,,,,36.4,3
5.0,7.0,,0.0,,8.06,,
,,,10.0,,21.47,,
,0.0,0.0,1.0,,,49.66,
1.0,1.0,,,45.0,,49.66,
,1.0,45.0,,,,49.66,
3.0,,,17.0,20.0,13.0,49.66,3
4.0,17.0,,0.0,,,,3
,0.0,,,0.0,22.14,,
,0.0,0.0,,,,49.04,3
1.0,0.0,,0.0,46.0,21.0,,3
2.0,0.0,,,,,,
3.0,16.0,44.0,,38.0,,49.04,
,17.0,,,27.0,,,
5.0,17.0,,,,,49.04,
6.0,,21.0,,15.0,,,
,0.0,15.0,16.0,,21.93,,3
,0.0,0.0,2.0,,,,3
,,21.0,,,12.0,,3
,2.0,,,,5.1,33.96,
,7.0,32.0,,,5.1,33.96,
4.0,,27.0,,24.0,3.16,,
,7.0,24.0,0.0,,8.06,,
,,,6.0,,,,3
0.0,0.0,0.0,,22.0,,36.4,3
1.0,,22.0,1.0,34.0,,,3
2.0,1.0,,,31.0,,36.4,
3.0,,,,27.0,8.06,,3
,13.0,27.0,,,9.0,,3
,,,6.0,14.0,8.06,36.4,
6.0,,14.0,0.0,10.0,,,
,,,11.0,0.0,14.87,36.4,3
,0.0,,,,22.09,,
1.0,2.0,,,28.0,,28.86,
,2.0,,,,,,3
,,27.0,,,2.83,,3
,7.0,25.0,7.0,,5.0,28.86,
5.0,,20.0,5.0,,2.83,,3
6.0,5.0,,0.0,16.0,5.39,28.86,
,,,4.0,,16.49,,3
0.0,,0.0,,,,,3
,0.0,,,35.0,12.0,,3
2.0,0.0,,,,19.65,,
,19.0,,,21.0,9.06,,
4.0,,,19.0,,7.07,,3
5.0,,,,,20.62,,3
6.0,0.0,,,,14.32,40.31,
0.0,0.0,0.0,,,,45.18,3
,0.0,29.0,,,,45.18,
,0.0,,8.0,37.0,8.54,45.18,
3.0,8.0,,,,13.6,45.18,
,,33.0,,,9.0,45.18,3
5.0,,24.0,8.0,,13.6,45.18,
6.0,8.0,,,16.0,8.94,,
,0.0,16.0,,,,45.18,3
,,0.0,1.0,38.0,,,3
,1.0,,1.0,59.0,,63.32,
,,59.0,12.0,54.0,,63.32,
,,54.0,23.0,,13.6,63.32,
4.0,23.0,,,,,,
,,,,,13.6,,
6.0,12.0,,0.0,,,,3
7.0,,15.0,23.0,,27.46,,3
0.0,0.0,0.0,,36.0,,76.22,
1.0,1.0,,,60.0,,,
2.0,,60.0,,,,,
,,44.0,,25.0,19.0,,
4.0,,,0.0,6.0,,76.22,
5.0,0.0,6.0,,0.0,,,
,0.0,,2.0,25.0,,,3
1.0,,,,,,,
,,37.0,,32.0,,,3
3.0,16.0,32.0,16.0,23.0,,40.31,3
4.0,,23.0,,,,,3
5.0,,14.0,12.0,0.0,,,3
0.0,,,2.0,36.0,36.06,,
1.0,2.0,,2.0,,20.0,61.74,
,,56.0,21.0,52.0,19.42,,3
3.0,,52.0,26.0,46.0,,,
,26.0,,26.0,,13.0,,
5.0,26.0,,21.0,27.0,,61.74,3
,21.0,,,,,,3
7.0,,,16.0,,26.4,61.74,3
0.0,,0.0,,22.0,22.0,,
1.0,,,,,10.0,32.98,3
2.0,0.0,,7.0,,,32.98,
,7.0,28.0,,22.0,6.0,,3
4.0,7.0,22.0,0.0,16.0,,32.98,3
5.0,0.0,,,,17.89,,3
,,0.0,0.0,28.0,,,3
1.0,0.0,28.0,,,,,
2.0,,,,35.0,,42.06,
3.0,6.0,,,,14.56,42.06,
,20.0,31.0,20.0,,,,
,,22.0,,,,,
6.0,,,,,,,
7.0,0.0,14.0,12.0,,,,3
0.0,,,,37.0,37.0,,
1.0,0.0,37.0,0.0,60.0,23.0,62.94,3
,,,,,13.93,,3
3.0,13.0,55.0,,,,62.94,
,,,19.0,,13.0,62.94,
,,,,30.0,8.49,62.94,3
6.0,13.0,,,24.0,14.32,,3
,0.0,,18.0,,,62.94,3
,0.0,,1.0,,,,
1.0,,28.0,1.0,,14.0,45.69,
,,,,,18.87,45.69,3
3.0,17.0,,17.0,,13.0,45.69,
,,,,6.0,21.4,45.69,3
,,6.0,,,,45.69,3
0.0,0.0,0.0,1.0,34.0,34.01,,3
,1.0,,1.0,,,53.6,
,,52.0,,,,53.6,
3.0,,,13.0,,5.83,,
,13.0,,,,7.62,53.6,
5.0,,,0.0,28.0,,,3
6.0,0.0,28.0,11.0,,30.08,,
0.0,,0.0,0.0,27.0,27.0,39.66,
1.0,0.0,,0.0,,6.0,,
,0.0,33.0,,,7.28,,3
,,31.0,22.0,27.0,,,
4.0,22.0,27.0,,,9.0,,
,22.0,18.0,7.0,,15.52,39.66,
,7.0,14.0,,10.0,,39.66,
,0.0,10.0,,,14.14,,3
,0.0,,,,24.02,,3
1.0,,24.0,,,,41.63,
,1.0,38.0,,30.0,,,3
,14.0,,,,,41.63,
,,,,,9.49,,3
5.0,14.0,,,,,41.63,
,0.0,6.0,16.0,,,41.63,3
0.0,,0.0,,33.0,,48.27,3
1.0,,33.0,,47.0,14.0,,3
2.0,2.0,,11.0,,,,3
,11.0,44.0,,38.0,6.0,,3
,,38.0,0.0,,12.53,,
,0.0,,7.0,0.0,32.76,,3
0.0,0.0,,2.0,35.0,35.06,,3
1.0,,35.0,,60.0,25.0,64.62,3
,2.0,60.0,12.0,,11.66,64.62,
3.0,,54.0,,46.0,,64.62,3
,,,24.0,,,64.62,3
,,30.0,,,,64.62,
,12.0,,0.0,14.0,14.42,,3
,,,23.0,,26.93,64.62,
0.0,0.0,0.0,2.0,,25.08,,
1.0,,,2.0,31.0,,,
,2.0,31.0,10.0,29.0,8.25,,3
,,,,24.0,,,3
4.0,,,0.0,,11.18,32.57,
,0.0,,,0.0,,,
,0.0,0.0,1.0,,,36.4,3
,1.0,,1.0,34.0,,36.4,
2.0,,,6.0,,,36.4,3
3.0,6.0,30.0,,26.0,8.06,,3
,,,,,,,
,,,6.0,,8.06,36.4,
,6.0,13.0,,,7.21,,3
,0.0,,13.0,,,36.4,3
,,,,,,,3
1.0,,,2.0,,19.0,43.01,
,2.0,41.0,,37.0,,43.01,3
3.0,,,13.0,33.0,,43.01,3
,,,,24.0,9.0,43.01,
5.0,,24.0,,,,43.01,3
6.0,,20.0,,,11.7,43.01,
7.0,0.0,,12.0,0.0,,43.01,3
0.0,0.0,0.0,,22.0,,,
1.0,0.0,,0.0,44.0,22.0,,
2.0,0.0,,,39.0,,49.19,
,18.0,39.0,22.0,,7.21,,
4.0,,,22.0,20.0,,,3
5.0,,,,,,49.19,
6.0,,,0.0,,,,3
7.0,,8.0,20.0,,,49.19,
0.0,22.0,,,6.0,16.16,42.19,
1.0,7.0,6.0,0.0,12.0,9.22,,
,0.0,12.0,0.0,,,,
,0.0,,,,,,4
,7.0,,22.0,36.0,,,4
,18.0,,,6.0,12.53,40.25,
1.0,,6.0,0.0,12.0,9.22,,
2.0,,,,,12.0,40.25,
3.0,0.0,,7.0,30.0,,40.25,
,7.0,,,,12.53,,4
0.0,,0.0,,,,39.4,
1.0,0.0,12.0,0.0,24.0,12.0,,4
2.0,,24.0,16.0,,,39.4,4
0.0,,,,,13.89,,
1.0,2.0,7.0,,14.0,7.28,31.3,4
2.0,,14.0,,,,,4
,,21.0,,,13.89,,4
,27.0,,,,,38.9,4
,,7.0,,,13.89,38.9,
2.0,0.0,,12.0,21.0,13.89,,4
3.0,12.0,,27.0,,16.55,,
,21.0,0.0,0.0,,22.85,,4
1.0,,,,18.0,9.0,,
,0.0,18.0,21.0,,,,4
,,,,7.0,,27.59,
1.0,0.0,,0.0,,7.0,,4
,0.0,14.0,,,,,4
,28.0,,,10.0,29.73,41.04,4
,0.0,10.0,,,,,
2.0,,20.0,28.0,30.0,,41.04,
0.0,,0.0,,5.0,10.3,38.28,4
1.0,12.0,,,,13.0,38.28,
,0.0,,0.0,,,38.28,
3.0,,,,,,38.28,
4.0,,26.0,21.0,32.0,10.82,,
0.0,14.0,,,11.0,,,4
1.0,,,,,,,4
,0.0,,,34.0,,,4
0.0,17.0,0.0,1.0,6.0,,,4
1.0,1.0,,0.0,,,38.01,4
2.0,0.0,,0.0,,11.0,38.01,4
,0.0,23.0,,29.0,,,
4.0,,29.0,,34.0,,38.01,4
0.0,18.0,,,,10.82,40.25,
1.0,9.0,,0.0,12.0,10.82,40.25,
,,,,24.0,12.0,,4
,0.0,,9.0,30.0,,40.25,
,,30.0,18.0,,,40.25,
0.0,,0.0,,,,37.22,4
,,,,,,37.22,
2.0,0.0,,5.0,24.0,9.43,37.22,4
,5.0,24.0,19.0,,16.12,,4
0.0,22.0,,0.0,,24.6,,4
1.0,0.0,11.0,0.0,22.0,11.0,,
,,22.0,,32.0,24.17,38.83,4
,16.0,0.0,9.0,,8.6,32.25,
,9.0,,0.0,10.0,10.3,,
2.0,0.0,,0.0,19.0,9.0,32.25,4
3.0,0.0,,9.0,,,,4
,9.0,,16.0,28.0,8.06,32.25,4
,,0.0,0.0,,12.81,26.0,4
1.0,0.0,8.0,0.0,16.0,8.0,,
2.0,0.0,16.0,10.0,,,,4
,,0.0,,10.0,25.08,52.5,4
1.0,,,,,,52.5,
2.0,0.0,20.0,11.0,,,,4
3.0,,,34.0,,,52.5,4
,26.0,,17.0,6.0,10.82,,
,,6.0,0.0,12.0,18.03,,4
,,12.0,,,,,
3.0,0.0,,17.0,,,42.8,
,,29.0,26.0,,10.3,,
,,0.0,8.0,5.0,,,4
1.0,8.0,,,10.0,,,4
2.0,,,0.0,,11.0,35.78,
,0.0,,,,,,
,,,,,10.0,,4
,12.0,,,6.0,,,4
,,6.0,0.0,12.0,,26.83,
,0.0,12.0,,18.0,6.32,26.83,4
,2.0,,12.0,,,26.83,4
,14.0,0.0,,7.0,13.89,31.3,
,,,,,,31.3,
,0.0,14.0,,21.0,,,
,,,,,13.89,31.3,4
0.0,21.0,,,,,,4
1.0,0.0,9.0,,18.0,,,
2.0,,18.0,21.0,,23.26,,
0.0,,0.0,0.0,12.0,35.11,,4
1.0,0.0,,0.0,24.0,,,
,0.0,24.0,,,,48.84,
0.0,,0.0,2.0,4.0,,29.73,4
,2.0,4.0,0.0,,4.47,,4
2.0,,,,15.0,,,4
3.0,0.0,,,,4.47,,4
,2.0,19.0,20.0,,18.25,,
0.0,,0.0,0.0,,,49.52,4
,,12.0,0.0,24.0,12.0,,
,0.0,,34.0,36.0,36.06,49.52,4
,22.0,0.0,,8.0,,38.83,
1.0,,8.0,0.0,16.0,9.43,,
,0.0,,,,,,
3.0,,,,32.0,,,4
0.0,26.0,0.0,,7.0,,,4
,14.0,,0.0,14.0,,,4
,0.0,,14.0,21.0,15.65,,4
,,21.0,,28.0,,38.21,4
0.0,,0.0,,,,30.46,4
,0.0,,,18.0,9.0,30.46,4
,,18.0,12.0,28.0,15.62,30.46,
0.0,18.0,0.0,2.0,9.0,18.36,40.25,
1.0,2.0,9.0,0.0,18.0,,,4
,,,,,9.22,,4
,,,18.0,,18.36,,4
0.0,28.0,,0.0,,,,
,,,,,,45.61,4
,,24.0,28.0,,,45.61,
0.0,18.0,,9.0,6.0,,,
1.0,9.0,,,12.0,10.82,40.25,4
,,12.0,,24.0,,40.25,
,,,,30.0,10.82,40.25,
4.0,9.0,,18.0,,,,4
0.0,,,,8.0,17.0,,4
,,,0.0,16.0,,,4
2.0,,,15.0,24.0,17.0,28.3,
,16.0,0.0,,12.0,20.0,39.4,
,,,0.0,24.0,12.0,39.4,
,,,16.0,36.0,,,4
0.0,,0.0,,,9.43,,4
,,,0.0,10.0,9.43,35.78,
2.0,0.0,,0.0,,,35.78,4
,0.0,21.0,,26.0,,,
4.0,,,,,,35.78,
,,0.0,,6.0,11.66,,4
1.0,,,0.0,,6.32,26.83,4
2.0,,,2.0,,6.32,,
,2.0,,,24.0,11.66,26.83,4
0.0,15.0,,0.0,7.0,16.55,25.0,
1.0,,,,14.0,7.0,,
,0.0,,,20.0,16.16,,
0.0,27.0,0.0,,,,38.9,4
1.0,15.0,,0.0,14.0,,,
,0.0,14.0,,,,,4
3.0,,21.0,27.0,,,,
,12.0,,0.0,9.0,15.0,,
1.0,0.0,,0.0,,,,4
2.0,0.0,,,,15.62,30.46,
0.0,14.0,,,5.0,13.0,,4
,,5.0,0.0,10.0,,,4
2.0,0.0,,,19.0,,,4
,,,,,5.39,,4
4.0,,24.0,14.0,,12.65,31.3,4
0.0,,,2.0,8.0,,,4
1.0,,,,,,35.78,4
2.0,0.0,16.0,,,8.25,,
,2.0,24.0,,32.0,16.12,35.78,
,18.0,,2.0,9.0,,40.25,4
1.0,,,,,,40.25,4
2.0,,18.0,2.0,27.0,9.22,,
,,27.0,18.0,36.0,,,
,,0.0,1.0,,,42.49,4
,,,,19.0,9.06,42.49,
,,19.0,1.0,29.0,,42.49,
,1.0,29.0,,38.0,,42.49,
0.0,20.0,,5.0,,,,
,,7.0,,,8.6,,4
,,,,,,,
3.0,0.0,27.0,,,8.6,,
,,34.0,,40.0,,44.72,
,16.0,0.0,8.0,,9.43,35.78,
1.0,,5.0,,,,35.78,4
2.0,,,0.0,21.0,11.0,35.78,4
,0.0,21.0,,26.0,,35.78,4
4.0,,,16.0,,10.0,,4
0.0,31.0,,23.0,5.0,,,4
1.0,,5.0,0.0,10.0,23.54,,
,0.0,10.0,,,,44.55,4
3.0,,,,,,,4
,23.0,,31.0,,,44.55,4
0.0,12.0,0.0,,,8.06,26.83,
1.0,5.0,4.0,0.0,,6.4,26.83,
