acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,activity
0.3555,,0.0407,,-0.6098,0.4367,1
,-0.1763,-0.5695,,-35.59,10.638,1
-0.1773,,,0.2472,-0.1679,,
-14.882,0.576,-0.6034,-0.8088,0.845,-0.1891,1
-21.004,0.0758,-0.2694,12.905,29.877,0.2435,1
0.3483,,,,11.973,0.2929,
-0.9263,0.1582,-0.776,,-26.978,-10.174,
0.1045,0.0506,,0.791,0.6901,13.475,1
,-0.268,-0.7725,-0.6166,,,1
0.2614,0.1607,-0.0592,0.4169,-0.6401,-0.0883,
-21.655,-0.5388,-0.1046,-0.263,,0.1516,1
-27.261,,-0.146,0.6995,10.857,-0.4135,1
0.1438,0.1275,,,,0.9186,1
-0.4956,-0.3083,-0.3549,-0.9594,,13.484,1
-0.3983,0.4136,,11.517,-0.0943,,1
-0.3568,,,-0.7186,-12.739,,1
-12.272,-0.1656,,0.3103,-0.0877,,1
,0.9672,,24.027,0.6391,,1
0.396,-0.1207,0.1153,0.2996,-14.313,-0.1696,
,0.5426,,,-0.6267,,1
,,,30.924,0.6221,0.398,
-0.0191,,,-0.521,0.2036,,
-15.923,0.1181,-0.5338,-10.531,-16.952,-0.197,1
0.0483,,-0.1862,0.8859,,,1
,-0.5738,,0.5357,,0.1338,1
0.4321,,-0.0997,,-0.1372,0.2299,
,-0.2124,-0.6215,,-30.795,0.1823,1
-22.926,,0.1481,0.8025,48.165,-0.1222,1
-26.045,12.07,0.178,-0.0332,-22.806,-10.735,1
,-0.054,,0.311,,0.6578,
-0.7587,0.3581,-0.1329,-14.361,,-0.8153,1
,0.1468,,0.3909,-31.524,0.1642,1
,0.2453,-0.2123,10.967,-0.2093,0.3047,
0.1288,,-0.0404,-11.904,-28.479,,1
-0.3662,-0.455,-0.3929,,,0.4892,1
0.2481,-0.2986,-0.1933,-17.984,-26.938,0.7195,1
-0.1382,,,,18.491,0.5324,
,,,-0.0343,15.542,-0.4181,1
-21.5,-0.3432,,,24.634,-0.4148,
,,-0.3211,17.016,29.061,0.4682,1
-0.8276,-0.8441,-0.4599,-0.1867,,0.1498,1
0.0139,,-0.0913,,0.8111,12.1,1
-21.516,0.2988,-0.6482,0.3277,,-17.03,1
-36.773,,-0.0556,0.3993,,-14.684,1
,0.7138,,,-57.914,,1
,0.1311,-0.1701,,,11.776,1
0.3925,-0.1916,-0.4558,,-30.963,0.9053,1
-0.3007,0.0179,-0.265,-17.083,,-0.746,1
-0.1887,0.25,,13.466,,,
-11.942,0.334,-0.3625,,-20.3,0.3466,1
-0.9189,0.6005,-0.2303,,-33.386,0.2218,
-0.0393,,,-0.9649,,0.6281,
-15.776,0.1912,,0.1821,-36.318,-0.5095,1
-0.524,0.4083,-0.1077,-17.067,-27.271,0.4734,
,0.7625,,-0.2544,,0.0971,1
-16.804,-0.5104,,26.969,84.98,0.3771,
-0.1563,,0.028,-21.513,,0.1489,1
-13.255,,-0.4138,-18.897,-36.496,-0.5059,1
0.2266,0.2848,-0.1554,11.472,-10.056,0.6977,1
33.692,-25.771,-10.668,0.3401,59.783,-39.64,1
,0.2132,-11.54,-12.079,-17.278,,
0.1976,0.401,-0.0898,0.8063,-20.81,13.783,1
-18.061,-0.2792,-0.0653,,-11.431,0.8909,1
0.1331,-0.5175,,-0.3106,15.074,0.8075,1
-14.961,0.0158,,-11.078,,,
-0.1261,0.4391,-0.1076,12.194,-0.14,,
-0.9074,0.0178,0.0294,0.539,,,
-0.0434,0.0688,-0.1709,-11.914,-0.6232,-0.9651,1
-14.665,,-0.2312,-13.726,,-0.53,1
-21.419,22.034,0.361,32.267,-25.831,18.018,1
0.0032,-0.8765,,0.3484,,0.1901,
,,,,-0.3167,-44.594,1
-0.9905,0.71,-0.0373,-14.342,0.6614,-0.505,1
,0.3624,-0.2569,,-10.98,,1
-0.9554,-0.0265,0.037,14.155,-0.877,,1
0.0952,,0.1832,,,,1
-15.119,0.7047,0.0927,-23.21,-0.1701,-15.506,
,0.5757,-0.1326,,-0.2906,,1
-12.337,-0.2723,,16.385,-0.0488,20.728,
0.2237,-0.6396,,-14.654,-0.2236,,1
-26.881,-0.0628,,-23.858,-21.728,-16.96,
-27.128,0.7477,,18.33,10.028,24.919,
,-0.6185,,-12.153,-13.004,-18.612,1
-21.584,0.3423,-0.5279,-13.189,,0.0776,
,0.6809,-0.1424,0.9867,-0.6314,14.99,1
-19.233,0.2635,-0.0038,14.779,0.9063,,1
-0.0048,-0.7931,,-11.287,0.2098,-17.477,1
-14.671,0.7692,-0.1693,,-11.632,-10.152,1
-0.4559,,-0.1955,11.841,-0.9498,22.773,1
,0.0827,,16.246,-10.826,,1
-0.466,-0.8044,,-18.161,,-20.363,1
,0.7561,-0.0749,-19.549,-0.2374,,
-0.0963,0.3209,,24.846,-0.8812,,1
,-0.2531,0.2709,12.562,-11.189,-0.3808,1
-0.3631,-0.6079,0.3047,-28.798,0.3665,-20.365,
,0.8986,0.1737,-15.823,0.4738,0.6422,1
,0.3179,0.0602,19.149,-16.146,16.353,1
-0.6543,,0.1925,18.02,0.1808,-0.1103,1
,,0.2838,-29.519,,-26.374,1
-11.834,0.7149,-0.119,-16.561,,-0.3018,
-0.937,0.3814,-0.1124,32.365,-15.141,22.416,1
-0.6912,-0.336,,0.8939,,-0.1465,1
-18.939,-0.3562,0.4991,-32.81,,,1
-0.0302,11.299,-0.2749,-11.234,0.7761,-0.0055,1
-23.756,,0.1788,,0.1344,,1
-0.4779,,0.0591,0.6615,,-0.7486,1
-18.732,,0.3288,-37.635,,-43.648,1
-0.3575,,-0.003,-0.0857,0.9848,0.0765,1
-22.297,0.8747,-0.0871,26.522,,,1
-0.5271,-0.2068,,0.5767,-0.4087,,1
,-0.3886,,,-0.0881,-42.885,1
,0.795,-0.368,,,-0.136,1
-24.903,,-0.0202,23.184,,27.021,
-0.0501,-0.5082,0.2108,0.5496,-0.0071,-0.6648,1
,-0.2504,,,-0.2735,-28.295,1
-0.1074,,-0.2281,0.0354,0.9017,0.627,1
-30.042,,0.1138,,18.491,25.073,1
0.0253,-0.6491,0.2305,,-0.323,0.1317,1
,-0.2495,-0.1364,-24.673,-20.749,-31.753,
,,-0.1077,-0.8142,,-0.7761,1
-19.96,13.004,-0.1912,29.308,0.0138,28.489,
-0.2698,,,,-0.6739,0.1563,
,-0.3032,0.0709,-16.457,0.1212,-43.292,1
,,-0.1041,-16.282,12.979,,1
,0.4375,-0.0677,15.261,12.686,,1
-13.768,-0.0288,0.0652,,-12.662,25.888,1
-0.0202,-0.5109,0.2463,,-0.3199,0.8703,1
-31.543,0.0324,,,-24.447,,
-0.4091,,-0.0956,10.366,0.6354,0.9211,1
,-0.1336,-0.4002,-21.765,-17.327,-0.8715,1
-14.197,,0.2671,17.292,-11.306,13.456,1
-0.0976,-0.327,0.0271,0.0044,0.5097,-0.5866,1
,-0.2337,-0.8166,-11.303,-14.208,-10.51,
,0.462,-0.1165,-0.5651,0.5207,,
-18.868,0.3582,-0.0863,16.415,0.4449,11.656,1
,-0.1202,-0.0212,-0.6428,-0.8373,-0.5684,1
,0.1883,-0.1563,-13.653,0.82,,
-28.251,-0.5151,0.2376,-0.6864,17.008,-0.008,
0.039,,0.0646,-11.99,-0.1288,11.252,1
-34.863,-0.1057,-0.0747,33.642,60.103,,1
0.3565,,,-10.117,-0.1723,0.7642,1
-16.261,0.0338,-0.9063,-11.687,,,1
,0.0655,-0.3509,,-0.2299,0.8897,1
-0.0002,-0.4794,0.0831,-30.454,0.0331,,
-22.037,,0.0114,-25.023,-0.4417,-12.285,1
0.2805,0.4727,-0.3754,-17.522,,17.449,1
,-0.7112,-0.3362,0.2347,0.0273,10.971,1
0.0499,-0.3608,0.0709,-14.668,11.894,-0.9099,
,,0.13,,0.7778,-22.522,
,0.8626,-0.6308,,-23.898,,1
,,-0.4156,,,,
,,-0.0088,-18.763,-0.4692,0.0922,1
-15.479,0.4034,0.0356,-21.857,,-10.329,
0.1166,,-0.1786,17.629,14.906,,1
-19.199,-0.4447,-0.2842,11.705,-22.339,20.539,1
0.1067,-0.5841,-0.001,-0.6726,0.6633,,1
-13.575,0.3128,-0.3056,-14.974,,-10.747,
,,-0.1109,19.062,0.0303,13.574,1
,0.0669,0.0813,,0.2306,,
,,,-0.0189,-0.0886,,1
-30.002,-0.2755,,-0.6216,,-17.513,1
-12.738,,,0.4569,0.7648,-11.615,1
-15.189,0.0947,,-0.7723,,-0.4451,
-14.776,0.3441,-0.1184,-14.897,0.1195,-0.6837,1
0.0811,0.6537,-0.3346,0.9774,,0.7194,1
-21.462,0.2993,-0.0093,20.044,14.107,22.312,1
-0.997,-0.5016,-0.1575,-22.81,0.0175,-59.703,
,13.786,-0.1415,0.7775,30.593,0.5261,1
-38.963,,0.2379,18.376,0.5161,31.888,1
,,,,-0.3434,-0.934,1
,,,-22.532,-19.472,-11.444,1
-0.0518,0.7319,-0.1579,0.2902,,0.9267,
,,0.3262,,,27.277,1
-0.2812,,0.0929,,-0.4512,-0.1747,1
,,,-20.118,0.4723,,
,,,,13.838,-0.0689,1
,0.5274,0.5743,33.048,,17.626,1
-0.1318,-0.369,0.1411,,0.9027,,1
-0.3558,,,,-25.48,16.144,
-14.484,-0.4114,0.0842,-34.101,,-34.305,1
,0.7834,-0.0311,,0.7336,-0.0671,1
-0.6826,0.5654,-0.0052,23.672,,,
-0.598,-0.3464,0.1564,,10.337,-0.1956,1
-11.104,,0.0584,,-10.042,,1
-0.5261,0.7351,-0.0009,,0.6395,-0.222,
-21.593,,0.0799,30.49,-16.066,0.765,1
,,0.178,0.4605,,0.1399,
-0.9595,-0.3009,0.0571,-21.026,0.1665,,
,,-0.0232,-12.335,,,
,11.008,,25.036,-17.419,,1
,-0.563,0.1174,,,-0.3338,1
-17.268,,-0.1079,,,-39.832,1
,,,-0.7073,,-0.3606,1
-38.204,15.509,0.7795,,-0.4896,,
-0.3182,,0.1302,0.0425,,,1
-15.555,-0.3531,-0.0283,-25.58,0.0007,,1
-0.0794,0.8135,-0.0961,-13.775,11.713,-0.6433,1
-23.479,19.25,0.1626,28.236,-19.674,20.55,1
0.0747,,0.1133,,-0.0897,,1
-22.511,0.0229,0.067,-25.051,-18.803,-37.712,
,0.583,-0.0604,-10.963,16.019,,1
,14.285,,,,-0.9541,1
-0.418,,,18.573,16.037,,1
-12.486,-0.5321,0.4001,-25.437,-0.3676,-37.11,1
,0.7712,,-0.8639,18.153,-0.2613,1
-39.736,,0.8555,34.345,-0.1297,20.142,
0.0972,-0.6358,0.176,0.4652,0.418,,1
-31.494,0.3866,,,-0.7556,-33.988,1
,,-0.1882,-0.1514,22.387,0.4096,1
-41.836,12.907,,,18.332,18.736,
0.1659,-0.6998,0.0974,-0.0846,-0.1744,0.3077,1
-31.315,0.3198,0.0956,,,-19.87,1
,0.998,-0.1044,,15.19,0.6086,
-30.596,-0.1199,0.1425,34.551,18.139,0.9296,1
0.2033,-0.5978,0.0656,,,0.4226,1
-18.461,0.5763,-0.0615,-24.237,,-12.403,1
0.3819,,-0.1272,0.2005,12.705,11.463,
-21.053,,0.0519,21.022,15.217,24.054,1
0.023,-0.8631,,-0.1936,13.883,-0.532,1
,0.2406,-0.2526,-25.145,-18.8,,1
0.4339,,,0.1302,0.1114,0.8216,1
,-0.1335,0.4556,10.981,,,1
0.2915,-0.4677,,-0.3128,10.408,-0.4069,1
-15.983,,-0.1938,-14.809,,,
0.1433,0.5698,,0.8726,,13.115,1
-16.791,-0.9226,-0.2283,24.882,-0.1604,0.0803,1
0.1142,-0.4448,0.2471,-12.2,-0.0182,10.344,1
-22.669,-0.7216,-0.4084,-39.004,-18.252,-11.038,
-13.758,-0.1429,,36.294,-10.624,10.224,1
,-0.7245,0.2479,,0.0712,,1
-18.615,,-0.0337,-32.748,,,1
0.2378,0.7689,0.0072,,,25.16,1
-13.898,-0.1474,0.1019,,,0.6402,
-0.1718,-0.7715,0.247,-25.069,,-12.607,1
-15.026,,-0.0794,,-0.083,-14.74,1
-0.1299,0.4069,,,,32.362,
-12.504,-0.1344,-0.0945,15.48,-0.1979,14.103,1
-0.1344,-0.6211,0.1857,-21.14,,,1
,,,-20.801,,,1
0.0309,0.4132,-0.1882,0.804,0.6366,,
-12.648,-0.2448,,,-12.882,13.395,1
-0.1167,-0.5106,0.1912,,,-12.57,1
-15.381,0.7637,-0.0222,-18.324,,,
,,,,0.1164,,1
-21.015,-0.139,-0.3991,22.124,-0.5368,,
,,,-17.684,,-0.8096,1
-20.661,,,-28.133,-46.646,-10.348,1
0.2992,0.67,-0.1775,,0.426,15.271,
,,0.0756,19.236,-0.63,,
0.0525,,,-20.06,0.6549,,1
-19.445,0.8606,0.1564,,,-12.377,1
0.0355,0.339,-0.2366,,-0.6897,14.379,1
,-0.3806,,,0.2975,0.2401,1
-0.3648,-0.2872,0.0041,,-0.9111,-0.471,1
-0.1756,0.6066,-0.1068,-0.2125,0.1492,-10.934,1
-0.3779,0.4105,-0.0012,16.512,-0.2771,16.846,1
-27.359,,0.2731,-26.231,-13.554,-37.458,1
0.4132,0.7651,-0.1301,,0.6301,0.0006,1
,0.0221,,,15.901,,1
0.5216,-0.4091,0.2365,0.0825,-0.8894,-0.246,1
-23.764,,-0.3348,-18.305,,-19.183,1
,0.6214,-0.0874,,22.331,13.873,1
-33.178,,,35.96,17.834,17.587,1
0.4607,-0.5582,,-10.29,-0.4404,-15.036,1
-18.65,0.361,,-30.855,,-16.89,1
0.2952,,-0.1496,11.56,-0.9857,20.974,1
-24.068,0.5705,-0.5089,,-0.3051,19.333,
,-0.5722,,-20.361,-17.649,-19.391,1
-18.673,0.6786,-0.7954,-12.288,-14.085,-15.913,
0.4312,0.4706,,0.6098,,,
-21.568,,,20.709,-0.8417,18.416,1
-0.2445,-0.6133,0.1692,,,-18.161,1
-18.746,,0.0199,,0.32,,1
0.0858,,-0.0019,13.035,-10.227,,
,-0.1645,0.1334,22.014,0.1966,0.6616,1
-0.3391,-0.8349,0.337,-19.896,,-28.156,1
,0.9549,-0.0885,-19.116,,-0.1614,1
0.0465,,0.1845,10.734,0.381,,
-32.085,-0.2874,,,-0.0296,,
0.2929,,-0.2021,-0.5329,11.181,0.2225,1
-37.265,0.8441,,33.652,0.8725,25.643,
,,0.1515,-0.1264,,,1
-24.482,-0.3893,,,,-17.126,1
,,,12.663,,0.9787,1
,12.054,0.2364,27.526,20.155,28.926,1
,,0.1653,-0.4441,-0.6914,-11.449,1
-32.983,,-0.0866,-27.025,,-13.418,
0.2326,0.4627,-0.2959,,,17.289,1
-28.69,0.1445,,17.637,,,1
,-0.4948,0.0967,-11.349,,,
-16.473,0.3936,-0.232,-22.777,,-0.2279,1
-0.1774,0.2554,-0.1635,26.722,-0.5433,30.507,1
,,0.1899,,-0.7822,-0.0836,1
0.1058,-0.5658,0.1946,-21.517,-0.512,-16.922,1
,,,,0.3218,-0.4361,1
-0.2569,0.1472,-0.2293,16.436,,,1
-0.6969,,0.1288,,,0.6305,1
-0.781,,,,0.6051,-22.916,1
,0.7389,0.0235,,,-0.6845,
-17.404,14.146,-0.1422,21.983,-26.863,18.735,1
0.055,-0.5332,0.1926,,,-0.5595,
-10.587,-0.5361,-0.1248,-24.104,-18.282,-34.54,
-0.4544,0.7274,-0.1676,,0.2801,,1
-36.364,11.837,0.5573,31.535,0.2037,,1
0.2655,-0.8472,0.115,0.6154,0.2623,,
,0.1035,-0.3372,,-0.6075,,1
,,-0.1656,-0.2331,19.872,0.7147,1
,,0.9794,46.581,23.637,0.9809,1
-0.0615,-0.7736,0.1428,,-0.8047,,1
-22.266,,,-24.782,,-20.813,
0.0169,,-0.1317,,0.9966,11.691,1
-37.356,,,36.452,17.867,12.204,1
0.0239,-0.5235,-0.0328,,0.6644,0.2264,1
-27.493,-0.1104,0.0117,,,-16.259,1
-0.0914,0.9355,-0.1778,,24.422,0.8029,
-42.085,,,41.443,17.273,,1
0.2794,-0.7262,0.4074,,,0.1399,
,,-0.5583,-25.383,-26.975,,1
0.4251,0.7004,-0.1337,0.6924,,16.708,1
-29.987,0.0796,0.3201,28.872,20.286,24.513,
-0.1561,-0.6992,0.1543,-0.7042,-0.4464,-0.9482,1
-27.504,,-0.465,,-0.2896,,
0.0129,0.4937,-0.1131,,,33.915,
-16.497,-0.2282,0.0907,,-0.5761,14.676,1
,-0.6812,0.1023,-0.8134,-0.2273,,1
,0.5377,-0.2922,-16.008,,-0.3441,1
-0.7992,,,,-28.573,,1
-11.396,-0.5364,0.1596,-22.436,-0.8245,-18.084,
,0.897,,-17.086,0.673,-0.6921,
,0.8122,-0.3834,24.832,0.245,31.322,1
-0.7827,,,0.7325,,0.2699,
-0.652,,0.4288,-29.016,0.897,-27.637,1
-0.1178,10.464,,-13.812,0.2868,,1
-17.61,13.44,-0.2544,,-0.8457,23.334,1
,-0.4776,,0.3119,-0.2004,-0.6197,1
-15.332,-0.1554,-0.0035,-29.668,-13.873,-36.607,1
,,,,-0.5164,0.1472,1
-0.4181,0.5937,,29.83,0.3341,12.105,
-0.3022,,0.0618,,0.4234,0.1077,1
-25.351,,,-29.785,-18.695,-14.837,
,,-0.1421,0.1601,14.91,,1
-38.586,0.7906,0.4474,,16.098,19.966,1
,-0.5919,0.1723,,-0.4555,,1
-32.415,,,,,-0.2018,1
0.5686,0.5713,,0.9174,0.1107,13.977,1
,0.0823,,24.88,14.353,,1
-0.1399,,0.2986,-12.542,-0.3121,-10.741,1
-17.133,0.571,,,-20.704,-0.7618,1
-0.0242,0.3133,,,40.817,24.158,
-13.481,-0.1229,-0.2784,0.8968,,16.192,1
0.1268,-0.5325,0.1555,,-0.088,,1
-17.892,0.5213,,,-0.1447,,
0.0228,,,,,34.075,1
-14.596,-0.0452,,,0.8906,0.0101,1
,-0.5917,0.247,,0.7764,,1
-16.724,0.7775,0.0517,-20.932,0.4953,-0.591,1
,,-0.1314,,-10.97,34.075,1
,-0.3905,-0.0142,11.574,-11.776,-0.4519,1
-0.8895,-0.6067,0.0443,-28.744,-0.8144,-22.403,1
-0.4223,0.891,-0.1148,-0.7774,,0.583,1
-35.96,13.609,0.9469,30.915,-0.324,10.778,1
,,0.0421,0.4196,,-0.4173,
-33.058,-0.2377,-0.0377,-26.857,,-10.553,1
,,-0.2908,0.7101,-0.1821,,1
,,0.8891,,0.9052,14.744,1
0.244,-0.7287,0.029,-11.41,0.1045,-0.2128,
-28.425,0.078,0.0488,-28.647,-21.502,-11.315,1
,,-0.2803,11.303,25.903,,1
-20.565,,,22.925,-0.3932,24.818,1
,-0.7524,0.2498,,-0.7404,-0.9705,1
,0.4261,-0.0102,,0.0698,-14.204,1
0.2262,0.3557,-0.1644,0.8061,0.5039,25.477,1
-16.101,0.0278,-0.0844,,,0.8103,1
0.124,,,-15.341,,-17.024,
,-0.187,,,-0.8686,-21.313,
,,-0.1709,17.589,0.6185,,1
,0.0282,0.1959,,-0.397,15.745,1
0.1272,,0.0401,,-0.275,-12.89,
-20.981,,-0.1786,-11.668,-0.7968,,1
-0.0811,0.3673,-0.162,,16.164,23.072,1
-17.118,,0.319,32.603,-11.35,19.954,
0.0706,,0.1033,-0.9538,,0.6117,1
-19.684,0.7386,,,-0.3373,-16.867,1
,,,0.1294,0.8679,18.43,1
-25.6,0.1124,,33.347,0.2753,21.831,1
0.1629,-0.6334,,-14.501,-14.154,-10.681,1
,0.5129,-0.5301,-16.809,,-0.8125,
-0.0585,0.3697,-0.1423,14.535,22.938,17.137,1
-19.914,,0.2971,32.375,-0.129,,1
-0.064,-0.7815,0.0754,-0.7638,0.5224,-0.8948,1
,0.3272,,,-0.3572,,1
0.269,0.6439,-0.1742,,,12.716,
,0.163,0.0958,28.648,,25.734,1
0.251,-0.6209,0.0962,-16.183,-10.194,-0.5918,1
,0.4592,-0.226,,-10.499,,
0.28,0.6212,-0.0314,,0.1045,10.047,1
-23.833,,-0.0355,18.959,0.0581,19.267,1
0.0735,-0.6871,0.4124,-0.8781,,-0.608,1
,0.1564,-0.1933,,-11.057,-14.537,1
0.4258,0.3336,-0.403,,11.174,18.029,
,,-0.2437,20.373,-0.8733,17.478,1
0.1051,,0.2742,,,-12.93,1
-10.437,0.6352,-0.1168,-11.702,-0.2549,-11.771,1
0.0087,0.477,-0.1855,0.9524,0.5152,30.908,1
-17.249,,,20.791,0.0922,10.177,
-0.1816,-0.5835,0.2147,-20.325,,-20.524,1
-15.21,0.7491,-0.0641,-15.514,0.5003,-15.674,1
0.1022,0.5119,-0.2026,12.164,0.276,28.597,
,,0.1411,22.506,-0.4921,0.421,
-0.3531,-0.1855,,-21.533,,-14.709,1
-0.6481,0.9029,,,16.188,-12.011,1
,,-0.2464,,-25.631,32.268,1
-0.7284,-0.4372,,,,,1
-0.3337,-0.5812,0.2469,-17.982,-11.544,-18.707,
,,,,0.5798,0.2675,1
,13.61,-0.2042,20.411,-0.9533,10.912,1
0.0894,-0.7578,,13.272,0.8094,0.7229,1
-24.958,-0.2535,0.2811,-33.988,-0.134,,1
0.014,0.9357,0.0205,,10.953,-0.2882,1
-24.989,,0.486,26.178,-20.746,16.567,1
,-0.5146,0.1951,,0.6306,,1
,,,-22.723,,-18.045,
-0.8567,0.8457,0.1533,-17.4,18.62,-0.9986,
,,,-23.024,,,1
-0.5777,-0.2687,,15.385,-0.483,0.3764,1
-0.5935,-0.9379,,,,-11.117,1
-0.6885,,-0.0863,-28.635,-0.5645,-20.827,1
-15.652,,-0.1965,29.593,0.6898,34.346,1
-0.1991,,,13.256,-0.5881,-0.0603,
,,0.148,-28.786,,-35.137,1
,0.8371,-0.2827,,-0.9456,-0.9746,1
-34.501,0.9232,0.2144,22.697,,26.995,1
-0.2855,,,15.158,-0.0514,-12.259,1
-21.253,-0.5295,0.0609,-22.758,,,1
0.0468,0.6769,-0.2924,0.1762,15.199,0.4987,1
-41.676,0.217,,,34.955,,1
0.2459,-0.8053,0.1888,0.1203,-10.644,-0.5661,
,0.0899,-0.1633,,-22.84,-10.601,1
,,-0.1535,,13.923,12.747,
,0.5879,0.4996,22.249,17.545,18.718,1
0.2892,-0.5914,0.0887,-15.333,,-10.891,1
-25.576,,0.0585,-30.492,-25.479,-0.2058,
0.2677,0.5684,,,0.4195,,1
-14.382,,0.2513,23.062,-0.9889,10.413,
0.1401,-0.6449,0.2267,-18.675,,-0.5037,1
-16.91,0.7328,,-22.792,,-11.317,
,0.2643,,15.81,-0.5933,30.886,1
-0.7686,-0.3692,0.1465,,-25.93,0.0324,1
-0.5255,-0.6075,0.1152,,,-18.703,
-13.46,0.7496,,-18.87,0.1861,-0.0413,
,,,,,20.645,1
-0.9294,-0.2298,,18.471,0.282,-0.4991,1
-0.747,,,,-22.355,-46.176,1
,0.8033,,-0.8255,-11.868,,
,,,19.598,-0.8666,15.688,1
0.2603,-0.4658,0.2486,20.136,,-0.6302,
-31.893,-0.297,-0.1715,,-0.4531,-32.702,
,0.8754,-0.1311,,0.9279,,1
-33.689,,0.1958,27.408,,19.454,1
0.4187,-0.8014,0.3106,-0.0841,0.0762,,1
,0.2015,,-24.887,,-0.8606,1
,0.7398,-0.1234,,12.264,17.002,
-25.662,0.1831,,,15.551,18.369,
0.2981,-0.6319,0.213,-10.754,-14.441,,1
-19.58,,-0.2175,,-20.919,,
,,-0.1602,13.005,,25.396,1
-11.852,,,20.56,-0.1851,14.161,1
-0.1584,-0.8095,0.3174,,,,
-13.748,0.8893,-0.0591,-22.595,,-0.6759,1
0.0635,,-0.3032,,-0.882,33.565,
,,0.2068,13.109,-0.7838,0.293,
-0.3267,-0.6544,,,-11.162,-26.39,1
-10.871,0.715,,-19.522,0.3734,,1
,,0.2216,15.534,0.459,-0.3634,1
,-10.332,0.0348,,,,1
-0.4663,,,,-0.0715,0.7136,1
-31.418,0.2706,0.4432,35.799,18.822,29.462,1
,-0.686,,-0.2369,-19.206,-0.7809,1
-32.455,-0.0341,0.0395,,-13.299,-18.624,1
,0.7861,,,0.1698,0.7518,1
,,0.1131,0.3721,41.326,19.356,1
0.1514,-0.5999,,0.8638,0.9528,,1
-23.825,0.1427,,-23.582,-16.618,-0.4544,1
-0.0288,0.5109,-0.1343,,,,1
,,0.1135,13.303,35.074,25.62,1
,-0.6313,,0.2962,,-0.9117,1
,,,,-11.787,-0.977,
,,,16.828,-0.8866,,1
,0.0238,0.4382,21.197,16.025,,1
,-0.4154,0.2686,-10.041,-10.774,-0.9285,
-20.635,0.5806,-0.1002,-31.075,-21.398,-0.8893,1
,0.3636,-0.102,18.854,0.2527,23.796,1
-12.961,0.0821,0.3215,25.437,0.1117,0.5201,1
-0.1746,,0.4714,-23.254,-0.2532,-13.687,
,0.5339,-0.1066,-22.351,-0.7998,-0.5626,1
-0.5471,0.4359,0.057,23.248,-30.22,22.323,1
,,,17.68,0.691,-0.3037,1
-15.89,-0.4673,0.3058,-24.084,0.9937,-26.557,1
-13.435,,0.1295,-18.149,0.2503,-0.0311,1
-0.5674,0.3364,-0.3004,,,,1
-0.3862,-0.1819,,0.5119,-13.483,,
-0.6933,-0.697,,,0.2513,-34.742,1
-0.404,0.7463,,,,,1
,0.8129,0.3335,,12.978,22.831,
,-0.2768,0.1777,0.6447,,0.0464,1
-13.903,-0.4763,0.1711,,-0.2831,-33.097,1
-0.1162,,-0.2269,,,0.777,1
-33.23,0.5595,0.6165,,18.477,,1
0.147,,0.1391,-0.1038,-0.2445,-0.7828,
-30.266,-0.4404,,-30.233,-15.449,-0.9898,1
0.1002,,-0.1799,0.9543,0.9011,17.345,1
-29.233,0.3252,0.4685,23.238,0.688,,
0.1778,-0.6344,,-0.5617,-0.1054,,1
-21.617,,-0.1748,-29.205,-12.365,-13.87,
0.1923,0.5734,-0.1049,0.4954,-0.2302,,1
-27.997,0.1954,0.2314,,0.8559,21.413,1
,-0.6654,0.2131,,,-0.8574,
-24.762,0.1497,-0.1841,-29.025,,-0.5661,1
0.1432,0.6241,0.0144,0.5264,-0.1185,10.384,1
,0.1986,,,0.3848,,1
0.35,,0.2097,-14.652,,-11.782,1
-17.648,,-0.1226,,-16.586,-0.7091,
-17.949,-0.0025,,26.527,0.5888,0.6878,1
-0.0419,-0.5629,0.2947,,-0.514,-0.9517,1
,0.5914,,-24.451,-0.1194,-10.87,1
,0.3446,-0.2101,15.977,,23.687,1
-21.111,,0.144,18.247,,0.6739,
,-0.628,0.2057,,,-14.259,1
-10.975,0.6635,-0.123,-19.965,14.207,-0.8612,1
-0.0062,0.4053,-0.2046,16.268,,26.424,1
-0.9638,-0.3123,0.0676,,,,1
-0.6535,,,-18.506,,-12.512,1
-0.8923,0.6943,-0.0825,,0.468,-0.8552,1
-0.6128,,-0.2194,13.571,-0.1857,30.589,1
-10.134,-0.2479,0.1267,,0.3014,,
,-0.6202,0.2221,-17.373,0.5302,,1
,0.587,-0.0616,,0.0923,-12.461,1
-0.4674,0.3747,-0.1497,16.357,-0.6374,30.386,1
,-0.4571,,,0.7367,-0.12,1
-0.9166,-0.2084,-0.0928,-16.459,18.353,-17.914,1
,,-0.1666,-18.334,-0.9216,-10.716,
-13.393,,-0.2758,,-16.364,32.082,
-0.5324,-0.3048,,17.705,-0.5948,0.0176,1
-0.8967,-0.4193,,,,-21.482,1
,,-0.1865,-19.742,0.4312,,1
-18.124,14.096,-0.0983,20.876,-20.911,25.703,1
-0.447,-0.4405,0.1324,,,-0.2436,
,-0.3264,-0.2022,-30.009,,-20.74,1
-0.3771,0.6826,-0.063,,-0.0755,-0.3829,
-0.794,0.923,,24.251,-0.8032,0.7432,
-0.9478,-0.3225,0.0236,,-0.5304,0.8376,1
-10.082,-0.5475,,-31.275,,-37.307,
-0.6044,0.8903,0.0431,-12.558,,,1
-42.212,15.771,0.4547,29.289,,0.4082,1
