acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,activity
,,-0.1103,-0.6589,,0.6107,
-0.3348,,,,,,
-0.2962,,-0.1616,0.601,,,0
-0.517,,-0.4579,,26.895,,
,,-0.2615,-19.849,,19.911,0
,-11.191,-0.0025,-12.342,,28.594,
,-0.5214,-0.0949,-0.552,,0.1077,
-0.601,,-0.3647,26.178,27.857,-29.663,
-0.5396,-0.8908,-0.4595,10.283,,-10.288,0
,,-0.5888,,,-0.1951,0
,,-0.2606,-16.997,-0.7786,24.529,0
,-0.5846,,,-0.5074,-0.9101,
-0.7378,-0.5836,-0.2342,0.6312,-0.4399,-13.976,
,-12.966,-0.4075,,,,0
,,-0.1146,-14.05,,,0
-0.1621,,-0.1084,,0.9089,21.94,
-0.4125,-0.7635,,0.6976,,-23.338,0
,-14.77,,15.186,,-16.163,0
-0.8522,,-0.1646,0.7222,,,
-0.1295,-15.003,,-17.493,,,0
-0.6114,,,,,,0
,-0.6674,-0.1462,-11.499,,25.662,0
,-0.7167,,16.979,-0.4349,,
,-12.07,,,-0.7842,-16.925,
-0.5494,-0.767,,0.8548,12.044,,0
,,,,-15.449,,
,,-0.0235,,29.148,19.397,
,-0.527,,,,,0
-0.5063,,,,,-39.848,
-0.2701,-10.582,-0.278,,,,0
-0.5693,-0.7065,,,,-0.1252,0
-0.1398,,,,,25.962,
-0.3052,,-0.0309,-0.3649,19.304,15.148,0
-0.1948,,-0.1221,,-0.7637,0.728,
,,,,,-41.062,
,-0.9087,-0.2087,10.001,0.1782,-0.3308,
-0.4937,-0.7037,,0.6865,20.015,,
,-14.087,,-27.259,-18.762,,
,-11.184,,-0.2723,,,0
-0.0625,-0.5583,,,,11.101,0
-0.7368,-12.652,,,0.1231,,0
,,-0.3179,,-20.113,-0.4439,0
,-0.6984,-0.3898,,32.553,,0
,,,-21.213,-15.425,,
,-10.517,-0.0695,-0.5984,,,
-0.1441,,-0.1285,,-0.209,10.119,
-0.5796,-12.6,-0.3732,16.071,,,
,-10.972,,,,,0
-0.5936,,,,26.782,,0
,,,,,,0
-0.3259,,,-0.8979,19.891,,0
,,,-0.7577,,0.8343,
-0.5561,,,16.733,-0.5016,-38.589,0
,,,,,-0.504,0
-0.6402,-0.7882,-0.4212,,,,0
,,-0.3391,-21.686,,,0
,-11.294,-0.1005,-0.9578,,14.497,
,-0.4314,-0.1259,,-0.8063,,0
-0.605,-11.869,-0.4296,,,-41.909,
-0.1609,-0.9575,,,,-0.1567,0
,,,,10.718,23.987,
,-13.234,-0.4697,18.067,-0.599,-22.146,0
,,,0.8462,,-0.7747,0
-0.4173,-15.657,-0.4488,,0.0857,,
-0.6983,-11.576,,,,,0
-0.1842,,-0.1032,-0.936,,,
,-0.9905,-0.2643,,0.6743,-35.641,
-0.109,-0.9138,-0.34,,,-0.1934,0
,,,0.8864,,,
-0.23,,,,-26.434,,
,,,,26.494,21.964,
-0.1919,-0.5524,-0.115,-0.5791,,0.9372,0
-0.4744,-11.866,-0.4197,16.728,,-37.674,
,,-0.3701,0.8833,-24.438,-0.5442,
-0.3704,,,,,0.1119,0
-0.4111,-13.17,,-24.714,-23.023,,
,,,-0.6611,,25.739,
-0.1181,,-0.1631,-0.489,-10.055,0.4949,
-0.8017,-12.441,-0.4264,24.411,0.4555,-38.753,0
-0.1948,-0.9327,,0.3689,-26.202,-0.1825,
,-0.7426,,,,-0.2155,0
-0.2275,-13.293,-0.3884,,,12.634,
,,-0.0962,,10.832,11.868,
-0.2021,-0.5358,,,-0.9237,,
-0.5583,,-0.3119,,0.1468,,0
,-10.311,,0.9152,,-0.4389,0
,-0.8026,,,22.758,,
,-14.248,,-22.949,-18.99,,0
-0.3483,-0.9859,-0.0971,-0.7512,,,0
,,-0.1187,,,,
,-12.484,-0.39,24.735,,,
,,,,,-0.1374,0
,-0.6991,,0.6255,30.148,0.119,0
-0.2962,-13.167,-0.3645,,,,0
,,,-0.6939,,20.376,
,-0.5677,-0.1514,-0.6262,,,
,-12.44,-0.4063,,-0.3476,,
,-0.8858,-0.2507,0.367,-25.21,-0.1844,0
,,-0.3701,0.4061,13.151,,0
-0.366,,-0.4074,,-0.2227,,
,-0.9428,,-15.121,0.4546,15.573,
,,,,-0.3024,0.7813,
-0.4065,-12.887,,,0.1483,-28.159,
,-0.7551,-0.4115,0.8361,-0.7251,-0.1394,
,-0.7997,-0.4263,,,,
-0.3565,,-0.327,,-12.266,,
-0.4699,-0.9906,,,21.196,,0
,,,,-14.316,,0
,,-0.3327,,,,
-0.2087,,,0.0623,,0.2744,
,,-0.3148,-14.305,,0.6778,
,-10.43,-0.1712,,,,0
,,,-0.6108,-0.8265,10.558,0
,-11.137,,,,,0
-0.3158,,,,-0.6495,-0.5382,0
-0.3991,,-0.3928,-0.1315,0.1714,,
,,-0.2711,-0.7822,-18.034,0.7777,0
-0.4063,-12.306,,,,,0
-0.228,,,,,12.039,
,-11.341,,,-0.1603,-21.615,
,,,0.788,,-10.035,
-0.3645,,,,14.264,,0
,,-0.3587,,-0.9472,0.6693,0
,-10.661,-0.1193,,,15.511,
-0.2116,-0.6097,-0.1075,-0.8605,-0.4563,15.889,
,,-0.425,,,-26.007,0
,-0.9423,-0.3009,,,,
,-0.8763,-0.399,0.8051,,,0
,,,-11.11,-0.0905,17.179,0
-0.277,-10.245,-0.1275,,0.7385,,
,-0.6056,-0.09,-0.554,-0.1061,10.531,
,,,,0.3755,-25.338,0
,-0.8222,-0.2578,10.756,,,
-0.3273,-0.8305,,,0.9568,-0.1416,
,,-0.3253,,-14.837,,0
-0.3772,-11.012,,,17.286,18.285,
,-0.528,,,-0.4466,0.62,
-0.4672,,,16.381,,,0
,,,0.7053,,,0
-0.4098,-0.8911,-0.4138,,13.036,0.2316,0
,,-0.2135,,,17.879,
-0.2212,-0.9495,-0.0826,-11.108,0.7227,21.75,0
-0.2245,-0.5573,-0.1339,-0.1882,-0.0909,,0
,,,,0.345,-25.159,0
,-0.8293,-0.2639,,-21.265,-10.929,0
-0.4479,,-0.3551,0.3924,0.6323,-0.2269,
-0.2357,-11.816,,-0.9068,,,0
-0.2004,,,,,,
-0.2839,,,0.246,-0.6885,-0.9639,0
-0.3445,,,,14.451,-16.957,
-0.4374,,-0.2691,,,-0.7272,0
-0.4283,,,,,0.0482,0
-0.42,-11.441,-0.2124,,14.734,,
,,,-16.343,-0.1103,,
,-0.7212,-0.1394,0.1417,-0.5975,-0.5447,0
,-12.387,,,0.9528,-15.598,0
,-0.8181,-0.4001,,,-0.7002,
-0.2491,,,-11.581,-0.5266,0.3676,
,-11.496,-0.1895,-16.256,,15.808,0
-0.3167,-0.649,-0.2505,0.7381,,-12.995,
-0.2247,,-0.2278,,,-13.425,
-0.4356,-0.6594,,0.4562,-16.94,-0.5145,0
,,,,13.356,,
,-12.605,,,-0.4566,15.995,
,-0.8555,-0.0879,-12.481,,,
-0.2711,,-0.1048,,,-0.6842,
,-11.125,-0.2874,,,,0
-0.3297,-0.8276,,0.5435,-22.06,,
,-11.102,,,,-0.1982,0
,,-0.1844,-13.325,0.2607,,
,,-0.0634,,0.7629,,
-0.3,-0.7115,-0.1171,,,-0.4781,
-0.2474,,,18.556,,,
,,-0.2497,0.5344,,,
,-11.491,-0.3349,,0.1052,,
,,-0.1103,-0.9171,0.1433,15.678,0
-0.3212,,,-11.738,0.474,19.067,0
-0.3044,,,,,,
-0.4952,,,18.18,-0.1413,-28.698,
-0.2163,-10.012,-0.2776,,,0.0644,
,-0.7286,-0.3196,,12.203,,
-0.361,,,-0.658,0.8848,,0
-0.4381,,,-16.32,0.3533,,
,-0.7096,-0.0608,-0.4963,,13.564,
-0.3883,,,13.391,0.1715,,
-0.2781,,-0.2146,10.48,,-14.681,
,,-0.215,,,-0.0367,0
-0.2745,-11.367,,-0.0062,,0.4219,
,-11.5,,,,10.025,
-0.2664,-0.9364,,,0.2649,,
,,,,,,0
,-12.367,,18.445,-0.3908,-25.461,0
-0.1563,,-0.3103,,-17.861,,0
,-0.7122,-0.3181,0.127,,,
-0.3927,,-0.3296,,,,0
,,-0.1695,-11.926,0.6459,,
-0.2351,,-0.1201,,0.1872,10.572,0
-0.4493,-11.905,-0.2556,,-0.0947,,0
-0.1863,,-0.2229,0.6479,-16.137,-0.5566,
,-0.7778,,0.723,,,
,-12.589,-0.348,,,0.737,0
,-13.05,-0.1151,-14.652,,11.672,
-0.2464,-0.6918,,,0.2993,20.927,0
-0.3971,,,12.918,,-23.655,
,-13.938,,10.164,-12.951,-0.9524,0
-0.6012,-0.7431,,,0.8249,-0.5908,
-0.2856,,-0.3404,-0.9995,-0.1407,,0
,-12.506,,-16.03,-0.0981,18.838,0
-0.4709,,,13.355,-0.2319,-22.162,0
-0.0289,-12.759,,0.737,-0.9208,-11.133,
,,-0.203,0.3125,,-0.8018,
-0.3233,-13.602,,-0.3742,12.033,,
-0.5088,,-0.1502,,,17.904,0
,,,-0.6394,0.434,,0
-0.4026,-0.9817,-0.1726,13.092,-0.2365,,
,,,,,,0
,-0.7717,-0.2211,0.7672,0.5225,,0
-0.2772,-12.88,-0.3311,-0.6091,,0.491,0
-0.3749,,-0.0885,-16.493,,14.898,
,,,-0.3258,17.111,,
-0.2714,-0.74,,,,-0.9195,0
-0.2331,,,,-11.188,-17.928,
,-0.8462,-0.2444,,,,
,,-0.352,-0.093,0.6247,0.2322,0
,,,-11.844,,,0
-0.2708,-0.842,-0.0962,-0.7112,0.8655,,0
,-0.8526,-0.1125,0.4704,,-0.5605,0
,-11.604,-0.2422,11.882,0.5515,-0.4884,0
,,,0.3688,-21.691,-0.5942,
-0.3506,-11.812,,0.3298,,,
,-11.045,,,-0.2679,12.097,0
,-0.9821,-0.1294,-12.94,,,0
-0.2723,-0.7311,-0.1494,0.1172,-0.0617,0.0127,0
,,-0.3467,16.369,0.0501,,
-0.2498,-0.8824,,,-31.451,,
-0.2535,-10.573,-0.4156,,0.7004,0.4404,0
-0.3414,,,,0.1938,,
-0.2733,,-0.0847,-0.9563,,20.056,0
,,-0.1653,,,0.0611,0
-0.2926,-0.9336,,18.282,-0.0387,,0
,,-0.2575,-0.2219,,,
-0.3539,,,,,,
-0.447,,,,0.5449,0.9517,0
,,,-14.735,,17.998,
,,,-0.421,,0.7814,0
,,-0.2236,,-0.0013,,0
,-11.453,-0.2733,,-0.8294,,0
,-0.7986,-0.2814,0.3483,,-0.8964,
-0.3273,,,-0.1581,,,
-0.3733,,,-14.886,0.7459,19.783,
,-0.9292,,-11.252,,18.826,0
-0.2521,-0.5219,,,,-0.265,
,-12.49,,19.701,,-27.126,
,,-0.301,0.7027,,-10.131,0
,-0.8184,,0.3943,12.163,0.2026,0
,-12.955,,,,10.362,0
,,,,-0.2387,,
,,-0.338,0.9889,-0.5955,,
,,,,-0.113,-0.6131,0
-0.3098,-11.522,-0.3378,-0.4209,0.3105,0.9924,0
-0.357,,,-11.627,0.9324,16.407,0
-0.2513,-0.854,-0.0779,,0.3888,,0
,,-0.1561,0.9065,,,
-0.2946,,,13.359,15.838,-0.7579,
-0.4027,-0.7621,-0.2267,,,-0.1536,
-0.3998,-11.632,,,,,0
,,-0.1483,,,,
,,,-0.9448,0.6965,18.483,0
-0.3644,-0.772,-0.1742,0.2159,-0.4396,-0.7556,
-0.3028,-12.282,,,,,
-0.3398,-0.763,,-0.0672,-36.528,,
,,-0.3821,,,,
,,,,,13.645,
-0.2455,,-0.0814,-10.492,,19.168,
,-0.5393,,-0.1066,-0.8959,,
,-13.449,,17.012,21.488,,0
,-0.7857,,,,0.2222,0
,,,,,,0
-0.3028,-12.661,-0.2866,-12.949,,0.6821,
-0.3269,,-0.0897,,,10.478,0
-0.2975,,-0.149,-0.3061,,,
,-12.175,,,,-18.684,
-0.3189,-13.297,,,,-0.9257,0
,,,0.6678,,,
,,-0.3591,-0.1863,,0.794,
-0.3958,-12.339,,,10.247,,0
-0.2343,,,-11.926,,,0
,,,,,-0.5628,0
-0.2461,,,,,,0
,-0.8839,,0.4611,-29.621,-0.7408,0
,,,0.5273,15.65,0.2145,0
,-0.8943,,-10.296,,12.92,0
-0.1098,-11.01,,-21.916,,18.218,
-0.2704,,,-0.4833,-0.1265,,0
,-11.234,,18.766,,,
-0.1713,,,,-29.335,,
-0.548,-0.7913,-0.227,0.4567,11.367,-0.7605,0
-0.4735,,,-0.6102,-0.4112,0.9206,
,,-0.1888,,,,0
,,,,0.2664,13.828,0
-0.3408,,-0.1634,10.908,,,0
,-11.839,-0.2388,10.972,,,0
,-0.8331,-0.2558,,0.1629,,
,-10.634,-0.3286,-0.3751,0.6249,0.4598,0
,,,-11.16,17.004,,
-0.4051,-13.493,,,,,
-0.4336,-11.234,-0.2928,15.735,-0.1242,-23.984,
-0.1757,,-0.2561,,,,
-0.4707,,,,15.897,-0.39,
,-11.887,,-15.498,-0.8661,0.7649,
,-11.814,,,0.9239,,0
,-0.5625,,,,14.643,0
-0.3759,-0.8557,,18.21,-0.2402,-26.769,
-0.1402,-13.228,-0.1975,,,,0
,-0.7714,,,18.754,-0.7332,
-0.3302,-12.409,,,-0.5374,0.93,
,-12.162,-0.1386,-17.524,,,0
,-0.7128,-0.0901,-0.542,,,0
-0.4383,-0.8057,-0.2552,14.244,-0.7506,,
,,,0.8049,,-11.522,0
-0.5459,,,0.972,17.445,-0.7683,0
,-13.306,,,,,0
,-11.227,-0.0862,,10.977,12.497,
,,-0.1386,,,15.044,
-0.4502,-0.9826,-0.2379,,,,0
,,,,16.657,-0.887,
-0.566,,-0.1371,0.2469,-12.394,-0.0294,0
,-12.002,,,0.5791,0.2113,
-0.418,-11.309,,-11.422,0.6833,,0
,-0.8752,,-0.8379,,,
,,,,0.2104,-0.3623,0
-0.2496,-10.809,,,,,
-0.3257,,-0.1623,-0.1183,-36.69,,0
,,,,13.861,,0
-0.328,-0.9969,-0.1551,,,,
,,,,13.044,,
-0.3367,-0.6953,-0.0964,,-0.8123,,
-0.3716,-12.803,-0.2397,,,,
,,-0.1468,,-22.014,,0
,,-0.2988,0.4121,20.175,0.0736,0
,-10.908,-0.1536,-11.826,-0.6352,,
-0.3192,-11.02,-0.1105,,13.597,,0
-0.3313,,-0.1076,-0.9962,,,0
,,-0.1319,,40.573,-25.513,
,,,,-42.387,-0.2703,
,-0.7095,,0.7034,16.333,-0.2445,0
,-12.719,,,,,0
-0.4377,,,-11.125,0.7914,12.771,0
-0.2431,,,,,12.225,
-0.4286,-11.926,,16.361,,-27.718,0
,-10.207,,,,-0.3159,
,,-0.2758,0.5892,,,
-0.3143,,,-0.9989,,0.5709,0
,-11.105,-0.1771,,,11.718,0
-0.2326,,-0.0668,-13.838,0.6246,,0
-0.2518,-12.217,,,,-20.493,0
,,-0.2416,,,,
-0.3637,,-0.4199,,,0.0526,0
,-11.269,,,,,0
-0.2028,-10.348,-0.0718,,,22.337,
,-0.5616,,,-0.3692,,
-0.3638,,,21.203,10.027,-24.575,
-0.2178,,,-0.0673,,-0.6451,0
-0.4288,,,,,,0
-0.4047,-11.187,,,,,
,,-0.1322,-12.589,11.099,,
,,,-0.6265,-0.2659,,0
-0.4485,,-0.231,14.39,-0.5038,,
-0.2355,-12.24,-0.2052,,-0.1005,-0.5949,0
,-0.7061,,,0.4825,-0.5475,
,-12.104,-0.3093,,0.2494,,
,,,,,15.496,0
,,,,0.7815,,
,,,0.9475,-0.4446,,
-0.3307,,-0.2679,19.942,,,
,,,0.3614,,,0
,,-0.3626,-0.5174,0.3585,0.4799,0
-0.4453,-12.485,,-12.326,,16.844,0
-0.2052,-0.9953,,-0.7836,19.766,,0
,,-0.1065,-0.1019,-0.8872,,0
,-11.572,,,-0.4145,,
,-0.7083,,,,,0
,-10.779,,0.8262,,,
,-11.275,-0.3181,-13.241,-0.6426,17.398,0
-0.3415,,,-10.453,,,0
-0.2159,,-0.0773,-0.6409,-0.7108,0.8466,
-0.4756,-10.919,,16.398,,,
,-0.8107,,0.5738,-21.263,-0.7451,
-0.4927,-0.7541,,0.7305,,0.0265,
,,,,-11.288,,0
,-12.36,-0.2133,-10.383,,17.117,0
-0.2082,-0.4711,,,-0.4793,,0
-0.4802,,-0.354,,,,0
-0.327,-11.041,,,,-0.3193,0
-0.472,-0.678,,0.5112,0.2268,,
,,-0.3569,-0.9388,0.1211,,0
,-11.694,,,0.7188,17.099,0
,,,-0.6496,0.4264,14.018,
-0.3253,-0.7283,-0.2017,,-0.1287,-14.795,
-0.3091,-12.474,,,-0.6416,-14.519,
,-0.7541,,,-0.246,,
,-10.682,,-0.6797,,,0
-0.2758,-11.611,,,,16.173,0
-0.222,-0.8834,-0.0673,-0.8914,,,
-0.421,-11.421,-0.3318,,,-20.214,0
,,-0.3457,,,,0
,,-0.3142,,,-0.0282,0
-0.4399,,,,-0.5296,,
,,-0.2275,-0.5695,14.638,16.567,
-0.2055,-0.409,-0.2043,,-0.4369,,
,,-0.3025,,-0.8783,,0
-0.3346,-11.379,,0.3729,,-0.373,0
,-0.7144,,,,-0.2803,
-0.2037,,-0.3429,-16.054,-0.8641,0.4435,
,-11.052,-0.1769,,13.786,16.501,
-0.0768,-0.6677,-0.102,-0.6692,-0.461,13.223,0
,-0.7646,,,,-24.436,0
,-13.337,,,-0.4365,,0
,,-0.2972,0.7128,0.7137,,
-0.2681,,-0.4165,-10.105,0.4254,0.0104,
,-11.025,,-13.161,,,
-0.2203,,-0.1074,-0.8058,-0.7194,15.742,
,-0.7377,,,0.1578,,0
,-10.236,-0.3036,,-0.9016,-15.667,
,,,0.3759,-19.777,-0.556,0
-0.3159,,-0.4202,0.1607,,,
-0.3848,,,,-0.5729,13.66,0
,,-0.1538,,,,0
-0.2542,-0.5139,,,-0.6163,-0.1361,0
-0.5036,-10.48,-0.2821,,,-26.873,
,,-0.3311,,,-0.7021,0
-0.4406,-0.6566,,,,-0.0668,
-0.4214,-13.77,,-0.7434,,,
-0.4702,,,-0.8699,,21.079,0
-0.1435,-0.6681,-0.111,,,15.837,
-0.4122,,-0.3225,,,-24.033,
-0.4299,-13.506,-0.2964,12.862,,,0
,,-0.3307,0.5993,0.2048,,0
,,-0.3859,-11.505,,0.8261,0
,-11.914,,,0.2893,18.229,0
,,,,0.1817,12.695,0
-0.4104,,-0.2886,,-0.5388,-23.907,
-0.3793,-14.11,-0.2199,,,-0.9041,0
,-0.7287,-0.3059,0.6751,,-0.6482,
,,,,,,
-0.4815,-13.007,,,0.0863,,
-0.2158,-0.7774,,,0.6934,21.035,
,,,0.8077,,-15.993,
,,,17.011,,,0
,,-0.2403,,,-0.4339,
,-11.598,-0.4146,,0.5403,0.6678,0
,-12.606,,,,,
,-0.9115,,,0.3941,18.693,0
-0.3535,,,17.587,,,
,,-0.2931,,,,0
-0.5418,,-0.2589,-0.1841,,,0
,-10.688,-0.1648,,,,
,-0.858,,-0.5651,,15.837,
-0.2562,,-0.1069,0.0251,,-0.4004,0
,-11.883,,13.218,13.508,-26.1,0
-0.1785,-0.7374,-0.3018,,-39.02,0.0682,0
,,-0.2773,0.686,24.924,,
,-10.463,-0.1742,,,14.45,
,-10.019,,,24.089,,0
,,-0.1172,-0.5425,-0.6512,0.4275,0
,,,12.657,,,0
-0.2056,,-0.2543,,,0.0793,
,,,0.5119,,0.1807,
,-13.322,-0.3266,-11.633,-0.1135,0.5623,
-0.5001,,,-0.8977,,,0
-0.2468,-0.5408,-0.1129,-0.5554,-0.6594,,
,,,,,-36.729,
-0.4293,-0.8874,,0.0302,,-0.1671,
,-0.6254,-0.2527,,14.626,,
,-13.799,-0.3782,,,10.309,0
-0.3259,-11.41,-0.19,-13.748,0.6934,17.619,0
,-0.5184,,-0.6734,-0.0479,,0
-0.5231,,-0.3206,,,-32.573,0
-0.1906,,-0.1959,,-33.216,,
-0.5964,,-0.2626,0.8588,26.567,-0.5546,0
-0.2947,,,,,,0
,-10.449,,-0.8186,,18.709,
,-0.5911,-0.1089,,-0.4748,,
,,,17.143,,-34.622,0
-0.1081,,,0.5591,,,
-0.5112,,-0.3586,0.801,,,
-0.4314,-14.186,-0.4006,,,10.308,
-0.4335,,-0.1145,-0.7822,0.9967,,
,-0.583,,-0.2412,,,0
,-13.529,,13.421,,,
-0.3545,,,0.7444,-0.9819,-0.3322,
,,,,,,
,,,,,,0
,-11.193,-0.0961,,19.438,17.748,0
-0.138,,-0.1131,-0.8372,-0.7545,13.413,
-0.4771,,,,-0.7357,,0
-0.0437,-0.9816,,,,-0.1849,0
,,,,35.343,,0
-0.3281,,-0.4119,,-22.648,,0
-0.4723,-10.997,,-0.744,16.645,16.096,
-0.1873,-0.4476,,,-0.8942,0.4521,
,-10.274,-0.1906,,0.11,-41.848,0
-0.3656,,,0.5076,,,0
,,-0.3364,-18.286,-15.134,14.856,
,-10.683,-0.1148,-0.3195,19.391,,0
-0.1658,-0.5265,,-0.2051,-0.618,0.3546,0
-0.4415,-14.462,,10.725,-14.28,-27.443,
-0.2784,,-0.2572,0.2962,,,
,-0.7258,-0.347,,18.693,,
,,-0.3402,-17.484,-11.961,,
-0.4469,,-0.1078,,13.222,21.202,
-0.1612,,,-0.5035,,,0
,,,12.889,,,
,-10.427,-0.1728,,-0.8391,-12.255,0
,-0.7441,,,,0.0338,
-0.4122,-14.281,,,0.1383,0.997,0
,-11.627,-0.1541,-11.188,,,
,-0.531,-0.1062,-0.336,-0.5545,0.726,
,-11.183,,12.39,-0.4919,-29.647,0
,-10.315,-0.278,0.2951,,-0.7309,
,,,,,,0
-0.389,,-0.3044,-10.268,,,0
,-0.9892,-0.0972,,16.181,14.281,0
-0.25,,,-0.4003,-10.812,0.9217,0
-0.4315,-12.103,,15.446,,-32.691,
,,-0.2861,0.0149,-24.835,0.0028,0
,-0.7617,,,,0.0244,0
,-12.21,-0.2018,,0.3783,10.0,0
,,,-0.8557,0.8469,14.43,
-0.2834,-0.5584,,-0.3925,,0.2588,
,-14.963,,12.58,0.4469,,0
,-0.9742,,0.4854,,-0.1718,
,-0.8085,,,25.387,-0.1028,
,-12.816,,-18.709,,,0
-0.5472,-12.148,,,24.08,,
,-0.5982,-0.0564,,,14.369,
-0.4723,,-0.2693,,,,0
-0.1552,,-0.3766,0.0035,,-0.284,0
-0.4486,-0.7702,,0.2427,,-0.3421,0
,-13.535,,-10.241,-0.2279,10.117,
,-10.338,,-0.2563,14.857,0.8133,
-0.1943,,,-0.4919,,0.7916,
-0.3994,-10.777,-0.2466,,,-28.418,
-0.2478,-0.786,-0.2354,0.0882,-19.303,-0.0888,
-0.3623,-0.7859,-0.3414,,,-0.2372,
,,-0.353,-0.7973,-0.3346,0.68,
,-12.804,,-12.694,20.783,10.484,
,,-0.0703,-10.32,-13.756,14.56,0
-0.567,-13.272,,,,,
-0.2193,-0.8616,,0.3125,-35.129,-0.4403,
,,,-0.5116,29.348,,0
-0.3826,,-0.2776,,-23.725,-33.004,
,,,16.167,13.343,-0.9124,
,,,,,-0.7814,
-0.2874,-13.059,-0.2694,-17.529,,16.485,
-0.3631,,,-0.6644,17.72,,0
,,,,,,
,-12.766,-0.4166,,-0.8777,,0
-0.02,,,,,,
-0.6045,-0.6473,-0.2442,0.6377,13.015,-0.943,
,-12.608,-0.3378,,,11.139,
-0.5583,,-0.1663,,25.6,,0
,-0.6364,-0.1168,,,16.1,
,,-0.3348,13.738,,-32.254,0
,-0.8615,,,,,0
,,-0.3434,,39.142,,0
-0.3097,-11.797,-0.3109,,-23.139,,
-0.327,-10.629,-0.0746,,21.101,19.878,0
,-0.5268,,-0.5426,-0.9413,,
-0.464,-11.367,-0.3455,,-0.0349,,0
-0.2448,,-0.2112,0.3423,-32.719,-0.3441,
-0.4826,-0.7131,-0.3154,0.8461,22.862,-0.3252,
,,,-19.482,,10.951,0
-0.4701,,,-0.6105,,,
,-0.5191,-0.0874,,-0.4944,0.7885,
-0.4884,-12.292,,16.625,,,0
,-12.208,,0.5645,-18.898,-0.8715,0
-0.5155,-0.6574,-0.3117,,,-0.6171,
,-13.852,-0.3805,,-0.7264,,0
,,-0.1763,-11.017,14.209,,0
,,,-0.8479,-0.0159,16.712,0
,,,15.22,-0.5557,-36.355,
-0.211,-11.779,-0.2794,,,,0
,,,,,-0.5128,0
,-12.751,,,,19.005,0
,-11.531,,,,,0
,-0.5582,,-0.486,,,0
,,-0.4287,14.365,-0.4931,,0
,,-0.2175,,-24.596,,0
-0.4691,-10.5,-0.4324,,,,0
-0.4097,-11.644,-0.3492,,,,0
-0.4189,-11.677,,-0.6554,22.985,,
-0.1818,,,,-0.9566,0.4549,
,,-0.4108,,0.5242,,0
,-0.8086,,,,-0.7567,0
,-10.54,,,25.657,,
-0.3249,-11.025,,,-10.481,16.296,0
,,-0.0687,-10.24,,22.439,0
-0.2138,,,,,,
-0.377,,,0.6572,,-0.4048,
,-10.559,,-0.8008,,16.739,0
-0.1545,-0.5695,,,,,0
,,,15.371,,,
,-0.8566,-0.2669,,-23.515,-0.8103,0
,,-0.427,,28.319,-0.252,
,-13.309,-0.2231,,,15.742,0
-0.2343,,-0.0316,,0.9581,25.095,0
,-0.5352,-0.1227,,-0.5695,,
-0.4532,,,,,,0
-0.1082,,,,,,0
,,-0.3282,0.5308,14.435,,
-0.4314,,-0.343,-16.504,-10.581,16.249,
-0.3071,,,,,,0
-0.1541,,-0.1335,-0.5398,,10.717,
,,,,-0.3838,-29.145,0
-0.239,,,0.9761,,-0.6574,0
,,-0.3044,,,,
,,-0.3667,-15.505,-0.5548,,
-0.5979,-12.579,,,24.356,,
-0.1043,-0.7226,-0.1338,-15.162,,13.339,
-0.5329,-0.9658,-0.2714,0.4888,,,
,-13.064,,,,,0
,-0.6404,,,,,0
,,,,-15.507,,
-0.4208,,,,12.924,20.203,
,,-0.1318,,-0.2589,16.741,0
,-0.9654,,14.937,-0.3093,-29.665,0
-0.2195,,-0.2949,0.9359,,,
-0.5483,-0.6718,-0.2477,,,-0.309,
-0.2837,-13.29,-0.3433,-14.14,,,0
,-12.091,-0.1417,,0.6833,,
,-0.5877,,-0.7673,0.0774,,
-0.4215,-0.8844,,,,,0
,,-0.3187,0.4935,-35.091,,
-0.4779,-0.7262,,,,,0
-0.3338,,,,-10.04,13.462,0
,,,,23.194,,
-0.2021,,,-0.8006,-0.6873,,0
-0.5127,,,,,,0
-0.1255,-10.056,,0.8313,,-0.4384,
,-0.8471,-0.3477,,20.732,-0.3657,0
,,-0.2464,,-0.8215,,0
-0.2354,,,-17.379,,,0
-0.1932,-0.4432,,-0.3771,-0.1706,0.9772,0
-0.5501,,,21.06,-0.1222,,0
,,-0.31,,-35.996,-0.9683,
,-0.8406,-0.3757,,,-0.3789,
,,-0.2828,-16.934,,,0
,-13.988,,20.698,,,0
-0.3364,,,0.5654,30.004,,
-0.437,,-0.2512,-16.811,,,
,,,,15.783,17.733,0
-0.2081,-0.5856,-0.1032,,-0.6177,,
-0.5803,-11.293,-0.3427,,-0.3802,,
-0.3229,-10.826,,0.3058,-22.154,,0
-0.44,-0.7757,-0.2926,0.5514,15.609,,
,,,,,12.541,0
-0.3611,,,-0.4589,,,
,,,-0.3879,0.2623,,
-0.424,-11.08,,,-0.6487,-30.63,0
,,,,,,
-0.377,-0.7172,-0.3251,,,-0.6321,0
-0.3473,-12.791,,-12.892,,0.6752,
,,,,0.9318,,
,,,,-0.5235,,
-0.4649,,-0.2883,,,,
,-12.76,,0.4039,-24.809,,0
-0.7156,,,0.6922,,-0.6924,
-0.2472,,-0.3701,,,,
-0.4338,-12.352,-0.1839,,0.6111,13.969,
-0.1891,,,-0.8271,0.5737,,0
,-0.8007,,0.869,,-20.192,0
,-14.369,-0.2074,0.7355,0.1917,,0
,,,0.1758,,,
-0.2473,-11.539,,,0.9479,,0
-0.4094,,-0.1903,,,14.178,0
