V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,Class
,0.48,,3.5,,,135.0,0.9904,,,,5
,0.18,,8.0,,16.0,131.0,,,,,5
6.7,,0.29,,,,105.0,0.9946,3.52,0.44,,5
8.2,0.345,1.0,18.2,0.047,55.0,205.0,0.99965,2.96,,,3
,,,1.6,0.039,,147.0,,2.96,,10.0,
,0.705,0.25,,,10.0,,,3.36,,,
,,,,0.034,,,0.9942,3.18,0.46,11.5,3
7.6,0.345,,1.9,0.043,15.0,,0.9936,,0.38,9.5,
7.6,0.22,0.34,,0.035,,143.0,0.9965,,0.49,,
6.5,,0.33,,0.028,,,0.9928,,0.55,,4
8.2,,0.37,1.3,0.042,39.0,117.0,0.9928,2.99,0.36,,3
,0.22,0.34,,,,,,,0.49,,
,,0.26,1.9,,,,0.9936,,,,
7.5,,,1.8,0.042,13.0,133.0,,3.07,0.38,9.5,
6.6,,,0.9,0.041,,79.0,,3.39,0.54,10.2,5
6.6,0.2,0.32,,,25.0,,0.9926,3.39,,10.2,
7.3,0.24,,,0.05,,174.0,0.9983,,0.42,,
,0.24,0.34,15.4,,38.0,174.0,,3.03,,9.0,
8.0,,,5.0,,34.0,,,3.13,0.57,,
,,,,,38.0,,,,0.42,,4
,,0.25,4.0,,,,0.9923,3.37,0.51,,4
5.9,,,12.5,0.034,,152.0,,,0.43,9.5,4
,,,3.2,0.035,,,0.9928,3.15,0.36,11.5,3
6.5,,0.28,,,43.0,188.0,,3.13,0.37,9.6,
,,0.35,,0.039,,153.0,,3.24,0.42,,
6.5,,,,,23.0,,0.991,3.34,0.7,,
5.5,,0.09,1.6,0.019,18.0,,,,,11.4,5
5.1,,,1.5,0.017,,,0.9894,,,,5
,0.27,,,0.02,,,,3.32,,,5
,0.22,,,0.039,38.0,153.0,,,0.42,9.0,4
6.5,0.08,,1.9,,,,0.991,3.34,0.7,,
,,,,0.046,,,0.9925,3.32,,,
7.6,0.3,,,0.054,22.0,111.0,,,,9.2,3
6.6,,,,,47.0,,,,,,4
6.5,0.14,,,0.05,,,,,,8.6,3
,0.28,0.33,,0.037,32.0,,0.9951,,,,
6.0,,0.71,1.6,,10.0,,,3.12,0.47,9.8,
,,0.71,,0.152,,55.0,0.9927,,,9.8,
7.7,0.28,,6.7,0.037,,155.0,,,0.62,10.7,5
,0.39,0.21,,0.027,15.0,,0.9894,,,12.5,4
5.7,0.36,0.34,,,21.0,77.0,0.9907,3.41,,,
6.9,0.19,,,0.043,63.0,,0.9925,3.44,0.52,10.8,
6.0,,0.21,,0.05,29.0,,,,0.52,,4
7.4,,0.3,5.3,,,,,3.12,,,4
7.4,,,5.2,,,163.0,,3.12,,10.3,4
,0.19,,,0.043,63.0,,,,0.52,,
7.7,0.28,,8.9,0.036,,,,,,12.0,5
8.6,0.16,0.38,3.4,,,,,2.95,,10.2,4
,,0.44,1.3,0.046,7.0,69.0,0.9944,,0.62,,2
6.5,0.25,,15.2,,,217.0,0.9972,3.19,,,
,0.24,0.18,1.3,0.046,9.0,62.0,,3.38,0.47,,2
8.6,0.18,,,,,,,3.25,,,
,0.27,0.34,,0.046,27.0,154.0,,3.05,,,
6.0,0.26,,1.3,0.046,6.0,,0.9924,,,,
6.1,,,9.8,0.062,,152.0,0.9966,,,,4
8.0,,0.3,17.45,,,,0.9997,3.05,0.5,9.2,
,0.21,0.6,,0.046,,,0.9936,3.05,,10.1,
8.0,0.19,,,,16.0,,0.9936,,0.45,9.8,
,,,,,61.0,,0.9952,,,,3
6.4,,0.43,,0.045,60.0,221.0,,,,9.4,
6.9,0.24,,,0.063,,,,,,,
,0.36,,,0.038,40.0,,,3.34,,,
6.6,,0.28,,0.044,,91.0,,3.42,,,4
,0.36,,3.3,,40.0,153.0,,3.34,0.55,,4
5.1,,0.06,,,,79.0,0.9932,,0.43,9.3,3
6.6,0.22,0.37,1.2,,45.0,199.0,0.993,3.37,0.55,10.3,5
8.3,,0.39,,,,,,3.08,0.39,10.5,
7.6,,0.44,,,,109.0,0.9932,3.11,,10.3,
,,,1.7,,,173.0,0.9932,,,11.2,
8.3,0.16,,1.7,,,98.0,,,0.41,,
6.2,,,11.6,0.048,,,,,0.5,,3
,,0.27,12.6,,63.0,,,3.66,0.43,,
,,0.22,2.8,0.036,19.0,,,,,10.2,
6.8,0.37,0.47,,0.071,,136.0,0.9968,2.98,0.88,9.2,
7.6,,0.44,,,25.0,109.0,,3.11,,10.3,4
,0.18,,1.4,0.045,,,,,,,
8.3,0.14,,1.5,,56.0,189.0,,,0.62,,4
8.6,,0.42,,0.041,,,,,,11.4,5
8.6,0.2,0.42,,,35.0,125.0,,3.11,,,5
,0.19,0.32,,,,188.0,0.9935,3.25,,,6
7.6,,0.38,10.6,,48.0,174.0,0.9962,,,,
6.8,0.34,0.74,2.8,,,185.0,0.9928,,0.7,,4
6.2,0.15,0.46,1.6,0.039,,123.0,,,0.51,,
6.6,0.14,,,0.042,,,,,0.51,,
,0.55,0.17,,0.04,,60.0,,3.09,,9.5,
7.0,0.24,0.35,,,,,0.9941,3.41,0.59,10.4,
,0.6,0.44,,,,,0.9972,3.19,0.57,9.3,2
7.1,,0.41,2.1,,,166.0,0.9948,3.48,0.62,,4
,0.34,,,0.047,45.0,232.0,0.9955,3.35,0.62,10.0,4
,0.3,0.36,,0.055,44.5,234.0,,3.49,0.64,10.2,4
7.1,0.3,,6.8,0.055,,234.0,0.9972,3.49,,,4
,0.64,0.46,10.6,0.244,33.0,,0.9983,2.87,0.74,9.1,
,0.17,,,,39.0,,0.9942,,0.67,10.2,4
7.5,,0.37,,0.06,,,,3.54,,,
7.1,0.47,,6.0,,,,0.9956,,0.56,9.7,
7.1,0.15,,5.3,0.034,,,,,0.52,,
,,,,0.035,13.0,102.0,,,,11.0,
8.2,0.68,,2.1,,,138.0,,,,10.8,2
7.7,0.275,,,,,,,3.01,0.56,,
,0.49,0.32,,0.043,18.0,104.0,0.9952,3.24,,10.7,2
7.5,,,,0.048,,,1.001,,0.4,8.8,3
7.2,,,1.6,0.049,23.0,,0.9924,3.16,,10.9,
,,,,,24.0,,,,0.45,,
,0.19,0.1,1.3,,23.0,107.0,,3.29,,,
7.0,0.31,0.52,,0.029,,61.0,0.9918,3.07,0.43,10.4,3
,,,1.1,,,,,,0.43,,
6.1,0.37,,4.7,0.035,36.0,116.0,,,,,4
7.3,,,7.5,0.048,29.0,152.0,0.9962,3.1,0.54,,
6.9,,,1.1,,,123.0,,,,,4
,0.29,0.42,,0.035,18.0,,0.9908,,,,3
,,0.55,2.2,0.05,,119.0,,,,10.3,
7.0,0.31,,1.7,0.029,5.0,61.0,,,,,
8.6,0.26,0.41,,0.049,,,0.9941,,,10.0,
,0.21,0.34,1.2,0.06,26.0,111.0,,3.51,,,4
7.2,,0.24,10.0,,,,,,,9.0,3
,0.21,0.34,1.2,,26.0,111.0,,3.51,0.47,,4
,,,,0.077,48.0,166.0,0.9944,,,,
8.0,,,,0.054,30.0,,,3.09,0.72,,5
,,,7.5,0.07,,185.0,0.9966,3.34,0.55,9.4,
6.7,,0.26,,,35.5,,,,,,
6.7,0.26,0.26,,0.073,36.0,,0.9956,,0.67,9.5,3
8.1,0.26,,,0.072,,159.0,0.9949,,0.7,10.9,4
8.3,0.22,0.38,14.8,,32.0,126.0,,,0.5,,
,0.3,,,,,,,3.08,,9.1,4
7.5,,0.34,,,,,0.9923,,,11.1,5
8.8,,,,0.024,,,,2.96,,12.6,5
,,,,,38.0,147.0,,,0.56,,
8.0,0.37,,,,32.0,,0.992,,0.55,,5
,0.22,0.38,,0.054,,,1.0002,3.22,,9.7,
,0.29,0.33,,,28.0,,,,,10.9,5
,,,,,25.0,,,2.97,0.47,10.9,3
,,,,,,186.0,,3.17,,9.3,4
6.4,0.4,,3.2,0.033,28.0,124.0,0.9904,,0.54,,
,,0.33,,0.048,42.0,180.0,,3.37,,,4
7.8,0.26,,,,43.0,,,,0.65,10.0,3
6.5,,0.34,16.3,,,197.0,,3.49,0.42,,3
,0.34,,6.2,,29.0,,,,0.53,,
6.8,,,4.7,,31.0,,0.9956,,,,
,,0.25,5.8,0.038,52.0,,,,,9.4,
6.3,,0.25,,,52.0,,0.995,3.28,,9.4,
7.4,,,,,43.0,,,,0.42,9.2,4
,,,,,29.0,,,3.36,,,5
7.3,0.31,,10.2,,,,0.9977,,,8.6,3
,,0.45,,,,,,3.55,0.49,,
,0.24,0.32,1.3,,39.0,123.0,,3.17,,,6
7.4,0.2,,,,43.0,190.0,,3.03,,9.2,
,,0.33,,0.034,,,0.9934,3.19,,,
,0.21,,,0.049,62.0,213.0,,,,9.3,
7.2,,,14.5,,,,,3.05,0.47,8.9,
7.1,0.21,,,,24.0,156.0,0.9928,,0.43,,4
8.4,,0.31,,,29.0,132.0,,,,10.6,
7.4,,,,0.045,,183.0,0.9963,,0.32,8.8,
,,0.33,1.3,0.033,25.0,97.0,,3.59,,11.0,
,,,8.8,,44.0,139.0,0.9956,,0.37,10.2,4
,,0.21,5.1,0.035,29.0,,,3.36,0.33,,
6.5,0.29,0.25,10.6,,32.0,,,3.31,,10.1,4
5.8,,0.21,,,12.0,,0.9894,3.39,,,
,0.27,,,0.038,52.0,155.0,,3.28,0.38,9.4,
,,,2.8,,,,,,0.43,,
6.3,0.16,,1.6,,59.0,148.0,,,,11.4,
7.9,,0.39,6.7,,6.0,117.0,0.9938,3.12,0.42,,
,0.31,0.69,10.2,0.041,58.0,,,3.06,0.45,8.6,3
5.5,,,,0.028,,191.0,0.9922,,,,5
,0.24,,3.8,,,128.0,,3.55,0.49,,6
7.2,0.37,,2.0,0.029,27.0,,,,,12.6,5
6.1,0.29,,1.7,0.024,13.0,76.0,0.9893,,,,
9.2,0.22,,,,,,,3.04,,9.3,
7.2,0.37,,2.0,0.029,27.0,,,,,12.6,5
,,,,,,96.0,,,,,4
6.5,,,,,,177.0,,3.52,0.44,9.9,
7.4,0.18,0.4,,0.047,,,0.9937,3.28,0.44,,3
6.5,,,1.4,0.047,5.0,26.0,,,,10.0,
7.0,,,2.2,0.047,,,,,,,6
,,,,0.04,11.0,64.0,,,0.52,,3
,,0.34,,0.037,,,0.9976,3.31,0.64,,3
5.8,0.415,,,,,64.0,0.9922,,0.52,,
6.4,0.5,,12.9,0.042,26.0,,,,0.33,9.0,3
,0.105,,12.4,,34.0,106.0,,3.54,0.45,9.2,
6.0,,0.3,,0.047,30.0,117.0,,3.17,,10.1,4
6.6,,,1.45,0.04,,89.0,0.9911,3.35,0.4,11.4,
,0.36,,1.6,0.042,11.0,,0.9944,2.93,0.46,,3
9.6,0.23,0.4,,0.044,,,0.9937,2.96,,,3
6.3,0.55,,,0.047,,,0.9974,,0.46,,4
,,0.29,,,73.0,166.0,,3.12,,,5
,0.125,0.29,5.85,0.042,,,,3.23,0.32,12.0,
,0.1,0.27,,,,100.0,0.9928,,0.46,9.5,
,0.25,0.29,5.3,,,,,,0.32,11.8,5
6.9,0.2,0.28,1.2,,,,0.9936,3.19,,9.1,
6.9,,,4.0,,24.0,,0.9944,3.2,,,
,0.39,,,0.043,,162.0,0.9988,,0.54,,
,,,,0.053,,,0.994,,,10.0,3
7.4,0.41,,,,19.0,,0.9953,3.25,0.42,,
6.7,0.25,,12.85,,,,,,0.47,9.5,4
,,0.42,5.2,0.027,70.0,,,,0.4,,6
,0.31,0.37,8.4,0.031,,170.0,0.9934,3.42,,,
9.2,,0.46,,0.058,39.0,,0.996,3.14,,9.5,3
,0.31,0.49,,,,91.0,,,0.34,11.5,3
8.5,,,1.0,0.076,,57.0,,3.14,0.46,,
9.3,,,,0.052,30.0,146.0,,,0.61,,3
,,0.46,3.2,0.058,,133.0,,,,9.5,
7.2,0.24,0.3,,,,,0.9933,,0.45,10.5,3
,,0.32,1.5,,27.0,,,3.26,,10.5,
,,,7.5,0.041,,223.0,0.9959,3.14,,,3
9.1,,,,0.031,15.0,,0.9936,,0.41,10.6,
,,0.32,1.3,,12.0,188.0,,3.17,0.49,9.5,3
7.0,,0.37,5.7,,29.0,,0.9938,,0.49,,
,0.25,,,0.038,61.0,220.0,,3.14,0.35,9.5,
6.9,0.32,0.17,,0.042,,219.0,,3.13,0.4,8.9,3
,,0.18,,0.041,71.0,,,,,8.9,
6.1,0.6,,1.3,,,,0.9937,3.31,,9.4,2
5.3,0.395,0.07,1.3,0.035,26.0,,,3.5,,10.6,
,,,4.8,0.037,,,0.9967,3.47,0.44,,
7.6,,,2.1,,,172.0,,,,,
,0.3,,,0.054,23.0,135.0,0.9998,,,9.0,
7.8,,0.29,,0.054,23.0,,0.9998,3.16,0.38,,4
,,0.27,,0.201,,189.5,0.9942,3.27,0.38,,
7.8,0.3,,,0.054,23.0,,0.9998,,0.38,,
,0.14,0.34,1.3,0.055,50.0,153.0,0.9945,3.29,,,
,0.3,0.29,,,,135.0,0.9998,3.16,,,
,0.25,0.41,,0.043,29.0,,,,,10.2,5
,,0.27,,,,,,3.27,0.38,,4
,,,,,,73.0,,,,10.4,
6.0,,,6.3,,34.0,,,,0.41,10.4,3
6.1,0.45,0.27,0.8,0.039,13.0,82.0,0.9927,,0.32,,3
7.4,0.23,,,0.044,,,,3.22,,,
7.2,,,,0.037,,74.0,0.9918,3.21,,11.0,
7.5,0.14,0.34,1.3,0.055,50.0,153.0,,,,,4
,0.25,0.43,,0.062,,115.0,0.9966,3.38,0.5,9.9,
8.2,,0.45,5.4,0.03,15.0,118.0,0.9954,3.14,,,3
7.6,,,1.9,0.036,10.0,119.0,0.9913,3.01,,12.8,
,0.22,0.33,,,31.0,,,,,11.4,3
7.2,0.26,,,,,,,,,,
,0.25,,,,,173.0,,3.0,0.44,,
,,0.35,11.1,0.039,29.0,198.0,0.9984,3.36,0.5,9.4,5
6.8,,,,0.042,19.0,189.0,0.9952,3.46,0.54,10.2,4
,0.44,0.4,2.8,0.036,35.0,167.0,,,0.39,9.2,
,,,,0.044,,109.0,,,,,3
,,0.45,5.4,,15.0,118.0,0.9954,,,,3
,,,9.1,,,,,,0.36,10.1,4
7.4,0.22,0.33,,,,,,,0.55,11.4,
6.4,0.26,0.3,2.2,0.025,,,,3.21,,,
7.9,0.46,0.32,4.1,0.033,,,0.9912,,,12.8,5
,0.41,,11.8,,,,0.9978,,,,3
,,0.37,,0.048,,184.0,0.9938,3.09,,,
,,0.38,2.2,,,104.0,,,0.4,,6
7.1,,0.3,1.4,,45.0,,0.9932,3.13,0.33,9.9,
7.6,,,1.6,0.068,,,0.9944,,,9.6,
,,0.44,,0.036,10.0,119.0,,,,12.8,
,,,5.2,,36.0,135.0,0.9948,3.16,,,
,0.26,,,0.074,,107.0,,,0.42,,
7.3,,,,,44.5,,,,0.41,,5
,,,,0.025,,216.0,0.9964,3.33,0.6,,
,,,,,,141.0,,3.03,0.46,9.2,4
,0.25,,,,,135.0,,,0.72,,
,0.22,0.4,14.75,0.042,,129.5,,3.36,,,
,,0.32,14.45,0.074,,107.0,0.998,2.96,,,4
,,,,,,93.0,,3.0,0.48,,
6.8,0.18,,1.5,,,93.0,,3.3,,10.8,4
7.0,0.17,0.37,1.5,0.028,26.0,,,,0.46,,
,0.3,,,0.046,35.0,,,3.1,,9.0,
,0.33,,,,,,,3.48,0.44,,
,,0.16,,0.049,,,0.9917,3.48,,,4
,,0.32,1.5,0.047,11.0,,,,,,3
,0.26,0.46,15.55,0.037,,171.0,,2.94,0.35,,
6.4,0.3,0.38,,0.046,35.0,,,,0.37,,3
6.3,0.21,0.4,,,48.0,134.0,,3.42,0.49,,
8.0,0.23,,,0.03,30.0,125.0,,3.23,0.47,,
,0.28,0.41,1.0,0.042,14.0,59.0,,,,10.5,
,,,6.7,0.064,28.0,,0.9958,,0.3,,
7.6,0.32,0.36,,0.04,32.0,,,3.23,0.52,11.3,
,,,,0.049,10.0,,,3.48,0.44,,4
9.7,0.24,,,0.033,11.0,,,2.74,0.47,,4
,0.28,,7.1,0.045,41.0,169.0,,3.17,0.43,10.6,3
,,,,0.034,,93.0,,,,11.7,
,,,12.1,,,220.0,,,,,3
,0.26,0.44,7.1,,,126.0,,3.02,0.34,11.1,
8.2,,,,0.034,17.0,93.0,,,,11.7,
,,,,,15.5,217.5,,3.33,0.44,,4
5.9,,,,,50.0,,0.992,,0.58,,
7.6,,0.39,,0.038,,115.0,,3.16,,,
,,0.42,,,41.0,169.0,,3.17,,10.6,3
7.2,0.23,0.39,2.3,,29.0,102.0,,3.26,,,
6.8,,0.37,3.4,0.023,,87.0,,3.14,,,4
,0.23,0.39,2.3,0.033,,102.0,,,,12.3,
6.9,,0.38,,,,,0.9943,,0.42,10.5,3
9.4,,,,0.047,,,0.9921,3.23,,,4
8.3,,,,0.033,,96.0,0.9911,3.2,0.32,12.4,1
,,0.3,13.0,,46.0,,0.9986,3.06,,,
7.9,,0.37,,0.03,40.0,,,3.17,,,5
7.9,,,,,,,,3.16,0.54,12.6,
,,,5.2,0.037,29.0,,0.9943,,,11.0,4
,0.26,0.31,,0.043,,,0.9937,,,,
7.8,0.32,0.31,1.7,,,,,3.03,,10.5,3
,,,3.4,0.023,19.0,87.0,0.9902,3.14,,,4
7.3,,,,,,,,3.17,0.51,10.9,
7.1,,,,,,,,,,,
,,,2.2,0.042,,164.0,0.998,,0.59,9.7,3
7.9,,0.28,1.8,,44.0,,,,0.43,,
,0.18,,2.1,,,187.0,,,,,5
,,0.42,6.6,,36.0,,,2.98,,,5
7.1,,0.37,,,35.0,,0.9896,,0.43,,5
,,,,0.037,23.0,,,3.29,,,3
,0.66,,17.55,,,,0.9999,2.92,,,
8.0,0.2,0.4,5.2,0.055,41.0,167.0,0.9953,3.18,,10.6,5
7.2,,0.34,,0.046,,,0.992,,0.4,,
,0.18,0.31,,0.045,20.0,,0.9925,3.32,,10.8,5
8.4,,0.44,,,46.0,195.0,,,,,3
,0.26,,5.15,0.034,48.0,,,3.82,,,
,0.245,,,,28.0,,,3.13,,9.3,3
5.6,0.245,,1.1,,,,,,0.42,,
7.3,,,,0.037,52.0,,,,0.39,,
7.0,,0.73,1.0,,58.0,,,,,,3
6.4,0.22,0.34,,,29.0,,0.9959,3.81,,10.3,
7.3,0.18,0.65,,0.046,,,0.9946,3.33,0.62,,4
,,,,0.036,,,,3.28,,10.2,4
6.9,0.29,,,,,,0.9955,3.08,0.39,9.0,4
6.2,0.21,,6.8,,,,,3.06,,,
6.4,,,,0.037,,,0.9952,,0.34,,
7.3,,0.68,,,31.0,156.0,0.9946,3.32,0.64,9.4,4
,0.18,,1.4,0.046,28.0,,0.9946,,0.62,,4
9.6,,,,,77.5,223.0,,,,9.5,
,,0.35,,0.036,15.0,,0.9938,3.46,,,3
6.9,,,,0.059,,,,3.46,0.62,11.1,5
7.5,,0.34,4.2,,36.0,,0.991,2.99,,12.3,6
,,,14.6,,,,,,0.69,8.6,5
7.6,0.31,,,0.04,21.0,,0.9966,,0.35,9.4,3
,0.35,,13.8,0.048,,190.0,0.9993,,0.58,,
8.0,0.22,,14.6,0.044,,,,3.21,,8.6,5
8.1,0.5,,1.1,,23.0,126.0,0.9938,3.21,,10.9,
,,,5.3,,32.0,,,3.2,,9.4,3
,,0.47,1.1,0.037,23.0,126.0,,3.21,0.42,,3
8.4,,,,,,190.0,,,0.58,9.4,
,,0.27,,0.064,,132.0,,,,9.2,4
,,,14.6,,45.0,163.0,,,,,5
7.6,0.31,0.29,,,,,0.9966,,0.35,,
7.0,,0.36,,,10.0,133.0,0.9942,3.33,0.37,10.8,
6.6,,,,0.025,,153.0,0.9928,3.29,,10.5,
7.8,0.16,0.41,1.7,,29.0,140.0,,,0.78,12.5,4
7.7,0.27,,1.8,,26.0,,0.9911,,,12.1,
7.4,,,10.7,0.039,51.0,147.0,,3.02,,8.7,
,0.45,,8.8,0.026,,,,3.07,0.25,12.7,6
7.7,,,1.8,0.028,,168.0,,2.99,,,5
,0.16,0.41,1.7,0.026,,,0.991,3.02,,12.5,4
6.6,,,,,,147.0,0.9912,,,11.4,
8.3,0.21,0.4,,,35.0,110.0,,,0.6,,
7.2,,,,0.029,,,0.9902,3.15,,,5
6.6,,0.3,,0.034,15.0,78.0,0.992,,0.44,11.2,
8.4,,0.33,1.5,,,,,,,,4
,0.23,,9.2,0.038,,,,3.04,0.56,9.7,4
,,,,,14.0,,0.993,,,10.3,4
,0.39,0.22,,0.03,10.0,,,3.0,,11.6,
,,,,,,,0.993,3.0,0.86,,
,,0.32,9.2,,,191.0,0.9966,,,,
7.5,0.38,0.33,5.0,,30.0,131.0,0.9942,3.32,0.44,10.9,
7.3,0.42,0.38,,,29.0,,0.9925,,,12.6,
,,0.39,,,,,0.9925,3.3,0.47,,4
,,,,,,166.0,,,,,3
9.0,,0.38,,,52.0,,0.995,,0.35,10.2,4
,,0.4,,0.032,,176.0,0.9939,3.22,0.27,,3
,0.19,0.42,6.4,0.067,,212.0,0.9958,3.3,0.33,,
8.2,,,,,,163.0,0.9952,,0.3,,
,0.59,0.71,17.35,0.038,,,1.0,2.95,,,
7.9,,,1.8,0.05,,,,,,,
6.8,0.24,0.4,1.8,,,105.0,,,,12.8,
9.7,,,,,,142.0,,2.98,0.62,9.5,
9.2,0.15,,1.6,,22.0,130.0,0.9948,3.02,,,4
9.4,,,1.6,0.049,,94.0,0.9949,3.02,0.61,10.3,4
5.2,0.365,0.08,13.5,0.041,37.0,142.0,,,0.39,,
6.3,0.23,0.22,,,,,0.9927,3.23,,10.7,4
9.6,0.25,,1.3,0.04,,160.0,0.9938,2.94,,10.5,
,0.32,,1.3,0.046,,,0.9949,,,9.6,
6.4,0.31,0.4,6.2,0.04,,169.0,0.9953,,,,
,,0.36,,0.044,63.0,,0.997,,,,
7.9,,,2.0,0.026,40.0,190.0,,3.04,0.39,,
,,,,0.039,,177.0,,,0.62,,
,0.15,,,0.044,25.0,96.0,0.9932,,,,
6.4,,0.53,6.6,0.038,,,0.9955,,0.42,,
7.6,,,1.5,,,114.0,0.9914,,,12.8,4
7.3,0.43,,,,17.0,114.0,,,0.43,,4
5.1,0.31,,0.9,,28.0,152.0,,,,,
6.2,,,1.7,,40.0,,,3.44,0.66,,
6.9,,,1.3,,,182.0,,3.25,0.62,10.8,
7.7,,,2.3,,,,,3.2,,,
6.5,0.22,0.72,6.8,0.042,,168.0,,3.12,,9.2,4
6.8,,0.33,,0.047,,,,,,,
5.2,0.37,0.33,1.2,,,,,,0.38,11.7,4
8.4,0.19,,,0.052,20.0,104.0,0.994,,,,3
,,,2.2,,,108.0,0.994,2.85,,,
6.8,,,8.8,0.058,24.0,,0.9972,,0.4,8.8,
,,,,0.05,69.0,210.0,1.0004,,0.51,9.3,
7.8,0.21,,,,,,0.991,3.09,0.75,12.6,6
9.0,0.24,,1.2,,,107.0,0.9918,3.21,,12.4,
,,,,0.047,,189.0,,,0.72,,4
,0.29,,7.0,,38.0,161.0,0.9941,,,11.2,
6.7,0.18,0.3,6.4,,,,,,,10.0,3
,,0.3,,0.048,,,0.9956,3.29,0.52,,
8.4,0.58,0.27,,0.033,37.0,,0.9959,2.99,,,
7.2,,,,,,,,,,,4
,0.54,,,0.029,13.0,,0.9931,,,,3
8.4,0.58,,12.15,0.033,,116.0,,,0.39,,4
6.6,0.25,0.31,12.4,,52.0,,0.9984,3.51,0.47,9.8,4
,,,1.9,,,165.0,0.9908,,0.4,,
7.3,0.39,,1.1,,,113.0,0.991,,0.48,,6
,,0.39,6.2,0.039,,163.0,,,0.35,12.2,
8.2,0.35,0.4,6.3,,35.0,162.0,,3.15,,11.9,5
7.8,,0.36,,,,,0.9941,,0.37,11.2,6
,0.35,0.39,0.9,,15.0,,0.9924,,0.28,,2
8.0,0.57,,,,22.0,122.0,,,,,
,0.37,0.33,3.9,,40.0,,,,,12.7,5
,,0.24,2.3,,60.0,189.0,0.995,3.65,0.72,,4
6.7,0.18,,6.4,,40.0,,0.9956,3.29,0.52,,
7.8,0.13,,,0.04,,179.0,0.9955,,,,3
,0.19,,,0.04,,143.0,0.9907,,,,3
7.3,,,,,,191.0,,3.32,0.59,,
,0.29,,,,43.0,167.0,,3.15,0.44,,
,0.35,0.32,,0.048,35.0,,0.9911,,,12.0,6
6.5,,,,,,,,3.36,0.54,10.8,5
,,0.26,5.7,0.044,,158.0,,,,,4
6.0,,0.28,5.7,0.038,,,,3.59,,,
,,0.33,,,42.0,115.0,,,0.48,11.3,5
,,0.16,1.4,,15.0,96.0,,,0.38,9.5,2
,0.19,0.41,,0.04,,143.0,,2.92,0.42,11.4,
,0.13,0.28,,,,140.0,,,0.33,,
7.0,0.14,0.41,,,22.0,,,3.25,0.43,,4
7.6,0.27,0.24,3.8,0.058,19.0,115.0,0.9958,3.15,0.45,8.9,3
,0.22,,,,55.0,,,,0.59,8.9,4
,,,,0.168,,185.0,,2.9,0.49,,3
7.6,0.28,0.39,,0.052,23.0,,0.9941,,,10.4,4
,0.26,0.41,9.2,0.042,41.0,,,,0.38,12.0,5
,,,8.2,,,,,,0.68,,4
,,0.56,8.2,0.044,37.0,181.0,0.998,,,9.5,4
6.9,,0.34,2.7,,,121.0,,,0.38,,
,0.3,0.32,,0.032,30.0,,0.9911,,,,5
,0.27,0.41,1.7,0.047,6.0,134.0,,,,,4
,0.28,0.41,,,10.0,136.0,0.993,,0.71,,
,0.28,0.3,,0.047,,,,,0.38,,
6.9,0.46,,0.9,0.054,5.0,126.0,0.992,,,,4
,0.38,0.32,8.5,,36.0,,,,,12.0,
5.7,0.43,,5.7,,24.0,98.0,0.992,,0.61,12.3,5
6.6,0.56,0.16,3.1,,28.0,,0.994,,,9.1,
,0.36,,1.3,0.046,25.0,102.0,,,,10.5,4
6.8,0.23,0.4,1.6,,,,0.993,,,11.4,4
6.2,,0.29,1.3,,26.0,,,,,,3
5.6,0.49,,,,,116.0,,,0.9,,
6.6,,0.33,,,,85.0,,,,13.4,4
,,,,,12.0,143.0,,,,11.3,5
8.1,,0.4,,0.037,,,,,,,4
5.9,,0.26,,,,,0.995,3.49,,,4
,,0.47,1.4,0.029,23.0,,,3.26,0.42,,
,,0.33,2.8,,15.0,85.0,0.99,3.28,0.51,13.4,
,,0.3,,0.042,,101.0,,3.31,0.42,,4
5.6,,0.13,4.5,,,116.0,0.9907,,0.9,13.7,5
6.9,0.19,,,0.039,,98.0,,,,12.3,5
,,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,5
7.3,,,13.1,0.05,,200.0,,3.04,,,5
7.3,,0.36,13.1,,35.0,,0.9986,,,8.9,
,,,,,32.0,,,3.19,,11.5,4
7.3,,0.36,,,35.0,200.0,0.9986,,0.46,,
,0.67,,,0.052,,,,3.17,0.52,,
7.4,,,5.4,0.044,31.0,,0.994,,,,
7.1,0.26,0.31,2.2,0.044,,,,,0.64,10.9,6
,,0.48,6.6,0.043,,73.0,0.9938,,,11.6,3
,,,,0.069,9.0,,0.9942,,0.35,10.2,2
8.2,,,,,,,,,,10.5,6
,0.19,,3.6,,16.0,,0.993,2.91,,11.4,
7.3,,,13.1,,35.0,200.0,0.9986,,,8.9,5
7.9,,,1.2,0.04,,118.0,0.9932,,,10.6,4
,,0.32,5.9,0.037,,,0.9934,,0.4,11.6,4
7.0,,,5.7,0.035,,83.0,0.9928,,0.46,11.5,
6.9,,,4.1,0.035,,155.0,,3.25,,12.3,6
,0.29,0.49,,0.042,22.0,124.0,,,,10.8,4
,0.17,,1.4,0.037,55.0,130.0,,3.29,0.38,,
5.9,,0.02,,,,,0.9932,3.36,,,3
,,0.26,1.3,0.045,16.0,,0.9934,,0.6,,4
8.6,,0.35,,,,366.5,,,0.63,,
6.9,0.35,,,0.044,,132.0,,,0.55,,3
,,,1.6,,,,0.9916,3.07,,10.8,5
9.2,,0.49,11.8,0.042,29.0,,0.998,3.1,0.34,,2
