,name,addr,city,phone,type,class
809,java jive,790 ponce de leon ave.,atlanta,404-876-6161,?,698
810,johnny rockets (at),2970 cobb pkwy.,atlanta,770-955-6068,american,699
811,kalo's coffee house,1248 clairmont rd.,decatur,404-325-3733,coffeehouses,700
812,la fonda latina,4427 roswell rd.,?,404-303-8201,?,701
813,lettuce souprise you (at),3525 mall blvd.,?,770-418-9969,cafeterias,?
814,majestic,1031 ponce de leon ave.,atlanta,?,?,703
815,morton's of chicago (atlanta),303 peachtree st. ne,atlanta,?,steakhouses,704
816,my thai,1248 clairmont rd.,?,?,thai,705
817,nava,3060 peachtree rd.,atlanta,404-240-1984,?,706
818,nuevo laredo cantina,1495 chattahoochee ave. nw,atlanta,404-352-9009,mexican,?
819,original pancake house (at),4330 peachtree rd.,atlanta,404-237-4116,american,?
820,palm  the (atlanta),3391 peachtree rd. ne,?,404-814-1955,steakhouses,709
821,rainbow restaurant,2118 n. decatur rd.,decatur,404-633-3538,vegetarian,?
822,ritz-carlton cafe (atlanta),181 peachtree st.,atlanta,404-659-0400,american (new),711
823,riviera,519 e. paces ferry rd.,?,404-262-7112,mediterranean,712
824,silver skillet  the,200 14th st. nw,atlanta,?,coffee shops,?
825,soto,3330 piedmont rd.,atlanta,404-233-2005,?,714
826,thelma's kitchen,764 marietta st. nw,?,404-688-5855,cafeterias,715
827,tortillas,774 ponce de leon ave. ne,atlanta,404-892-0193,tex-mex,716
828,van gogh's restaurant & bar,70 w. crossville rd.,roswell,?,?,?
829,veggieland,220 sandy springs circle,atlanta,404-231-3111,?,718
830,white house restaurant,3172 peachtree rd. ne,?,404-237-7601,diners,719
831,zab-e-lee,4837 old national hwy.,college park,404-768-2705,thai,720
832,bill's place,2315 clement st.,?,415-221-5262,?,721
833,cafe flore,2298 market st.,san francisco,?,californian,722
834,caffe greco,423 columbus ave.,san francisco,?,continental,?
835,campo santo,240 columbus ave.,?,415-433-9623,mexican,?
836,cha cha cha's,1805 haight st.,san francisco,415-386-5758,?,725
837,doidge's,2217 union st.,?,415-921-2149,american,?
838,dottie's true blue cafe,522 jones st.,?,415-885-2767,diners,?
839,dusit thai,3221 mission st.,san francisco,415-826-4639,thai,728
840,ebisu,1283 ninth ave.,san francisco,?,japanese,729
841,emerald garden restaurant,1550 california st.,san francisco,?,vietnamese,730
842,eric's chinese restaurant,1500 church st.,san francisco,415-282-0919,chinese,?
843,hamburger mary's,1582 folsom st.,san francisco,415-626-1985,hamburgers,732
844,kelly's on trinity,333 bush st.,san francisco,415-362-4454,californian,733
845,la cumbre,515 valencia st.,san francisco,415-863-8205,mexican,734
846,la mediterranee,288 noe st.,san francisco,?,mediterranean,?
847,la taqueria,2889 mission st.,san francisco,415-285-7117,mexican,736
848,mario's bohemian cigar store cafe,2209 polk st.,san francisco,415-776-8226,italian,737
849,marnee thai,2225 irving st.,san francisco,415-665-9500,thai,738
850,mel's drive-in,3355 geary st.,san francisco,415-387-2244,?,739
851,mo's burgers,1322 grant st.,san francisco,415-788-3779,hamburgers,740
852,phnom penh cambodian restaurant,631 larkin st.,san francisco,415-775-5979,cambodian,?
853,roosevelt tamale parlor,2817 24th st.,san francisco,415-550-9213,mexican,742
854,sally's cafe & bakery,300 de haro st.,san francisco,415-626-6006,american,743
855,san francisco bbq,1328 18th st.,?,415-431-8956,thai,744
856,slanted door,584 valencia st.,?,?,vietnamese,745
857,swan oyster depot,1517 polk st.,san francisco,415-673-1101,seafood,746
858,thep phanom,400 waller st.,?,415-431-2526,thai,?
859,ti couz,3108 16th st.,?,415-252-7373,french,748
860,trio cafe,1870 fillmore st.,san francisco,415-563-2248,?,749
861,tu lan,8 sixth st.,san francisco,415-626-0927,vietnamese,750
862,vicolo pizzeria,201 ivy st.,san francisco,?,pizza,751
863,wa-ha-ka oaxaca mexican grill,2141 polk st.,san francisco,415-775-1055,mexican,752
