,name,addr,city,phone,type,class
841,emerald garden restaurant,1550 california st.,san francisco,415-673-1155,?,?
842,eric's chinese restaurant,1500 church st.,san francisco,?,chinese,731
843,hamburger mary's,1582 folsom st.,san francisco,415-626-1985,hamburgers,732
844,kelly's on trinity,333 bush st.,san francisco,415-362-4454,?,733
845,la cumbre,515 valencia st.,san francisco,415-863-8205,mexican,?
846,la mediterranee,288 noe st.,?,?,?,735
847,la taqueria,2889 mission st.,?,415-285-7117,?,736
848,mario's bohemian cigar store cafe,2209 polk st.,?,415-776-8226,?,737
849,marnee thai,2225 irving st.,san francisco,?,?,738
850,mel's drive-in,3355 geary st.,san francisco,?,hamburgers,739
851,mo's burgers,1322 grant st.,san francisco,415-788-3779,?,740
852,phnom penh cambodian restaurant,631 larkin st.,san francisco,415-775-5979,?,741
853,roosevelt tamale parlor,2817 24th st.,san francisco,415-550-9213,?,742
854,sally's cafe & bakery,300 de haro st.,san francisco,?,?,743
855,san francisco bbq,1328 18th st.,?,?,thai,?
856,slanted door,584 valencia st.,san francisco,415-861-8032,vietnamese,745
857,swan oyster depot,1517 polk st.,?,415-673-1101,?,?
858,thep phanom,400 waller st.,san francisco,415-431-2526,thai,?
859,ti couz,3108 16th st.,?,?,french,748
860,trio cafe,1870 fillmore st.,san francisco,415-563-2248,?,749
861,tu lan,8 sixth st.,san francisco,?,?,750
862,vicolo pizzeria,201 ivy st.,san francisco,?,?,751
863,wa-ha-ka oaxaca mexican grill,2141 polk st.,san francisco,415-775-1055,mexican,?
