,name,addr,city,phone,type,class
841,emerald garden restaurant,1550 california st.,san francisco,415-673-1155,vietnamese,?
842,eric's chinese restaurant,1500 church st.,san francisco,?,?,?
843,hamburger mary's,1582 folsom st.,?,?,?,?
844,kelly's on trinity,333 bush st.,san francisco,?,?,733
845,la cumbre,515 valencia st.,san francisco,415-863-8205,mexican,?
846,la mediterranee,288 noe st.,san francisco,415-431-7210,mediterranean,735
847,la taqueria,2889 mission st.,san francisco,415-285-7117,mexican,?
848,mario's bohemian cigar store cafe,2209 polk st.,?,415-776-8226,italian,?
849,marnee thai,2225 irving st.,?,415-665-9500,thai,?
850,mel's drive-in,3355 geary st.,san francisco,415-387-2244,hamburgers,739
851,mo's burgers,1322 grant st.,?,415-788-3779,hamburgers,740
852,phnom penh cambodian restaurant,631 larkin st.,?,415-775-5979,?,?
853,roosevelt tamale parlor,2817 24th st.,san francisco,415-550-9213,mexican,742
854,sally's cafe & bakery,300 de haro st.,san francisco,?,?,?
855,san francisco bbq,1328 18th st.,san francisco,?,?,?
856,slanted door,584 valencia st.,san francisco,415-861-8032,vietnamese,?
857,swan oyster depot,1517 polk st.,san francisco,415-673-1101,seafood,746
858,thep phanom,400 waller st.,san francisco,415-431-2526,?,?
859,ti couz,3108 16th st.,san francisco,?,french,748
860,trio cafe,1870 fillmore st.,san francisco,?,?,749
861,tu lan,8 sixth st.,?,?,?,?
862,vicolo pizzeria,201 ivy st.,san francisco,415-863-2382,?,751
863,wa-ha-ka oaxaca mexican grill,2141 polk st.,san francisco,415-775-1055,mexican,752
