,name,addr,city,phone,type,class
805,harold's barbecue,171 mcdonough blvd.,?,404-627-9268,?,694
806,havana sandwich shop,2905 buford hwy.,?,404-636-4094,cuban,?
807,house of chan,2469 cobb pkwy.,smyrna,?,?,696
808,indian delights,3675 satellite blvd.,duluth,?,indian,697
809,java jive,790 ponce de leon ave.,atlanta,?,coffee shops,?
810,johnny rockets (at),2970 cobb pkwy.,atlanta,770-955-6068,american,?
811,kalo's coffee house,1248 clairmont rd.,decatur,404-325-3733,coffeehouses,?
812,la fonda latina,4427 roswell rd.,atlanta,404-303-8201,spanish,701
813,lettuce souprise you (at),3525 mall blvd.,duluth,770-418-9969,cafeterias,702
814,majestic,1031 ponce de leon ave.,atlanta,?,diners,703
815,morton's of chicago (atlanta),303 peachtree st. ne,atlanta,404-577-4366,steakhouses,704
816,my thai,1248 clairmont rd.,?,404-636-4280,thai,705
817,nava,3060 peachtree rd.,atlanta,404-240-1984,southwestern,706
818,nuevo laredo cantina,1495 chattahoochee ave. nw,atlanta,404-352-9009,mexican,?
819,original pancake house (at),4330 peachtree rd.,atlanta,404-237-4116,american,708
820,palm  the (atlanta),3391 peachtree rd. ne,atlanta,404-814-1955,?,709
821,rainbow restaurant,2118 n. decatur rd.,decatur,404-633-3538,vegetarian,?
822,ritz-carlton cafe (atlanta),181 peachtree st.,?,404-659-0400,american (new),711
823,riviera,519 e. paces ferry rd.,atlanta,?,mediterranean,712
824,silver skillet  the,200 14th st. nw,atlanta,404-874-1388,coffee shops,713
825,soto,3330 piedmont rd.,atlanta,404-233-2005,japanese,714
826,thelma's kitchen,764 marietta st. nw,?,?,cafeterias,715
827,tortillas,774 ponce de leon ave. ne,atlanta,?,tex-mex,?
828,van gogh's restaurant & bar,70 w. crossville rd.,roswell,770-993-1156,?,?
829,veggieland,220 sandy springs circle,atlanta,404-231-3111,vegetarian,718
830,white house restaurant,3172 peachtree rd. ne,?,404-237-7601,diners,?
831,zab-e-lee,4837 old national hwy.,college park,404-768-2705,thai,720
832,bill's place,2315 clement st.,san francisco,415-221-5262,?,721
833,cafe flore,2298 market st.,san francisco,415-621-8579,californian,722
834,caffe greco,423 columbus ave.,san francisco,?,continental,?
835,campo santo,240 columbus ave.,?,?,?,724
836,cha cha cha's,1805 haight st.,san francisco,?,caribbean,?
837,doidge's,2217 union st.,san francisco,415-921-2149,?,726
838,dottie's true blue cafe,522 jones st.,?,415-885-2767,diners,727
839,dusit thai,3221 mission st.,san francisco,415-826-4639,?,728
840,ebisu,1283 ninth ave.,san francisco,415-566-1770,japanese,?
841,emerald garden restaurant,1550 california st.,?,415-673-1155,vietnamese,?
842,eric's chinese restaurant,1500 church st.,san francisco,415-282-0919,?,731
843,hamburger mary's,1582 folsom st.,san francisco,?,?,732
844,kelly's on trinity,333 bush st.,san francisco,415-362-4454,californian,733
845,la cumbre,515 valencia st.,?,415-863-8205,?,734
846,la mediterranee,288 noe st.,san francisco,415-431-7210,mediterranean,?
847,la taqueria,2889 mission st.,san francisco,?,?,736
848,mario's bohemian cigar store cafe,2209 polk st.,?,?,italian,737
849,marnee thai,2225 irving st.,san francisco,?,thai,738
850,mel's drive-in,3355 geary st.,san francisco,415-387-2244,?,739
851,mo's burgers,1322 grant st.,san francisco,415-788-3779,?,740
852,phnom penh cambodian restaurant,631 larkin st.,?,?,?,741
853,roosevelt tamale parlor,2817 24th st.,?,415-550-9213,mexican,742
854,sally's cafe & bakery,300 de haro st.,san francisco,?,american,?
855,san francisco bbq,1328 18th st.,san francisco,415-431-8956,thai,744
856,slanted door,584 valencia st.,san francisco,415-861-8032,?,745
857,swan oyster depot,1517 polk st.,san francisco,415-673-1101,seafood,746
858,thep phanom,400 waller st.,?,?,thai,747
859,ti couz,3108 16th st.,san francisco,415-252-7373,french,748
860,trio cafe,1870 fillmore st.,san francisco,415-563-2248,?,749
861,tu lan,8 sixth st.,?,415-626-0927,?,?
862,vicolo pizzeria,201 ivy st.,san francisco,?,?,751
863,wa-ha-ka oaxaca mexican grill,2141 polk st.,?,415-775-1055,?,752
