speaker,utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12
,,,0.025527,,0.217868,,,,-0.344215,,-0.489458,,0.027544,0.164598
2,,,-0.000871,,0.218079,,,,-0.332019,,,,0.02419,0.123667
2,,12.0,,,,,0.695226,,,,-0.500107,,0.035956,0.063371
2,12.0,13.0,-0.049926,-0.928151,0.320141,-0.222948,0.688629,-0.470599,,-0.058307,-0.479334,-0.051842,,
,,,-0.061908,,,,0.68312,,-0.327956,-0.056132,,,,
2,12.0,15.0,,,0.444707,-0.063905,,,,,-0.430248,,-0.03024,
,,,-0.133312,,0.492373,,,,,,-0.41411,,,-0.146659
2,,,,-0.630197,,,,-0.380016,,,-0.225958,,-0.063232,0.26126
2,13.0,2.0,0.07072,-0.659269,0.095412,-0.61175,0.275402,-0.348052,,,-0.248997,-0.266693,,
2,,3.0,,-0.712534,0.105226,-0.567655,0.372713,-0.334728,-0.221307,,-0.280878,,-0.088247,
,13.0,,0.092701,-0.744065,,-0.513441,,,,0.023568,,,,
2,13.0,,0.186948,-0.812765,,-0.461922,,-0.335094,-0.283357,,-0.37645,,-0.045189,0.262233
2,13.0,6.0,0.213914,-0.897449,0.179951,,0.539288,-0.342577,,-0.048546,,,-0.023847,0.246483
2,,,,-0.910316,,,0.574406,-0.367406,-0.327299,-0.109463,,,0.021407,
2,13.0,8.0,,-0.912981,0.22905,-0.283253,0.581225,-0.396683,-0.331575,-0.124369,,,,
,13.0,9.0,,,0.265734,-0.22917,,,,-0.10929,-0.437057,-0.063411,,
,,10.0,,-0.966274,0.336322,-0.147422,,-0.419602,,,-0.410168,-0.044873,-0.006326,0.042595
2,,,0.113071,,0.410055,-0.109836,,-0.427373,,-0.079988,,,,
2,,12.0,,,0.459281,,,,,,,,-0.063626,
2,13.0,13.0,0.093938,,,,,-0.44091,,,,-0.027154,,-0.062828
2,14.0,1.0,0.562239,-0.66025,0.193376,,,,,0.264355,,-0.299425,-0.165016,
,14.0,2.0,,,,,0.114838,-0.421814,-0.130567,0.248541,-0.150092,-0.315592,,
2,,,0.463009,,,-0.720011,,,-0.136102,0.223375,,,,
2,14.0,,,-0.742182,0.115538,-0.669518,,,,,,-0.31323,-0.152139,0.255008
,14.0,,,,,-0.614147,,-0.374918,-0.187817,,-0.265975,-0.297628,-0.106895,0.284187
,,,0.40876,,0.07908,-0.532372,0.432181,-0.354771,,0.007159,,-0.290371,-0.09234,0.289922
,,,0.404983,-0.826327,,-0.426234,,,-0.258391,,,-0.268743,-0.047149,
2,14.0,8.0,,-0.83556,,-0.334053,,-0.350372,,,,,-0.023021,
,14.0,9.0,,,0.153601,,0.553641,,,-0.120556,,,,
2,,,,-0.851669,,-0.103698,0.519135,-0.400513,-0.285963,,,-0.10012,0.030999,
2,,11.0,,-0.848124,,-0.014903,0.508833,,,-0.182586,,-0.037641,,-0.027881
,14.0,,,,0.342587,,0.521248,,,-0.175952,,-0.011119,,-0.125079
,14.0,13.0,0.00893,,,,0.529025,-0.348007,-0.174844,-0.188874,,,-0.067324,
2,14.0,14.0,-0.024202,,,,,,,,-0.336524,0.048875,,-0.237463
2,15.0,1.0,,-0.319252,,,,,-0.05307,,-0.186515,,0.024721,0.130327
,,2.0,0.047679,-0.387743,0.282565,-0.768108,-0.080508,-0.405294,,,-0.206675,-0.277643,,
,15.0,,,-0.374006,,-0.724319,,-0.385659,-0.128902,,,-0.309101,-0.056655,0.178905
,,4.0,,-0.421777,,,,,,,,-0.332705,,
2,,5.0,,-0.463489,,,0.131422,,-0.130326,0.192638,-0.316599,,,
2,15.0,,,,,-0.634583,,-0.329958,-0.140543,0.168346,-0.353962,-0.36929,-0.073863,
,15.0,,,-0.404235,,-0.585265,0.256986,,-0.149384,0.130383,,-0.362975,,
,15.0,8.0,0.003179,-0.430814,,,,-0.323642,-0.185151,0.078192,,-0.34091,,0.242698
2,15.0,,,,0.273805,,0.415508,-0.31569,-0.215601,,,-0.331687,0.021476,
2,15.0,,-0.018566,-0.542705,,,,,-0.22543,,-0.474046,-0.293325,0.028401,0.223411
,,11.0,-0.023729,-0.580772,0.346894,-0.341215,0.578098,,-0.258888,,,,0.032222,0.150451
,,,,,,,0.663171,-0.348015,,,-0.464901,,,
2,15.0,13.0,,,,-0.158007,,-0.370422,-0.371271,,,-0.152796,0.014752,
,15.0,14.0,-0.191325,-0.636885,,,0.691751,-0.385709,-0.398591,,-0.392906,-0.133104,-0.001395,-0.042732
,15.0,,,-0.68183,,-0.108263,,,-0.405056,,-0.387168,,,
,,,,-0.247761,0.19845,-0.683767,,-0.516124,,,,,0.015801,
,16.0,2.0,,-0.279378,,,,,0.129106,0.118755,,,0.003179,
,16.0,3.0,-0.025789,,0.094708,,,-0.466914,,,-0.071444,-0.406823,,
2,16.0,,-0.023575,,,,,-0.430883,0.071685,,,-0.439162,,0.247801
,16.0,,,,,,,,0.042034,,,,,0.269155
,16.0,,,-0.478692,,-0.453691,0.139584,-0.363062,-0.006047,,,-0.462954,,
2,16.0,7.0,,,-0.002912,-0.407704,,,-0.044484,-0.113278,,-0.434993,,0.315512
2,16.0,8.0,,-0.614571,,-0.368543,0.286928,-0.354558,,-0.151879,,-0.378677,0.087298,
,16.0,9.0,0.124652,-0.686487,,,,,-0.09189,-0.170983,,-0.33126,,
2,16.0,10.0,,,,-0.191035,,-0.34978,,-0.204023,-0.315674,,,0.251312
,16.0,,0.133764,-0.75819,,-0.105406,0.52819,,-0.157914,-0.237322,,,,0.198886
2,,12.0,0.008567,,0.138319,,0.576462,,,,,-0.158892,,0.120155
,,,-0.05431,,,,0.590426,-0.482685,,-0.206023,,-0.123526,,0.05366
2,,,,-0.7325,,0.018956,,,-0.161702,-0.20104,,-0.087745,-0.000225,0.007235
,17.0,,,-0.47492,0.345514,-0.788319,-0.256053,-0.448288,,0.26143,-0.119831,-0.16001,-0.00108,0.164009
2,,2.0,-0.00012,,,-0.755783,-0.185151,,-0.024627,,,-0.191878,,0.223216
2,17.0,,-0.02195,-0.488259,0.184855,,,,,,-0.111789,-0.261993,-0.003328,0.243111
2,17.0,,0.089602,,,-0.681711,-0.069234,,,,-0.155464,,-0.038014,0.248301
,,5.0,0.196066,-0.700954,,-0.685599,,,-0.077346,,,,,0.245768
2,,,0.265017,,0.219187,-0.636259,,-0.296301,,,,,-0.063792,0.259653
,17.0,7.0,,-0.785789,,-0.607634,,,-0.171826,,-0.303744,-0.308,-0.065557,
,17.0,8.0,0.417684,-0.805514,0.191549,,0.302972,-0.271309,,0.030992,-0.318343,-0.313691,,
,17.0,9.0,0.469854,,0.155137,-0.504849,,,-0.287728,-0.018675,-0.343126,,,0.271738
,,10.0,0.483254,,,,,,,,,-0.211444,0.046882,
2,,11.0,,-0.942213,0.198487,-0.433567,,,,,-0.410117,-0.178563,,
,,,,,,,,,-0.392037,-0.033205,,,,
2,18.0,,,-0.877969,0.375125,-0.827867,,,,,,-0.238069,-0.016032,
,,,0.278817,,0.312274,-0.792045,,-0.326027,,0.272204,-0.142559,-0.244838,,
2,18.0,,0.25199,,0.23949,,,,,0.201757,,,-0.038245,
,,4.0,0.356255,,0.254456,-0.70103,0.174113,,,0.150326,,,-0.040606,
,18.0,,,-0.954789,,-0.674914,0.268091,-0.196475,-0.294485,,,,,0.274754
,18.0,,0.419176,,,,,-0.177792,,,,-0.291566,,
,,7.0,,,,,0.423407,,-0.338261,0.011975,-0.364966,,,
2,18.0,,,-1.080302,,,,-0.190193,-0.377682,0.011885,-0.400311,,-0.023502,0.190976
2,18.0,9.0,,-1.100054,,,,-0.214601,-0.430785,,,-0.256054,,0.156003
,,,0.358281,,,-0.395383,,,-0.457588,-0.014085,-0.395279,,,0.123939
,18.0,,,-1.05784,0.369951,-0.330907,0.584886,-0.275799,,0.00092,-0.388965,-0.157032,0.068494,
,18.0,,,-1.065321,,-0.248644,,,-0.465196,0.005877,,-0.126587,,-0.054545
,18.0,13.0,,-1.058453,,,,,,-0.007308,-0.401979,,,-0.123235
2,,,0.003872,-1.054271,,,,,,,-0.408409,,-0.00324,-0.160623
2,,,,-0.638038,,-0.765106,0.014326,,-0.136665,,,-0.290526,-0.093515,0.160508
,,,0.274697,,0.342927,,,,,,,,,0.188081
,19.0,,,,0.344072,,0.089005,,-0.165732,0.246794,-0.233401,,-0.103005,0.18876
,19.0,,0.287855,,,-0.718911,,-0.341457,-0.181444,,,-0.330207,-0.11139,
,,5.0,0.289967,,,,0.205774,-0.321346,,0.173264,,-0.335114,-0.139012,
,,,0.289505,,0.259034,,0.270088,,-0.241414,0.155381,,,,
,19.0,,0.307691,,,,,-0.311691,-0.2843,0.13474,-0.310469,-0.350873,,
2,,,0.226874,-0.812343,,,,-0.283203,,,,-0.334839,-0.025511,
2,,,,-0.757142,0.212918,-0.437294,,-0.239423,-0.271071,,,,0.019858,
2,19.0,,,,,-0.343402,0.491308,-0.214094,,0.003766,-0.397871,-0.305872,,0.165583
2,,,-0.006324,,,-0.251497,0.523893,-0.239089,,-0.033145,,-0.276237,0.053247,
,19.0,12.0,,,0.253632,,,,,,-0.396513,,,
,19.0,,,-0.676937,0.222632,,0.521267,-0.263002,-0.360308,,,-0.178741,,
,,14.0,,-0.740519,0.285035,-0.039012,,,,-0.132967,-0.362668,,-0.000664,
,,,,,0.375698,-0.069317,0.597442,-0.338826,,-0.102864,-0.38592,-0.083159,,-0.028906
2,,,,,,-0.0498,,,,-0.062122,,,-0.009343,
,20.0,1.0,,-0.768245,0.336667,,0.054859,,-0.15828,,,-0.278497,0.052467,
2,,,0.317553,,,-0.845906,,,-0.196341,0.364285,,-0.304705,0.032613,
2,20.0,3.0,0.277474,-0.871742,0.327644,,0.196881,,,,-0.348624,,0.029169,
2,20.0,4.0,,,,,0.260386,-0.270237,,0.296054,-0.411433,-0.350314,0.038875,0.179985
2,,5.0,0.274756,-0.953811,0.332302,-0.717174,0.322656,,-0.282155,0.251141,-0.43998,-0.345529,0.049056,0.168995
,,,0.297252,,,-0.655012,,-0.252601,,0.184648,-0.463117,,,
,20.0,7.0,0.292695,,,-0.58073,,-0.234958,-0.399418,,,,,0.155491
2,,,,,,-0.52048,0.46237,-0.22795,,0.056268,,,0.175504,0.159792
,20.0,,,,0.363756,-0.48083,,,-0.433247,,-0.509689,,,
,,,,,,-0.403153,,-0.2476,,,,-0.163488,0.164486,0.091695
,,,0.193311,,0.457879,-0.321211,,-0.266854,,,-0.448911,,0.129948,0.008191
,,,,-1.178047,0.51346,-0.270302,0.553191,-0.280978,-0.44233,,,-0.085449,0.114353,
2,,1.0,,-0.693914,0.379033,,,-0.337382,,0.317058,-0.24401,,,
,,2.0,,,,,,-0.335457,-0.106939,,-0.264124,-0.2251,0.110951,0.168363
,21.0,3.0,,-0.784591,0.364432,-0.81144,,-0.33275,,0.295277,-0.277598,-0.220255,0.106237,
2,,4.0,0.149681,,0.353273,-0.777807,,,,0.258683,-0.317319,-0.223953,0.090522,0.210347
2,,,0.107313,,0.346516,,,,-0.224323,0.205085,-0.338578,-0.257776,,0.229826
,,6.0,0.056773,-0.906165,0.319027,-0.6639,,-0.298136,-0.224146,0.168049,-0.385909,,,
2,,,,-0.938215,0.3177,,0.353542,-0.306793,,,-0.437838,,,0.229695
2,21.0,8.0,,,,,,-0.311961,-0.308414,,,,0.11353,
2,,9.0,,,0.33171,,0.463167,-0.318164,,0.030136,-0.521144,-0.19801,,0.20611
2,,,,-1.056094,0.341702,-0.482234,0.479004,-0.306484,,-0.000463,-0.549611,-0.155732,,
2,21.0,11.0,0.256616,-1.053248,,-0.437308,0.485448,-0.31294,-0.351327,,,-0.101494,0.222296,
,,12.0,,-1.059223,0.41684,,,,,-0.043114,-0.535276,-0.080996,0.174195,0.041718
,21.0,13.0,,-1.070854,,,,-0.287038,,-0.042757,-0.540125,,0.139466,
2,21.0,14.0,,-1.081502,,-0.25522,0.563987,,,,,,0.120992,
2,22.0,1.0,0.022793,,,-0.741145,,,,,-0.11065,-0.241393,,
2,22.0,,,-0.435934,,,,-0.366957,,0.202145,,-0.290998,,
2,22.0,,0.063921,-0.477587,0.202541,,,,-0.065495,0.183186,,-0.349578,-0.117027,
,,4.0,0.139243,-0.548131,0.216529,,0.150345,,-0.116618,0.162429,-0.233475,,,
2,22.0,5.0,0.310083,,0.244975,,0.252654,,,,,-0.38448,-0.11766,
2,22.0,6.0,,-0.743728,0.231757,-0.640778,0.300384,,,,-0.347593,-0.382727,,
2,22.0,,,,,,,,,,,-0.363908,-0.080411,
,22.0,8.0,0.635386,,0.182754,-0.569751,0.425931,,-0.283929,,-0.407179,,,0.222738
,22.0,,0.636552,,0.215751,-0.499728,0.496495,,,,,,,0.179264
2,,10.0,0.559947,,0.294112,-0.419489,0.581471,-0.22116,-0.410183,0.032532,,-0.219096,0.036651,0.098247
,,,,,,-0.342724,0.634325,,-0.399425,0.022558,-0.447706,,,
2,,12.0,,-1.041735,0.427733,,,,,,-0.438981,-0.148843,0.013778,
2,22.0,,0.348818,,,,0.648547,-0.269284,-0.422888,0.021517,,,-0.005744,-0.126435
2,22.0,,,-0.998728,,,0.604948,,,0.023757,-0.409419,-0.069098,-0.020038,-0.176092
,22.0,15.0,0.250509,-0.982366,,,,-0.327177,-0.311688,,-0.372482,-0.012404,-0.051101,-0.21914
,,,0.428103,,,,-0.123021,-0.376909,,0.404427,,-0.203319,,0.1178
,23.0,2.0,,-0.765121,,-0.871632,-0.04409,,,0.372475,,-0.234604,,0.158232
,23.0,,,-0.83842,,-0.861648,,,,0.346522,,,0.081822,
2,23.0,,,,0.320224,,0.138429,,-0.229695,0.283416,-0.288362,-0.298556,0.034174,0.198511
,,,0.494595,-0.890348,,-0.736231,0.211156,-0.232768,-0.274966,,-0.300307,-0.315645,0.018958,
,,6.0,0.525684,-0.956392,0.274349,,,,,,-0.336675,-0.329907,,
2,23.0,,0.558421,-1.017857,,,0.3902,-0.193293,-0.359712,0.148281,,-0.312636,,
2,,8.0,0.563235,-1.059385,0.263525,,,-0.174676,-0.413972,0.096197,-0.380824,-0.286335,,
,,9.0,0.531736,,,-0.506112,0.539511,-0.159767,,,-0.399572,-0.267236,0.039392,0.151453
2,23.0,,,-1.047181,0.31776,,,-0.185306,,0.006662,,-0.24611,,0.125538
2,23.0,,,-1.085156,,,0.590333,-0.225093,,,,,0.041308,
2,,12.0,0.496532,,0.389634,-0.323164,0.615115,-0.265448,-0.517365,0.005382,-0.410366,,,0.004533
2,,,,-1.028411,,-0.270478,,,-0.506602,,-0.399131,-0.119033,0.079172,-0.05591
,23.0,,,,,,,-0.273612,-0.479152,0.038404,-0.383451,-0.094118,,-0.128694
,,,-0.270143,,0.38032,,,,-0.057735,0.280862,,,-0.021104,0.191781
2,,,-0.229814,-0.618452,,,-0.143598,,-0.09817,0.234959,,-0.284135,-0.044853,
,24.0,,,,0.267355,-0.726166,,-0.327117,-0.132545,,,-0.294444,-0.046654,
,,,,-0.71964,0.208908,-0.674847,,-0.291036,,,-0.166976,-0.330469,,
,24.0,5.0,,,,,0.130064,,-0.230152,0.112216,,-0.330156,-0.028732,0.299239
,,6.0,,-0.818389,0.119612,-0.502057,0.241397,-0.230233,-0.264003,-3.5e-05,,-0.330212,,0.322438
2,,7.0,0.489005,,,,0.376664,-0.229406,-0.341997,,-0.321743,-0.265606,0.046035,0.249035
,,,0.38355,,0.236439,-0.37142,,-0.240569,-0.403212,-0.022414,-0.346947,-0.230635,0.047131,
2,24.0,9.0,0.414409,,0.329792,,0.55456,,,-0.038247,,-0.1784,,
2,24.0,10.0,0.477241,-1.025142,0.360272,-0.149297,0.530427,,,,,,,0.01951
,,,,-1.02364,0.388703,,,,,,-0.35171,-0.051093,0.006557,
,,12.0,0.41867,-0.972721,,-0.042799,0.518364,,-0.348718,-0.071928,-0.338055,-0.006644,-0.022906,-0.174902
,24.0,13.0,0.35412,-0.950547,,-0.058983,,,-0.343533,,-0.358309,,-0.045069,-0.264137
2,,,0.278333,,0.228576,,0.032515,,-0.132561,,,,,
2,25.0,,,-0.642802,0.195875,,,-0.369598,,,,-0.283984,,
,,,0.256839,,0.16953,-0.614323,,-0.331402,-0.154953,0.095877,-0.153444,-0.305547,-0.16326,
,25.0,4.0,0.189565,-0.693724,0.16959,,,-0.296389,-0.167969,,-0.197898,,,
2,,,0.146713,-0.747029,,-0.55476,,,-0.205621,0.020642,-0.23673,,,0.271465
2,,,,,0.221249,-0.507187,,,-0.251481,0.000887,,-0.312513,,
2,25.0,,,-0.929295,,,0.515526,,,,,,,0.249236
2,25.0,,,,,,0.556058,,,,-0.354633,-0.256578,-0.075907,0.234319
,25.0,9.0,,-1.008033,0.279513,-0.348169,0.57953,-0.250926,-0.36584,,,-0.221817,,0.190693
,,10.0,0.167165,-1.043139,0.330709,,,-0.27013,,-0.057073,,,0.00073,0.133834
2,25.0,,,,0.402652,,0.622651,,,,-0.361253,-0.149928,,
2,,,,,,-0.127948,0.633201,-0.300921,-0.346157,,-0.358624,-0.107807,,-0.004557
,,,,-1.013836,0.497543,,0.643807,-0.313748,,,-0.396486,-0.073414,-0.045676,-0.063076
2,25.0,14.0,-0.052697,-0.983933,,-0.092144,0.636609,-0.325996,-0.324609,-0.074455,,,,-0.134939
,25.0,,,,0.54356,,0.611601,-0.328577,,,,-0.004932,-0.042241,-0.169361
2,,,0.089629,-0.649119,,-0.622276,0.08028,-0.383465,-0.036962,,,-0.251045,-0.089069,0.409918
2,26.0,2.0,,,0.039389,,0.154738,,,,,-0.235768,-0.068982,0.394769
,26.0,,,,0.045424,,0.251792,,,,-0.178327,,,0.382603
2,26.0,,0.05924,-0.723691,,,0.317721,,-0.157176,-0.084235,,,,
,,5.0,,-0.78259,0.10422,-0.425836,,,,,-0.287108,,,
,,,,-0.858494,,-0.347357,0.442666,-0.356055,,,-0.30859,-0.188109,0.000506,0.311527
,26.0,7.0,0.108426,,,,,,,,,-0.150585,,0.240426
2,26.0,8.0,,-0.948194,0.291157,,,-0.354688,-0.296922,-0.15277,-0.368325,,,0.180689
2,,,,,,,,-0.358374,,,,,0.018918,
,26.0,10.0,,,0.407132,,,-0.386675,,-0.189035,-0.344477,,-0.030371,
,,,0.181332,-1.012249,0.449873,,,-0.406907,-0.30857,,,,-0.044815,
2,,,,-0.977038,0.496765,,,,,,-0.331345,,-0.059115,
,26.0,,0.175676,-0.962677,,-0.093608,0.485833,-0.362956,-0.251426,,-0.352096,0.05648,-0.083246,-0.132033
2,,1.0,0.291832,,,,-0.479811,-0.198944,,,-0.130719,,,0.125984
,27.0,,0.32914,-0.685617,0.342152,-0.639094,,-0.204681,,,-0.104772,-0.299631,0.141259,0.158117
2,,3.0,0.352639,-0.686158,,,-0.327664,-0.195213,-0.171348,,,-0.317507,0.107468,
,27.0,,0.421651,,,-0.607196,-0.251858,-0.184613,-0.171772,0.246691,-0.105976,,0.07819,0.206092
2,27.0,,,,,-0.590805,-0.158132,-0.156943,,,-0.140238,-0.356994,,0.208691
,,,0.570541,-0.862708,0.268815,,-0.031927,-0.148561,-0.210835,0.189481,-0.189315,,0.007609,0.195882
2,27.0,,,-0.971917,,-0.555095,0.103252,,-0.264575,,,,,
,27.0,8.0,,-0.96833,0.227024,,,-0.141419,,,-0.283573,,,0.217325
2,,,0.521894,,0.148983,-0.300522,0.237465,-0.147147,,,-0.330433,,,
,,,0.48245,,,,,,-0.341127,,,,0.076037,
2,27.0,,,,,-0.170823,0.306806,,-0.363511,-0.104951,,-0.23542,,0.144822
,27.0,,0.277103,,,-0.105269,,-0.198397,-0.383656,,-0.332565,,0.087163,
2,27.0,13.0,0.112673,-0.860093,,,,-0.194388,,-0.126428,,,0.081444,-0.023101
2,,14.0,0.044238,,0.318756,,,-0.227355,-0.293233,,,,,-0.08519
,27.0,,-0.03657,,,,,,-0.263868,,,,0.071814,-0.13412
,,1.0,0.112933,-0.576973,,-0.917487,,,-0.011109,,-0.081544,,0.005403,0.120904
2,28.0,2.0,,,0.427702,-0.873008,,-0.313377,,0.254601,-0.10069,-0.147255,-0.020669,
,28.0,3.0,0.102969,,,,-0.15969,,,0.217996,,-0.197509,-0.065963,0.189216
,,,0.125982,,,,-0.082488,-0.269468,-0.114312,,-0.135974,-0.235124,-0.094728,
,,5.0,0.18161,-0.772491,,-0.763667,-0.009997,,-0.157438,,-0.16831,-0.281095,-0.108662,
2,28.0,,,-0.800084,,-0.726629,0.040099,,,0.175247,-0.190338,,-0.106541,0.28145
2,28.0,7.0,,-0.850938,0.309164,-0.677891,0.105428,,-0.198671,,-0.226234,-0.306453,-0.096265,0.282169
2,,8.0,,-0.906224,,,0.201298,-0.241992,-0.218957,,,,,0.277496
,,,,,0.27055,,,,,,-0.317669,,-0.038969,0.285586
2,,,0.456193,,0.306852,,,,,0.027225,,,0.013768,0.268669
,,,0.446421,-0.97074,0.346563,-0.453609,,-0.181979,-0.321465,-0.013301,,,0.041064,0.221337
,,,,-0.964287,,,,-0.196134,,-0.048239,-0.459836,,,
,28.0,13.0,,,,,,-0.239387,-0.340271,-0.064132,-0.456546,-0.213831,0.059129,0.115296
,28.0,14.0,0.324123,,,-0.230639,0.536629,,-0.354412,,-0.428494,,0.086176,0.048472
,28.0,,,-0.85502,0.405139,-0.104643,,,,-0.079486,-0.394527,,0.081246,
,28.0,,,,0.46473,,,,,-0.08156,,-0.063128,0.039529,
2,,17.0,0.088262,,0.509355,-0.042848,,-0.281529,-0.325073,-0.080196,,-0.033832,0.009842,
,29.0,1.0,0.233229,-0.792475,,-0.699821,,-0.337204,-0.151966,0.232452,,-0.286569,-0.135482,0.200547
2,29.0,2.0,,,,,,,-0.178111,0.192755,,,-0.186827,
,29.0,3.0,,,0.332614,-0.671591,0.070251,,,0.180006,,,-0.199671,
,,,0.393846,-0.904536,0.275838,-0.61799,0.201612,-0.253607,,,-0.238017,,-0.176287,
,29.0,5.0,,-0.908473,,,0.286269,-0.2464,-0.235706,0.074426,-0.296305,-0.35775,,0.341187
,,6.0,0.484127,-0.949256,,,0.338302,,-0.249765,0.051717,-0.333786,,-0.135576,
,29.0,,0.431716,-0.957757,,-0.464761,,-0.245776,,,-0.371087,,-0.079773,
2,29.0,,0.370683,-0.953254,,,,-0.241936,,-0.027761,-0.406739,,-0.044429,0.278231
2,,9.0,,-0.95744,,,0.570707,,,,,,-0.020548,0.171264
2,,,0.270427,,0.443878,,0.553021,,-0.280056,-0.073749,-0.453502,,0.016465,0.099591
,29.0,,,-0.771756,0.4375,-0.118215,0.514311,-0.315619,-0.242139,,-0.459438,,,
2,29.0,,,,,,,,-0.220705,-0.18265,-0.457242,,0.043459,
2,,13.0,-0.023519,,0.397778,,0.464287,-0.342165,,,-0.455635,,,
,,,,-0.661468,,-0.020882,0.46254,,-0.228714,,-0.452929,,0.073964,
2,29.0,15.0,-0.028197,-0.694694,0.490614,-0.007948,,-0.323816,-0.208991,-0.182498,-0.427856,,0.081327,
,29.0,,,-0.776313,,-0.011083,,,-0.187716,,,,0.03756,-0.116504
2,,1.0,,-0.63851,0.262799,-0.754287,0.031907,-0.38427,,0.197268,-0.094754,,,
,,2.0,0.29457,,0.238237,-0.735694,0.110232,-0.361836,,0.179523,-0.133021,,,
2,,3.0,0.2994,-0.731168,0.209545,,,-0.323865,,0.149187,-0.188094,,,
2,30.0,4.0,0.336238,-0.768221,,,0.283182,-0.297278,,0.12258,,,-0.135643,0.315883
2,30.0,,0.294325,-0.809882,0.203188,-0.628551,0.340103,-0.286137,,0.105482,,-0.371563,-0.115095,0.308533
2,,,0.267938,-0.841188,,-0.553905,0.405367,-0.266584,,,,,-0.084103,
,30.0,,,,0.253459,,,-0.249601,,,-0.403351,-0.32539,,0.235798
,30.0,8.0,0.193463,-0.867915,,-0.395739,0.502482,-0.233139,,,,,,0.20786
2,30.0,,,-0.766927,,-0.300544,,,-0.324924,,,,0.013452,
,30.0,,0.066465,,0.214875,,0.494427,,,-0.103766,,-0.267138,0.034618,
2,30.0,,,,,-0.151092,0.492473,,,,,-0.231527,0.058552,0.096835
,30.0,,0.039121,,,,,-0.220566,-0.371443,-0.08723,-0.3032,-0.198671,,0.032063
2,30.0,,0.147115,-0.916903,,-0.128482,,,,,-0.323028,,,
,30.0,14.0,0.134501,-0.969533,0.45649,,,,-0.412076,,,,,-0.033745
,,15.0,,,,-0.022873,0.579683,-0.270862,,,,,0.008807,-0.070783
2,,,0.087033,-0.973002,,,0.564538,,,-0.077766,-0.362145,-0.146371,0.012191,
2,,,0.000508,,,0.031437,0.544961,,,-0.103802,,,,-0.100756
2,31.0,,0.192224,,,,-0.002985,-0.363196,,,-0.136049,-0.318841,-0.103648,
,,,0.130152,,0.242157,-0.589277,,,-0.087886,0.073384,,-0.337139,-0.103177,0.330277
,,,,,0.255697,,,-0.280192,-0.152999,0.048378,,-0.335429,-0.107691,0.33562
2,31.0,,0.07521,-0.814422,0.252827,,0.350324,-0.259873,,,-0.3215,-0.317375,,0.323839
,31.0,,0.082307,-0.858261,0.296106,-0.432017,0.436453,,-0.214341,,-0.365378,,,0.263146
2,31.0,,,,,,0.5217,,-0.283915,-0.030212,-0.426764,,0.037783,0.182708
2,31.0,,,,0.387364,-0.320108,,,-0.337362,,-0.461862,,,
2,,8.0,0.016698,-0.995274,,,0.614671,,-0.367864,,-0.462659,-0.136477,0.074717,
2,,,-0.021985,,0.427724,-0.220725,,,,,-0.45986,-0.089351,0.057479,-0.001515
2,,,-0.053901,-1.018351,,-0.155873,0.693681,,-0.334304,,-0.434392,,,-0.094013
2,,11.0,-0.102262,-1.011206,0.561569,-0.078474,,-0.346475,-0.301412,0.005425,-0.428356,,,
,,12.0,-0.147569,,0.605193,,0.73247,,,0.00459,-0.44491,,,-0.240534
,,,,,0.632592,,,-0.379479,-0.287028,-0.004002,-0.455338,,-0.048191,
,,,,,,-0.042185,0.710473,,,,,,-0.072174,-0.325031
,32.0,,0.127829,-0.830983,,-0.760286,,-0.205883,,0.237574,-0.157167,,,
,,2.0,,-0.638032,,-0.669381,,-0.22076,-0.220322,,-0.153832,-0.364828,-0.048198,0.264437
2,32.0,3.0,,-0.703046,,,0.042471,,,,-0.135795,-0.410143,,0.302873
,32.0,4.0,,-0.828119,,-0.459344,,-0.170585,,,-0.190462,-0.417031,-0.047291,0.292437
2,,,,-0.801497,0.080565,,,-0.197878,-0.301001,,-0.249055,-0.329939,,0.277588
2,32.0,,,,,-0.414735,0.377365,-0.185283,,,-0.298001,-0.272549,0.029141,0.233652
,32.0,,,,,,,,-0.43336,-0.034448,,-0.223871,0.073605,0.167413
,32.0,,0.667821,-1.029644,0.326426,-0.402667,,-0.177333,,,-0.415088,,0.073116,0.127427
2,,,,-1.076918,0.354765,-0.325892,,,,,,-0.167017,0.063139,
2,32.0,10.0,,,0.417943,-0.239394,,-0.243998,-0.356947,-0.012564,,-0.116509,,-0.026469
2,,,0.196952,,,,,,-0.321211,-0.019982,,,0.031055,-0.126474
,32.0,,,,0.532426,-0.133956,0.658503,,,-0.03855,,,,-0.194154
,,,0.267999,-0.43807,0.12304,-0.596942,0.056767,,,0.139372,-0.118989,,-0.135496,0.288155
,33.0,2.0,,,,,0.136869,-0.346615,,,,,,0.318519
,33.0,,0.24897,-0.580321,0.125208,,,-0.32215,,,-0.254064,-0.422998,-0.143995,
,33.0,4.0,,,0.185436,-0.578374,0.362203,-0.27231,-0.170878,,-0.297019,,-0.161068,
2,,5.0,0.170638,-0.797092,0.212113,-0.529269,0.466177,-0.248092,-0.190443,0.019444,-0.372742,,-0.123119,
,33.0,,,,0.269219,-0.470258,,-0.256052,-0.222054,,-0.465866,,,0.150401
