speaker,utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12
9,,9.0,1.030345,,,-0.368153,0.514251,-0.268143,-0.179247,0.095986,-0.312595,-0.060859,,0.152415
,9.0,10.0,0.999842,,0.119236,-0.296368,0.562492,,,0.06133,-0.345725,-0.073576,0.000267,
,,11.0,1.05012,,0.079826,,,-0.218226,-0.097878,,-0.340994,-0.037993,-0.023161,0.14605
9,9.0,12.0,1.054068,,,-0.09125,,,-0.144281,-0.062051,,-0.053007,,0.14003
,,13.0,,-0.588769,0.155717,-0.058022,0.562396,-0.143286,-0.248817,-0.067003,-0.198829,,0.032578,0.077303
,9.0,,,,,,0.564203,-0.051261,,-0.006217,,-0.14986,0.099678,
9,9.0,,0.960457,-0.737683,0.34073,,,-0.063027,,0.048242,-0.290989,-0.147518,0.122461,-0.043225
9,,16.0,,,0.405109,,0.627944,-0.075425,-0.33965,0.080208,-0.285187,-0.12585,0.091138,-0.082547
9,9.0,17.0,0.925437,,,-0.10899,0.631384,-0.087459,-0.358145,,,-0.117813,0.069451,-0.106733
9,9.0,,0.926847,,0.501933,-0.113852,0.649109,-0.098802,-0.381253,0.08782,,-0.128246,,-0.110341
,10.0,,,-0.182885,,-0.437236,0.175893,-0.031722,,,,-0.176714,,0.028065
,10.0,2.0,,-0.199065,-0.096308,-0.377266,0.227093,-0.035009,,0.196019,,,,0.067273
9,,3.0,1.327612,-0.266916,-0.004169,-0.322372,,-0.081852,-0.203239,,-0.164801,-0.188857,,
9,10.0,,1.142247,,0.054592,-0.294789,0.392048,-0.065754,-0.221198,0.125159,,-0.249386,,0.114224
9,10.0,5.0,,-0.328529,0.121342,,0.451821,-0.098847,-0.205536,0.124331,-0.186437,,0.0931,0.110119
9,10.0,6.0,,-0.464771,0.113782,,0.499953,,-0.152748,,-0.260667,-0.167429,0.034613,0.069756
9,,,,-0.412463,0.075204,,,-0.096493,,0.110386,-0.279353,,0.093996,
9,10.0,8.0,,-0.404278,,,0.604067,,-0.24344,,-0.340242,,0.071644,
9,10.0,9.0,1.109982,,0.33428,,0.674291,-0.275183,,0.079572,-0.305562,-0.099118,0.032733,0.042718
9,10.0,10.0,,-0.486171,0.422159,-0.045404,0.629637,-0.263811,-0.277515,0.102154,-0.308552,-0.080051,0.073321,
9,,,,-0.53025,,,0.631103,,,0.123975,-0.305716,,,-0.042512
9,,1.0,1.223883,,0.208324,-0.613524,-0.255591,-0.308534,,0.340744,-0.123554,-0.122592,0.125455,-0.011096
,11.0,2.0,1.283677,-0.153325,0.343966,,-0.199868,-0.340737,-0.018683,0.345364,-0.184665,-0.096903,,
9,11.0,,1.250701,-0.178172,0.397305,-0.760744,-0.155447,-0.322199,-0.025587,0.322076,-0.221868,-0.111083,,
9,11.0,4.0,,-0.161898,0.299538,-0.621687,-0.168366,-0.303105,,,-0.22783,-0.193614,0.142773,0.077138
,11.0,,1.358207,-0.320064,0.33337,-0.580651,,-0.247798,,0.28887,-0.278871,-0.228208,0.150155,0.07383
9,11.0,6.0,1.32472,-0.376524,0.324966,-0.507292,-0.115562,-0.208215,,0.234495,-0.333022,-0.235851,0.167482,
9,11.0,7.0,1.131971,,,-0.475434,,-0.186304,-0.098327,,-0.351067,-0.264441,0.158826,0.115226
,11.0,8.0,1.000248,-0.260297,0.307625,-0.624695,0.170655,,,,-0.378502,,0.142786,0.158485
,11.0,9.0,1.082847,-0.477288,0.312736,-0.579934,,-0.185527,-0.303752,0.014484,-0.342479,-0.128049,0.168868,
,11.0,,1.158676,-0.682392,,-0.305141,,-0.233966,-0.293302,-0.013335,-0.32351,-0.100222,0.204967,0.152827
9,11.0,11.0,1.142504,-0.766468,0.238181,-0.134786,0.2548,-0.220982,,0.030438,-0.350192,,0.223296,0.147749
9,,,,0.164446,-0.042333,-0.375563,,-0.303902,,,,-0.326582,0.096813,-0.014301
9,,,,0.171045,-0.102942,-0.320709,-0.416315,-0.299008,0.107369,0.132643,0.098308,,0.138879,0.008112
9,12.0,3.0,0.905522,0.183672,,,,-0.264387,,0.105731,,-0.438488,0.160775,0.035219
9,12.0,4.0,1.062315,0.125336,,-0.296777,,,,0.115838,0.059574,-0.443281,,
,12.0,5.0,,0.04155,-0.207602,-0.28121,-0.365215,-0.270972,0.06281,,0.046992,-0.424901,0.044058,0.100667
9,12.0,,1.23735,,-0.358093,-0.236511,-0.240825,-0.261975,0.066239,0.046265,-0.029817,-0.377255,,0.122339
9,,7.0,1.347424,-0.300622,-0.395117,-0.188675,-0.117887,,,0.038245,,-0.314601,,0.220949
,12.0,8.0,1.349897,,-0.236356,-0.229917,-0.003593,-0.261463,-0.005795,0.122251,,-0.289546,0.035275,
9,12.0,9.0,1.317679,-0.302648,,-0.247891,0.155362,-0.24973,-0.06888,0.153421,,-0.209875,0.074166,0.190288
9,,10.0,1.303817,,0.013114,,,,-0.090161,,,-0.181338,,0.196093
9,12.0,11.0,,,,-0.1361,0.310278,-0.139623,-0.174867,,-0.383704,,0.144414,0.150749
9,12.0,12.0,,-0.482929,-0.027125,-0.006944,0.354926,-0.108798,-0.209365,,,-0.161288,0.141833,
9,12.0,13.0,1.134342,-0.550409,0.037554,0.128745,0.42085,-0.104343,-0.221714,0.035477,-0.377087,-0.125468,0.116421,0.068253
9,12.0,14.0,1.185405,-0.644743,0.115704,0.159844,0.485171,-0.087463,-0.259725,0.045772,,-0.110515,0.143175,
9,12.0,15.0,1.119127,-0.651891,,0.192748,0.513116,-0.057619,,,,-0.120067,0.131171,
9,12.0,,1.088438,,,0.156122,,-0.11769,,,-0.313465,-0.070742,,
9,,17.0,1.129362,,0.429313,0.126867,,-0.125055,,-0.007936,-0.344466,-0.014446,0.074454,-0.183168
9,13.0,,1.332328,,,,-0.484968,,,0.351425,-0.109187,-0.176345,,0.004956
9,13.0,,,-0.997482,0.325953,,-0.420278,-0.354974,-0.097111,0.405371,-0.127993,-0.318733,,0.04341
9,13.0,,1.515304,-1.092778,,-0.208863,-0.331256,-0.451486,-0.177155,,-0.120583,-0.311043,,0.064588
9,13.0,4.0,,,0.218664,-0.254386,-0.294691,-0.435415,,0.389145,-0.18997,,0.129561,0.049832
9,,5.0,1.685345,-1.237647,0.230542,-0.273929,-0.263508,,,0.371956,-0.241335,,,0.026328
9,13.0,6.0,,-1.291924,,-0.23969,-0.159464,-0.354699,,0.387145,-0.300876,-0.35232,,0.03705
9,13.0,7.0,1.561099,-1.22175,0.135995,,-0.068659,-0.335785,,0.337863,-0.325957,,0.070242,0.067625
9,13.0,8.0,,-1.34548,,-0.214493,-0.04972,-0.331515,-0.05798,,-0.375897,-0.295177,,
9,13.0,9.0,1.481201,-1.226199,0.071236,-0.124254,0.034165,-0.344189,-0.103907,0.263462,-0.354131,,0.096469,0.155223
,13.0,,1.747003,-1.40599,,-0.158193,,,-0.102061,0.157079,-0.382113,-0.250345,0.108294,
9,,,,-1.438798,,-0.151413,0.001218,-0.111623,-0.034211,0.057941,-0.381913,-0.219327,,0.143069
9,13.0,,1.632855,-1.466623,,-0.017872,0.161844,-0.201331,,0.038924,-0.442528,-0.15104,0.084024,0.058811
9,13.0,,1.443639,-1.4479,0.24889,0.105728,0.293471,-0.272401,,,,-0.066474,0.085615,
9,13.0,14.0,,-1.292435,,,,,,-0.031717,,-0.068783,,0.006269
,,,1.415888,-1.500278,0.329861,0.157405,,-0.212451,,-0.02785,-0.522905,-0.02259,,
9,14.0,1.0,1.364243,-0.520069,0.199806,-0.536857,,-0.447451,,0.176785,-0.058769,,-0.253324,0.126954
9,14.0,2.0,1.389271,-0.564711,,-0.588051,0.014295,-0.481044,-0.120485,0.20003,,-0.156013,,
9,14.0,,1.393887,-0.528977,0.127883,-0.489166,0.085687,-0.523593,-0.102568,,,,,0.18763
,14.0,,,-0.635256,,,,-0.498995,,0.208913,-0.208439,-0.081036,-0.204135,0.156731
9,14.0,5.0,,-0.605013,-0.014421,-0.400972,0.186477,,-0.040721,0.123658,-0.285102,,-0.193153,
9,14.0,6.0,1.270776,-0.569862,-0.010838,-0.396727,,,-0.051986,0.058128,,-0.140164,-0.180332,
9,14.0,7.0,,,-0.012937,,,-0.427234,-0.037218,,-0.331798,-0.135244,,0.296883
9,14.0,8.0,,,,-0.250611,0.317889,-0.431748,,0.002031,,-0.124984,-0.176114,0.283123
,,9.0,1.042282,-0.537105,-0.074124,,,-0.426159,-0.032083,-0.035647,,-0.114527,-0.138305,
9,14.0,10.0,,-0.504505,-0.008789,-0.184709,,,-0.078339,-0.076596,-0.302395,,-0.113157,0.282259
9,,11.0,1.046211,-0.585837,0.060993,-0.123399,0.470472,-0.389791,,-0.152255,,-0.028066,-0.087698,0.242413
,14.0,12.0,1.025261,,,-9.7e-05,0.53498,-0.382865,,,-0.290388,0.008427,-0.054944,0.140444
9,,1.0,1.273194,0.019244,-0.36281,-0.058983,-0.427427,-0.403192,0.122758,0.010503,0.103788,-0.437024,0.017278,
9,15.0,,,-0.114949,,0.005904,-0.403771,-0.41774,0.071353,-0.017703,0.011245,-0.355393,,
9,15.0,,1.049557,0.051206,-0.297088,-0.080344,-0.259308,-0.2811,,0.057521,-0.047815,-0.42829,,0.131263
,,4.0,0.833233,-0.144754,-0.241934,-0.15746,-0.019185,,,,-0.155901,-0.384199,0.069538,0.137505
9,15.0,5.0,,-0.357236,,,0.026335,-0.21086,,0.122644,-0.268475,-0.315405,0.041688,0.165907
,15.0,6.0,,,-0.025129,-0.138999,0.107426,-0.240782,-0.212719,0.121045,-0.303468,-0.235034,0.054438,0.152839
9,15.0,,1.132787,,,-0.120136,,,-0.218775,0.085683,-0.310339,-0.196189,,0.146065
,15.0,,1.037041,-0.713064,0.083219,,,,-0.197875,0.037621,-0.318105,-0.166502,,0.118665
,15.0,9.0,0.887646,-0.645642,-0.004816,0.107963,0.324756,,-0.184854,-0.004477,-0.320077,-0.148243,,0.081352
,,,,-0.651444,-0.017015,,0.395755,-0.137602,,-0.044986,-0.331089,,-0.00759,0.052625
,15.0,11.0,0.99056,-0.767196,0.121521,0.19739,0.467276,-0.191602,-0.178694,-0.067745,-0.352132,-0.028245,,0.006943
,15.0,12.0,1.11724,,0.258536,,,,,-0.00321,,,7.5e-05,-0.050669
9,15.0,13.0,0.907775,-0.898284,0.242474,,0.491378,-0.183172,-0.202313,,-0.231395,,0.007503,
9,15.0,14.0,0.849441,-0.766378,,0.378199,0.378219,,-0.148178,,,-0.081219,-0.061611,-0.039248
,,15.0,,-0.74127,,0.352699,0.474859,-0.200882,,-0.267475,,,-0.169976,
9,,1.0,1.370764,,0.44215,,-0.004708,-0.277188,,0.409038,,,-0.015744,0.104866
9,16.0,,,-0.523677,0.367409,-0.782326,0.134004,-0.228606,-0.274081,0.375637,,-0.223778,-0.064656,
9,16.0,3.0,1.538156,-0.412191,0.268218,,,-0.224742,,0.335449,,,,0.125381
9,,,1.453891,,0.12433,-0.574383,,-0.21425,,,-0.130894,,-0.024274,0.143334
9,,5.0,1.468141,-0.323636,0.107684,-0.559,0.463421,-0.21834,,0.13349,,-0.121843,,
,16.0,,1.40161,-0.31461,,-0.494617,,-0.180167,-0.195407,,-0.158909,-0.109485,-0.10955,
,16.0,7.0,1.231348,,0.046596,,0.523675,-0.15021,-0.117831,,,-0.190863,-0.093565,0.24419
9,16.0,,,-0.33121,0.03634,-0.272067,,,,,-0.14198,-0.189642,,
,,9.0,1.296387,-0.383754,,,,,,-0.012577,-0.208187,-0.108117,,0.132577
9,16.0,,,-0.406402,0.050231,-0.078063,0.660976,-0.24526,-0.222511,-0.036759,-0.249042,,-0.08022,0.11266
9,16.0,,,,0.169588,-0.070194,0.701887,-0.211065,-0.267591,,,,-0.046312,0.05886
9,16.0,,0.983092,-0.332744,0.072842,0.065956,,-0.213176,-0.182771,-0.070968,-0.206823,-0.031974,,
9,16.0,,,-0.294479,0.032153,0.240225,,,,-0.060445,-0.182791,-0.065427,-0.009716,-8.3e-05
,16.0,14.0,0.686003,-0.351796,0.165926,0.140062,,-0.270417,-0.202226,-0.013927,-0.205702,-0.129162,,-0.058616
9,17.0,,,-0.41603,-0.060932,-0.615616,0.185753,,-0.03454,0.332761,,,,
9,17.0,2.0,1.329109,-0.422088,0.024539,-0.58648,,-0.358885,-0.007857,,,,-0.082994,0.095157
9,17.0,3.0,1.487053,-0.464435,0.161298,,0.14302,,,,,-0.10362,,0.152449
,17.0,4.0,1.552205,,,-0.53067,0.18331,,,0.274601,,-0.241635,,0.250034
9,17.0,5.0,1.4551,-0.575683,0.202991,,,,,,,-0.295325,0.117696,0.250222
9,17.0,,1.409612,-0.634165,,-0.49517,0.378657,-0.100966,-0.203609,0.269931,-0.179298,-0.233545,0.099072,0.22231
9,17.0,7.0,1.325487,,0.235144,-0.474655,0.489244,-0.056985,-0.228526,0.192496,,-0.192944,,0.199579
,17.0,,1.227418,-0.566301,,-0.440884,,,-0.272591,0.194295,,,0.06322,0.151946
,,,,-0.654176,0.318839,,,,-0.315263,0.184978,-0.218805,-0.169247,0.104855,
9,17.0,10.0,1.195401,-0.662701,0.347671,-0.292442,0.640063,,,,,,0.088206,
9,17.0,,1.085625,-0.649206,0.36181,,0.691341,-0.103882,-0.373029,0.088004,-0.170871,-0.073099,,0.03688
,17.0,,,-0.668148,0.40681,-0.1433,0.725355,-0.086609,,,-0.204476,-0.048135,,0.00641
9,,13.0,0.947609,-0.661736,0.420027,-0.095965,0.713051,-0.049924,,,-0.223331,-0.089447,0.087478,0.002495
9,17.0,14.0,0.944708,-0.737844,0.546794,-0.04701,0.710046,-0.050199,-0.339961,0.125435,-0.190598,-0.060732,,-0.059979
,,1.0,1.013476,,,-0.543552,-0.154299,-0.382958,0.129152,0.222407,-0.313657,-0.015547,0.045679,0.116859
9,,2.0,0.900833,-0.365025,0.054897,-0.569979,,-0.329342,,0.17417,,,0.055012,0.128804
,18.0,3.0,,-0.412977,,-0.5405,,-0.391733,0.169677,0.103223,-0.347971,,0.02801,
9,18.0,4.0,0.920409,-0.409271,0.034912,,0.058063,-0.382963,0.203626,0.062553,,,,
9,18.0,5.0,0.862538,,-0.010572,,,,0.171204,0.019954,-0.315342,,-0.032837,0.308056
,18.0,6.0,0.856119,,,-0.148745,0.089037,,0.080175,,-0.282542,-0.097473,0.026728,0.284502
9,18.0,,0.833004,-0.515731,-0.027726,-0.074366,0.23342,-0.472733,0.083924,-0.059755,-0.327752,-0.05305,,
9,18.0,8.0,0.797127,-0.424758,-0.014615,-0.230534,0.30218,-0.44132,0.032384,-0.058173,-0.355668,-0.052449,0.021645,0.278737
9,18.0,,,,0.02004,-0.249043,0.359096,-0.426839,-0.014225,-0.076987,,-0.043049,0.030068,0.278522
9,,10.0,0.728274,-0.38502,,,0.427584,-0.417694,-0.041979,-0.058914,,-0.04582,0.033456,0.26893
9,18.0,11.0,0.704058,-0.422188,0.081821,-0.077105,0.478399,,-0.051121,,,-0.009787,0.012747,0.202262
9,,1.0,1.384458,-0.288688,-0.15046,-0.418112,0.143884,,,0.298819,-0.253343,,-0.104624,0.080742
9,,2.0,1.363907,-0.370315,-0.099809,-0.514172,0.213904,-0.397052,-0.142737,,-0.279944,-0.206584,-0.107778,
9,19.0,3.0,,-0.254023,-0.216994,,0.337827,-0.386845,,0.231317,-0.261256,,-0.167599,0.109889
9,19.0,,1.223967,-0.390831,-0.036164,,0.453402,-0.3561,,0.26174,-0.273981,-0.18517,,0.099719
,19.0,,,-0.436727,0.040741,-0.548032,0.541496,-0.321994,-0.18963,0.227285,-0.307973,-0.142984,-0.093374,0.084554
,19.0,,1.097613,-0.379851,0.052859,,0.592085,-0.31133,,0.176896,-0.358599,-0.132075,-0.039302,0.124415
9,19.0,7.0,,-0.417263,0.069784,-0.4081,0.672362,,,,-0.383463,,-0.037098,
9,19.0,8.0,1.11143,-0.499675,,-0.276506,0.673587,-0.258114,-0.124391,,-0.38978,-0.099242,,0.13841
9,19.0,9.0,1.093771,,0.027924,-0.173987,0.738537,-0.247884,-0.123166,,-0.335366,-0.059621,-0.099297,
,19.0,10.0,1.034154,-0.473672,-0.012606,-0.030177,0.694968,-0.236034,-0.080654,-0.01656,-0.34272,-0.023341,-0.102056,
,,,,-0.559546,0.070623,0.001919,0.673393,-0.217523,,,-0.375983,-0.000763,-0.094993,
9,,,1.076086,,0.196965,,,-0.204514,-0.166214,-0.059112,-0.345414,,-0.073191,
9,19.0,13.0,0.972686,-0.579313,0.206329,-0.017869,0.731179,-0.244688,-0.178733,-0.049949,,-0.014524,-0.083502,
,20.0,,1.279939,,-0.143899,-0.415381,-0.01298,,,0.424428,-0.14853,-0.098986,,0.107595
9,20.0,2.0,1.263286,-0.290735,-0.092783,-0.344714,,-0.444389,0.16493,0.294896,,-0.096251,-0.106074,
9,20.0,,1.258261,-0.210424,-0.157142,,0.145375,-0.406483,0.199801,0.18455,-0.056858,-0.137606,-0.164347,0.27048
,20.0,4.0,,,-0.251618,-0.252386,,-0.419135,0.275175,0.171403,-0.116255,-0.16854,,
9,,5.0,1.066298,-0.243941,-0.244679,-0.216195,,,0.269346,0.114735,,-0.157533,,0.298091
,20.0,6.0,1.060474,-0.322731,-0.098801,-0.136492,,-0.3387,0.142304,,,,-0.075403,0.260296
,20.0,,0.979835,,-0.070421,,0.427659,-0.386585,0.039276,,,-0.077266,-0.082161,0.300497
,,,0.922757,-0.335304,-0.039688,0.03376,,,,-0.119606,,-0.100788,-0.087966,
9,20.0,9.0,,-0.384415,0.101048,0.053527,,-0.254808,0.045138,-0.183937,,-0.098246,,0.296945
9,,10.0,1.0541,,0.207425,0.059756,0.4934,-0.21218,,,-0.230368,,-0.040807,0.256698
9,20.0,,0.914597,,0.117872,0.05352,0.622817,-0.21836,-0.104001,-0.217688,-0.191742,0.043513,-0.090929,0.187884
9,20.0,12.0,0.807583,-0.310655,0.129969,0.085402,,-0.223965,,-0.210708,-0.196107,0.039294,,0.169645
9,20.0,13.0,0.791443,,,,0.566777,-0.191776,,,,0.090659,-0.027748,0.132793
9,,14.0,0.520159,,0.225746,,0.542134,-0.223583,,-0.13424,-0.142676,,-0.012691,0.102708
9,,1.0,1.247029,-0.229836,0.126165,-0.535483,0.037365,-0.361238,-0.030285,,-0.132939,,0.052279,0.138112
9,21.0,,1.198277,-0.149982,0.115173,-0.530972,0.189938,,-0.023274,,-0.193294,-0.155113,0.043705,
9,,,,-0.217089,0.134068,,,-0.351305,-0.045695,,,-0.176852,0.047691,0.198695
9,,4.0,,-0.255568,0.195228,-0.462691,0.367943,-0.26198,-0.090083,0.228502,-0.261384,,0.054415,0.175914
,,5.0,1.286305,-0.303421,0.285245,,0.435734,-0.236273,-0.031809,,-0.335368,-0.146162,,0.236504
9,,6.0,1.313413,-0.310561,0.226863,,0.509372,,-0.102582,,-0.339496,-0.132259,0.016121,
9,21.0,7.0,1.338287,-0.333229,0.137419,-0.120662,,,,0.004293,,,0.065699,0.149551
,,,1.335883,-0.358303,0.115997,0.037777,0.554664,,,-0.100675,-0.271731,-0.057303,,0.149924
,21.0,,,-0.331922,0.185202,,,-0.169521,,-0.120809,-0.236225,-0.024979,0.00824,0.117539
,21.0,,,-0.168264,,0.022105,0.792962,,,-0.157404,,-0.030964,,
9,21.0,,0.994924,-0.092267,,0.086968,0.826168,-0.236629,-0.243973,-0.184108,-0.15727,,,
9,21.0,12.0,0.878005,-0.14445,0.321915,0.314286,,-0.259471,-0.156398,,,0.012231,-0.131344,
9,22.0,,0.979691,-0.17857,-0.056433,-0.270237,,,-0.204309,0.16016,0.016548,-0.361856,0.000977,
9,22.0,2.0,0.94019,-0.271859,0.029131,-0.39447,,,-0.174147,0.261201,,-0.325792,,0.139571
,22.0,3.0,0.949603,-0.371617,,-0.393299,0.115107,-0.048926,,,,-0.321021,,0.106545
9,22.0,4.0,0.977918,-0.517384,-0.074389,-0.301865,0.251511,-0.07868,-0.153422,0.159796,,-0.30108,0.075455,0.136571
9,22.0,5.0,0.974999,,,-0.250374,0.331845,-0.037002,-0.217401,0.123216,,-0.327719,,0.164071
,22.0,,0.995147,-0.33722,-0.022947,-0.158138,0.340447,-0.029344,-0.289269,0.059526,-0.126341,-0.336898,,0.171747
9,,,1.086768,-0.371698,0.018104,-0.158159,0.418277,,-0.336705,0.033856,-0.171625,-0.300238,0.058699,0.130263
,22.0,8.0,1.215473,-0.527161,0.194608,-0.20604,,-0.009251,-0.341948,,-0.239223,,0.06083,
9,22.0,9.0,1.104906,-0.542491,,,0.613798,0.012158,-0.323907,,-0.239944,-0.218273,0.054533,
9,22.0,10.0,1.018355,-0.542582,0.224874,-0.068051,,0.004212,,0.004713,-0.251843,-0.176937,0.041009,-0.023671
9,,,,-0.589626,0.319023,0.016598,,,,-0.005117,-0.281463,-0.141034,0.017178,
9,22.0,12.0,1.001091,-0.645207,,0.06585,0.586477,,-0.29554,-0.008655,-0.296475,-0.143247,0.010466,-0.082849
9,22.0,,,-0.437241,0.215128,0.187686,0.541331,-0.08311,-0.256715,-0.080011,-0.276405,,0.027004,-0.067293
9,,,0.845859,,0.143297,0.268069,0.485681,,-0.291883,-0.121937,-0.17811,-0.212101,0.006491,-0.080255
9,22.0,15.0,1.01256,,0.283875,0.310697,0.494154,-0.057216,-0.401884,-0.047173,,,0.026308,
9,,,0.974204,,0.34488,0.342763,0.554766,-0.081451,-0.418375,0.008141,-0.243202,-0.199131,0.053807,
9,22.0,,,-0.406539,0.324438,,0.574683,-0.075027,-0.426052,0.057123,-0.257264,-0.167469,,-0.172392
9,23.0,1.0,1.382714,,0.066019,-0.432141,,,-0.12333,,,-0.277021,-0.05809,0.101588
,23.0,2.0,1.300551,-0.230109,,-0.353132,0.099003,,-0.168097,0.188971,,-0.302891,,0.135814
9,23.0,3.0,1.178787,-0.293902,0.167221,-0.372033,0.324548,-0.094859,,0.142522,-0.106143,-0.285579,,0.204032
9,,4.0,1.080538,,0.363825,,0.529762,,,0.113159,,-0.192772,0.077184,0.183177
9,23.0,,1.294748,-0.325878,0.38937,,,0.071992,-0.29314,0.039263,-0.264982,,,0.139165
,,,,-0.342404,0.343997,-0.505035,,-0.017266,,,-0.29765,-0.166595,,
9,23.0,7.0,1.157538,-0.306588,,,0.662029,-0.026642,-0.299693,0.047062,,-0.169054,0.017013,0.077614
9,,,1.052951,,0.470172,-0.383046,,-0.031169,-0.346698,0.047967,,-0.145193,0.022738,
9,,9.0,1.087975,,,-0.321341,0.770131,-0.070946,-0.359172,0.084963,-0.290193,-0.15113,0.036968,0.023827
,23.0,,,,0.607765,-0.329166,0.739238,-0.061797,-0.389195,,,-0.182363,0.060339,-0.025115
9,,11.0,1.053434,-0.510386,0.527426,,,,-0.404231,0.056119,-0.259202,,,-0.023554
,24.0,1.0,1.288338,-0.25265,-0.590743,,-0.349453,,0.119984,0.001626,,-0.303875,,
9,24.0,2.0,1.230953,-0.117745,-0.586151,,,-0.353293,0.116585,-0.020689,0.09532,-0.368386,0.060685,
9,24.0,3.0,1.082587,-0.093684,-0.526442,-0.029708,-0.176822,-0.266622,0.038202,,0.082536,-0.386103,0.102772,0.156208
9,24.0,,1.03696,-0.013341,,,-0.136655,-0.229323,,0.00769,0.090735,,0.120819,0.148659
,,,,,-0.462739,-0.115735,,-0.227017,,,,-0.40145,,0.143156
9,24.0,6.0,,-0.159915,-0.332646,,0.078626,,-0.128391,,,-0.312459,0.115534,0.178783
,,,0.964089,-0.339885,-0.161654,-0.158011,,,,0.130715,-0.178666,,0.088974,0.150438
9,24.0,8.0,0.844872,-0.369742,-0.094327,-0.111775,,,,0.104453,-0.213613,-0.202321,0.100551,0.156083
9,24.0,9.0,0.706424,,,-0.062233,,-0.16438,,0.05514,-0.234575,-0.189248,,0.125729
9,,,,,-0.159124,,0.465551,,,0.008206,-0.25065,-0.189911,0.139337,
9,25.0,,1.185678,-0.430011,-0.004158,,,,-0.189518,0.080787,-0.055098,,-0.026063,0.20374
9,,2.0,0.898436,-0.697285,-0.085812,-0.116799,0.064146,-0.125427,-0.21694,,-0.209198,-0.276081,-0.018825,
9,25.0,3.0,0.879494,-0.718393,-0.130111,,0.133391,-0.066754,-0.22872,0.128544,-0.317472,,0.05939,0.142561
,25.0,4.0,1.088694,-0.687197,-0.06147,-0.141391,,-0.03869,,0.146521,,,0.114872,0.164681
9,,,1.431561,-0.692352,0.084865,,0.393005,-0.108489,-0.280185,0.155659,-0.301916,-0.252336,0.11058,0.115108
9,25.0,,,-0.70211,,,0.487133,-0.102203,,0.097582,-0.299589,-0.183629,0.101453,0.012166
,25.0,,,-0.737113,0.238933,,0.496708,-0.066102,,0.01518,-0.335014,,0.117766,-0.018019
,25.0,8.0,1.339677,,0.273288,-0.021024,0.505106,-0.068621,-0.294182,0.004183,-0.366578,,0.143306,
9,25.0,,1.420387,-0.903993,0.349435,,0.542922,-0.068079,,0.044144,-0.344149,,0.124973,-0.05823
9,,10.0,1.422898,,0.411575,0.054326,0.534296,-0.057592,-0.293188,0.049224,,,0.076721,
9,25.0,,,-0.996297,0.482917,,0.563907,-0.09246,-0.323024,0.043234,-0.331339,-0.09866,,-0.156873
9,,12.0,,-0.960982,0.502087,,0.566619,-0.139241,-0.307909,0.018825,-0.366043,-0.087274,0.046344,-0.165192
9,25.0,13.0,,,0.509631,0.251227,,-0.160495,-0.296036,,-0.354598,-0.077417,0.027824,-0.170827
,,14.0,1.114968,,,0.27143,0.537684,,-0.324811,-0.025569,-0.322676,-0.090796,0.026324,-0.191249
,26.0,1.0,,-0.612996,0.386161,-0.726014,,,-0.278075,,-0.0233,-0.312139,-0.033179,0.145436
9,26.0,2.0,,-0.536705,0.328176,-0.650928,,-0.214995,-0.241779,0.303564,-0.055956,-0.310379,-0.032488,0.18452
9,,3.0,1.330171,,0.305683,,,,-0.192451,0.260484,-0.091252,-0.271107,-0.00068,0.199539
9,26.0,,1.142174,-0.518056,0.244571,-0.478659,,-0.184106,-0.202149,0.241851,-0.130764,-0.229552,,0.16115
9,26.0,,1.165411,-0.520145,0.290643,-0.550152,,-0.189055,-0.208083,0.254376,-0.203314,-0.224206,0.065169,0.179053
9,,6.0,,-0.357302,0.210262,,0.298528,,-0.155917,0.230276,-0.229637,,0.014535,0.213018
9,26.0,,1.186173,-0.379602,,,0.309925,-0.181783,-0.156926,,-0.225248,-0.184391,-0.036797,0.177922
9,,,1.361751,-0.46458,,-0.609229,0.282805,-0.12322,,,,,-0.016699,0.11664
9,26.0,9.0,,-0.466567,0.051813,,,-0.142765,-0.141949,0.064882,-0.317793,-0.106248,-0.030969,
9,,10.0,,-0.478862,0.197048,-0.398373,0.505684,-0.181788,-0.193226,0.101971,,-0.142538,,0.120296
9,,11.0,1.126642,-0.613221,0.297539,-0.382326,0.547767,-0.151397,-0.292467,0.114885,-0.29897,,,0.10377
9,,12.0,1.087443,-0.684222,0.408565,-0.318129,,-0.144839,,,-0.292929,,,
9,26.0,13.0,0.955908,-0.687217,,,0.584639,-0.159645,,0.047524,-0.317192,-0.154424,0.102966,0.038548
,26.0,14.0,,-0.678013,0.50391,-0.279274,0.599142,-0.167765,-0.441493,,-0.320885,-0.145628,0.103565,0.027787
,,15.0,,,0.457452,-0.259364,0.624977,-0.236877,,0.017603,-0.278405,-0.101095,0.06807,-0.002035
,,,0.868252,-0.165602,,0.153917,-0.072916,-0.234803,0.20996,,,,-0.048096,
,27.0,2.0,0.988576,,-0.468026,-0.000185,-0.128241,-0.3236,,0.141253,,-0.335946,-0.026513,
9,27.0,3.0,1.147993,0.320588,,,-0.085347,-0.405778,0.057775,0.11845,0.167415,,-0.075508,
,,4.0,,0.274842,-0.569779,-0.006122,,-0.386146,0.065169,0.041434,,-0.33552,,0.023233
