,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
407,6.0,9.0,6.0,5.0,3.0,8.0,6.0,5.0,6.0,10.0,4.0,6.0,4.0,7.0,6.0,10.0,D
408,3.0,1.0,4.0,2.0,2.0,8.0,7.0,3.0,9.0,6.0,6.0,8.0,3.0,8.0,6.0,8.0,X
409,6.0,10.0,9.0,7.0,7.0,4.0,11.0,2.0,2.0,8.0,9.0,9.0,7.0,12.0,1.0,8.0,W
410,3.0,8.0,5.0,6.0,1.0,8.0,8.0,4.0,3.0,6.0,14.0,8.0,3.0,10.0,0.0,8.0,V
411,5.0,10.0,5.0,8.0,4.0,7.0,7.0,8.0,5.0,10.0,7.0,7.0,3.0,8.0,4.0,8.0,O
412,3.0,9.0,4.0,7.0,4.0,8.0,7.0,7.0,5.0,7.0,6.0,7.0,2.0,8.0,8.0,8.0,S
413,2.0,8.0,4.0,5.0,1.0,9.0,15.0,1.0,6.0,5.0,11.0,9.0,0.0,8.0,0.0,8.0,T
414,2.0,3.0,3.0,2.0,2.0,5.0,7.0,4.0,7.0,7.0,6.0,11.0,3.0,8.0,4.0,10.0,K
415,5.0,5.0,5.0,8.0,3.0,7.0,7.0,15.0,2.0,4.0,6.0,8.0,6.0,8.0,0.0,8.0,N
416,5.0,9.0,5.0,4.0,3.0,5.0,8.0,2.0,8.0,11.0,9.0,9.0,3.0,9.0,5.0,5.0,Z
417,5.0,7.0,7.0,5.0,3.0,7.0,9.0,2.0,7.0,14.0,5.0,5.0,2.0,8.0,3.0,8.0,F
418,5.0,6.0,7.0,7.0,6.0,7.0,9.0,4.0,5.0,8.0,6.0,8.0,4.0,10.0,7.0,6.0,F
419,5.0,8.0,8.0,6.0,5.0,9.0,11.0,2.0,3.0,5.0,9.0,7.0,10.0,13.0,1.0,6.0,W
420,3.0,2.0,4.0,4.0,3.0,8.0,7.0,7.0,5.0,7.0,6.0,7.0,2.0,8.0,9.0,8.0,S
421,8.0,10.0,6.0,6.0,4.0,6.0,8.0,5.0,5.0,9.0,6.0,9.0,7.0,5.0,7.0,11.0,R
422,3.0,5.0,5.0,4.0,2.0,4.0,12.0,3.0,3.0,9.0,11.0,8.0,2.0,11.0,0.0,8.0,V
423,4.0,11.0,4.0,8.0,2.0,3.0,7.0,8.0,2.0,6.0,5.0,11.0,4.0,8.0,2.0,11.0,K
424,3.0,9.0,4.0,7.0,3.0,7.0,4.0,2.0,8.0,7.0,1.0,8.0,1.0,6.0,2.0,7.0,L
425,2.0,3.0,3.0,2.0,1.0,5.0,12.0,2.0,2.0,8.0,10.0,7.0,2.0,11.0,0.0,8.0,V
426,5.0,7.0,7.0,8.0,6.0,8.0,9.0,4.0,5.0,7.0,6.0,7.0,3.0,8.0,9.0,8.0,J
427,5.0,9.0,7.0,7.0,8.0,10.0,6.0,2.0,4.0,9.0,5.0,6.0,6.0,9.0,5.0,7.0,F
428,1.0,3.0,2.0,2.0,1.0,7.0,8.0,1.0,7.0,13.0,6.0,7.0,0.0,8.0,1.0,7.0,I
429,3.0,2.0,4.0,3.0,3.0,7.0,7.0,5.0,7.0,7.0,5.0,9.0,2.0,8.0,6.0,10.0,E
430,2.0,7.0,3.0,4.0,2.0,4.0,12.0,8.0,2.0,10.0,6.0,4.0,1.0,10.0,3.0,8.0,P
431,4.0,7.0,4.0,5.0,4.0,5.0,10.0,7.0,3.0,7.0,4.0,9.0,2.0,7.0,5.0,11.0,R
432,7.0,13.0,5.0,7.0,3.0,7.0,10.0,6.0,4.0,9.0,9.0,4.0,5.0,12.0,3.0,8.0,V
433,2.0,7.0,3.0,4.0,2.0,7.0,6.0,14.0,2.0,7.0,8.0,8.0,3.0,8.0,0.0,8.0,H
434,4.0,11.0,4.0,8.0,3.0,3.0,7.0,6.0,11.0,7.0,6.0,15.0,0.0,8.0,7.0,7.0,E
435,3.0,8.0,5.0,6.0,3.0,5.0,8.0,2.0,8.0,10.0,10.0,9.0,3.0,9.0,3.0,6.0,X
436,4.0,9.0,4.0,7.0,4.0,7.0,8.0,7.0,4.0,9.0,7.0,8.0,3.0,8.0,3.0,7.0,O
437,2.0,1.0,2.0,2.0,1.0,7.0,8.0,6.0,4.0,7.0,6.0,7.0,4.0,8.0,1.0,7.0,N
438,5.0,8.0,5.0,6.0,3.0,5.0,7.0,5.0,6.0,11.0,8.0,13.0,2.0,9.0,4.0,8.0,C
439,5.0,10.0,6.0,8.0,4.0,7.0,7.0,4.0,4.0,7.0,6.0,7.0,3.0,8.0,4.0,8.0,X
440,3.0,6.0,4.0,4.0,3.0,7.0,7.0,6.0,5.0,7.0,7.0,6.0,3.0,8.0,3.0,7.0,D
441,6.0,10.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,9.0,9.0,4.0,10.0,6.0,8.0,T
442,7.0,13.0,5.0,7.0,3.0,9.0,7.0,7.0,5.0,9.0,4.0,8.0,5.0,9.0,5.0,9.0,O
443,3.0,9.0,5.0,7.0,4.0,4.0,11.0,6.0,5.0,11.0,10.0,5.0,2.0,10.0,3.0,5.0,F
444,5.0,9.0,6.0,6.0,4.0,5.0,7.0,3.0,7.0,7.0,6.0,12.0,0.0,8.0,4.0,9.0,I
445,2.0,4.0,4.0,3.0,2.0,7.0,8.0,2.0,9.0,12.0,7.0,7.0,1.0,8.0,5.0,6.0,Z
446,3.0,5.0,4.0,4.0,3.0,8.0,7.0,6.0,6.0,6.0,5.0,6.0,2.0,8.0,6.0,10.0,B
447,4.0,6.0,5.0,4.0,2.0,6.0,8.0,4.0,8.0,11.0,5.0,7.0,2.0,6.0,5.0,8.0,S
448,5.0,6.0,8.0,4.0,5.0,7.0,6.0,2.0,5.0,9.0,7.0,8.0,8.0,6.0,2.0,8.0,M
449,8.0,15.0,7.0,8.0,5.0,6.0,7.0,4.0,7.0,9.0,6.0,7.0,5.0,9.0,7.0,5.0,D
450,1.0,0.0,2.0,1.0,0.0,2.0,1.0,6.0,4.0,0.0,2.0,5.0,0.0,8.0,0.0,8.0,L
451,4.0,4.0,6.0,3.0,3.0,10.0,6.0,3.0,4.0,9.0,4.0,7.0,7.0,6.0,2.0,8.0,M
452,5.0,9.0,6.0,6.0,4.0,6.0,7.0,6.0,9.0,5.0,6.0,12.0,1.0,7.0,4.0,9.0,C
453,4.0,4.0,5.0,6.0,5.0,9.0,10.0,2.0,3.0,7.0,9.0,5.0,4.0,10.0,5.0,5.0,P
454,5.0,8.0,7.0,6.0,4.0,4.0,9.0,3.0,9.0,11.0,9.0,10.0,2.0,8.0,4.0,5.0,E
455,2.0,3.0,3.0,5.0,3.0,8.0,7.0,7.0,3.0,6.0,6.0,9.0,3.0,8.0,5.0,10.0,Q
456,2.0,3.0,3.0,2.0,2.0,7.0,7.0,5.0,5.0,9.0,7.0,10.0,2.0,8.0,4.0,9.0,G
457,2.0,3.0,3.0,4.0,3.0,8.0,9.0,6.0,1.0,5.0,8.0,10.0,3.0,9.0,5.0,10.0,Q
458,2.0,1.0,3.0,3.0,2.0,7.0,7.0,5.0,7.0,7.0,6.0,9.0,2.0,8.0,5.0,10.0,E
459,8.0,10.0,8.0,7.0,6.0,4.0,8.0,5.0,8.0,9.0,8.0,10.0,6.0,8.0,4.0,3.0,U
460,2.0,3.0,3.0,2.0,1.0,8.0,2.0,2.0,1.0,6.0,2.0,8.0,2.0,7.0,2.0,7.0,A
461,6.0,11.0,7.0,8.0,5.0,5.0,7.0,6.0,6.0,9.0,8.0,10.0,2.0,8.0,5.0,9.0,G
462,4.0,6.0,5.0,4.0,3.0,8.0,7.0,8.0,6.0,7.0,4.0,5.0,3.0,7.0,3.0,7.0,N
463,1.0,1.0,2.0,2.0,1.0,10.0,6.0,3.0,5.0,12.0,4.0,10.0,1.0,7.0,1.0,7.0,J
464,3.0,8.0,4.0,6.0,2.0,7.0,9.0,4.0,2.0,7.0,12.0,8.0,2.0,10.0,0.0,8.0,V
465,4.0,9.0,4.0,6.0,2.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0,N
466,5.0,9.0,8.0,8.0,7.0,8.0,6.0,2.0,3.0,8.0,3.0,8.0,6.0,5.0,8.0,12.0,K
467,2.0,7.0,3.0,5.0,3.0,8.0,7.0,7.0,6.0,7.0,8.0,9.0,2.0,10.0,8.0,8.0,S
468,3.0,4.0,5.0,3.0,2.0,8.0,9.0,2.0,7.0,13.0,5.0,5.0,2.0,9.0,3.0,8.0,F
469,2.0,3.0,3.0,2.0,2.0,5.0,9.0,4.0,4.0,9.0,7.0,4.0,1.0,10.0,3.0,7.0,P
470,3.0,6.0,5.0,4.0,2.0,10.0,3.0,2.0,2.0,8.0,3.0,10.0,2.0,6.0,2.0,7.0,A
471,3.0,5.0,5.0,3.0,2.0,6.0,10.0,2.0,6.0,13.0,7.0,5.0,1.0,10.0,2.0,7.0,F
472,5.0,9.0,6.0,10.0,6.0,8.0,8.0,4.0,6.0,6.0,7.0,7.0,3.0,9.0,9.0,8.0,J
473,4.0,7.0,5.0,8.0,5.0,8.0,8.0,4.0,5.0,7.0,6.0,8.0,3.0,8.0,9.0,8.0,J
474,7.0,12.0,7.0,7.0,4.0,1.0,9.0,2.0,3.0,9.0,11.0,9.0,8.0,10.0,1.0,6.0,W
475,5.0,9.0,5.0,5.0,3.0,5.0,8.0,4.0,6.0,9.0,6.0,6.0,4.0,10.0,6.0,5.0,D
476,5.0,9.0,4.0,4.0,2.0,9.0,7.0,5.0,4.0,9.0,4.0,8.0,4.0,9.0,5.0,8.0,O
477,7.0,11.0,7.0,6.0,4.0,10.0,4.0,5.0,6.0,12.0,3.0,9.0,5.0,6.0,5.0,10.0,D
478,2.0,1.0,2.0,2.0,2.0,6.0,8.0,4.0,5.0,6.0,5.0,7.0,2.0,7.0,4.0,9.0,R
479,1.0,0.0,2.0,0.0,0.0,7.0,9.0,3.0,1.0,7.0,13.0,8.0,1.0,11.0,0.0,8.0,Y
480,1.0,1.0,2.0,1.0,0.0,7.0,10.0,2.0,2.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0,Y
481,4.0,7.0,5.0,5.0,2.0,7.0,10.0,3.0,5.0,14.0,5.0,3.0,0.0,10.0,3.0,8.0,P
482,3.0,1.0,4.0,2.0,2.0,6.0,9.0,5.0,6.0,7.0,9.0,9.0,3.0,9.0,1.0,8.0,U
483,7.0,8.0,7.0,10.0,6.0,7.0,8.0,6.0,4.0,8.0,9.0,10.0,4.0,8.0,8.0,8.0,Q
484,4.0,4.0,5.0,3.0,2.0,5.0,12.0,2.0,3.0,9.0,11.0,7.0,4.0,11.0,1.0,7.0,V
485,3.0,9.0,4.0,6.0,3.0,7.0,7.0,6.0,11.0,6.0,6.0,8.0,1.0,8.0,8.0,8.0,Z
486,4.0,7.0,5.0,5.0,2.0,4.0,8.0,5.0,6.0,11.0,11.0,10.0,3.0,9.0,1.0,7.0,U
487,3.0,5.0,6.0,4.0,3.0,7.0,7.0,2.0,7.0,10.0,5.0,9.0,6.0,8.0,5.0,8.0,K
488,3.0,5.0,4.0,4.0,2.0,6.0,7.0,5.0,5.0,9.0,7.0,10.0,2.0,9.0,4.0,10.0,G
489,3.0,8.0,4.0,6.0,3.0,7.0,8.0,3.0,11.0,8.0,6.0,8.0,0.0,8.0,7.0,7.0,Z
490,4.0,6.0,6.0,4.0,4.0,9.0,7.0,4.0,6.0,10.0,4.0,5.0,3.0,8.0,3.0,8.0,D
491,9.0,12.0,12.0,7.0,5.0,10.0,2.0,3.0,2.0,10.0,2.0,9.0,8.0,1.0,1.0,8.0,M
492,5.0,11.0,8.0,8.0,7.0,10.0,8.0,5.0,1.0,6.0,10.0,7.0,9.0,13.0,1.0,5.0,W
493,3.0,2.0,5.0,3.0,4.0,8.0,6.0,6.0,4.0,7.0,7.0,9.0,9.0,5.0,2.0,8.0,M
494,3.0,8.0,5.0,6.0,4.0,7.0,7.0,3.0,8.0,5.0,6.0,10.0,3.0,7.0,6.0,8.0,X
495,3.0,7.0,5.0,5.0,4.0,5.0,10.0,4.0,4.0,10.0,8.0,4.0,1.0,10.0,3.0,7.0,P
496,3.0,5.0,3.0,4.0,3.0,7.0,7.0,5.0,7.0,7.0,6.0,9.0,2.0,8.0,5.0,10.0,E
497,5.0,10.0,6.0,7.0,7.0,7.0,5.0,6.0,3.0,7.0,6.0,11.0,4.0,8.0,7.0,7.0,G
498,4.0,9.0,5.0,8.0,5.0,6.0,8.0,4.0,6.0,7.0,6.0,9.0,3.0,9.0,9.0,10.0,L
499,1.0,1.0,1.0,1.0,0.0,3.0,12.0,4.0,3.0,11.0,9.0,6.0,0.0,8.0,2.0,7.0,F
500,1.0,0.0,1.0,0.0,0.0,6.0,7.0,7.0,5.0,7.0,6.0,6.0,2.0,8.0,3.0,8.0,D
501,4.0,8.0,5.0,6.0,4.0,8.0,7.0,5.0,6.0,8.0,5.0,8.0,3.0,6.0,6.0,11.0,R
502,1.0,0.0,1.0,0.0,0.0,8.0,7.0,4.0,6.0,5.0,6.0,8.0,0.0,8.0,7.0,8.0,S
503,3.0,7.0,4.0,5.0,3.0,5.0,10.0,4.0,5.0,10.0,10.0,6.0,2.0,10.0,3.0,6.0,F
504,2.0,7.0,4.0,4.0,1.0,10.0,15.0,1.0,5.0,4.0,11.0,9.0,0.0,8.0,0.0,8.0,T
505,3.0,6.0,5.0,4.0,2.0,8.0,2.0,2.0,2.0,7.0,1.0,8.0,2.0,6.0,3.0,7.0,A
506,4.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,4.0,10.0,6.0,7.0,5.0,8.0,1.0,7.0,N
507,4.0,8.0,4.0,5.0,2.0,7.0,5.0,15.0,1.0,7.0,8.0,8.0,3.0,8.0,0.0,8.0,H
508,3.0,2.0,4.0,4.0,3.0,7.0,7.0,5.0,8.0,7.0,5.0,9.0,2.0,8.0,6.0,10.0,E
509,4.0,5.0,7.0,3.0,4.0,9.0,6.0,3.0,5.0,9.0,4.0,7.0,9.0,7.0,2.0,8.0,M
510,3.0,7.0,5.0,5.0,6.0,7.0,6.0,4.0,3.0,6.0,5.0,10.0,6.0,8.0,6.0,10.0,G
511,2.0,3.0,3.0,1.0,2.0,9.0,6.0,3.0,6.0,10.0,4.0,6.0,2.0,8.0,2.0,9.0,D
512,6.0,11.0,8.0,9.0,8.0,7.0,7.0,8.0,4.0,8.0,5.0,8.0,4.0,8.0,10.0,1.0,A
513,2.0,1.0,3.0,1.0,0.0,7.0,10.0,3.0,1.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0,Y
514,7.0,10.0,9.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,5.0,6.0,4.0,8.0,4.0,8.0,N
515,6.0,11.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,7.0,6.0,9.0,6.0,8.0,5.0,6.0,U
516,2.0,7.0,4.0,5.0,2.0,5.0,11.0,3.0,6.0,11.0,9.0,5.0,0.0,9.0,3.0,6.0,P
517,2.0,10.0,4.0,7.0,1.0,7.0,14.0,0.0,6.0,7.0,11.0,8.0,0.0,8.0,0.0,8.0,T
518,5.0,9.0,6.0,6.0,5.0,7.0,6.0,3.0,5.0,6.0,6.0,9.0,3.0,7.0,10.0,9.0,X
519,5.0,10.0,6.0,7.0,2.0,7.0,7.0,5.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,X
520,5.0,11.0,7.0,8.0,5.0,7.0,9.0,1.0,6.0,13.0,6.0,5.0,1.0,10.0,2.0,8.0,F
521,3.0,7.0,5.0,5.0,1.0,7.0,8.0,4.0,3.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0,V
522,3.0,8.0,5.0,7.0,4.0,8.0,7.0,7.0,5.0,6.0,6.0,9.0,3.0,8.0,4.0,10.0,Q
523,6.0,9.0,8.0,8.0,7.0,7.0,7.0,5.0,4.0,5.0,7.0,8.0,7.0,7.0,2.0,6.0,U
524,3.0,4.0,4.0,3.0,1.0,4.0,8.0,5.0,7.0,11.0,9.0,12.0,1.0,9.0,2.0,7.0,C
525,5.0,9.0,4.0,4.0,2.0,5.0,11.0,3.0,4.0,12.0,7.0,4.0,1.0,8.0,5.0,4.0,F
526,2.0,4.0,4.0,3.0,2.0,10.0,7.0,1.0,8.0,10.0,3.0,7.0,2.0,7.0,3.0,8.0,X
527,4.0,5.0,6.0,6.0,6.0,6.0,9.0,4.0,2.0,8.0,7.0,6.0,6.0,10.0,4.0,6.0,P
528,4.0,3.0,6.0,4.0,2.0,4.0,8.0,5.0,1.0,7.0,9.0,8.0,8.0,10.0,0.0,8.0,W
529,2.0,2.0,3.0,3.0,2.0,8.0,7.0,7.0,4.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0,O
530,2.0,4.0,3.0,3.0,2.0,8.0,7.0,3.0,5.0,9.0,6.0,6.0,2.0,8.0,5.0,9.0,B
531,1.0,5.0,0.0,8.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I
532,4.0,7.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,11.0,6.0,9.0,3.0,9.0,C
533,11.0,11.0,11.0,6.0,5.0,4.0,9.0,5.0,6.0,4.0,2.0,12.0,9.0,11.0,2.0,8.0,M
534,7.0,10.0,9.0,8.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,9.0,4.0,10.0,7.0,7.0,T
535,5.0,8.0,7.0,12.0,12.0,9.0,7.0,4.0,1.0,6.0,8.0,9.0,6.0,12.0,8.0,9.0,Y
536,4.0,8.0,6.0,6.0,8.0,9.0,6.0,2.0,2.0,8.0,4.0,8.0,7.0,7.0,2.0,5.0,M
537,5.0,7.0,5.0,5.0,3.0,6.0,11.0,3.0,6.0,11.0,9.0,5.0,3.0,11.0,3.0,4.0,T
538,4.0,6.0,6.0,6.0,5.0,6.0,7.0,2.0,5.0,7.0,7.0,9.0,3.0,9.0,8.0,8.0,X
539,3.0,9.0,5.0,6.0,3.0,9.0,3.0,2.0,3.0,7.0,1.0,8.0,2.0,6.0,2.0,7.0,A
540,5.0,8.0,7.0,7.0,6.0,5.0,8.0,4.0,9.0,8.0,7.0,9.0,3.0,9.0,7.0,6.0,T
541,4.0,8.0,5.0,6.0,3.0,6.0,7.0,6.0,6.0,10.0,8.0,10.0,2.0,9.0,4.0,9.0,G
542,7.0,9.0,6.0,4.0,5.0,9.0,7.0,3.0,5.0,9.0,4.0,7.0,7.0,5.0,7.0,8.0,B
543,3.0,10.0,4.0,8.0,3.0,5.0,7.0,6.0,7.0,7.0,6.0,13.0,1.0,8.0,4.0,10.0,C
544,7.0,9.0,6.0,5.0,4.0,7.0,7.0,5.0,5.0,9.0,4.0,9.0,6.0,5.0,7.0,11.0,R
545,1.0,1.0,1.0,3.0,1.0,7.0,7.0,1.0,6.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0,I
546,2.0,6.0,3.0,4.0,2.0,7.0,8.0,8.0,7.0,10.0,6.0,11.0,2.0,11.0,4.0,9.0,C
547,3.0,7.0,5.0,5.0,4.0,9.0,6.0,7.0,5.0,7.0,6.0,8.0,3.0,8.0,4.0,5.0,U
548,3.0,8.0,4.0,6.0,2.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,5.0,8.0,0.0,8.0,N
549,4.0,4.0,6.0,3.0,3.0,6.0,7.0,1.0,8.0,10.0,8.0,8.0,2.0,8.0,3.0,7.0,X
550,9.0,13.0,8.0,8.0,5.0,8.0,5.0,4.0,6.0,6.0,7.0,6.0,6.0,8.0,4.0,6.0,U
551,4.0,6.0,5.0,4.0,3.0,6.0,8.0,6.0,8.0,7.0,10.0,9.0,3.0,9.0,1.0,8.0,U
552,5.0,5.0,5.0,7.0,2.0,1.0,15.0,5.0,3.0,12.0,9.0,4.0,0.0,8.0,3.0,6.0,F
553,7.0,11.0,5.0,6.0,2.0,7.0,7.0,7.0,7.0,12.0,6.0,9.0,2.0,9.0,5.0,9.0,C
554,2.0,4.0,3.0,2.0,1.0,6.0,8.0,7.0,8.0,8.0,8.0,13.0,1.0,9.0,4.0,10.0,C
555,2.0,1.0,2.0,1.0,0.0,7.0,10.0,2.0,2.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0,Y
556,3.0,5.0,4.0,4.0,3.0,8.0,7.0,7.0,4.0,9.0,6.0,8.0,3.0,8.0,3.0,8.0,O
557,4.0,2.0,5.0,4.0,2.0,6.0,8.0,5.0,8.0,6.0,9.0,9.0,3.0,9.0,1.0,7.0,U
558,3.0,4.0,4.0,3.0,2.0,7.0,7.0,6.0,4.0,9.0,6.0,8.0,2.0,8.0,2.0,8.0,O
559,1.0,3.0,2.0,2.0,1.0,7.0,8.0,1.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,7.0,I
560,5.0,9.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,8.0,9.0,8.0,3.0,9.0,6.0,9.0,T
561,3.0,1.0,4.0,3.0,3.0,8.0,6.0,6.0,4.0,7.0,7.0,8.0,7.0,6.0,2.0,7.0,M
562,3.0,2.0,5.0,3.0,1.0,6.0,12.0,3.0,4.0,8.0,11.0,8.0,2.0,10.0,1.0,8.0,V
563,4.0,7.0,4.0,5.0,2.0,7.0,7.0,14.0,2.0,4.0,6.0,8.0,6.0,8.0,0.0,8.0,N
564,7.0,11.0,9.0,8.0,5.0,6.0,12.0,3.0,6.0,14.0,6.0,2.0,0.0,10.0,3.0,9.0,P
565,4.0,8.0,5.0,6.0,2.0,8.0,6.0,8.0,7.0,7.0,5.0,8.0,3.0,8.0,4.0,8.0,O
566,8.0,9.0,11.0,8.0,12.0,7.0,9.0,4.0,4.0,7.0,5.0,8.0,12.0,6.0,6.0,7.0,M
567,5.0,9.0,6.0,6.0,5.0,9.0,7.0,4.0,5.0,10.0,5.0,6.0,3.0,8.0,3.0,8.0,D
568,2.0,1.0,2.0,1.0,0.0,8.0,15.0,1.0,4.0,6.0,10.0,8.0,0.0,8.0,0.0,8.0,T
569,5.0,10.0,7.0,8.0,5.0,7.0,6.0,9.0,4.0,7.0,5.0,9.0,3.0,9.0,4.0,6.0,O
570,3.0,5.0,6.0,4.0,2.0,7.0,11.0,1.0,7.0,7.0,11.0,8.0,2.0,11.0,2.0,8.0,Y
571,4.0,10.0,5.0,7.0,5.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,2.0,8.0,7.0,10.0,B
572,7.0,13.0,7.0,8.0,4.0,6.0,7.0,3.0,6.0,9.0,9.0,10.0,6.0,10.0,3.0,7.0,K
573,0.0,4.0,0.0,6.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I
574,4.0,6.0,5.0,8.0,5.0,7.0,10.0,4.0,3.0,6.0,9.0,11.0,3.0,8.0,6.0,8.0,Q
575,3.0,8.0,5.0,5.0,1.0,6.0,6.0,3.0,1.0,6.0,0.0,8.0,2.0,6.0,1.0,7.0,A
576,3.0,11.0,4.0,8.0,2.0,7.0,7.0,4.0,14.0,10.0,6.0,8.0,0.0,8.0,8.0,8.0,Z
577,3.0,4.0,4.0,6.0,1.0,11.0,2.0,10.0,3.0,13.0,8.0,14.0,1.0,6.0,0.0,8.0,J
578,7.0,9.0,10.0,7.0,7.0,7.0,7.0,1.0,6.0,10.0,5.0,9.0,3.0,8.0,4.0,9.0,K
579,2.0,7.0,3.0,5.0,3.0,6.0,8.0,5.0,10.0,7.0,6.0,10.0,1.0,9.0,8.0,7.0,Z
580,5.0,8.0,7.0,6.0,6.0,9.0,6.0,4.0,6.0,10.0,5.0,7.0,2.0,8.0,5.0,10.0,B
581,8.0,13.0,6.0,10.0,5.0,11.0,5.0,2.0,5.0,12.0,4.0,8.0,2.0,9.0,6.0,13.0,J
582,1.0,0.0,2.0,0.0,0.0,7.0,7.0,2.0,10.0,8.0,6.0,8.0,0.0,8.0,6.0,8.0,Z
583,5.0,9.0,8.0,7.0,5.0,4.0,8.0,1.0,8.0,10.0,11.0,10.0,3.0,9.0,3.0,5.0,X
584,2.0,7.0,2.0,5.0,1.0,11.0,3.0,10.0,3.0,12.0,7.0,13.0,1.0,6.0,0.0,8.0,J
585,5.0,10.0,5.0,5.0,3.0,5.0,8.0,3.0,6.0,9.0,8.0,9.0,5.0,7.0,3.0,8.0,K
586,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I
587,2.0,3.0,2.0,2.0,1.0,4.0,11.0,3.0,6.0,11.0,10.0,4.0,1.0,11.0,2.0,5.0,Y
588,5.0,8.0,6.0,7.0,5.0,6.0,6.0,5.0,5.0,8.0,5.0,7.0,3.0,6.0,5.0,7.0,O
589,6.0,11.0,6.0,6.0,3.0,6.0,10.0,2.0,7.0,12.0,7.0,6.0,2.0,9.0,5.0,4.0,T
590,2.0,4.0,4.0,3.0,2.0,8.0,7.0,3.0,4.0,9.0,4.0,6.0,3.0,7.0,3.0,9.0,R
591,5.0,11.0,8.0,8.0,4.0,8.0,2.0,2.0,3.0,6.0,2.0,7.0,5.0,7.0,6.0,8.0,A
592,6.0,10.0,5.0,7.0,3.0,6.0,11.0,1.0,9.0,11.0,9.0,4.0,0.0,10.0,3.0,4.0,T
593,2.0,6.0,3.0,4.0,1.0,13.0,2.0,8.0,4.0,14.0,4.0,12.0,0.0,7.0,0.0,8.0,J
594,3.0,7.0,4.0,5.0,3.0,7.0,8.0,7.0,5.0,10.0,8.0,7.0,3.0,8.0,3.0,8.0,O
595,4.0,5.0,4.0,7.0,2.0,1.0,12.0,5.0,6.0,12.0,11.0,8.0,0.0,8.0,2.0,5.0,F
596,4.0,9.0,6.0,6.0,2.0,9.0,5.0,3.0,1.0,8.0,1.0,8.0,2.0,7.0,2.0,8.0,A
597,4.0,7.0,6.0,5.0,6.0,9.0,6.0,4.0,6.0,10.0,5.0,7.0,2.0,8.0,5.0,10.0,B
598,2.0,3.0,2.0,1.0,1.0,8.0,7.0,5.0,8.0,6.0,6.0,7.0,1.0,8.0,6.0,8.0,Z
599,4.0,11.0,5.0,8.0,5.0,8.0,8.0,8.0,6.0,7.0,4.0,6.0,2.0,7.0,8.0,8.0,S
600,5.0,9.0,8.0,7.0,7.0,6.0,11.0,2.0,2.0,7.0,8.0,8.0,8.0,11.0,1.0,8.0,W
601,2.0,5.0,4.0,4.0,2.0,7.0,4.0,1.0,8.0,8.0,2.0,10.0,0.0,7.0,2.0,8.0,L
602,2.0,5.0,3.0,4.0,2.0,7.0,12.0,3.0,6.0,7.0,11.0,8.0,2.0,11.0,1.0,8.0,T
603,6.0,7.0,8.0,6.0,8.0,8.0,8.0,4.0,4.0,7.0,6.0,7.0,10.0,8.0,5.0,5.0,M
604,6.0,10.0,8.0,7.0,7.0,7.0,8.0,7.0,4.0,8.0,7.0,9.0,3.0,9.0,8.0,9.0,P
605,3.0,8.0,4.0,6.0,2.0,7.0,8.0,0.0,8.0,14.0,6.0,7.0,0.0,8.0,1.0,7.0,I
606,3.0,9.0,4.0,7.0,1.0,12.0,2.0,10.0,4.0,13.0,6.0,13.0,1.0,6.0,0.0,8.0,J
607,5.0,4.0,6.0,7.0,2.0,5.0,7.0,7.0,11.0,7.0,5.0,12.0,1.0,9.0,4.0,8.0,C
608,4.0,8.0,6.0,6.0,4.0,9.0,6.0,2.0,7.0,11.0,5.0,9.0,3.0,7.0,6.0,10.0,E
609,1.0,0.0,2.0,0.0,0.0,8.0,9.0,3.0,2.0,7.0,12.0,8.0,2.0,10.0,0.0,8.0,V
610,3.0,7.0,5.0,6.0,4.0,7.0,8.0,2.0,4.0,7.0,8.0,9.0,5.0,8.0,3.0,6.0,A
