date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
,6,0.085106,,0.383517,0.002137,0.422061,,
,6,0.106383,0.030833,0.335019,0.002061,0.380114,,DOWN
0.456705,,0.12766,0.028882,0.284885,0.001849,0.33247,0.771053,DOWN
,,0.148936,0.024949,,0.001653,,,
0.456705,6,,,0.228503,0.001435,0.279648,,
0.456705,6,0.191489,0.021166,,,,,
0.456705,6,,0.022247,0.250967,0.001481,0.275764,0.773246,DOWN
0.456705,,,0.028912,,0.001757,,,
,6,0.255319,,,0.002083,0.385293,0.675877,
,6,0.276596,,,0.002283,,,
0.456705,,0.297872,,0.548646,0.0022,,0.538596,
,6,,0.036478,,0.002484,,,
0.456705,6,,0.037919,,,0.573019,0.532018,
0.456705,,0.361702,0.037108,0.59997,,0.570171,,UP
,6,0.382979,,,,,,UP
,6,,,0.626004,,0.560331,,UP
0.456705,6,,,0.598483,,0.540653,0.560526,UP
0.456705,,,,,,0.531072,0.566228,
,6,,,0.552217,0.002231,0.517866,,UP
,,,0.032275,,0.002196,,0.595614,
,,0.510638,0.030353,,,,,
,,0.531915,0.030353,,0.002065,,0.600877,
0.456705,6,0.553191,,0.494644,0.002073,,,
0.456705,,0.574468,,,0.002069,0.485241,0.521491,DOWN
,6,,0.030353,0.469354,,,,
,6,,0.030353,,0.002065,,,DOWN
0.456705,6,,0.030353,,0.002059,,,DOWN
0.456705,6,0.659574,,0.442279,,0.426722,,DOWN
,6,,,0.446147,0.002056,0.416624,,
0.456705,6,,0.030353,0.459238,0.002054,,0.632456,
0.456705,6,,,,,,0.610526,
,,0.744681,0.031584,0.564118,,0.484205,,
,6,,0.033385,,0.002273,0.526411,0.538596,UP
,6,0.787234,,0.596846,0.002279,,0.571053,UP
,6,0.808511,0.032815,0.57349,0.002219,0.505179,,
,6,,,,0.0022,0.479544,0.644298,UP
0.456705,6,0.851064,,,,0.45391,0.660526,
,6,0.87234,,0.511306,0.002158,,0.67193,UP
0.456705,6,,0.030353,,,,0.719298,
0.456705,,0.914894,,0.445701,,0.378042,,
,6,,0.031314,0.506546,0.002077,0.36639,,DOWN
0.456705,,,,,0.001936,,,UP
,,,,0.534662,0.002391,,,
0.456705,,1.0,0.033505,,,0.45883,,
0.45675,7,0.0,,0.503422,,,0.609211,
0.45675,,0.021277,0.030353,,0.002044,0.393061,,
,,0.042553,,,,,0.583772,DOWN
0.45675,,,0.030353,0.406427,,,,
0.45675,,,,0.343053,,,,DOWN
0.45675,7,0.106383,,0.29396,,0.321854,0.637719,
0.45675,,,0.027741,,,0.275764,0.681579,
,,,0.028462,,,0.235111,0.681579,
,,0.170213,,,,0.206111,0.681579,DOWN
,7,,,,0.000555,,,
0.45675,,,,,,,,
0.45675,7,,0.032605,0.189229,,,0.414912,
,,0.255319,,0.225974,0.004832,,0.414912,DOWN
0.45675,,0.276596,,0.272538,0.00097,0.21362,,DOWN
,,0.297872,0.021286,,0.000953,,,DOWN
,,,,0.4036,0.000953,,,
0.45675,,,0.029092,,,0.316416,0.707018,
0.45675,7,0.361702,0.030083,,,0.352667,0.707018,
0.45675,7,,,,0.001921,0.374935,0.715351,DOWN
,7,,0.031764,,0.002042,,0.684211,UP
0.45675,,,,0.496876,0.002034,0.371828,,DOWN
,,,,0.461024,0.001853,,,
,7,0.468085,0.028732,,,0.35189,,DOWN
,7,0.489362,0.028462,0.414162,0.001803,0.344381,0.706579,DOWN
,,0.510638,0.027711,,0.001766,,,DOWN
0.45675,,0.531915,,,0.00146,0.315898,,DOWN
0.45675,7,0.553191,0.027051,,0.001689,0.328068,,
,7,0.574468,,0.326688,,,,DOWN
0.45675,,0.595745,0.02588,,0.001618,,0.694298,DOWN
,,,,0.303481,,,,
0.45675,7,0.638298,0.02579,,0.001726,,,DOWN
0.45675,7,0.659574,0.02609,,,0.307095,0.752632,
0.45675,7,,,0.320887,,0.313568,,
0.45675,7,0.702128,,0.344243,,0.339202,,
0.45675,7,,0.02693,0.373103,,,,
,,,0.032275,,0.002196,0.440186,,UP
,,,0.038189,0.538084,0.002601,0.47566,0.586404,UP
0.45675,7,0.787234,,0.537935,0.002399,,,UP
,7,0.808511,0.029242,0.489586,0.001986,0.440186,,
,7,0.829787,,0.456114,0.001897,,0.659649,
0.45675,7,0.851064,0.028191,,0.001899,,,DOWN
0.45675,,,0.026991,0.419964,0.001809,,0.757895,DOWN
,,,,0.394823,,0.343604,,
,7,0.914894,0.02693,,,,0.778509,DOWN
0.45675,,,0.030833,,0.00205,0.326774,0.757018,
,7,0.957447,,0.400327,0.001751,0.33014,0.736404,DOWN
,,,,,,0.399534,0.602632,UP
,,1.0,0.027981,0.373103,,0.398757,,DOWN
0.456794,1,0.0,,0.349003,0.001807,,0.642544,
0.456794,,0.021277,,0.312705,0.001726,,0.692105,DOWN
,1,,,0.281315,0.001685,,,
0.456794,1,,0.02669,,,0.371051,0.681579,
0.456794,1,0.085106,0.02621,0.197858,0.001651,,0.685965,
0.456794,,,,0.167956,,,,
,1,0.12766,,0.137905,0.001361,0.237183,,
0.456794,,,0.022667,,0.001049,0.19653,,DOWN
,,0.170213,0.021166,,,,0.804386,
0.456794,,,,0.10116,0.00119,,0.878947,
,,,,,0.000976,0.142672,,
,1,0.234043,,,,,,DOWN
,,0.255319,0.021166,,,,0.900877,
,1,,0.021166,0.164981,,,0.900877,
0.456794,1,,,,0.000953,0.122216,,
0.456794,1,0.319149,,,,,0.878947,
0.456794,1,,0.029723,0.317614,,,0.813158,
,,,0.030323,,,0.219316,0.769298,
,1,,,0.411038,0.002034,,,UP
,,,0.032034,0.431568,,0.257897,0.76886,UP
0.456794,1,0.425532,,,,0.259451,0.74693,
,1,0.446809,,0.397798,,,0.729825,
,,,0.027621,,,0.233817,,UP
0.456794,,0.489362,,0.36388,0.001552,0.236924,0.759649,
0.456794,,,,,0.001903,,,UP
,1,,,,,0.232522,,
,,0.553191,0.027471,0.307647,0.001589,,0.772807,UP
,,,,,0.001558,,0.75614,UP
,,0.595745,,,0.000976,,,
,1,0.617021,,0.267331,0.000976,,0.747368,UP
,1,,,,0.001074,,,UP
,,,0.028161,,,0.19653,,UP
,1,,0.02651,0.294853,,,,
,1,0.702128,0.023868,,,0.238736,0.797368,
0.456794,,,,,,,0.746491,
0.456794,1,,,,0.001886,0.319782,0.716228,
,1,,0.032785,0.50967,,0.394355,0.674561,UP
0.456794,1,,0.032605,,,,,UP
,,,0.030623,0.496281,,,,
,,,0.030143,0.469354,,0.375971,0.712281,
,,,,0.453883,,,0.721053,
,1,0.87234,,,,,0.732456,UP
,,,,,,,0.745614,
,,0.914894,,0.376822,,0.309684,,
,,0.93617,,0.399583,,,0.770175,UP
0.456794,1,,,0.394972,,0.312791,,
0.456794,,,,,,,,
,1,1.0,0.028552,,,0.372864,,UP
0.459891,,0.0,,0.34335,,,0.719737,UP
0.459891,,0.021277,,0.301547,,,,
,2,,0.029633,,0.00193,0.376489,0.680702,
0.459891,2,,0.028492,,0.001897,,,
0.459891,2,,,0.209908,,,0.746491,DOWN
,,,0.027951,,,0.285603,,UP
,,,0.024048,0.160518,0.001593,,0.776754,DOWN
,,0.148936,0.021977,0.143112,,,,
0.459891,,,,0.139691,,,0.810088,
0.459891,,,0.025339,,,0.186432,0.844298,DOWN
,2,0.212766,0.02681,0.177774,0.001774,0.199896,0.834211,
0.459891,2,,0.028822,0.232223,,,0.78114,
0.459891,2,,0.030893,0.338738,0.001826,,0.746053,
,,,0.037919,0.442428,,0.394873,0.659211,UP
,,,0.033596,,0.002262,0.438374,0.608772,
0.459891,2,,0.037919,,,0.506732,0.552632,
,2,,0.042813,,,0.548162,0.510526,UP
0.459891,2,0.361702,0.042242,0.550878,,,,
0.459891,,,,0.590747,0.004256,,0.55,UP
,2,0.404255,0.07959,,0.005341,0.55826,0.546491,
,,0.425532,,0.594615,,0.547126,0.535965,
0.459891,2,,0.043443,,,0.539876,0.51886,
,2,0.468085,,,,,,
,,,,0.563225,,0.529518,,
,2,,,,0.002757,,0.573684,
0.459891,2,,,,,,,UP
0.459891,,,0.041762,0.541357,0.002817,0.506473,,
,,0.574468,,,0.002727,0.502589,,UP
0.459891,2,0.595745,,0.511009,0.002561,0.488607,,
0.459891,2,,0.037138,0.500744,0.002511,,0.545614,
,2,0.638298,0.035067,0.497025,,,0.527632,
0.459891,,0.659574,0.037078,,,,,UP
0.459891,2,0.680851,0.112495,,0.007646,0.476437,0.279825,
0.459891,2,0.702128,0.140267,0.568283,0.009607,,0.264912,UP
,2,0.723404,,0.609342,,0.516054,,
0.459891,2,0.744681,0.313979,0.676287,0.021338,0.565769,,
,2,,0.385013,,,0.586484,0.196053,
,2,0.787234,,,0.018967,,0.291228,UP
,2,0.808511,0.080401,,,,0.310965,
0.459891,,,,,0.002931,,,DOWN
0.459891,2,0.851064,0.050258,0.558762,0.002933,0.473589,0.435088,
,2,0.87234,0.043053,,,0.447954,,DOWN
0.459891,2,,0.038279,,0.002621,,0.489474,
,2,,0.034586,0.438857,0.00236,,,DOWN
0.459891,,0.93617,0.03993,0.488991,0.002709,,0.58114,
0.459891,2,,,,0.002798,,0.566667,DOWN
,2,0.978723,0.054792,,,0.446401,0.428947,DOWN
0.459891,2,1.0,,,,0.436561,0.473684,
,3,0.0,0.042032,,,,,
,3,,,0.47233,0.002794,0.377266,,DOWN
0.459935,3,,0.043563,0.44094,,,0.455702,DOWN
,,0.06383,,0.384707,,0.404713,,DOWN
0.459935,3,,0.037589,0.327284,,0.360694,,DOWN
,,,,,,0.31305,,DOWN
0.459935,,0.12766,0.033175,0.23014,0.002248,,,DOWN
0.459935,,,,,,,,DOWN
0.459935,3,,,0.184915,0.00188,,,DOWN
,,,0.027471,0.183874,0.001857,,0.623684,
0.459935,3,0.212766,0.029813,,,,,DOWN
,,,,,,0.237183,0.582895,DOWN
,,,,,0.002391,,0.562281,
0.459935,,0.276596,,0.467272,0.002617,0.393061,,
0.459935,3,,,,,0.447954,,
0.459935,3,,,,,0.506991,,DOWN
,3,,,,,0.542465,0.383772,
,3,0.361702,0.06569,0.57349,,,0.392544,DOWN
,3,0.382979,,,,,0.365351,
,,0.404255,0.198031,0.639691,,0.556189,,UP
,3,,0.139456,,0.009454,0.547644,0.379825,
,,0.446809,0.107452,,0.007291,0.536251,0.398246,UP
,,,,,,0.530036,0.385965,
0.459935,,0.489362,0.103939,0.592681,0.007094,,0.4,UP
0.459935,,,0.107752,,,0.5145,,
,,0.531915,0.081122,0.565159,0.005555,0.513982,0.357895,UP
0.459935,,0.553191,0.089618,0.555936,,0.540653,0.294737,
,,0.574468,,,0.005436,0.546349,0.294737,DOWN
0.459935,,0.595745,0.086526,0.539125,,,0.308772,UP
,,0.617021,0.05308,,0.003641,,0.282895,DOWN
,3,,0.077519,0.521273,0.005316,,0.270175,DOWN
0.459935,,0.659574,,,0.00345,,,DOWN
,,,0.048037,0.527224,0.003307,,,
0.459935,,0.702128,,,,,0.189912,
0.459935,3,0.723404,0.043863,,,,,
,3,0.744681,,,0.005339,,,
,,0.765957,,0.663939,,,,UP
0.459935,,0.787234,,0.645641,,0.583635,,
0.459935,,,0.059595,,0.00413,,0.189035,
,,,0.045485,,,0.516054,,
0.459935,,,0.044824,,0.003112,0.49275,,
0.459935,,0.87234,,0.524398,0.002908,0.463749,,
,3,,0.036508,,0.002528,0.437079,0.347807,
,3,,0.033475,,,0.408856,,DOWN
,,,0.038069,0.495835,0.002624,0.386846,0.438596,
,3,0.957447,,0.513686,,,,
0.459935,3,0.978723,0.046986,,0.00327,0.447437,,DOWN
0.459935,,1.0,,0.504314,,0.435526,0.323246,DOWN
,,,,0.494793,0.002973,0.412481,0.356579,DOWN
,,,,,0.002655,,,DOWN
,4,,,0.44823,,,0.282018,DOWN
,,0.06383,,0.397947,0.002979,0.415329,,
,4,,,0.336805,0.002931,,,
0.45998,4,0.106383,,0.282654,,,0.493421,
0.45998,4,0.12766,,,0.002354,0.27913,0.489035,
,,,0.032785,,,0.244433,0.52807,
,4,,0.029633,0.187593,0.002013,0.222683,0.553947,DOWN
0.45998,4,0.191489,,,0.002029,,0.550877,
0.45998,4,,,,0.002048,0.219316,0.526754,
,4,,0.030743,,0.002098,,,
0.45998,4,,,,0.002339,0.32289,,DOWN
0.45998,,,0.057944,0.465933,0.003911,0.400311,0.390351,DOWN
0.45998,4,,0.036658,0.47233,0.002513,,0.322807,
,,,0.05296,,,0.503625,0.238158,
,4,0.340426,0.049057,0.53853,0.003346,,,DOWN
,4,0.361702,0.046265,,0.003168,,0.250439,DOWN
,4,,0.062387,,,,,
,4,0.404255,0.050288,0.570515,,0.523563,0.279386,DOWN
,4,,,,,,0.285526,
,4,0.446809,0.044854,0.535852,,0.511911,0.283333,
0.45998,4,,,,,,,DOWN
,,0.489362,,,0.003141,,,
0.45998,4,0.510638,,0.495537,,,,
,4,0.531915,0.030353,,0.002079,0.47333,,
0.45998,,,,,0.002088,0.490678,,
0.45998,,0.574468,,0.473222,,,0.255263,DOWN
,4,0.595745,0.030353,0.466379,0.002077,0.486794,,DOWN
0.45998,,0.617021,0.030353,0.459685,0.002071,0.477214,0.310526,DOWN
0.45998,,,,,0.002069,,,
,,,0.030353,,,0.445624,,
0.45998,,,,0.459685,,,,
,,,,,0.002297,0.460901,0.301316,
0.45998,4,0.723404,0.032455,,0.002262,,,
,4,0.744681,0.046655,,,0.528483,,UP
,,0.765957,0.077279,0.61083,0.005353,,0.14693,UP
0.45998,,,0.076618,,0.005309,0.534179,,
,4,0.808511,,0.565605,,0.501813,,
0.45998,,0.829787,0.029032,0.538084,,,0.270175,
0.45998,,,,,0.002086,0.444588,,DOWN
,4,,,0.492859,,,,
0.45998,4,,0.030473,0.458643,,0.39332,0.246491,DOWN
,,,0.028221,0.416691,,,,
,4,0.93617,0.030293,0.472181,,,,
0.45998,4,,,,,,0.485088,
,,0.978723,0.031314,,0.002079,0.4174,,DOWN
,4,1.0,,,0.002056,,0.366667,DOWN
0.460024,,,0.030833,,0.002044,0.388141,0.42807,DOWN
,5,,,,0.002021,0.36898,0.458772,DOWN
,5,,,,0.002042,0.415329,,DOWN
,,0.06383,0.030383,0.391104,0.002023,0.391248,0.435088,DOWN
0.460024,5,,,0.333085,,,0.460526,DOWN
,,,,,0.002038,,,DOWN
0.460024,5,,,0.232074,0.002061,,,DOWN
0.460024,,,0.030533,,0.002067,0.228638,0.578509,DOWN
,,0.170213,,,,0.209218,0.540789,DOWN
0.460024,5,,0.028912,0.1867,0.001965,0.19653,,DOWN
0.460024,5,0.212766,0.028732,,0.001953,,,DOWN
,,,0.029422,0.248884,0.001998,0.233299,0.527632,DOWN
,5,,,,0.002104,,0.447807,
0.460024,5,,0.032665,0.455519,0.002189,0.393061,0.410526,
0.460024,,0.297872,,,0.001984,,,
,5,,0.031014,,,0.510357,,
,,,,,0.002152,0.547126,,DOWN
,,,,0.514133,,0.552046,0.209211,DOWN
,,,0.032755,0.544481,0.00221,,,
,5,,,0.553853,0.002192,0.542206,0.260088,DOWN
,5,0.425532,,0.534662,,0.535474,,
,5,0.446809,0.030353,0.518001,0.00205,0.529001,,DOWN
,,,,0.506992,0.00205,,0.255263,
,,,,,,,0.25307,DOWN
,,0.510638,0.030353,,,0.503625,0.25614,
0.460024,5,0.531915,0.030353,,0.002048,,0.260965,DOWN
,,,0.030353,,,,,DOWN
,,0.574468,,0.479173,,0.530036,0.191228,
,5,,0.030353,,0.002056,,,
0.460024,5,0.617021,,,,0.529001,0.23114,DOWN
,5,,0.030353,,,,0.236404,
0.460024,5,0.659574,,0.464148,,,,DOWN
,,0.680851,0.030353,0.483636,,,,
0.460024,,0.702128,,0.510562,,,,DOWN
0.460024,,0.723404,,,,,,DOWN
,,,,,,0.554117,0.248684,
,,,0.037468,,0.002522,,0.179825,UP
0.460024,5,0.787234,0.034436,,,0.598136,0.234211,
0.460024,,,,,0.002036,,,DOWN
,5,,0.030353,,,,,DOWN
0.460024,,0.851064,0.030353,0.5241,,0.515536,,DOWN
,,0.87234,0.030353,0.50238,0.002025,,,DOWN
,,0.893617,0.030353,,,0.451062,,
,,0.914894,0.030353,,0.002029,0.417141,0.373684,
0.460024,,,,,0.002044,0.400052,0.409211,DOWN
0.460024,,,0.030353,0.493157,,,0.452632,
,,0.978723,0.030533,0.497025,0.002023,0.471517,0.357895,DOWN
,5,,0.030503,0.488396,,,0.401316,DOWN
0.460068,,0.0,0.030653,,0.002044,0.43216,0.473684,DOWN
,6,,0.030353,0.463255,0.002002,,0.510088,DOWN
,6,0.042553,,0.428741,0.002029,0.464785,0.42807,
,,,0.030803,,0.002042,,,
,,0.085106,,0.313448,,,0.512719,
,,0.106383,0.030893,,0.002069,,,UP
0.460068,,0.12766,,,0.002102,0.301916,,UP
,,0.148936,0.030413,0.198453,0.002067,,,
,,0.170213,0.029122,,,0.24521,0.581579,
0.460068,6,,,0.187295,0.001946,0.239254,,DOWN
,6,,,,0.002015,,,
0.460068,6,0.234043,0.028041,,,,,DOWN
,,,0.028552,0.361797,0.001919,0.359399,0.522807,
,6,0.276596,0.029813,,,0.447178,0.425877,DOWN
,6,0.297872,0.029572,0.453883,,,,
,6,0.319149,,0.510562,,,,
,,0.340426,0.032605,0.533175,0.002167,0.586225,0.303509,
0.460068,,,,,0.002075,,0.307018,UP
,6,,0.033325,0.566647,0.002227,0.584412,,UP
0.460068,6,0.404255,,,0.002277,0.561885,0.350439,UP
,,0.425532,0.030863,0.562779,,,0.407018,
,6,0.446809,,0.535406,0.002027,,0.413158,
,6,,0.030353,0.521273,0.002021,,,DOWN
0.460068,,,0.030353,,0.002025,,0.389474,DOWN
0.460068,6,,,,0.002029,,0.391228,
,6,0.531915,0.030353,,,,,
,6,,0.030353,0.477983,,0.492491,,
,6,0.574468,,0.468611,,,0.35614,DOWN
0.460068,,0.595745,0.030353,0.457007,,,0.383772,
,6,0.617021,,,0.002029,0.469446,0.387281,DOWN
0.460068,,,0.027741,0.429634,0.001845,0.444329,,DOWN
,,0.659574,,,,0.431901,,
0.460068,,0.680851,0.028882,,0.001909,,,
0.460068,6,,,0.455817,0.001951,,0.509649,DOWN
0.460068,6,,0.029302,,,0.433713,0.490351,
0.460068,6,0.744681,0.034316,,0.002237,0.466598,,UP
0.460068,,,0.032845,0.577209,0.002169,,0.396491,
,6,,,0.578399,,,,UP
,,0.808511,,0.546415,,0.514241,0.422807,
0.460068,,0.829787,0.030353,0.520232,0.002025,,,DOWN
,6,,0.030353,,0.002023,,,
,,,0.030353,0.490628,0.002023,0.437597,,DOWN
0.460068,,0.893617,,0.453734,0.001897,0.40782,,DOWN
0.460068,6,,,,0.001791,0.381409,0.475877,
0.460068,6,,,,0.001963,,,
,,,0.030353,,,0.373641,0.512281,
,6,0.978723,0.030803,0.514133,0.002044,,0.388596,UP
0.460068,,,,0.505802,,0.46116,,UP
,,0.0,,,0.002071,,0.449123,UP
,,0.021277,0.030353,,,,,
0.460112,,0.042553,,,0.002038,0.444847,0.400439,UP
,7,0.06383,,,0.002029,0.420249,0.476754,UP
0.460112,7,,,0.322672,,0.373123,0.554825,DOWN
,,,0.027681,,0.001836,,,
0.460112,,0.12766,0.029212,0.224784,0.001946,,,
0.460112,,,,0.189527,,0.245469,0.573684,DOWN
0.460112,7,0.170213,,,,,,DOWN
0.460112,,0.191489,,0.151145,,,0.601754,
0.460112,,0.212766,0.02636,,0.001757,,,
0.460112,,0.234043,0.02678,0.172419,,,,DOWN
,7,,0.028191,,0.00189,0.224495,0.592105,DOWN
,,,0.027501,,0.00183,0.241326,0.59386,DOWN
0.460112,,0.297872,0.027351,0.307795,0.001863,0.22579,,DOWN
0.460112,7,0.319149,0.027141,0.379798,,,0.599561,
,7,0.340426,,0.441089,,0.310979,0.55307,
,7,0.361702,,0.493008,0.002032,,,
,7,,0.029633,,0.001969,0.362506,,DOWN
0.460112,7,,,0.530943,0.001888,,0.533772,DOWN
,7,,0.029933,0.511157,,0.330658,0.575877,UP
0.460112,7,,,0.477983,0.001838,,0.587281,DOWN
,7,0.468085,,0.448974,,,0.592105,
0.460112,7,,,,0.001757,0.292853,0.615351,DOWN
,7,0.510638,0.031854,0.421154,0.002102,0.273692,,UP
0.460112,,,0.033926,0.413716,,,,
0.460112,,0.553191,,,,,,
,,0.574468,0.02648,0.380542,0.001766,0.247799,0.603947,
,,,0.02666,,,0.234076,0.621053,DOWN
0.460112,,0.617021,,0.356144,0.001768,0.21854,,
,7,0.638298,0.028582,0.354656,,0.207664,0.635526,
,7,0.659574,,,,,,DOWN
0.460112,,,0.02675,0.370277,0.001789,0.2087,,DOWN
0.460112,7,0.702128,,,,,,
,,0.723404,0.025399,,,,,
,,0.744681,0.02606,,0.001714,,0.591667,
0.460112,7,0.765957,0.030203,,0.001957,,,UP
,,0.787234,,0.538828,0.002021,,0.517982,UP
,,,0.027201,0.499851,,0.363801,,DOWN
,7,0.829787,0.0266,,0.001759,0.343086,,
0.460112,,,,0.443767,,,,UP
,7,0.87234,,0.429932,0.001994,,0.560088,UP
0.460112,7,0.893617,,0.421006,0.001944,0.2913,,
,7,0.914894,0.029482,0.421898,0.001971,,,UP
0.460112,,,0.032905,,0.0022,0.307872,,
,7,0.957447,0.031644,,,0.321854,,UP
,,,,0.447188,,0.392284,0.446053,DOWN
0.460112,7,,0.028792,0.415055,,0.389177,,
,,,0.028011,,,,,
0.460157,1,,0.025249,0.334127,,,0.55307,DOWN
0.460157,1,0.042553,,,0.00188,0.364578,0.462281,
,1,0.06383,,0.24457,,,,DOWN
,1,0.085106,0.024589,,0.001635,0.28405,,DOWN
0.460157,1,,,,,,,DOWN
,1,0.12766,0.02591,0.131806,0.00173,,0.636842,
0.460157,1,,0.021166,,,,,DOWN
0.460157,,,,,,0.136458,,
,,,,,0.00141,0.109788,,
0.460157,,0.212766,0.021166,0.100119,,0.101243,,
0.460157,1,,0.021166,0.110533,0.001406,0.096323,,
0.460157,,0.255319,0.021166,,,0.105386,,
,1,,0.021827,0.162154,,,0.741228,DOWN
0.460157,,0.297872,0.022697,0.199048,,,,DOWN
,,0.319149,,0.267331,,0.124288,,
,1,0.340426,0.02687,0.336358,0.001757,,,
0.460157,1,0.361702,,0.398393,0.001857,,0.78114,UP
,1,0.382979,,,0.001834,,,
0.460157,,,,0.475305,0.001857,0.237701,,
0.460157,1,0.425532,,0.471437,0.001795,0.24754,,UP
,,0.446809,0.027531,0.458494,,,,
,,0.468085,,,0.001778,,,UP
,1,0.489362,,0.417435,0.001759,0.261005,0.654386,DOWN
,1,,0.031914,0.401369,,0.264371,,
0.460157,,0.531915,,0.367599,,0.252978,,UP
,1,0.553191,0.027501,0.340077,,0.250647,,UP
0.460157,1,,,,0.001753,,,
,1,0.595745,,,,,,DOWN
,1,,0.02627,,0.001745,0.227084,0.664035,DOWN
,1,,,0.275067,,,,
0.460157,1,0.659574,0.02693,0.278637,0.001795,0.218281,0.648246,
,1,,,,0.001795,,0.658772,
0.460157,1,,0.028312,0.30125,0.001888,0.230709,0.607018,UP
,1,,0.02615,,0.001737,0.262558,0.6,DOWN
0.460157,1,0.744681,0.02642,0.408658,0.001735,0.312015,0.585088,
,,,0.030263,0.487355,,,,UP
,1,,,,0.002065,0.386846,,
,,,,0.498066,0.001911,0.382962,0.548246,UP
,1,0.829787,0.027381,,,0.359399,,
,1,,0.037889,,0.002516,0.353185,0.529386,UP
0.460157,1,,0.031674,0.452098,0.002127,,,
0.460157,,,,0.429634,0.001957,0.329363,0.538158,
,,0.914894,,,,0.305541,,
0.460157,1,,0.029302,,0.001946,,0.586842,
,1,,0.027141,,,0.295702,0.564912,UP
0.460157,,0.978723,,,0.001816,0.363801,0.481579,UP
,1,,,0.355995,0.001816,0.360694,,UP
,2,,,0.345284,0.001774,,0.536842,DOWN
,2,,0.02645,,0.001757,0.322113,0.560965,DOWN
0.460201,2,,0.028281,0.287266,,,0.466228,
,,,0.02588,,,,0.513158,
,2,0.085106,0.024529,,0.001633,,0.538596,
0.460201,,,0.024619,,0.001637,,,DOWN
0.460201,2,,,0.163344,0.001996,,,
0.460201,,0.148936,0.025249,,0.001697,0.220352,,
,2,,,0.151592,,,,UP
,2,0.191489,0.02663,,,,0.65307,DOWN
0.460201,2,0.212766,,,0.001876,0.206111,0.614474,
,2,,,,0.001998,,0.55307,UP
,,,0.030323,,0.002073,0.318488,,
,2,0.276596,0.036778,0.464296,0.002503,,0.470175,UP
,,,0.034856,,0.00237,0.460383,,
,,0.319149,0.042212,,,,,UP
0.460201,,0.340426,0.047016,,0.003191,0.586225,0.237719,
,2,,0.046175,0.522315,0.003141,,,
,,0.382979,0.05287,0.564713,,0.595546,,UP
,,0.404255,,,,,,
,2,,0.048907,0.563374,0.003313,,0.261404,UP
0.460201,,,0.046625,0.542249,0.003174,0.57535,,
0.460201,,,,,0.002935,0.567323,,UP
,,,,0.524695,,,0.241667,
0.460201,,,,,,0.543242,,
0.460201,2,0.531915,,,,0.530036,0.251316,
,2,0.553191,0.043083,,,0.544795,0.223684,
0.460201,,,0.041251,0.500595,0.002865,,,
,2,0.595745,,,,,0.239912,
0.460201,2,,,0.48914,,,0.230702,UP
0.460201,2,0.638298,,0.4759,,0.51217,,UP
,2,,,,,0.50492,,UP
0.460201,2,0.680851,0.034196,,,0.510616,,
0.460201,,,,,0.002698,,,
0.460201,2,0.723404,,,,,,
0.460201,,,0.047226,,0.00327,,0.236404,UP
,2,,0.064459,,,,0.249561,
0.460201,2,0.787234,,,,,,UP
,,0.808511,0.061757,,0.004246,,,
,2,0.829787,0.046085,0.565308,0.003193,0.540653,0.290351,UP
0.460201,,0.851064,0.045725,,0.003166,,0.308772,
0.460201,,0.87234,0.040681,0.524546,,0.479803,0.324561,
0.460201,2,,0.034046,,,,,
,,0.914894,0.031674,,,0.41507,,DOWN
,2,0.93617,0.038789,0.48795,,,0.425439,UP
0.460201,,0.957447,0.036748,,0.002536,,,DOWN
,,0.978723,0.044794,,0.003085,0.44899,0.295175,
,,,,0.498512,0.003093,0.438374,,UP
0.460245,,,,,0.003068,0.426722,,
0.460245,3,,0.042662,,0.002933,,,
,3,0.042553,,0.448081,0.003027,0.447178,0.310965,UP
,,,,,0.002833,0.432418,0.339035,UP
0.460245,3,,,0.337697,,,0.375439,DOWN
0.460245,3,,,,0.002437,0.33739,0.392982,DOWN
,3,0.12766,0.034526,0.239661,0.002362,0.299586,,DOWN
,,0.148936,,,,0.267996,,DOWN
,,,,,0.001942,0.242361,0.543421,
0.460245,3,0.191489,0.028522,,0.001938,0.232781,,
,3,,0.028191,0.22166,,0.23537,,
,,0.234043,,,,0.270067,0.508333,DOWN
,,0.255319,,0.37474,,0.352408,,DOWN
,3,,,,,,,UP
0.460245,,0.297872,,0.469206,0.00258,,0.286842,
,,,,0.523802,,,,
0.460245,3,0.340426,0.071064,,0.004842,,0.209211,UP
,,0.361702,0.096013,0.525885,0.00656,,,UP
0.460245,3,0.382979,,,,,,UP
0.460245,3,,,0.56382,0.00775,,0.303947,
,,0.425532,,,0.007175,0.556965,,UP
0.460245,,0.446809,,0.529456,0.003259,0.555153,0.212281,
0.460245,,0.468085,,0.521273,,0.553081,0.240789,DOWN
,,0.489362,,0.512943,0.003004,,0.23114,
,,,,0.505951,,0.530036,0.269737,
,,0.531915,0.03957,0.499256,0.002719,0.518643,,DOWN
0.460245,3,,0.038519,,,0.534179,,DOWN
0.460245,,,,0.485272,,0.528742,,DOWN
,3,0.595745,,,0.002179,0.525375,,DOWN
0.460245,,,,0.465933,0.002158,,,
,3,0.638298,,,,,,DOWN
0.460245,3,0.659574,0.030293,0.456858,0.002069,0.482393,0.353509,
0.460245,3,,,,,,0.386404,DOWN
,,,,,,,,DOWN
,3,0.723404,,0.488843,,,,
